cell,dataset,detector,score,result_role,risk_event,mask_definition,aspect_ratio_source,eligible_instance_definition,ar_threshold,alpha,new_image_level_certified,new_target_coverage,new_threshold,new_image_ucb_calib,new_calib_images,new_calib_retained_instances,new_audit_realized_instance_coverage,new_audit_mean_image_risk,new_empirical_instance_risk_audit,new_empirical_instance_risk_cluster_ci_lo,new_empirical_instance_risk_cluster_ci_hi,old_instance_iid_certified_audit_only,old_target_coverage,old_threshold,old_instance_iid_cp_ucb_calib_audit_only,old_calib_images,old_calib_retained_instances,old_audit_realized_instance_coverage,old_empirical_instance_risk_audit,old_empirical_instance_risk_cluster_ci_lo,old_empirical_instance_risk_cluster_ci_hi,audit_instance_coverage_drop_old_minus_new,target_coverage_drop_old_minus_new,threshold_change_new_minus_old,ucb_change_image_minus_old_iid,effective_n_inflation_retained_instances_per_image,old_pass_new_fail,formal_guarantee,note
A,DIOR-R,rotated_retinanet_psc,negative_phase_mod,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,-2.7954747676849365,0.015381669921814835,3003,13288,1.0,0.01207698033432976,0.008378216636744464,0.006966900589969836,0.010088444831975596,True,1.0,-2.7954747676849365,0.008660211554334489,3003,13288,1.0,0.008378216636744464,0.006972533801846604,0.009948766556306766,0.0,0.0,0.0,0.006721458367480346,4.424908424908425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
A,DIOR-R,rotated_retinanet_psc,negative_phase_mod,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,-2.7954747676849365,0.015381669921814835,3003,13288,1.0,0.01207698033432976,0.008378216636744464,0.006873183198200817,0.010076517803492344,True,1.0,-2.7954747676849365,0.008660211554334489,3003,13288,1.0,0.008378216636744464,0.007004082185005366,0.009975967020003092,0.0,0.0,0.0,0.006721458367480346,4.424908424908425,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,0.0500916987657547,0.016144915962765294,3003,14233,0.9999277221639984,0.013248511988052405,0.00863782572554122,0.007188165882634749,0.010239794242590047,True,1.0,0.0500916987657547,0.007337654792165511,3003,14233,0.9999277221639984,0.00863782572554122,0.007240387461795446,0.010276230174010874,0.0,0.0,0.0,0.008807261170599783,4.739593739593739,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,0.0500916987657547,0.016144915962765294,3003,14233,0.9999277221639984,0.013248511988052405,0.00863782572554122,0.007212793893317217,0.010124072319278659,True,1.0,0.0500916987657547,0.007337654792165511,3003,14233,0.9999277221639984,0.00863782572554122,0.007291890647188832,0.010251341863158535,0.0,0.0,0.0,0.008807261170599783,4.739593739593739,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,0.0500916987657547,0.016144915962765294,3003,14233,0.9999277221639984,0.013248511988052405,0.00863782572554122,0.007202341221285157,0.010213120903017382,True,1.0,0.0500916987657547,0.007337654792165511,3003,14233,0.9999277221639984,0.00863782572554122,0.007299940750756709,0.01014338622949489,0.0,0.0,0.0,0.008807261170599783,4.739593739593739,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,-14.580352806688424,0.016144915962765294,3003,14233,0.9999638610819992,0.013248511988052405,0.008637513552584027,0.007091337986556037,0.010249238792656334,True,1.0,-14.580352806688424,0.007337654792165511,3003,14233,0.9999638610819992,0.008637513552584027,0.007230530153669991,0.010226422261666512,0.0,0.0,0.0,0.008807261170599783,4.739593739593739,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,-14.580352806688424,0.016144915962765294,3003,14233,0.9999638610819992,0.013248511988052405,0.008637513552584027,0.007172436766293736,0.010304241463793851,True,1.0,-14.580352806688424,0.007337654792165511,3003,14233,0.9999638610819992,0.008637513552584027,0.0072030659260634245,0.010166245519295125,0.0,0.0,0.0,0.008807261170599783,4.739593739593739,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,-14.580352806688424,0.016144915962765294,3003,14233,0.9999638610819992,0.013248511988052405,0.008637513552584027,0.007214116222034881,0.010240175990531149,True,1.0,-14.580352806688424,0.007337654792165511,3003,14233,0.9999638610819992,0.008637513552584027,0.007212086637901126,0.010197519750149226,0.0,0.0,0.0,0.008807261170599783,4.739593739593739,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,-0.8333129443792352,0.01576364730157226,3003,14135,0.9999272065514103,0.012566205094120136,0.008299057256215193,0.007017978233771043,0.009929532976551704,True,1.0,-0.8333129443792352,0.0070110351613646635,3003,14135,0.9999272065514103,0.008299057256215193,0.006885376455283347,0.009978706089812241,0.0,0.0,0.0,0.008752612140207595,4.706959706959707,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,-0.8333129443792352,0.01576364730157226,3003,14135,0.9999272065514103,0.012566205094120136,0.008299057256215193,0.006901884402358578,0.009862309022045369,True,1.0,-0.8333129443792352,0.0070110351613646635,3003,14135,0.9999272065514103,0.008299057256215193,0.006931490796470312,0.009872808691894141,0.0,0.0,0.0,0.008752612140207595,4.706959706959707,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
B,DIOR-R,oriented_rcnn,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,-0.8333129443792352,0.01576364730157226,3003,14135,0.9999272065514103,0.012566205094120136,0.008299057256215193,0.00688644367157955,0.009882625670416756,True,1.0,-0.8333129443792352,0.0070110351613646635,3003,14135,0.9999272065514103,0.008299057256215193,0.006898056238723165,0.009899410524107434,0.0,0.0,0.0,0.008752612140207595,4.706959706959707,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,0.05014808848500252,0.025875432351612607,3003,14156,0.9999269673178748,0.02153367324878602,0.01628747763210751,0.013834591485942368,0.019272875800690592,True,1.0,0.05014808848500252,0.016812393915299324,3003,14156,0.9999269673178748,0.01628747763210751,0.01377959734310832,0.019315742255260126,0.0,0.0,0.0,0.009063038436313283,4.713952713952714,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,0.05014808848500252,0.025875432351612607,3003,14156,0.9999269673178748,0.02153367324878602,0.01628747763210751,0.013747563013994305,0.019286387859560546,True,1.0,0.05014808848500252,0.016812393915299324,3003,14156,0.9999269673178748,0.01628747763210751,0.01366629581702778,0.019445872044921438,0.0,0.0,0.0,0.009063038436313283,4.713952713952714,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,0.05014808848500252,0.025875432351612607,3003,14156,0.9999269673178748,0.02153367324878602,0.01628747763210751,0.013799531206712914,0.019340391800418757,True,1.0,0.05014808848500252,0.016812393915299324,3003,14156,0.9999269673178748,0.01628747763210751,0.013668415166478844,0.019657777287101712,0.0,0.0,0.0,0.009063038436313283,4.713952713952714,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,-27.0055155545807,0.025875432351612607,3003,14156,1.0,0.02153367324878602,0.016286288113930986,0.013717129985405781,0.019463974976756494,True,1.0,-27.0055155545807,0.016812393915299324,3003,14156,1.0,0.016286288113930986,0.013599655108063567,0.01911978135347827,0.0,0.0,0.0,0.009063038436313283,4.713952713952714,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,-27.0055155545807,0.025875432351612607,3003,14156,1.0,0.02153367324878602,0.016286288113930986,0.013786598054147682,0.01946969416444186,True,1.0,-27.0055155545807,0.016812393915299324,3003,14156,1.0,0.016286288113930986,0.013968558678359137,0.01928381029242872,0.0,0.0,0.0,0.009063038436313283,4.713952713952714,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,geometry_score_upper_bound,APPENDIX_GT_FIT_UPPER_BOUND,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,-27.0055155545807,0.025875432351612607,3003,14156,1.0,0.02153367324878602,0.016286288113930986,0.013796142809918735,0.01930162778727235,True,1.0,-27.0055155545807,0.016812393915299324,3003,14156,1.0,0.016286288113930986,0.013834079879146356,0.019724137335626044,0.0,0.0,0.0,0.009063038436313283,4.713952713952714,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,-0.9848531316587387,0.026244399723475025,3003,14092,1.0,0.021490743536550845,0.01600352371164293,0.013373884937146892,0.018977315290215156,True,1.0,-0.9848531316587387,0.01681473261169405,3003,14092,1.0,0.01600352371164293,0.013440669243189273,0.018953536669328672,0.0,0.0,0.0,0.009429667111780976,4.692640692640692,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,-0.9848531316587387,0.026244399723475025,3003,14092,1.0,0.021490743536550845,0.01600352371164293,0.013554109824640665,0.019034426127243632,True,1.0,-0.9848531316587387,0.01681473261169405,3003,14092,1.0,0.01600352371164293,0.013584016419685816,0.018970458475440113,0.0,0.0,0.0,0.009429667111780976,4.692640692640692,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
C,DIOR-R,rotated_rtmdet_s,tta_neg_circular_var,PREREGISTERED_SCORE_MENU,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,-0.9848531316587387,0.026244399723475025,3003,14092,1.0,0.021490743536550845,0.01600352371164293,0.013515443449958083,0.0191051956782,True,1.0,-0.9848531316587387,0.01681473261169405,3003,14092,1.0,0.01600352371164293,0.013361033007707404,0.01920570927310455,0.0,0.0,0.0,0.009429667111780976,4.692640692640692,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.03,True,1.0,0.05006488785147667,0.005361760558013019,1137,8451,1.0,0.003494089420163114,0.005621693121693121,0.004198902384712733,0.007158673084355796,True,1.0,0.05006488785147667,0.005188555503239576,1137,8451,1.0,0.005621693121693121,0.0042326856736526535,0.007030922723197219,0.0,0.0,0.0,0.00017320505477344279,7.432717678100264,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.05,True,1.0,0.05006488785147667,0.005361760558013019,1137,8451,1.0,0.003494089420163114,0.005621693121693121,0.004273031818952231,0.007126868159107972,True,1.0,0.05006488785147667,0.005188555503239576,1137,8451,1.0,0.005621693121693121,0.004323083162640757,0.006993977288284774,0.0,0.0,0.0,0.00017320505477344279,7.432717678100264,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,PRIMARY,geometry_normalized_severe,matched_gt_ar_ge_2.1_exclude_pred_or_gt_near_square,matched_GT_box,one_to_one_class_matched_prediction_IoU_ge_0.5_with_GT_ar_ge_2.1,2.1,0.1,True,1.0,0.05006488785147667,0.005361760558013019,1137,8451,1.0,0.003494089420163114,0.005621693121693121,0.00423523281764049,0.007108714046515622,True,1.0,0.05006488785147667,0.005188555503239576,1137,8451,1.0,0.005621693121693121,0.004190986569825457,0.007193845764189453,0.0,0.0,0.0,0.00017320505477344279,7.432717678100264,False,new_image_level_only,old instance-i.i.d. exact-binomial is a labelled invalid-independence counterfactual only
