dataset,seed,k,n_images,n_predictions,n_matched,AP50,AP75,mean_angle_error_deg,median_angle_error_deg,p95_angle_error_deg,mean_phase_mod_primary,mean_phase_mod_secondary,mean_matched_phase_loss,mean_abs_radial_gradient,mean_tangential_gradient_norm,mean_abs_dloss_dk,controlled_base_mean_phase_mod_primary,controlled_base_mean_phase_mod_secondary,controlled_base_mean_phase_loss,controlled_base_mean_abs_radial_gradient,controlled_base_mean_tangential_gradient_norm,controlled_base_mean_abs_dloss_dk,actual_head_mean_angle_loss,actual_head_mean_abs_radial_gradient,actual_head_mean_tangential_gradient_norm,actual_head_mean_abs_radial_gradient_wrt_base_z,actual_head_mean_tangential_gradient_norm_wrt_base_z,actual_head_mean_abs_dloss_dk,actual_head_mean_positive_anchors,decoded_angle_median_diff_deg,decoded_angle_p95_diff_deg,post_nms_exact_image_proportion,post_nms_score_label_count_equal_proportion,actual_head_statistics_source,legacy_actual_head_fields_superseded,actual_head_loss_relative_change_vs_k1,controlled_phase_mod_ratio_vs_k1,phase_mod_expected_k2,phase_mod_k2_abs_error,manifest_sha256,actual_head_supplement_manifest_sha256,checkpoint_sha256,mask_definition
DIOR-R,1,0.25,11738,576047,77290,0.502538,0.265973,12.91474332,2.5e-06,89.9999975,0.14086723,0.13734079,0.12449105,0.01738934,0.07152912,0.007498,0.14024052,0.13850997,0.1234569,0.0190525,0.07055454,0.03293667,0.5978556468,0.089819963,0.0473120491,0.0224549907,0.0118280123,0.7293690685,129.715283694,0.48073313,35.33057894,0.00068155,0.52351338,targeted_network_coordinate_supplement,True,3.9698050953,0.0625,0.0625,0.0,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,0.5,11738,568376,84101,0.536402,0.337622,9.36639788,0.70012427,89.87661514,0.56124231,0.55479439,0.11664454,0.01864839,0.07143844,0.016135,0.56096207,0.55403989,0.11656193,0.018754,0.07139304,0.03242303,0.4188342192,0.0874693088,0.0505716407,0.0437346544,0.0252858203,0.7125991666,129.715283694,0.0,0.0,0.26409951,0.79817686,targeted_network_coordinate_supplement,True,2.4816505419,0.25,0.25,0.0,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,0.75,11738,568290,84544,0.537324,0.34138,8.94747822,0.70020108,89.86994836,1.2621876,1.24666125,0.11076159,0.01808626,0.07337365,0.02345443,1.26216466,1.24658977,0.11076138,0.01808762,0.07337319,0.03127407,0.250105801,0.0778513974,0.0615091186,0.0583885481,0.0461318389,0.6506377097,129.715283694,1.1e-07,8.5e-07,0.70932016,0.98023513,targeted_network_coordinate_supplement,True,1.0790588678,0.5625,0.5625,0.0,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,0.9,11738,568301,84548,0.537328,0.341503,8.94961836,0.70124082,89.86994375,1.8175346,1.7951374,0.10867524,0.0162235,0.07660492,0.02519569,1.81751701,1.79508916,0.10867517,0.01622352,0.07660535,0.02799517,0.1615075224,0.0616336942,0.0759563082,0.0554703248,0.0683606774,0.5434934057,129.715283694,1.1e-07,8.5e-07,0.81265974,0.99505878,targeted_network_coordinate_supplement,True,0.3425664072,0.80999996,0.81,4e-08,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,1.0,11738,568301,84552,0.537332,0.341478,8.94638497,0.70172646,89.86988295,2.24384827,2.21615957,0.10935227,0.0257258,0.07549171,0.04451393,2.24384827,2.21615957,0.10935227,0.0257258,0.07549171,0.04451393,0.1202976043,0.0301583386,0.097296603,0.0301583386,0.097296603,0.2553363382,129.715283694,0.0,0.0,1.0,1.0,targeted_network_coordinate_supplement,True,0.0,1.0,1.0,0.0,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,1.1,11738,568311,84550,0.537332,0.341485,8.94468375,0.70179602,89.86975352,2.71507824,2.68160435,0.11893795,0.06519202,0.04211896,0.12408771,2.71505648,2.68155316,0.11893821,0.06519125,0.04211963,0.11280524,0.1633753912,0.0712852153,0.0679424971,0.0784137368,0.0747367468,0.5932134581,129.715283694,1.3e-07,8.5e-07,0.82756858,0.99633668,targeted_network_coordinate_supplement,True,0.3580934729,1.21000003,1.21,3e-08,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,1.25,11738,568324,84551,0.537336,0.341492,8.94314131,0.70201959,89.86970388,3.50602474,3.46277363,0.13690153,0.07181842,0.03511645,0.15515574,3.5060129,3.46274931,0.13690195,0.07181834,0.03511665,0.12412412,0.2621173854,0.0860702735,0.0535902641,0.1075878418,0.0669878301,0.6992183635,129.715283694,1.6e-07,8.5e-07,0.79493951,0.99275856,targeted_network_coordinate_supplement,True,1.1789077756,1.56249999,1.5625,1e-08,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,1.5,11738,568322,84550,0.537336,0.341475,8.94399433,0.70211146,89.86970584,5.04869195,4.98640886,0.16862545,0.07443392,0.03175885,0.19283044,5.04865862,4.98635906,0.16862684,0.07443394,0.03175905,0.12855299,0.443565913,0.0913481122,0.0468124253,0.1370221684,0.070218638,0.7424666505,129.715283694,1.1e-07,8.5e-07,0.76776282,0.99011757,targeted_network_coordinate_supplement,True,2.6872381257,2.25000001,2.25,1e-08,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,2.0,11738,568320,84553,0.537337,0.341475,8.9442891,0.70227755,89.86967948,8.97536847,8.86443671,0.23346724,0.07551186,0.03023023,0.26071861,8.97539307,8.86463827,0.23347005,0.07551265,0.03022919,0.13036121,0.8212996742,0.0942698893,0.042539085,0.1885397786,0.0850781699,0.7647547902,129.715283694,0.0,0.0,0.87595843,0.98781735,targeted_network_coordinate_supplement,True,5.8272321712,4.0,4.0,0.0,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,1,4.0,11738,568324,84553,0.537336,0.341448,8.94708933,0.70245508,89.86967948,35.90147388,35.45774685,0.49503638,0.07586519,0.02968278,0.52375826,35.90157227,35.45855308,0.49504285,0.07586578,0.02968181,0.13094124,2.3619439365,0.0952921139,0.0407746287,0.3811684556,0.163098515,0.772272391,129.715283694,0.0,0.0,0.86164594,0.9857727,targeted_network_coordinate_supplement,True,18.6341726857,15.99999998,16.0,2e-08,f285a0f0672e5965cd240c02ccaf97670b5a88eca52a9a76b554aba39ee8baa0,53e07c4eede1e66611e57345864e265ac014e63cf5c60ebbbb64c7708420336f,800b7294a303d0f8f144ffd951530580af9622b83c3e8c6d384c72e987e801e8,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,0.25,11738,557250,77972,0.506076,0.263208,13.00521679,2.5e-06,89.9999975,0.14098465,0.13767851,0.12456364,0.01728451,0.07162592,0.00745634,0.14027563,0.13873378,0.12349794,0.01902096,0.07061626,0.03287121,0.5981960853,0.089737741,0.0474442825,0.0224344352,0.0118610706,0.7280494986,129.715283694,0.4679457,35.36779698,0.00051116,0.53901857,targeted_network_coordinate_supplement,True,3.9531959647,0.0625,0.0625,0.0,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,0.5,11738,550712,84916,0.540117,0.335385,9.44169647,0.69411413,89.86608964,0.56134559,0.55573603,0.11674484,0.01869826,0.0714158,0.01617256,0.56110252,0.55493513,0.11668988,0.01877856,0.07138573,0.03245703,0.4194712969,0.0875587106,0.0505125032,0.0437793553,0.0252562516,0.7119865525,129.715283694,0.0,0.0,0.3015846,0.80397001,targeted_network_coordinate_supplement,True,2.4733151656,0.25,0.25,0.0,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,0.75,11738,550828,85376,0.541296,0.338083,9.07667404,0.69667036,89.86177063,1.26250721,1.24867888,0.11097589,0.01818532,0.07329227,0.023585,1.26248067,1.24860406,0.11097553,0.01818524,0.07329282,0.03144579,0.2507713044,0.0784163156,0.0607680895,0.0588122367,0.0455760672,0.6521412669,129.715283694,1.1e-07,8.5e-07,0.73147044,0.97946839,targeted_network_coordinate_supplement,True,1.0764418951,0.5625,0.5625,0.0,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,0.9,11738,550826,85379,0.541288,0.338026,9.07073108,0.6969969,89.86125789,1.81798388,1.79804484,0.10894678,0.01654085,0.07640606,0.02569802,1.81797207,1.79798974,0.10894473,0.01654062,0.07640639,0.02855291,0.1621073503,0.0619130149,0.0757563979,0.0557217134,0.0681807581,0.5449722144,129.715283694,1.1e-07,8.5e-07,0.81410803,0.99403646,targeted_network_coordinate_supplement,True,0.3422847342,0.80999996,0.81,4e-08,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,1.0,11738,550824,85383,0.541289,0.338358,9.07083239,0.6972455,89.86120871,2.24441007,2.21974053,0.10966798,0.02629067,0.07541198,0.0455005,2.24441007,2.21974053,0.10966798,0.02629067,0.07541198,0.0455005,0.1207697191,0.0302565269,0.0971967572,0.0302565269,0.0971967572,0.2568057722,129.715283694,0.0,0.0,1.0,1.0,targeted_network_coordinate_supplement,True,0.0,1.0,1.0,0.0,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,1.1,11738,550821,85383,0.541289,0.338385,9.07002367,0.69727534,89.86120871,2.71573627,2.68588613,0.11931957,0.06546843,0.04177763,0.12465735,2.71573627,2.68588613,0.11931957,0.06546843,0.04177763,0.11332486,0.1642744494,0.0715519069,0.0677131385,0.0787070976,0.0744844524,0.596410915,129.715283694,1.3e-07,8.5e-07,0.83191344,0.99582552,targeted_network_coordinate_supplement,True,0.3602287943,1.21000004,1.21,4e-08,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,1.25,11738,550830,85383,0.541289,0.338383,9.06915134,0.69724962,89.86116231,3.50689402,3.46834574,0.13731027,0.07177565,0.03515374,0.15512623,3.50689072,3.46834457,0.137312,0.07177608,0.03515337,0.12410148,0.2633437464,0.0860547476,0.0537161832,0.1075684346,0.067145229,0.7004551676,129.715283694,1.6e-07,8.5e-07,0.80311808,0.99139547,targeted_network_coordinate_supplement,True,1.1805444971,1.56249999,1.5625,1e-08,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,1.5,11738,550847,85381,0.541287,0.338381,9.06971167,0.69727534,89.86116957,5.04995319,4.99452044,0.16899869,0.07432045,0.0319118,0.19261185,5.04992268,4.99441623,0.16900002,0.07432014,0.03191231,0.12840657,0.4449253692,0.0911981515,0.0470892278,0.1367972272,0.0706338416,0.7424342996,129.715283694,1.1e-07,8.5e-07,0.78446073,0.98807293,targeted_network_coordinate_supplement,True,2.6840805172,2.25000001,2.25,1e-08,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,2.0,11738,550847,85381,0.541287,0.338358,9.06915906,0.69754673,89.86116957,8.977649,8.87914848,0.23379012,0.07548375,0.03026768,0.26073634,8.97764028,8.87896212,0.2337915,0.07548364,0.03026801,0.13036675,0.8225179626,0.0940957118,0.0428223487,0.1881914235,0.0856446974,0.7646454503,129.715283694,0.0,0.0,0.88456296,0.9858579,targeted_network_coordinate_supplement,True,5.8106307502,4.0,4.0,0.0,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
DIOR-R,2,4.0,11738,550849,85382,0.541283,0.338476,9.06824119,0.69757917,89.86121089,35.91054423,35.51595684,0.49543766,0.07585993,0.02968609,0.5239447,35.91056113,35.51584849,0.49543824,0.0758599,0.02968622,0.13098553,2.3630599133,0.0952333503,0.0409171946,0.3809334014,0.1636687784,0.7722645171,129.715283694,0.0,0.0,0.8699097,0.9832169,targeted_network_coordinate_supplement,True,18.5666590178,16.0,16.0,0.0,2931fa9680ab95cee348f694d74cad57ce7f3c39caf67daeef8c0e372e048cfa,f712c8a65aa3211595de3446b604b1d7c08a65749596e914500f2a7d89cc09b2,5f1b80d0c10d44396596b216495ab918f888b5a6155b2cb8fb04f9f3e50cccb0,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,0.25,22994,1548239,253182,0.532371,0.176339,13.1010066,4.89916663,43.46809193,0.13994264,0.13920745,0.11685076,0.03183883,0.06214206,0.01373275,0.13968061,0.13930347,0.11627968,0.03220417,0.06213824,0.05555533,0.3330208837,0.0419863866,0.0215502986,0.0104965966,0.0053875746,0.4099533786,73.7623727929,7.89848113,40.039561,0.15847612,0.61955293,targeted_network_coordinate_supplement,True,4.5146645789,0.0625,0.0625,0.0,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
