anon_id,dataset,image_id,pred_id,matched_gt_class,matched_gt_size_bin,matched_gt_aspect_ratio,matched_gt_ar_bin,formal_ar21_eligible,formal_stratum,angleA,angleB,cannotA,cannotB,annotatorA_id_sha256,annotatorB_id_sha256,pair_status,human_usable
2a3a1df8033a8109,DIOR-R,16819,14,vehicle,small,2.5,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0c6d0d5f48380ef1,DIOR-R,19308,0,dam,medium,1.163212,ar<1.6,False,dam|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
27c93151573431b5,DIOR-R,12978,26,airplane,small,1.023041,ar<1.6,False,airplane|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
968cd85c7a881d91,DIOR-R,14012,15,storagetank,medium,1.142857,ar<1.6,False,storagetank|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
99fdf359ec262dcf,DIOR-R,16702,4,airplane,medium,1.0,ar<1.6,False,airplane|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
ba0e65e077938454,DIOR-R,15974,15,ship,medium,2.391304,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0c48e0eaa9b91e1c,DIOR-R,16874,7,ship,small,2.7875,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
fe4ce633201f1c5b,DIOR-R,14716,3,bridge,large,1.69656,1.6<=ar<2.1,False,bridge|large|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
6ec3a99dd53d7764,DIOR-R,16116,5,airport,medium,1.630141,1.6<=ar<2.1,False,airport|medium|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0cbf5c319cad0f0b,DIOR-R,20893,25,vehicle,small,2.377049,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
8729f155cc789c31,DIOR-R,13361,0,Expressway-toll-station,large,1.324254,ar<1.6,False,Expressway-toll-station|large|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
5287a0b309b44a52,DIOR-R,21752,0,trainstation,large,1.730159,1.6<=ar<2.1,False,trainstation|large|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0132ee76f5bf1993,DIOR-R,23292,5,vehicle,small,2.462687,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0759559b302c658d,DIOR-R,15735,0,basketballcourt,large,1.863821,1.6<=ar<2.1,False,basketballcourt|large|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0206113e070c1b5c,DIOR-R,13107,28,ship,small,4.174468,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
fda05278eb688bf9,DIOR-R,17645,34,ship,medium,3.65,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
2966227c8a0053ea,DIOR-R,20178,1,baseballfield,large,1.030928,ar<1.6,False,baseballfield|large|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
a3237ee069fd1c48,DIOR-R,18976,99,tenniscourt,medium,2.160407,ar>=2.1,True,tenniscourt|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
a89cf4600ea3593a,DIOR-R,21246,7,vehicle,small,2.5,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
ebf2a94d68640c0c,DIOR-R,16613,38,storagetank,small,1.083333,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
040d5c5cdb75a8ad,DIOR-R,20889,3,ship,medium,3.0,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
b09429b2609a151b,DIOR-R,15782,75,ship,medium,3.721227,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
ee4f3f4475be4bb3,DIOR-R,20781,1,golffield,large,2.038596,1.6<=ar<2.1,False,golffield|large|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
fc5045dd9772e2e2,DIOR-R,16672,26,vehicle,small,2.0,1.6<=ar<2.1,False,vehicle|small|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
5a84551ad0737308,DIOR-R,12819,41,storagetank,medium,1.222222,ar<1.6,False,storagetank|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
23c974432a46c2ee,DIOR-R,15947,3,tenniscourt,medium,2.091797,1.6<=ar<2.1,False,tenniscourt|medium|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
bf3e55dbd0603821,DIOR-R,16273,118,storagetank,small,1.2,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
7a78daae3880863a,DIOR-R,21418,5,vehicle,medium,2.264706,ar>=2.1,True,vehicle|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
10c549b71db23a19,DIOR-R,13697,2,tenniscourt,small,1.933333,1.6<=ar<2.1,False,tenniscourt|small|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
330a5c6bc5d7286b,DIOR-R,12809,10,ship,small,3.470588,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
f7c44f4079101d5b,DIOR-R,14326,0,vehicle,small,2.720165,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
603bba4b16652842,DIOR-R,20484,0,basketballcourt,large,1.801594,1.6<=ar<2.1,False,basketballcourt|large|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
63bf52e1946b6979,DIOR-R,13605,7,bridge,small,1.409091,ar<1.6,False,bridge|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
87923b58d21854a0,DIOR-R,16301,2,vehicle,medium,3.205479,ar>=2.1,True,vehicle|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
a7c8782b28247cf2,DIOR-R,13005,11,ship,small,2.9375,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
83a76fbec593039c,DIOR-R,21463,17,overpass,small,1.390935,ar<1.6,False,overpass|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
9faf399364166503,DIOR-R,20331,23,airplane,small,2.125,ar>=2.1,True,airplane|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
82f48a7d34c9ee2f,DIOR-R,19310,15,ship,medium,2.730769,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
5e04f2ce91d367ce,DIOR-R,14290,6,vehicle,small,3.0,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
840cb4d8b0f1330f,DIOR-R,18357,11,airplane,medium,1.129032,ar<1.6,False,airplane|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
fbba7e87094fa1aa,DIOR-R,18364,18,ship,medium,2.836587,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
e7724176526d2a6f,DIOR-R,12035,75,storagetank,small,1.125,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
1487b34bdae12bd9,DIOR-R,16905,6,vehicle,small,2.290168,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
66bc13b4c3db5c9b,DIOR-R,14538,7,vehicle,medium,2.498959,ar>=2.1,True,vehicle|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
925056f74b1b6584,DIOR-R,13925,0,tenniscourt,medium,2.054545,1.6<=ar<2.1,False,tenniscourt|medium|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
ca24e2bd9db17827,DIOR-R,11853,1,storagetank,large,1.008621,ar<1.6,False,storagetank|large|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
703b1287f887bb6f,DIOR-R,14117,9,vehicle,medium,2.206897,ar>=2.1,True,vehicle|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0044979d6fbdffdf,DIOR-R,18066,7,vehicle,small,2.437909,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
bb8ead5cd5a656ca,DIOR-R,22491,7,vehicle,medium,6.6,ar>=2.1,True,vehicle|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
a0f2fa80c930332f,DIOR-R,21446,2,trainstation,large,3.03629,ar>=2.1,True,trainstation|large|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
829a3afc69a9658a,DIOR-R,21558,2,overpass,medium,2.404326,ar>=2.1,True,overpass|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
2b64e0357a91791c,DIOR-R,18802,3,airplane,medium,1.25,ar<1.6,False,airplane|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
7082d1234e0bec21,DIOR-R,13569,2,tenniscourt,medium,2.043478,1.6<=ar<2.1,False,tenniscourt|medium|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
8f9edc772889336d,DIOR-R,14321,2,overpass,small,1.7737,1.6<=ar<2.1,False,overpass|small|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
4ab07862981fc8ef,DIOR-R,14132,54,vehicle,small,7.833333,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
33fbcb2f82fa2958,DIOR-R,16497,29,ship,medium,1.791667,1.6<=ar<2.1,False,ship|medium|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
a75741485b94d83c,DIOR-R,21290,0,vehicle,small,2.309859,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
d3ee8808a4f5106f,DIOR-R,18771,38,ship,small,2.75,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
5aa68cb1659e4666,DIOR-R,13174,49,ship,small,3.041153,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
287b98eb612cfb38,DIOR-R,16421,0,dam,medium,1.898022,1.6<=ar<2.1,False,dam|medium|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
55e9c93059cd3d13,DIOR-R,18203,13,vehicle,small,2.2,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
3221770800266275,DIOR-R,16638,34,ship,medium,2.894737,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
f32c2edb6a22e9c3,DIOR-R,17043,39,storagetank,small,1.130435,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
c817241fb36bcbe7,DIOR-R,13023,1,vehicle,medium,2.431818,ar>=2.1,True,vehicle|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
440b29409e610f8d,DIOR-R,13833,35,chimney,medium,1.370968,ar<1.6,False,chimney|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
b90f138c4aaeadde,DIOR-R,15336,79,storagetank,small,1.0,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
a3313b7127b35c53,DIOR-R,20376,1,Expressway-Service-area,large,1.580861,ar<1.6,False,Expressway-Service-area|large|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
b85a5707d27eefbc,DIOR-R,20464,11,storagetank,medium,1.061538,ar<1.6,False,storagetank|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
1dbdf4d480ae0708,DIOR-R,20250,20,storagetank,small,1.454545,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
533a300d84fea9a7,DIOR-R,21906,49,ship,small,2.553846,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
202bc18d45d9bf01,DIOR-R,22840,5,Expressway-Service-area,large,2.775734,ar>=2.1,True,Expressway-Service-area|large|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
d18495563d6bd8b9,DIOR-R,21175,122,ship,small,2.5,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
87f463762312eaaa,DIOR-R,16549,23,vehicle,small,3.074074,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
8b5ff443fe9549f7,DIOR-R,22146,48,ship,small,2.25,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
397fa883fb6fc516,DIOR-R,15926,0,baseballfield,large,1.005988,ar<1.6,False,baseballfield|large|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
ad1ec4f8ab8e3fdc,DIOR-R,13103,145,storagetank,small,1.142857,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
018c58fe959dd11e,DIOR-R,19235,31,storagetank,small,1.058824,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
7f911210ac9fb645,DIOR-R,17347,10,airplane,medium,1.051282,ar<1.6,False,airplane|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
db8e34f1fd97d6b8,DIOR-R,17206,22,airplane,medium,1.17539,ar<1.6,False,airplane|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
f85a7daeac39ebeb,DIOR-R,18548,53,storagetank,small,1.2,ar<1.6,False,storagetank|small|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
320b6a01156fb505,DIOR-R,11955,10,tenniscourt,medium,1.942119,1.6<=ar<2.1,False,tenniscourt|medium|1.6<=ar<2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
0c83b4ceead03ed5,DIOR-R,22588,20,ship,small,2.430041,ar>=2.1,True,ship|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
658a85c24ec98cc3,DIOR-R,13762,26,ship,medium,3.367925,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
9b9c469257106872,DIOR-R,14920,2,storagetank,medium,1.461097,ar<1.6,False,storagetank|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
7c0ce9f37923b317,DIOR-R,17572,43,vehicle,small,2.166667,ar>=2.1,True,vehicle|small|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
bc1fd4d6d3960de3,DIOR-R,17031,3,airplane,medium,1.527778,ar<1.6,False,airplane|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
86db733a82358e86,DIOR-R,12715,31,airplane,medium,1.21811,ar<1.6,False,airplane|medium|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
704134b6f084b1b9,DIOR-R,16139,1,chimney,large,1.017794,ar<1.6,False,chimney|large|ar<1.6,,,0,0,,,PENDING_HUMAN_LABELS,False
ba4afb46d40d97cd,DIOR-R,21485,15,ship,medium,2.959504,ar>=2.1,True,ship|medium|ar>=2.1,,,0,0,,,PENDING_HUMAN_LABELS,False
