id,model_id,dataset,train_val_or_trainval_test,epoch_best,mAP_best,valid,pth,pth_abs,pth_exists,log,log_abs,log_exists,config,config_abs,config_exists,source,mmrotate_stack,env,actual_gb,per_gpu_bs,gpus,actual_lr,optimizer,scheduler,angle,metric,eval_interval,inference_ready
11,oriented_rcnn_lsknet_s_fpn_1x_le90,SODA-A,train→val,12,0.7196,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/SODA_train_val/best_mAP_7196_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/SODA_train_val/best_mAP_7196_epoch_12.pth,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/SODA_train_val/train_20260517_124632.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/SODA_train_val/train_20260517_124632.log,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/SODA_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/SODA_train_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12_retrain/lsknet/soda_a/full,mmrotate 0.3.4 (LSKNet repo / pcp-obb-soda env),pcp-obb-soda,8,2,4,0.0002,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
12,oriented_rcnn_lsknet_s_fpn_1x_le90,FAIR1M-v1.0,train_only→val,12,0.6711,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/FAIR1M_train_only_val/best_mAP_6711_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/FAIR1M_train_only_val/best_mAP_6711_epoch_12.pth,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/FAIR1M_train_only_val/train_20260517_165418.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/FAIR1M_train_only_val/train_20260517_165418.log,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/FAIR1M_train_only_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/FAIR1M_train_only_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12_retrain/lsknet/fair1m_v10/full,mmrotate 0.3.4 (LSKNet repo / pcp-obb-soda env),pcp-obb-soda,8,2,4,0.0002,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
13,oriented_rcnn_lsknet_s_fpn_3x_le90,HRSC2016,trainval→test,33,0.7156,True,baseline_oriented_rcnn_lsknet_s_fpn_3x_le90/HRSC_trainval_test/best_mAP_epoch_33.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_3x_le90/HRSC_trainval_test/best_mAP_epoch_33.pth,True,baseline_oriented_rcnn_lsknet_s_fpn_3x_le90/HRSC_trainval_test/20260516_065815.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_3x_le90/HRSC_trainval_test/20260516_065815.log,True,baseline_oriented_rcnn_lsknet_s_fpn_3x_le90/HRSC_trainval_test/cell13_lsknet_hrsc_3x_lr2e-4.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_3x_le90/HRSC_trainval_test/cell13_lsknet_hrsc_3x_lr2e-4.py,True,/home/rspip/cqc/pro/study/pcbobb/results/v10_realign_cell13_hrsc_lsknet_s_3x_lr2e-4,mmrotate 0.3.4 (LSKNet repo / pcp-obb-soda env),pcp-obb-soda,8,2,4,0.0002,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5 + AP50 0.9050,1 epoch,True
14,arsdetr_r50_fpn_36e_le90,DOTA-v1.0,train→val,36,0.6745,True,baseline_arsdetr_r50_fpn_36e_le90/DOTA10_train_val/best_mAP_6745_epoch_36.pth,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DOTA10_train_val/best_mAP_6745_epoch_36.pth,True,baseline_arsdetr_r50_fpn_36e_le90/DOTA10_train_val/train_20260417_000645.log,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DOTA10_train_val/train_20260417_000645.log,True,baseline_arsdetr_r50_fpn_36e_le90/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DOTA10_train_val/config.py,True,/home/rspip/cqc/pro/ARS-DETR/work_dirs/arcsl_dota10,ARS-DETR fork mmrotate 0.1.0,ars,4,1,4,0.0001,AdamW,step [30/36] warmup 0.001×500,le90,DOTAMetric mAP@0.5,1 epoch,True
15,arsdetr_r50_fpn_36e_le90,DOTA-v1.5,train→val,35,0.6184,True,baseline_arsdetr_r50_fpn_36e_le90/DOTA15_train_val/best_mAP_6184_epoch_35.pth,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DOTA15_train_val/best_mAP_6184_epoch_35.pth,True,baseline_arsdetr_r50_fpn_36e_le90/DOTA15_train_val/train_20260416_230101.log,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DOTA15_train_val/train_20260416_230101.log,True,baseline_arsdetr_r50_fpn_36e_le90/DOTA15_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DOTA15_train_val/config.py,True,/home/rspip/cqc/data/pth_data/ARS-DETR/dota15/arcsl_detr_r50_dota_bs1,ARS-DETR fork mmrotate 0.1.0,ars,4,1,4,0.0001,AdamW,step [30/36] warmup 0.001×500,le90,DOTAMetric mAP@0.5,1 epoch,True
16,arsdetr_r50_fpn_36e_le90,DIOR-R,trainval→test,35,0.4158,True,baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test/best_mAP_4158_epoch_35.pth,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test/best_mAP_4158_epoch_35.pth,True,baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test/train_20260510_075905.log,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test/train_20260510_075905.log,True,baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12/ars_detr/dior_r/full,ARS-DETR fork mmrotate 0.1.0,ars,4,1,4,0.0001,AdamW,step [30/36] warmup 0.001×500,le90,DOTAMetric mAP@0.5,1 epoch,True
17,arsdetr_r50_fpn_36e_le90,SODA-A,train→val,33,0.6969,True,baseline_arsdetr_r50_fpn_36e_le90/SODA_train_val/best_mAP_6969_epoch_33.pth,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/SODA_train_val/best_mAP_6969_epoch_33.pth,True,baseline_arsdetr_r50_fpn_36e_le90/SODA_train_val/train_20260510_203815.log,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/SODA_train_val/train_20260510_203815.log,True,baseline_arsdetr_r50_fpn_36e_le90/SODA_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/SODA_train_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12/ars_detr/soda_a/full,ARS-DETR fork mmrotate 0.1.0,ars,4,1,4,0.0001,AdamW,step [30/36] warmup 0.001×500,le90,DOTAMetric mAP@0.5,1 epoch,True
18,arsdetr_r50_fpn_36e_le90,FAIR1M-v1.0,train_only→val,36,0.6933,True,baseline_arsdetr_r50_fpn_36e_le90/FAIR1M_train_only_val/best_mAP_6933_epoch_36.pth,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/FAIR1M_train_only_val/best_mAP_6933_epoch_36.pth,True,baseline_arsdetr_r50_fpn_36e_le90/FAIR1M_train_only_val/train_20260512_012433.log,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/FAIR1M_train_only_val/train_20260512_012433.log,True,baseline_arsdetr_r50_fpn_36e_le90/FAIR1M_train_only_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/FAIR1M_train_only_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12/ars_detr/fair1m_v10/full,ARS-DETR fork mmrotate 0.1.0,ars,4,1,4,0.0001,AdamW,step [30/36] warmup 0.001×500,le90,DOTAMetric mAP@0.5,1 epoch,True
19,arsdetr_r50_fpn_36e_le90,HRSC2016,trainval→test,36,0.5135,True,baseline_arsdetr_r50_fpn_36e_le90/HRSC_trainval_test/best_mAP_5135_epoch_36.pth,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/HRSC_trainval_test/best_mAP_5135_epoch_36.pth,True,baseline_arsdetr_r50_fpn_36e_le90/HRSC_trainval_test/train_20260416_125342.log,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/HRSC_trainval_test/train_20260416_125342.log,True,baseline_arsdetr_r50_fpn_36e_le90/HRSC_trainval_test/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/HRSC_trainval_test/config.py,True,/home/rspip/cqc/data/pth_data/ARS-DETR/hrsc2016/arcsl_detr_r50_hrsc,ARS-DETR fork mmrotate 0.1.0,ars,4,1,4,0.0001,AdamW,step [30/36] warmup 0.001×500,le90,DOTAMetric mAP@0.5,1 epoch,True
20,rotated_retinanet_psc_r50_fpn_1x_le90,DOTA-v1.0,train→val,12,0.5562,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA10_train_val/best_mAP_5562_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA10_train_val/best_mAP_5562_epoch_12.pth,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA10_train_val/train_20260502_153000.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA10_train_val/train_20260502_153000.log,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA10_train_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb/results/p1_psc_retinanet_r50_dota_v10_lr5e-3_20260502,onedl-mmrotate 1.1.1 (PSC components),pcp-obb,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
21,rotated_retinanet_psc_r50_fpn_1x_le90,DOTA-v1.5 MS,train→val,12,0.4648,False,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_train_val/best_mAP_4648_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_train_val/best_mAP_4648_epoch_12.pth,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_train_val/train_20260510_000245.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_train_val/train_20260510_000245.log,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DOTA15_train_val/config.py,True,"/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12/psc/dota_v15/full (注: MS 变体, 已被 audit 主表 #21 槽位让位给新 SS 变体 → README #66; non-paper invalid 物理保留)",onedl-mmrotate 1.1.1 (PSC components),pcp-obb,1,1,1,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,False
22,rotated_retinanet_psc_r50_fpn_1x_le90,DIOR-R,trainval→test,12,0.5368,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DIOR_trainval_test/best_mAP_5368_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DIOR_trainval_test/best_mAP_5368_epoch_12.pth,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DIOR_trainval_test/train_20260517_202732.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DIOR_trainval_test/train_20260517_202732.log,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DIOR_trainval_test/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/DIOR_trainval_test/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12_retrain/psc/dior_r/full,onedl-mmrotate 1.1.1 (PSC components),pcp-obb,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
23,rotated_retinanet_psc_r50_fpn_1x_le90,SODA-A,train→val,12,0.5991,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/SODA_train_val/best_mAP_5991_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/SODA_train_val/best_mAP_5991_epoch_12.pth,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/SODA_train_val/train_20260517_213935.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/SODA_train_val/train_20260517_213935.log,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/SODA_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/SODA_train_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12_retrain/psc/soda_a/full,onedl-mmrotate 1.1.1 (PSC components),pcp-obb,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
24,rotated_retinanet_psc_r50_fpn_1x_le90,FAIR1M-v1.0,train_only→val,12,0.3462,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/FAIR1M_train_only_val/best_mAP_3462_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/FAIR1M_train_only_val/best_mAP_3462_epoch_12.pth,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/FAIR1M_train_only_val/train_20260518_001732.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/FAIR1M_train_only_val/train_20260518_001732.log,True,baseline_rotated_retinanet_psc_r50_fpn_1x_le90/FAIR1M_train_only_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_1x_le90/FAIR1M_train_only_val/config.py,True,/home/rspip/cqc/pro/study/pcbobb_beyond/checkpoints_v12_retrain/psc/fair1m_v10/full,onedl-mmrotate 1.1.1 (PSC components),pcp-obb,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
