level,key,contrast,endpoint,ablation_id,effect_class,hypothesis_key,main_probe,main_raw,ablation_probe,ablation_raw,delta_main,delta_ablation,dod,epsilon_main,epsilon_ablation,delta_main_ci_low,delta_main_ci_high,delta_ablation_ci_low,delta_ablation_ci_high,dod_ci_low,dod_ci_high,p_raw,main_swap70,main_swap90,ablation_swap70,ablation_swap90,p_holm,supported_direction,witness,full_signature
unit,A,linear_source_frozen,Risk@90,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|A|linear_source_frozen|Risk@90|NO_LONGSIDE_AR21,0.04839700028053805,0.04772550419977981,0.5167997726156831,0.5149908538665893,0.000671496080758234,0.0018089187490938352,-0.0011374226683356012,0.001,0.010335995452313663,-3.272342813526469e-05,0.0012834262217192188,-0.001795327234281238,0.005005324238435257,-0.004702200065455259,0.0026648842010153855,0.5484451554844516,0.18138498990003626,0.08978970084204291,0.18138498990003626,0.08978970084204291,1.0,NONE,False,
unit,A,linear_source_frozen,Risk@90,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|A|linear_source_frozen|Risk@90|NO_GEONORM_AR21,0.04839700028053805,0.04772550419977981,0.017130438279590255,0.01771490616214891,0.000671496080758234,-0.0005844678825586563,0.0012559639633168904,0.001,0.001,-3.272342813526469e-05,0.0012834262217192188,-0.0008695292415339484,-0.0003440762261258459,0.0008091589412714104,0.001658330416817182,9.999000099990002e-05,0.18138498990003626,0.08978970084204291,0.18138498990003626,0.08978970084204291,0.026997300269973004,RAW_BETTER_MAIN__PROBE_BETTER_ABLATION,False,
unit,A,linear_source_frozen,Risk@90,NORMALIZED_ALL_AR,AR_DOMAIN,unit|A|linear_source_frozen|Risk@90|NORMALIZED_ALL_AR,0.04839700028053805,0.04772550419977981,0.09985403610837972,0.11777888644811246,0.000671496080758234,-0.017924850339732748,0.018596346420490982,0.001,0.0023555777289622493,-3.272342813526469e-05,0.0012834262217192188,-0.020342449893739168,-0.015617694633436282,0.016184464578463634,0.021064780735772597,9.999000099990002e-05,0.18138498990003626,0.08978970084204291,0.2333371704846322,0.1191497474025355,0.026997300269973004,RAW_BETTER_MAIN__PROBE_BETTER_ABLATION,False,
unit,A,linear_source_frozen,Risk@90,NORMALIZED_AR16,AR_DOMAIN,unit|A|linear_source_frozen|Risk@90|NORMALIZED_AR16,0.04839700028053805,0.04772550419977981,0.04642256025927078,0.046417438145234365,0.000671496080758234,5.122114036415493e-06,0.0006663739667218185,0.001,0.001,-3.272342813526469e-05,0.0012834262217192188,-0.0006403268376561291,0.000614439831968383,0.00020564529086988822,0.001106581641902073,0.003999600039996,0.18138498990003626,0.08978970084204291,0.1714660831509847,0.08314005352363961,0.583941605839416,NONE,False,
unit,A,linear_source_frozen,Risk@90,NORMALIZED_AR13,AR_DOMAIN,unit|A|linear_source_frozen|Risk@90|NORMALIZED_AR13,0.04839700028053805,0.04772550419977981,0.04785612764328672,0.04976252110574803,0.000671496080758234,-0.0019063934624613116,0.0025778895432195456,0.001,0.001,-3.272342813526469e-05,0.0012834262217192188,-0.002841225100306072,-0.0009348551929158634,0.0015590785126861528,0.0035274019647256218,9.999000099990002e-05,0.18138498990003626,0.08978970084204291,0.17650347416340548,0.08868053520851646,0.026997300269973004,RAW_BETTER_MAIN__PROBE_BETTER_ABLATION,False,
unit,A,tta_angle,AUGRC,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|A|tta_angle|AUGRC|NO_LONGSIDE_AR21,0.01830063253225945,0.02026966782991315,0.2586477470649105,0.25514874264074316,-0.0019690352976537012,0.00349900442416734,-0.005468039721821041,0.0005,0.00517295494129821,-0.0024563452764332448,-0.001441944781187528,-0.002948918518628975,0.00991497999428487,-0.011912063657730275,0.0009739733895619522,0.09929007099290071,0.35162668419323034,0.14084507042253522,0.35162668419323034,0.14084507042253522,1.0,PROBE_BETTER_MAIN__RAW_BETTER_ABLATION,False,
unit,A,tta_angle,AUGRC,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|A|tta_angle|AUGRC|NO_GEONORM_AR21,0.01830063253225945,0.02026966782991315,0.0068958527556171306,0.007719557522387441,-0.0019690352976537012,-0.0008237047667703102,-0.001145330530883391,0.0005,0.0005,-0.0024563452764332448,-0.001441944781187528,-0.0010145720868935692,-0.0006180084065122511,-0.0014497107681584243,-0.0008209736574105073,9.999000099990002e-05,0.35162668419323034,0.14084507042253522,0.35162668419323034,0.14084507042253522,0.026997300269973004,NONE,False,
unit,A,tta_angle,AUGRC,NORMALIZED_ALL_AR,AR_DOMAIN,unit|A|tta_angle|AUGRC|NORMALIZED_ALL_AR,0.01830063253225945,0.02026966782991315,0.049719358029436236,0.04983422288635606,-0.0019690352976537012,-0.00011486485691982601,-0.0018541704407338752,0.0005,0.0009966844577271212,-0.0024563452764332448,-0.001441944781187528,-0.002547568420202183,0.0022517757886887212,-0.004207493679462199,0.0005538932248935189,0.12968703129687031,0.35162668419323034,0.14084507042253522,0.3823552662784263,0.16331184697368115,1.0,NONE,False,
unit,A,tta_angle,AUGRC,NORMALIZED_AR16,AR_DOMAIN,unit|A|tta_angle|AUGRC|NORMALIZED_AR16,0.01830063253225945,0.02026966782991315,0.017584625002869586,0.01934085759115544,-0.0019690352976537012,-0.001756232588285854,-0.00021280270936784723,0.0005,0.0005,-0.0024563452764332448,-0.001441944781187528,-0.002240331084846721,-0.0012348837419708756,-0.00048258739510604286,4.4641867202797245e-05,0.11078892110788921,0.35162668419323034,0.14084507042253522,0.3513396204080022,0.140597417881001,1.0,NONE,False,
unit,A,tta_angle,AUGRC,NORMALIZED_AR13,AR_DOMAIN,unit|A|tta_angle|AUGRC|NORMALIZED_AR13,0.01830063253225945,0.02026966782991315,0.018426115262997936,0.020607001230809975,-0.0019690352976537012,-0.0021808859678120393,0.00021185067015833808,0.0005,0.0005,-0.0024563452764332448,-0.001441944781187528,-0.0028111892116492554,-0.001511060618877605,-0.0003282027849027161,0.0007499344855475921,0.4410558944105589,0.35162668419323034,0.14084507042253522,0.3582368591356871,0.1425000790964027,1.0,NONE,False,
unit,A,tta_angle,Risk@70,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|A|tta_angle|Risk@70|NO_LONGSIDE_AR21,0.036589297948901305,0.041802659499434104,0.5162931317015009,0.5143098154372613,-0.0052133615505328,0.001983316264239643,-0.0071966778147724425,0.001,0.01032586263403002,-0.006419951164383666,-0.003916701147361297,-0.011104810878796978,0.014829898129877101,-0.02022967940551741,0.005876000784715127,0.28347165283471654,0.35162668419323034,0.14084507042253522,0.35162668419323034,0.14084507042253522,1.0,PROBE_BETTER_MAIN__RAW_BETTER_ABLATION,False,
unit,A,tta_angle,Risk@70,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|A|tta_angle|Risk@70|NO_GEONORM_AR21,0.036589297948901305,0.041802659499434104,0.013815559350332266,0.015988001306613743,-0.0052133615505328,-0.0021724419562814765,-0.003040919594251323,0.001,0.001,-0.006419951164383666,-0.003916701147361297,-0.0026184429585196425,-0.0016868583012173194,-0.003816714598865459,-0.002219134999232387,9.999000099990002e-05,0.35162668419323034,0.14084507042253522,0.35162668419323034,0.14084507042253522,0.026997300269973004,NONE,False,
unit,A,tta_angle,Risk@70,NORMALIZED_ALL_AR,AR_DOMAIN,unit|A|tta_angle|Risk@70|NORMALIZED_ALL_AR,0.036589297948901305,0.041802659499434104,0.08595773932148155,0.10058937721519222,-0.0052133615505328,-0.014631637893710664,0.009418276343177864,0.001,0.0020117875443038443,-0.006419951164383666,-0.003916701147361297,-0.019345611206737716,-0.010216081616350304,0.0050763834219089065,0.014283156743406114,0.00019998000199980003,0.35162668419323034,0.14084507042253522,0.3823552662784263,0.16331184697368115,0.036196380361963806,NONE,False,
unit,A,tta_angle,Risk@70,NORMALIZED_AR16,AR_DOMAIN,unit|A|tta_angle|Risk@70|NORMALIZED_AR16,0.036589297948901305,0.041802659499434104,0.03485883401682548,0.039765066568204575,-0.0052133615505328,-0.004906232551379099,-0.000307128999153701,0.001,0.001,-0.006419951164383666,-0.003916701147361297,-0.005956834956323341,-0.003704818859942864,-0.0008994841921317975,0.0001810957500313158,0.2653734626537346,0.35162668419323034,0.14084507042253522,0.3513396204080022,0.140597417881001,1.0,NONE,False,
unit,A,tta_angle,Risk@70,NORMALIZED_AR13,AR_DOMAIN,unit|A|tta_angle|Risk@70|NORMALIZED_AR13,0.036589297948901305,0.041802659499434104,0.03580456904203993,0.042556063508208904,-0.0052133615505328,-0.006751494466168975,0.0015381329156361756,0.001,0.001,-0.006419951164383666,-0.003916701147361297,-0.008115966394416115,-0.005406610350944563,0.00044943331850629665,0.0027684787121215726,0.0098990100989901,0.35162668419323034,0.14084507042253522,0.3582368591356871,0.1425000790964027,1.0,NONE,False,
unit,A,tta_angle,Risk@90,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|A|tta_angle|Risk@90|NO_LONGSIDE_AR21,0.0453506314660333,0.04772550419977981,0.5174992207404858,0.5149908538665893,-0.002374872733746515,0.0025083668738965503,-0.004883239607643065,0.001,0.010349984414809717,-0.0030241091663292005,-0.0017844195608019402,-0.0015910797003735237,0.006128603033400999,-0.008575585466512985,-0.0007303398626298607,0.014198580141985802,0.35162668419323034,0.14084507042253522,0.35162668419323034,0.14084507042253522,1.0,PROBE_BETTER_MAIN__RAW_BETTER_ABLATION,False,
unit,A,tta_angle,Risk@90,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|A|tta_angle|Risk@90|NO_GEONORM_AR21,0.0453506314660333,0.04772550419977981,0.016815520184764583,0.01771490616214891,-0.002374872733746515,-0.0008993859773843288,-0.0014754867563621862,0.001,0.001,-0.0030241091663292005,-0.0017844195608019402,-0.0011498720484730785,-0.0006584543399733183,-0.0019060436990206377,-0.001098657182996587,9.999000099990002e-05,0.35162668419323034,0.14084507042253522,0.35162668419323034,0.14084507042253522,0.026997300269973004,NONE,False,
unit,A,tta_angle,Risk@90,NORMALIZED_ALL_AR,AR_DOMAIN,unit|A|tta_angle|Risk@90|NORMALIZED_ALL_AR,0.0453506314660333,0.04772550419977981,0.0882897788088376,0.11777888644811246,-0.002374872733746515,-0.02948910763927487,0.027114234905528355,0.001,0.0023555777289622493,-0.0030241091663292005,-0.0017844195608019402,-0.032622392044854065,-0.02636687416602823,0.024002630280746107,0.030209496595222377,9.999000099990002e-05,0.35162668419323034,0.14084507042253522,0.3823552662784263,0.16331184697368115,0.026997300269973004,NONE,False,
unit,A,tta_angle,Risk@90,NORMALIZED_AR16,AR_DOMAIN,unit|A|tta_angle|Risk@90|NORMALIZED_AR16,0.0453506314660333,0.04772550419977981,0.043593824036435934,0.046417438145234365,-0.002374872733746515,-0.0028236141087984307,0.00044874137505191564,0.001,0.001,-0.0030241091663292005,-0.0017844195608019402,-0.0035103310346042394,-0.002192828245752718,4.447164414744763e-05,0.0008540474443377921,0.030796920307969204,0.35162668419323034,0.14084507042253522,0.3513396204080022,0.140597417881001,1.0,NONE,False,
unit,A,tta_angle,Risk@90,NORMALIZED_AR13,AR_DOMAIN,unit|A|tta_angle|Risk@90|NORMALIZED_AR13,0.0453506314660333,0.04772550419977981,0.044301202270085084,0.04976252110574803,-0.002374872733746515,-0.005461318835662948,0.0030864461019164333,0.001,0.001,-0.0030241091663292005,-0.0017844195608019402,-0.0065533562120222945,-0.0044936532957263724,0.0022002875068740757,0.004015283040770771,9.999000099990002e-05,0.35162668419323034,0.14084507042253522,0.3582368591356871,0.1425000790964027,0.026997300269973004,NONE,False,
unit,A,tta_localization,AUGRC,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|A|tta_localization|AUGRC|NO_LONGSIDE_AR21,0.019975091122620855,0.02026966782991315,0.2550543763193263,0.25514874264074316,-0.00029457670729229543,-9.436632141684997e-05,-0.00020021038587544546,0.0005,0.005102974852814864,-0.0004966834838763655,-9.04523905445193e-05,-0.0023962271105648887,0.002216792168280122,-0.00255614418099924,0.00213163795756983,0.8664133586641336,0.20426533012836906,0.10724917194247621,0.20426533012836906,0.10724917194247621,1.0,NONE,False,
unit,A,tta_localization,AUGRC,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|A|tta_localization|AUGRC|NO_GEONORM_AR21,0.019975091122620855,0.02026966782991315,0.0075114893995985935,0.007719557522387441,-0.00029457670729229543,-0.0002080681227888473,-8.650858450344814e-05,0.0005,0.0005,-0.0004966834838763655,-9.04523905445193e-05,-0.0002860789109257827,-0.00013145864044423049,-0.00021698757434637347,4.395224959653424e-05,0.1860813918608139,0.20426533012836906,0.10724917194247621,0.20426533012836906,0.10724917194247621,1.0,NONE,False,
unit,A,tta_localization,AUGRC,NORMALIZED_ALL_AR,AR_DOMAIN,unit|A|tta_localization|AUGRC|NORMALIZED_ALL_AR,0.019975091122620855,0.02026966782991315,0.053882480369897956,0.04983422288635606,-0.00029457670729229543,0.004048257483541894,-0.004342834190834189,0.0005,0.0010776496073979592,-0.0004966834838763655,-9.04523905445193e-05,0.0027270873626315945,0.005363054298283578,-0.005642197569067712,-0.00303117248614636,9.999000099990002e-05,0.20426533012836906,0.10724917194247621,0.23653442877251443,0.10910136316810809,0.026997300269973004,PROBE_BETTER_MAIN__RAW_BETTER_ABLATION,False,
unit,A,tta_localization,AUGRC,NORMALIZED_AR16,AR_DOMAIN,unit|A|tta_localization|AUGRC|NORMALIZED_AR16,0.019975091122620855,0.02026966782991315,0.019023363018159534,0.01934085759115544,-0.00029457670729229543,-0.0003174945729959057,2.2917865703610263e-05,0.0005,0.0005,-0.0004966834838763655,-9.04523905445193e-05,-0.0005063003780511831,-0.00012856363760780802,-6.876410213529066e-05,0.00011467991546851869,0.6258374162583742,0.20426533012836906,0.10724917194247621,0.2043149389719787,0.1049809510371102,1.0,NONE,False,
unit,A,tta_localization,AUGRC,NORMALIZED_AR13,AR_DOMAIN,unit|A|tta_localization|AUGRC|NORMALIZED_AR13,0.019975091122620855,0.02026966782991315,0.020042720733950886,0.020607001230809975,-0.00029457670729229543,-0.0005642804968590889,0.0002697037895667935,0.0005,0.0005,-0.0004966834838763655,-9.04523905445193e-05,-0.0008467542765246399,-0.00028462277860486596,3.399054836355403e-05,0.0005086716008177225,0.027297270272972702,0.20426533012836906,0.10724917194247621,0.21527397795669506,0.10680081261487859,1.0,NONE,False,
unit,A,tta_localization,Risk@70,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|A|tta_localization|Risk@70|NO_LONGSIDE_AR21,0.040546336012696554,0.041802659499434104,0.5161473543774601,0.5143098154372613,-0.0012563234867375497,0.0018375389401987796,-0.0030938624269363293,0.001,0.010322947087549201,-0.001941050553782686,-0.0005192039101111954,-0.005237917042542292,0.008190651225769719,-0.009460575315548704,0.004032957511963281,0.37396260373962603,0.20426533012836906,0.10724917194247621,0.20426533012836906,0.10724917194247621,1.0,PROBE_BETTER_MAIN__RAW_BETTER_ABLATION,False,
unit,A,tta_localization,Risk@70,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|A|tta_localization|Risk@70|NO_GEONORM_AR21,0.040546336012696554,0.041802659499434104,0.015270551589768902,0.015988001306613743,-0.0012563234867375497,-0.0007174497168448406,-0.0005388737698927091,0.001,0.001,-0.001941050553782686,-0.0005192039101111954,-0.000987318534494344,-0.00043167044497534394,-0.0009763138284927129,-5.615028647663022e-05,0.022497750224977502,0.20426533012836906,0.10724917194247621,0.20426533012836906,0.10724917194247621,1.0,NONE,False,
unit,A,tta_localization,Risk@70,NORMALIZED_ALL_AR,AR_DOMAIN,unit|A|tta_localization|Risk@70|NORMALIZED_ALL_AR,0.040546336012696554,0.041802659499434104,0.1079225994697553,0.10058937721519222,-0.0012563234867375497,0.007333222254563079,-0.008589545741300629,0.001,0.002158451989395106,-0.001941050553782686,-0.0005192039101111954,0.003976816724617842,0.010117197654049488,-0.011292999986038658,-0.005167025977515816,9.999000099990002e-05,0.20426533012836906,0.10724917194247621,0.23653442877251443,0.10910136316810809,0.026997300269973004,PROBE_BETTER_MAIN__RAW_BETTER_ABLATION,False,
unit,A,tta_localization,Risk@70,NORMALIZED_AR16,AR_DOMAIN,unit|A|tta_localization|Risk@70|NORMALIZED_AR16,0.040546336012696554,0.041802659499434104,0.038636350204443594,0.039765066568204575,-0.0012563234867375497,-0.0011287163637609815,-0.00012760712297656823,0.001,0.001,-0.001941050553782686,-0.0005192039101111954,-0.001772422637485706,-0.0003337198199832095,-0.0005772166867094192,0.0002477777612807539,0.5486451354864513,0.20426533012836906,0.10724917194247621,0.2043149389719787,0.1049809510371102,1.0,NONE,False,
unit,A,tta_localization,Risk@70,NORMALIZED_AR13,AR_DOMAIN,unit|A|tta_localization|Risk@70|NORMALIZED_AR13,0.040546336012696554,0.041802659499434104,0.04083263919858045,0.042556063508208904,-0.0012563234867375497,-0.001723424309628456,0.00046710082289090626,0.001,0.001,-0.001941050553782686,-0.0005192039101111954,-0.002613544400407721,-0.0007961490155776564,-0.00031521065131972484,0.0013178152647142652,0.26047395260473954,0.20426533012836906,0.10724917194247621,0.21527397795669506,0.10680081261487859,1.0,NONE,False,
unit,A,tta_localization,Risk@90,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|A|tta_localization|Risk@90|NO_LONGSIDE_AR21,0.04798833804208275,0.04772550419977981,0.5170702011455128,0.5149908538665893,0.0002628338423029397,0.00207934727892356,-0.0018165134366206204,0.001,0.010341404022910257,-0.0004793065594022714,0.0008838272865585276,-0.0024650924824770855,0.006280401610881038,-0.006073722597652274,0.002766978547291804,0.40845915408459155,0.20426533012836906,0.10724917194247621,0.20426533012836906,0.10724917194247621,1.0,NONE,False,
unit,A,tta_localization,Risk@90,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|A|tta_localization|Risk@90|NO_GEONORM_AR21,0.04798833804208275,0.04772550419977981,0.017645007087622674,0.01771490616214891,0.0002628338423029397,-6.989907452623761e-05,0.00033273291682917733,0.001,0.001,-0.0004793065594022714,0.0008838272865585276,-0.0003521705181022048,0.0001595621152848315,-0.0001487128786481196,0.0007498649960364815,0.1471852814718528,0.20426533012836906,0.10724917194247621,0.20426533012836906,0.10724917194247621,1.0,RAW_BETTER_MAIN__PROBE_BETTER_ABLATION,False,
unit,A,tta_localization,Risk@90,NORMALIZED_ALL_AR,AR_DOMAIN,unit|A|tta_localization|Risk@90|NORMALIZED_ALL_AR,0.04798833804208275,0.04772550419977981,0.11778538211425629,0.11777888644811246,0.0002628338423029397,6.4956661438297925e-06,0.0002563381761591099,0.001,0.002355707642285126,-0.0004793065594022714,0.0008838272865585276,-0.0017571225729122782,0.001552407025143794,-0.001273363793364029,0.00194777399937631,0.7625237476252374,0.20426533012836906,0.10724917194247621,0.23653442877251443,0.10910136316810809,1.0,NONE,False,
unit,A,tta_localization,Risk@90,NORMALIZED_AR16,AR_DOMAIN,unit|A|tta_localization|Risk@90|NORMALIZED_AR16,0.04798833804208275,0.04772550419977981,0.0466064214262842,0.046417438145234365,0.0002628338423029397,0.00018898328104983292,7.38505612531068e-05,0.001,0.001,-0.0004793065594022714,0.0008838272865585276,-0.00048101584175704905,0.0008536166916553943,-0.00033837685474156327,0.0003854083970131256,0.6858314168583142,0.20426533012836906,0.10724917194247621,0.2043149389719787,0.1049809510371102,1.0,NONE,False,
unit,A,tta_localization,Risk@90,NORMALIZED_AR13,AR_DOMAIN,unit|A|tta_localization|Risk@90|NORMALIZED_AR13,0.04798833804208275,0.04772550419977981,0.04958651653141661,0.04976252110574803,0.0002628338423029397,-0.00017600457433142314,0.00043883841663436285,0.001,0.001,-0.0004793065594022714,0.0008838272865585276,-0.0009228635775123284,0.0005344855168898481,-0.00010966259530053744,0.0009375100264176883,0.10258974102589741,0.20426533012836906,0.10724917194247621,0.21527397795669506,0.10680081261487859,1.0,RAW_BETTER_MAIN__PROBE_BETTER_ABLATION,False,
unit,B,linear_source_frozen,AUGRC,NO_LONGSIDE_AR21,ANGLE_EQUIVALENCE,unit|B|linear_source_frozen|AUGRC|NO_LONGSIDE_AR21,0.02332963464550149,0.022654420891975075,0.2533789686990239,0.2524257771783257,0.0006752137535264158,0.0009531915206981711,-0.0002779777671717554,0.0005,0.005067579373980478,0.0005113882120381131,0.0008402563653560405,-0.0008233055680513273,0.0027974602007354342,-0.0020930918516031253,0.001474536097452963,0.7661233876612339,0.14449178915114666,0.05875019479507558,0.14449178915114666,0.05875019479507558,1.0,NONE,False,
unit,B,linear_source_frozen,AUGRC,NO_GEONORM_AR21,GEOMETRY_NORMALIZATION,unit|B|linear_source_frozen|AUGRC|NO_GEONORM_AR21,0.02332963464550149,0.022654420891975075,0.00824285518601154,0.008532055293516966,0.0006752137535264158,-0.0002892001075054263,0.0009644138610318421,0.0005,0.0005,0.0005113882120381131,0.0008402563653560405,-0.000351961659209683,-0.0002312356027545614,0.0008406417724793674,0.0010911324748454567,9.999000099990002e-05,0.14449178915114666,0.05875019479507558,0.14449178915114666,0.05875019479507558,0.026997300269973004,RAW_BETTER_MAIN__PROBE_BETTER_ABLATION,False,
