aspect_ratio,axis_drift_q025_deg,axis_drift_q050_deg,axis_drift_q100_deg,delta_0.75_deg
31.314306,0.9148887793057954,1.830010933157887,3.661892084039601,1.0454
31.913474,0.8977105375986825,1.7956415456221198,3.593049784390517,1.0262
32.524106,0.8808549048593824,1.761918089712258,3.5255050839243487,1.0063
33.146422,0.8643158019785981,1.7288283677101712,3.459233268815125,0.9877
33.780646,0.8480872714198535,1.6963604272362696,3.3942101336743664,0.9692
34.427004,0.8321635241952645,1.6645026551099114,3.33041216852367,0.9507
35.085731,0.8165387663457355,1.6332434300841057,3.2678158624384848,0.9328
35.757061,0.8012074435334151,1.6025716120805644,3.206398682406131,0.9156
36.441236,0.7861640230645153,1.5724761059962358,3.1461381990085786,0.8985
37.138503,0.7714030707822366,1.542946015445027,3.087012393540472,0.8813
37.849111,0.7569193121029015,1.5139707647723588,3.0289999015648164,0.8648
38.573315,0.7427075444003994,1.4855399236889892,2.9720796610881233,0.849
39.311377,0.7287626230297064,1.4576431792337903,2.9162308558017673,0.8326
40.063561,0.7150795577596359,1.4302705286120962,2.861433300532999,0.8175
40.830137,0.7016534334897563,1.4034121205168673,2.8076671229769214,0.8017
41.611381,0.6884794133337081,1.3770582612307234,2.7549127753762215,0.7866
42.407573,0.6755527729167312,1.351199483172539,2.703151171220001,0.7721
43.218999,0.6628688656309809,1.325826475331968,2.6523635454974723,0.7577
44.045951,0.6504231244189895,1.3009300867809144,2.6025314612716044,0.7433
44.888726,0.638211077285037,1.2765013576487223,2.5536368712439774,0.7296
45.747627,0.6262283318189996,1.252531488112731,2.5056620552739663,0.7158
46.622962,0.6144705890454807,1.229011866053543,2.458589675341104,0.7021
47.515045,0.6029336285972724,1.2059340373508893,2.412402715724354,0.689
48.424198,0.591613284465135,1.1832896573327076,2.3670843854928374,0.676
49.350746,0.5805055082575395,1.1610706172751102,2.3226183713465836,0.6636
50.295023,0.5696062939928188,1.1392688939237343,2.278988536152469,0.6513
51.257368,0.5589117276418007,1.1178766485589642,2.2361791169117797,0.6389
52.238126,0.5484179735354984,1.0968861997724584,2.194174669999971,0.6266
53.237651,0.5381212429878415,1.0762899606718108,2.1529599452473036,0.6149
54.2563,0.5280178571498229,1.0560805645756564,2.1125201372216815,0.6032
55.294439,0.5181041836540562,1.0362507382565345,2.072840631342421,0.5922
56.352443,0.5083766404881449,1.0167933096624764,2.033907019120557,0.5812
57.43069,0.49883175133084257,0.9977013185769978,1.9957053193788046,0.5703
58.529569,0.4894660715882098,0.97896786864924,1.95822168197297,0.5593
59.649474,0.48027624264257945,0.9605862358818597,1.9214426046862298,0.549
60.790806,0.4712589724284532,0.9425498297563304,1.8853548552666435,0.5387
61.953977,0.46241100475623886,0.9248521318538601,1.8499453484554504,0.5284
63.139405,0.45372915986028656,0.907486776940745,1.8152013080711706,0.5188
64.347514,0.44521033161573537,0.8904475473827161,1.781110255682632,0.5085
65.578739,0.4368514515470528,0.8737283011380231,1.7476598664023817,0.4995
66.833522,0.42864951809481044,0.8573230302803236,1.7148380858464907,0.4899
68.112314,0.42060158251350716,0.8412258327763459,1.682633073545357,0.481
69.415575,0.41270474941707413,0.8254309135625592,1.6510332049817396,0.4714
70.743773,0.4049561828007847,0.8099325965762153,1.6200270955500924,0.4625
72.097384,0.39735310505557914,0.7947253227707324,1.5896035964807247,0.4542
73.476895,0.3898927799901971,0.779803616145211,1.5597517267803902,0.4453
74.882801,0.38257253000153263,0.765162118076157,1.5304607418234484,0.437
76.315608,0.37538971993355164,0.7507955550221098,1.501720068655094,0.4288
77.775831,0.3683417678910842,0.73669876014243,1.4735193491582341,0.4213
79.263993,0.3614261490636788,0.7228666809356054,1.4458484552545765,0.413
80.78063,0.3546403721053983,0.7092943319867123,1.418697394302236,0.4055
82.326287,0.34798199848008327,0.695976833651688,1.3920563864139883,0.3979
83.901518,0.341448641327511,0.68290940978116,1.3659158598368042,0.3904
85.506889,0.3350379525423321,0.6700873618691027,1.3402663991752182,0.3828
87.142977,0.3287476275439209,0.6575060785857917,1.3150987644030754,0.3759
88.810371,0.3225754016814462,0.6451610285806738,1.2904038764109362,0.3684
90.509668,0.31651906478371455,0.6330477895768896,1.2661728751536494,0.3615
92.24148,0.3105764353422363,0.6211619967287259,1.2423970162956817,0.3547
94.006428,0.30474538220471586,0.6094993860048113,1.2190677579471023,0.3485
95.805146,0.2990238103300644,0.5980557656912951,1.196176703615046,0.3416
97.638282,0.2934096584025343,0.5868270116147729,1.1737155926067198,0.3354
99.506492,0.28790091716891214,0.575809103813213,1.1516763733434787,0.3292
101.410449,0.28249560187571693,0.5649980714034875,1.1300510930408778,0.3231
103.350836,0.2771917733614655,0.5543900347631732,1.1088319820503543,0.3169
105.328351,0.2719875235901005,0.5439811765921552,1.0880113959403488,0.3107
107.343703,0.2668809864891387,0.5337677635857727,1.0675818588173127,0.3052
109.397617,0.26187032480452194,0.5237461201399075,1.047536010698931,0.299
111.49083,0.25695374037993246,0.513912648906807,1.0278666486032475,0.2935
113.624096,0.25212946217410753,0.5042638068256518,1.0085666785772494,0.288
115.798179,0.24739576237471791,0.49479613734815786,0.9896291801308056,0.2826
118.01386,0.24275094013576035,0.4855062379094233,0.9710473411467969,0.2777
120.271937,0.2381933224868592,0.47639076174384665,0.9528144614914383,0.2723
122.57322,0.23372127456927194,0.46744643835504857,0.9349239939373887,0.2674
124.918535,0.22933319103636807,0.4586700563138605,0.9173695097359242,0.262
127.308726,0.22502749266178754,0.4500584564721421,0.9001446850245607,0.2571
129.744651,0.22080263383032475,0.4416085469426951,0.8832433307720209,0.2523
132.227185,0.21665709686363285,0.43331729174829237,0.8666593700572337,0.2475
134.757219,0.2125893937379291,0.42518171425518475,0.8503868449210925,0.2427
137.335663,0.2085980612621501,0.4171988875273357,0.8344198970583011,0.2386
139.963443,0.20468166598213014,0.4093659441332181,0.8187527874184723,0.2338
142.641503,0.2008388009153613,0.40168006961352376,0.8033798831270405,0.2297
145.370805,0.19706808558324174,0.3941385025440829,0.7882956575984756,0.2249
148.152329,0.19336816595018633,0.38673853441258993,0.7734946902777518,0.2208
150.987076,0.18973771051149918,0.37947750179280515,0.7589716509763945,0.2166
153.876062,0.18617541804131071,0.37235280183935926,0.7447213308535252,0.2125
156.820326,0.18268000727267647,0.3653618716463452,0.7307386011201814,0.2091
159.820925,0.1792502232653189,0.35850220098182556,0.7170184385005194,0.205
162.878938,0.1758848326381783,0.35177132275166284,0.7035559061492906,0.2008
165.995463,0.17258262701293833,0.34516681988561343,0.6903461674163666,0.1974
169.17162,0.16934241964094632,0.33868631859006665,0.6773844723433982,0.1933
172.408549,0.1661630474828025,0.3323274925063338,0.6646661659732708,0.1899
175.707413,0.1630433681257797,0.3260880565445105,0.6521866760100078,0.1864
179.069398,0.15998225996163568,0.3199657672382656,0.6399415135216576,0.183
182.495711,0.1569786239925835,0.3139584263560264,0.6279262801566153,0.1796
185.987583,0.15403138103124425,0.3080638753000617,0.6161366569352049,0.1761
189.546269,0.15113947181185836,0.3022799953281974,0.6045684046874503,0.1727
193.173047,0.1483018577883149,0.2966047091492187,0.5932173672386253,0.1693
196.869219,0.14551752021152975,0.291035979076969,0.582079467712187,0.1665
200.636114,0.14278545790241623,0.28557180257564696,0.5711506996152194,0.1631
204.475085,0.14010468955792638,0.280210216871369,0.5604271360573861,0.1603
208.38751,0.13747425286807474,0.2749492971856602,0.5499049262134648,0.1569
212.374796,0.13489320183654627,0.2697871513761174,0.5395802846002449,0.1542
216.438374,0.13236061012633205,0.26472192662726096,0.5294495044548709,0.1514
220.579705,0.12987556715418203,0.25975180163892103,0.519508942107466,0.1487
224.800277,0.12743718005747354,0.2548749905595823,0.509755024844672,0.1459
229.101604,0.1250445741026134,0.25008974380278737,0.5001842525392564,0.1432
233.485233,0.12269688872560994,0.24539434012784173,0.49079318180800396,0.1404
237.952739,0.12039328044048603,0.24078709245632388,0.4815784376422093,0.1377
242.505726,0.11813292216382261,0.2362663465208209,0.4725367107023341,0.1349
247.145829,0.11591500214571225,0.23183047872649917,0.4636647530384588,0.1322
251.874717,0.11373872262027011,0.22747789345180727,0.4549593726891327,0.1301
256.694086,0.11160330305406688,0.2232070295450945,0.44641744667263233,0.1274
261.60567,0.10950797510696408,0.21901635024595,0.43803590082698823,0.1253
266.611232,0.10745198667932235,0.21490435127941135,0.42981172599673423,0.1226
271.71257,0.10543459923394616,0.2108695554995806,0.421741967317956,0.1205
276.911517,0.10345508786969095,0.20691051303661204,0.4138237245104505,0.1184
282.209941,0.1015127413400509,0.20302580133367215,0.4060541519499232,0.1157
287.609745,0.09960686202347656,0.19921402508737057,0.3984304585472129,0.1136
293.112869,0.09773676518467013,0.19547381477015072,0.39094990479147496,0.1116
298.721289,0.09590177931128246,0.19180382730350504,0.38360980409518,0.1095
304.437021,0.09410124478811346,0.18820274340619225,0.3764075174890808,0.1075
310.262118,0.092334514897557,0.18466926959497362,0.36934045762245515,0.1054
316.198672,0.09060095513422031,0.18120213681369235,0.36240608601998825,0.1033
322.248817,0.08889994234263544,0.17780009870854463,0.3556019096311032,0.1013
328.414724,0.08723086612801155,0.1744619344494583,0.3489254864717066,0.0999
334.69861,0.08559312634147356,0.17118644370042213,0.3423744155636642,0.0978
341.102732,0.08398613475688049,0.16797244997301244,0.33594634364097525,0.0958
347.62939,0.08240931422421399,0.16481879893304877,0.3296389617621094,0.0944
354.28093,0.08086209795900194,0.1617243569793274,0.32345000246656663,0.0924
361.05974,0.07934393048894793,0.1586880131367833,0.31737724356042335,0.091
367.968255,0.07785426645656529,0.15570867666165322,0.31141850332581983,0.0889
375.008959,0.07639257024898442,0.15278527630099667,0.3055716390392526,0.0875
382.184378,0.07495831744510098,0.14991676318691347,0.2998345527593771,0.0855
389.497093,0.07355099213719381,0.14710210547968283,0.29420518061251316,0.0841
396.949729,0.07217008915511919,0.14434029281608612,0.28868150168876494,0.0827
404.544963,0.07081511246067483,0.14163033309805334,0.28326153161865997,0.0807
412.285525,0.0694855750245907,0.13897125224657514,0.2779433220804171,0.0793
420.174195,0.06818099935367926,0.13636209525594037,0.27272496290791853,0.0779
428.213806,0.06690091693641358,0.13380192508482788,0.2676045798723768,0.0766
436.407247,0.06564486777207493,0.13128982171454143,0.26258033279832366,0.0752
444.757462,0.06441240055227203,0.12882488251199395,0.257650416289143,0.0738
453.267449,0.06320307277678239,0.1264062224613384,0.25281306018991945,0.0724
461.940267,0.06201644973803596,0.12403297213288207,0.248066525524842,0.0711
470.77903,0.06085210537586203,0.12170427939253703,0.24340910791575865,0.0697
479.786914,0.05970962130486863,0.11941930745653144,0.23883913369121948,0.0683
488.967155,0.058588587098634216,0.11717723545975278,0.23435496102283931,0.0669
498.323051,0.057488600027416445,0.11497725793112483,0.22995497887573152,0.0656
507.857962,0.05640926504679004,0.11281858477084675,0.2256376069626888,0.0642
517.575314,0.05535019433409693,0.11070044032325672,0.22140129388961965,0.0635
527.478598,0.05431100741396394,0.10862206362783483,0.217244517657293,0.0621
537.571372,0.053291330936247515,0.10658270797506048,0.21316578477279816,0.0608
547.85726,0.052290798762911136,0.1045816410801381,0.20916363059676174,0.0601
558.339959,0.05130905127556932,0.1026181436980554,0.20523661657322678,0.0587
569.023234,0.05034573587043231,0.10069151061344778,0.20138333220918142,0.0573
579.910922,0.049400506559133237,0.09880104984222658,0.19760239347760825,0.0566
591.006935,0.048473023711550205,0.09694608211719945,0.19389244178853204,0.0553
602.31526,0.04756295406964831,0.09512594091573198,0.19025214404416652,0.0546
613.839958,0.046669970814183025,0.09333997259313383,0.18668019290551927,0.0532
625.585169,0.04579375315498074,0.09158753556319899,0.18317530515330707,0.0525
637.555113,0.044933986268806916,0.08986800017392331,0.17973622143924034,0.0512
649.75409,0.04409036129948256,0.08818074870771984,0.17636170628631231,0.0505
662.186482,0.04326257520724581,0.0865251750801249,0.17305054748607548,0.0498
674.856756,0.04245033056687447,0.08490068443602708,0.16980155529097007,0.0484
687.769462,0.04165333569287941,0.08330669340003934,0.16661356291495108,0.0477
700.929241,0.04087130413515161,0.08174262906777811,0.1634854245159268,0.047
714.340818,0.0401039551064243,0.08020792986077505,0.16041601690548155,0.0457
728.009012,0.0393510128810692,0.07870204432405599,0.15740423714392543,0.045
741.938734,0.03861220692781771,0.07722443139157156,0.15444900307106227,0.0443
756.134987,0.03788727189833358,0.07577456036333145,0.15154925326036836,0.0436
770.602871,0.037175947358562396,0.07435191036809224,0.14870394594428005,0.0422
785.347583,0.03647797779226482,0.07295597037041406,0.1459120590282271,0.0415
800.37442,0.03579311245341134,0.07158623887544022,0.14317258950011508,0.0409
815.688781,0.03512110527677184,0.07024222375006747,0.1404845530725931,0.0402
831.296167,0.034461714875018375,0.06892344221714312,0.13784698417138075,0.0395
847.202185,0.033814704360800134,0.06762942049960663,0.13525893522348562,0.0388
863.412548,0.03317984134478677,0.06635969381656885,0.1327194766493017,0.0381
879.933081,0.032556897696835556,0.06511380590563899,0.1302276959072043,0.0374
896.769717,0.03194564969998199,0.06389130933089915,0.12778269810944634,0.0367
913.928505,0.031345877745242993,0.06269176487250414,0.12538360480130514,0.036
931.415609,0.030757366373989018,0.06151474161141973,0.12302955413051088,0.0354
949.237312,0.03017990413896079,0.0603598166514503,0.12071970029125578,0.0347
967.400015,0.02961328363428677,0.05922657517926849,0.11845321364421059,0.034
985.910243,0.029057301298942573,0.05811461007132874,0.11622927993030997,0.0333
1004.774646,0.028511757390508298,0.05702352184137722,0.11404710016573383,0.0326
1024.0,0.027976455952056785,0.055952918574223756,0.11190589050941491,0.0319
