path,bytes,sha256,schema_or_format,can_recompute
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/dior_lsknet_inference_attempt4.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/dior_lsknet_inference_clean.log,18127,a1b4440c87622b259c4232da7ac87eb1f60accdb59f7e3fd3b7a74ea8ccc7311,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/dior_r50_inference.log,30571,0945e93ebe0b9950bfa8a9dd674dab8c0f798301eff416051f2c8b540c1bacaa,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/dior_rtmdet_inference.log,30899,96a186e194a37206cde1052eb6c7ad80ffc0fc67bc8afbd5f70ac8ebf0431750,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/hrsc_lsknet_audit.log,9967,713c955bcff6556658f650541a7770e66a47c5c26e1edf9b3caa6374f9e056ce,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/hrsc_lsknet_audit_attempt2.log,15288,1e410f5e7fbf9d43b70d3212b9380505f0df5c7153770f95b142b070d78550cd,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/hrsc_r50_audit.log,21284,d9721e679079e5839787fffb702106b086c28bd04d54fe76c836d671a9788134,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/hrsc_r50_dcal_score_only.log,21440,3858595c83fa78e1fcb0b86748620b499b5e7f03a554aaf7e0f5112f219a2387,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/source_analysis.log,134,36fdcf6e49089bec3b94fcd032b21056ffd9568176f2e21f6e9935baf3d2bb07,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/source_analysis_amendment.log,134,36fdcf6e49089bec3b94fcd032b21056ffd9568176f2e21f6e9935baf3d2bb07,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/source_analysis_instance_mean.log,134,36fdcf6e49089bec3b94fcd032b21056ffd9568176f2e21f6e9935baf3d2bb07,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/source_analysis_replay_sealed.log,134,36fdcf6e49089bec3b94fcd032b21056ffd9568176f2e21f6e9935baf3d2bb07,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/source_policy.log,1125,72d434aff6453e1bbd2b386a84ab038ef947c840c459396f65b4de5159739493,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/source_policy_attempt1_bad_legacy_order.log,1075,c549e0db990577ff591411e008152de39be6454e8fc1d63786213a05acf2a066,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/logs/target_gate_a.log,1537,28f1cc9ae326d9c1563da88bc1c88241d1bf4171a5bc6398518084a07d419756,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/mutations/angle_error.json,2025,15c724c136b4bb32b52bfb6860b8babe9ced3cf80cd2f70f9f09dcbad100cd5b,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/mutations/gt_ar.json,2011,9f9fe99181cbf727170e9afb3ec3cc859a84f583af0dbf32ad80faeea0e9cbd3,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/mutations/mutation_summary.json,1336,82a461aa3e921e6d5b7b07ccdf3a89594a2fc4be58d15c4922d3da2856814b63,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/mutations/split_member.json,3394,d6a07cc0fe5b29b3d0ca674c98a0fac5f134a75bfd61d27f6aa91760b0d0dd80,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/mutations/target_threshold.json,1459,5e039beae905e54a3ea29a120bcfefc31e3832093d7830d0d65f92110cd57b44,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/oriented_rcnn_lsknet_s_fpn_le90_all_predictions.csv,204947,60c904340ff07fdc83b0eaf6ac7f2e4c4732b0c174e519e432547b8af9b49b94,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/oriented_rcnn_lsknet_s_fpn_le90_matched.csv,187865,65e9499106799268ec5c704b061b4062e16ff24db96a6c88a370b48650176ee8,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/oriented_rcnn_r50_fpn_le90_all_predictions.csv,218918,917c658e98a35e50e5dbb585d972c698bd9e55401b2a734b9e36dd742b72e52c,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/oriented_rcnn_r50_fpn_le90_matched.csv,186548,120307f281a28a2beed5f180f12c85c2a394bb1be5b440474c03b56cf6fb7b10,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/rotated_rtmdet_s_fpn_le90_all_predictions.csv,382239,264f9e3e3f984bf40bcbe9544f7b8f34192268894eb63413923d5bb2885d4290,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/rotated_rtmdet_s_fpn_le90_matched.csv,180755,cf654dd133b408224a3dffa8abf395a63ec9c21bfa698de5ad88c3d996c671ab,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/source_daudit_selected_policy.csv,767,966c53008dc0a027858f129f75a75a848f33ed203a9b139b16445e9b766d53c1,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_analysis/source_dcal_policy_grid.csv,1808,f34fdc5ac1b521373e1c2e9aa314008f9a73bcc716f95f1338770ee14a64048b,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_policy/oriented_rcnn_lsknet_s_fpn_le90_matched_rows.csv,117259,4744dc386f9a8caefec6ece54e4a61ed2040a2728f6ca6ac1fe171792212f7d3,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_policy/oriented_rcnn_r50_fpn_le90_matched_rows.csv,116248,7a8413b10f459c03081e7306c265e522bc86537cd04addd313b5b0213df4ee05,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_policy/rotated_rtmdet_s_fpn_le90_matched_rows.csv,117578,aae6b074bf21108db2014530429e0ef6022240092055feba7a559a82cdf83a04,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_policy/source_policy_results.json,6369,fb25f9f46de357e4f3647544771e229eae984c0cb5c01d99e8f388a9ae6d134f,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_predictions/dior_lsknet.pkl,271708,6338ad52c71c96705cac1adbc37c2f96047af8c57a7a5d829534baf6f54585e2,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_predictions/dior_r50.pkl,354261,f81a3392299a2a605b71c242f483d08fbe002860e1f9a777fc7acb5d746447f6,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_predictions/dior_rtmdet.pkl,407945,a6e9218b62027293e0d1b6d7a04b1e8f4c14b6a6245cbf69e1f9dde936cc908c,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_r50/20260818_200740/20260818_200740.json,65,66b2beacd6e83d1a75d6dc8cdae9ce51895222045759c2ca3db95db52ee882fc,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_r50/20260818_200740/20260818_200740.log,21679,6fb290ad4e95320276a2257bcfa1b0257063341a2c44d1209cae8dd295a9e8b5,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_r50/20260818_200740/vis_data/config.py,14978,57405c953aef54338bcaa21a92ffbb78c53ac7e01bcfdc75b206b10508876da3,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_r50/dior_r50_source.py,14978,57405c953aef54338bcaa21a92ffbb78c53ac7e01bcfdc75b206b10508876da3,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_rtmdet/20260818_200804/20260818_200804.json,64,aa25830ea7f53478bad9c5988787e6e8a349ad6b2b311803fc3814f2a2204b12,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_rtmdet/20260818_200804/20260818_200804.log,20584,ab5b817e3ca13976e06a75c8b771d0db8018aba409a381e9cbb4e767e32a5ccf,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_rtmdet/20260818_200804/vis_data/config.py,13177,47ff710739de4667cafc606076dc9ac7c135672d3db4e891ae0e79f75024ae8e,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/source_work/dior_rtmdet/dior_rtmdet_source.py,13177,47ff710739de4667cafc606076dc9ac7c135672d3db4e891ae0e79f75024ae8e,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_analysis/ap_policy_rows.csv,27786,37a5645bed608af93ddb4428496bc5d1cc47d5e34438bbed76ab5ae126312789,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_analysis/orientation_policy_rows.csv,27782,e00d4d75bb2c0a5fef4aa96bd000aee4996566e7cef91e6ca27f291e10d74927,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_analysis/target_metrics.json,1041,26eb3ff7512cdbf63e4469fc9a5a81cced35ffa2ab0b5fcf9d671eb03c91a3d4,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_audit/implementation_a.json,1537,4d0406abcda293ba98a808d9601e3bbbb3b69df1c8f961d1299cbef3f6840a53,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_audit/target_image_rows_ap_a.csv,4192,3022d07be7779d66fa6a4e224e7390fdf76df54a3bfca3b6b8328e7b9007373c,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_audit/target_image_rows_orientation_a.csv,4220,ceeb8cdf36b392a6b5de4e6c660fb1110e262232ac983322cd5b28bdfa50b7e9,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_audit/target_instance_rows_a.csv,72147,322910ad15aa3eb0637f9075754d2a22985a84097a6adab0c373e0ccd98d7992,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_audit/validator_b.json,1312,10a4f2be0886d509c81322138832e2bc6757298a954268dfd655bd3c2bc2a1c2,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_gate_a/implementation_a.json,1537,13cd8e861b14763fbd2f6a422108441ee3d8d2e26ee615cf09d20223e140ebb2,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_gate_a/mutation_audit.json,489,2f82a0178acaa6539a460fc3afcbf89e35a7415b3996e0e2a3d88b46bd816186,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_gate_a/target_image_rows_ap_a.csv,4192,3022d07be7779d66fa6a4e224e7390fdf76df54a3bfca3b6b8328e7b9007373c,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_gate_a/target_image_rows_orientation_a.csv,4220,ceeb8cdf36b392a6b5de4e6c660fb1110e262232ac983322cd5b28bdfa50b7e9,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_gate_a/target_instance_rows_a.csv,72147,322910ad15aa3eb0637f9075754d2a22985a84097a6adab0c373e0ccd98d7992,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/manifests/D_audit_hrsc_trainval.txt,980,f9615a65e4cac1656399775c5d6de83b040191b1d39c0fde3d334b3cb4d99b74,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/manifests/D_cal_hrsc_trainval.txt,1020,0a20773c9dda54744b6c24ba12aee8024157da6257f3cef9a417632ca739b85a,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/predictions/hrsc_r50_dcal.pkl,189146,ee301f3cdadcc0c04cb0d5d3584cabac24f35ee3ca3b898e81939242f23de9f1,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/score_only/hrsc_r50_dcal_scores.csv,45763,3d24111ca8a2ac50719c20b9d80efc43f8ed1438861d56ec1456fb1a52f9bb19,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/work_r50_dcal/20260818_202300/20260818_202300.log,18973,36507eb83d780d0aee4e139cc67fde3b6b3ed2d59878c71d828e36ab70faeecb,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/work_r50_dcal/20260818_202300/vis_data/config.py,12690,a9957cacaf45cbe5a81f5dbffb84eb4493ea7675b6c86646d171307a28e50c8c,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/work_r50_dcal/20260818_202326/20260818_202326.json,65,c72d2e30c5a108785840d178a18f82f9646de806d40c67fb12ff50327b60abc8,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/work_r50_dcal/20260818_202326/20260818_202326.log,19824,8ce53556ec06933a1ff68347db5097551d9a7d39f2539f19372442c5109bed8e,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/work_r50_dcal/20260818_202326/vis_data/config.py,12690,a9957cacaf45cbe5a81f5dbffb84eb4493ea7675b6c86646d171307a28e50c8c,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_hrsc_score_only/work_r50_dcal/hrsc_r50_dcal_score_only.py,12690,a9957cacaf45cbe5a81f5dbffb84eb4493ea7675b6c86646d171307a28e50c8c,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_predictions/hrsc_lsknet_audit.pkl,20069,620208a49056ea9ddfc686d6cf9314018c4351d8d20c17c6a0bab579d6e9894b,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_predictions/hrsc_r50_audit.pkl,186893,31aec8d3f6706e2469d8a6970b8ca4e40c31e31e25f4caa06ab1d26ed8110813,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_predictions/work_r50_audit/20260818_202513/20260818_202513.json,65,3e3011751e87c6cf1c7873164f7b9405d8f8a4dc808e15350ba0ab5769708acc,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_predictions/work_r50_audit/20260818_202513/20260818_202513.log,19663,4d1cf11bd4c8f50ff9c13981c2f2667c57483abcaeb6b72615b6125a9aaa2078,native,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_predictions/work_r50_audit/20260818_202513/vis_data/config.py,12674,81ba783d7d10f623b5117c61aa05d8d55b215e3e66e77958cd241c22565d331f,2,true
outputs/persistent_artifacts/orientbench_axis_drift_r045_20260818/target_predictions/work_r50_audit/hrsc_r50_audit.py,12674,81ba783d7d10f623b5117c61aa05d8d55b215e3e66e77958cd241c22565d331f,2,true
audit_bundles/r045/ASSET_SEAL.json,2590,c1ec31f690fda9321b447737e4e78694c29ad02ea9db56350b393733f6dabd54,2,true
audit_bundles/r045/POLICY_SEAL.json,4054,b469ab87c74161e220b6adf04caa25679ecf88441a62d87ecc01e0c7a145040d,2,true
audit_bundles/r045/POLICY_SEAL_AMENDMENT.json,2013,1ab09d82750a6dbe610284def50bd2d6182c1bea57186a3e42fae871bbdf56a7,2,true
audit_bundles/r045/POLICY_SEAL_AMENDMENT_RETRACTION.json,781,84119392974cd8c5f20c29c7a3b768f2382ef0f308fc468a1636bd7c8c70ec09,2,true
audit_bundles/r045/TARGET_THRESHOLD_SEAL.json,981,ca646ebc72cde1590e092eae5016e12f39d31baa148b2cc35c85946384c1fa15,2,true
audit_bundles/r045/TARGET_THRESHOLD_SEAL_AMENDMENT.json,1926,66bf3233b67c69f15aa2076a37442190af43534b0b2f2920c4559936b50cfef2,2,true
audit_bundles/r045/access_log_preseal.txt,1133,d2eddc58822bf5cfdb914ed03e37832be4a457fef913c75ddf83f9ae7bb49dd0,native,true
audit_bundles/r045/axis_drift_vs_iou_tolerance.csv,21862,ef80eee10d0dbcd8a2191b10abd1e6743102ee998be5d93522a9c2fa600765ab,2,true
audit_bundles/r045/candidate_inventory.csv,5711,2ac9331d875c776295323c10d88531bfb2bda01aec5871ba9ffedbc92ac1af40,2,true
audit_bundles/r045/gate.json,823,b0977b28412f5032995b7483cb5f546467182001bd725c8af5122e130a96d52d,2,true
audit_bundles/r045/source_reconstruction_inventory.json,1376,8d918e11942b044597f9fb0b6473451c6aaa7f9206a7c158808fd10f7e270721,2,true
audit_bundles/r045/target_access_audit.json,1211,59a5f0bb5225159e5fed3371ac4073da80f609935db2578e24f1f810096d7120,2,true
docs/paper_jprs_r045/application_decision_study.md,1651,3ec8679dce0aaf5edc433c086c1994ff0449c6e9bcf45c2d6044b08f8ea87688,2,true
docs/paper_jprs_r045/venue_reassessment.md,736,0981cb2de1fafdee6bc04edbdb0a2788244cc6b26f6e0f8ca16dae10e86bf241,2,true
