unit,dataset,class_name,ar_bin,rows,dip,dip_p_asymptotic,delta_BIC_two_vs_one,single_loglik,mixture_loglik,multimodal,insufficient_n_lt20
A,DIOR-R,ground-track-field,1,522,0.0009578544061303873,1.0,63.842205477722935,501.8729442243561,543.1805483450415,False,False
A,DIOR-R,ground-track-field,2,322,0.0031055900621118,1.0,42.28118593483296,453.8100380985725,483.61245838430557,False,False
A,DIOR-R,ground-track-field,3,12,0.18333333333333335,0.8926868012514256,,,,False,True
A,DIOR-R,ground-track-field,4,5,0.19999999999999996,1.0,,,,False,True
A,DIOR-R,harbor,0,26,0.33974358974359,0.004946922704519153,50.60218087601558,-47.43538094879627,-17.24714570375626,True,False
A,DIOR-R,harbor,1,140,0.04714285714285693,1.0,283.13363066895823,-136.67405000449423,12.305228963898829,False,False
A,DIOR-R,harbor,2,120,0.008333333333333335,1.0,82.95834693929599,60.583264009806165,109.24367509362723,False,False
A,DIOR-R,harbor,3,99,0.005050505050505083,1.0,28.554644195241877,84.10437579339936,105.27437766622218,False,False
A,DIOR-R,harbor,4,198,0.01010101010101011,1.0,39.40662972595618,242.48413737455058,270.1198527835705,False,False
A,DIOR-R,overpass,0,1,0.0,1.0,,,,False,True
A,DIOR-R,overpass,1,29,0.022988505747126436,1.0,7.757003925738795,22.552020212100913,31.481465919950022,False,False
A,DIOR-R,overpass,2,38,0.02631578947368407,1.0,-10.91270009987333,52.467555639166335,52.46758482881925,False,False
A,DIOR-R,overpass,3,48,0.01041666666666674,1.0,4.0606211803487895,54.20133837064961,62.03845047718584,False,False
A,DIOR-R,overpass,4,385,0.003896103896103953,1.0,52.584804053017336,481.83820581940574,517.0604728473461,False,False
A,DIOR-R,plane,0,910,0.12747252747252746,2.8666010243773794e-13,1374.2002078600797,-1561.4864268217925,-864.1661559924863,True,False
A,DIOR-R,plane,1,1666,0.03001200480192077,0.09945467167899784,2310.775265051403,-1876.0006736688272,-709.4857699090354,False,False
A,DIOR-R,plane,2,43,1.1102230246251565e-16,1.0,6.430996656667906,-1.9607829077232264,6.89651559415107,False,False
A,DIOR-R,plane,3,2,0.0,1.0,,,,False,True
A,DIOR-R,plane,4,1,0.0,1.0,,,,False,True
A,DIOR-R,ship,0,9,0.1633986928104575,1.0,,,,False,True
A,DIOR-R,ship,1,428,0.0023364485981308405,1.0,213.00886596548906,59.43104391835524,175.02416169447247,False,False
A,DIOR-R,ship,2,2226,0.0007861635220125787,1.0,931.9891745320131,1566.4731455618441,2044.029675125604,False,False
A,DIOR-R,ship,3,6402,0.0004686035613870043,1.0,1953.5430208121109,6532.504355080355,7522.422414067205,False,False
A,DIOR-R,ship,4,6231,0.001604878831648171,1.0,1220.6261930939638,6689.485880706608,7312.904915422407,False,False
A,DIOR-R,stadium,0,54,0.15185185185185202,0.16575852973199412,74.00483667270659,-90.13983273689647,-47.15393833069676,False,False
A,DIOR-R,stadium,1,242,0.004132231404958678,1.0,465.7941782991968,-46.96153606463717,194.16895967419623,False,False
A,DIOR-R,storage-tank,0,5865,0.24413335128101588,4.750225660681424e-304,35711.32735250211,-10166.479186028562,7702.199626864123,True,False
A,DIOR-R,storage-tank,1,1954,0.13617753791755727,6.717126318377166e-32,9978.987989912628,-2537.9307835685186,2462.9296621366993,True,False
A,DIOR-R,storage-tank,2,4,0.0,1.0,,,,False,True
A,DIOR-R,tennis-court,0,17,0.0837789661319073,1.0,,,,False,True
A,DIOR-R,tennis-court,1,505,0.0015841584158415843,1.0,35.641867373665384,718.3576212254948,745.5153925562405,False,False
A,DIOR-R,tennis-court,2,2675,0.0011214953271029282,1.0,-23.67511397790483,5121.748221151945,5121.748221151987,False,False
A,DIOR-R,tennis-court,3,18,0.04575163398692808,1.0,,,,False,True
A,DIOR-R,tennis-court,4,2,0.0,1.0,,,,False,True
A,DIOR-R,trainstation,0,5,0.3393939393939394,0.6320825473850216,,,,False,True
A,DIOR-R,trainstation,1,20,0.04285714285714286,1.0,88.67021569770932,-12.866347115463494,35.96235914372215,False,False
A,DIOR-R,trainstation,2,29,0.02586206896551724,1.0,32.951063680136116,27.67392781218507,49.20040339723284,False,False
A,DIOR-R,trainstation,3,16,0.0625,1.0,,,,False,True
A,DIOR-R,trainstation,4,82,0.015243902439024392,1.0,-13.220157741791965,154.57819634052385,154.57819634052424,False,False
A,DIOR-R,vehicle,0,60,0.08333333333333333,0.8691964170141565,84.39693751244793,-100.75395725554525,-52.41397165598813,False,False
A,DIOR-R,vehicle,1,875,0.0017142857142857142,1.0,483.7058894582204,-117.91041921911727,134.10386133952935,False,False
A,DIOR-R,vehicle,2,2736,0.0005482456140353253,1.0,1127.6239401507823,1986.5287039548487,2562.2120524483535,False,False
A,DIOR-R,vehicle,3,1929,0.0015552099533439057,1.0,688.3994173844397,1595.8590334652386,1951.405877676817,False,False
A,DIOR-R,vehicle,4,1211,0.0011010184420588986,1.0,143.10072523554427,976.7104963381645,1058.9096615712663,False,False
A,DIOR-R,windmill,0,232,0.2605710719300983,4.157853377390246e-14,770.4050381458475,-413.7244502227345,-20.35182509231127,True,False
A,DIOR-R,windmill,1,726,0.04897459442913989,0.06145250705492642,2840.6191257908567,-678.9222832969513,751.2686046207143,False,False
A,DIOR-R,windmill,2,171,0.017543859649122806,1.0,414.8303372626705,77.45399564008767,292.5816596061769,False,False
A,DIOR-R,windmill,3,54,0.027777777777777776,1.0,94.88753955444342,45.57919881639144,99.00644466345956,False,False
A,DIOR-R,windmill,4,23,0.07246376811594213,1.0,26.788141336920887,6.948261950643477,25.045573942997645,False,False
B,DIOR-R,airport,0,4,0.0,1.0,,,,False,True
B,DIOR-R,airport,1,33,0.030303030303030276,1.0,5.8169699586363475,-38.28505856051044,-30.13181223899255,False,False
B,DIOR-R,airport,2,10,0.05,1.0,,,,False,True
B,DIOR-R,airport,3,6,0.08333333333333333,1.0,,,,False,True
B,DIOR-R,airport,4,118,0.0042372881355932195,1.0,2.285132561775381,102.693636045094,110.99222926268018,False,False
B,DIOR-R,baseball-diamond,0,1258,0.20450521599661298,4.002603001367539e-46,2297.897121749808,-2285.4406830676057,-1125.7862045368113,True,False
B,DIOR-R,baseball-diamond,1,166,0.037650602409638356,1.0,287.64565908559564,-207.0176505079095,-55.52683928257687,False,False
B,DIOR-R,basketball-court,0,57,0.1111111111111111,0.48955413687877986,182.10183779678667,-96.28852067925276,0.8269751208923992,False,False
B,DIOR-R,basketball-court,1,903,0.0035778175313059034,1.0,2217.697184388476,203.79865505033536,1322.855831074699,False,False
B,DIOR-R,basketball-court,2,27,0.07407407407407407,1.0,-9.698727009455077,38.29638993496434,38.390781729243294,False,False
B,DIOR-R,basketball-court,3,4,0.0,1.0,,,,False,True
B,DIOR-R,bridge,0,6,0.14285714285714302,1.0,,,,False,True
B,DIOR-R,bridge,1,89,0.018726591760299893,1.0,98.1110778280248,-31.761202965460882,24.027290503149732,False,False
B,DIOR-R,bridge,2,83,0.006024096385542244,1.0,5.055483049662138,61.05612597424911,70.21212841077508,False,False
B,DIOR-R,bridge,3,72,0.013888888888888888,1.0,-2.463306900162177,45.65933671758408,50.84268244602708,False,False
B,DIOR-R,bridge,4,517,0.0029013539651837512,1.0,75.27322262197958,610.8483282731236,657.857003895876,False,False
B,DIOR-R,chimney,0,212,0.12735849056603774,0.002061726975009114,911.4780686948661,-308.53223077747873,155.24168298196236,True,False
B,DIOR-R,chimney,1,209,0.017012227538543326,1.0,627.4500061136337,-44.13943351252788,277.59907092223614,False,False
B,DIOR-R,chimney,2,2,0.0,1.0,,,,False,True
B,DIOR-R,chimney,3,5,0.15000000000000002,1.0,,,,False,True
B,DIOR-R,chimney,4,2,0.0,1.0,,,,False,True
B,DIOR-R,dam,0,5,0.17142857142857137,1.0,,,,False,True
B,DIOR-R,dam,1,22,0.045454545454545456,1.0,24.00425943650181,-31.830641903959247,-15.191948505670869,False,False
B,DIOR-R,dam,2,18,0.03703703703703698,1.0,,,,False,True
B,DIOR-R,dam,3,16,0.04166666666666667,1.0,,,,False,True
B,DIOR-R,dam,4,66,0.007575757575757458,1.0,4.118200046123304,40.646292524558646,48.989874660659936,False,False
B,DIOR-R,expressway-service-area,0,8,0.08333333333333334,1.0,,,,False,True
B,DIOR-R,expressway-service-area,1,196,0.003401360544217469,1.0,49.46794614270296,92.78428373301617,125.43542879321342,False,False
B,DIOR-R,expressway-service-area,2,150,0.0033333333333334103,1.0,4.614432257144744,97.67864724045165,107.50181631016841,False,False
B,DIOR-R,expressway-service-area,3,70,0.009523809523809268,1.0,-2.8104325494336315,49.0803283022708,54.047854890628024,False,False
B,DIOR-R,expressway-service-area,4,67,1.1102230246251565e-16,1.0,-7.428224327706651,59.352518712954236,61.94544547818736,False,False
B,DIOR-R,expressway-toll-station,0,27,0.11111111111111116,1.0,55.603970186814514,-45.527693308492516,-12.781952916078767,False,False
B,DIOR-R,expressway-toll-station,1,82,0.018292682926829396,1.0,172.10323541559808,-39.90764139756597,52.754055181129466,False,False
B,DIOR-R,expressway-toll-station,2,52,0.025641025641025644,1.0,3.339536874572092,45.594331375851496,53.190965391009684,False,False
B,DIOR-R,expressway-toll-station,3,38,0.013157894736842146,1.0,-1.5717061888266635,39.84999127701178,44.52051742218803,False,False
B,DIOR-R,expressway-toll-station,4,51,0.0,1.0,-8.371773666963675,59.67289282092884,61.38474443653349,False,False
B,DIOR-R,golffield,0,94,0.1223404255319149,0.1199497220788511,279.68699283608566,-164.46034882941518,-17.801910237967352,False,False
B,DIOR-R,golffield,1,142,0.03051643192488296,1.0,293.4943336323612,-144.61718783225064,9.563719570331841,False,False
B,DIOR-R,golffield,2,12,0.06666666666666687,1.0,,,,False,True
B,DIOR-R,golffield,3,1,0.0,1.0,,,,False,True
B,DIOR-R,ground-track-field,0,9,0.08333333333333337,1.0,,,,False,True
B,DIOR-R,ground-track-field,1,608,0.001644736842105263,1.0,78.77539480936062,475.35141891918124,524.3543786468108,False,False
B,DIOR-R,ground-track-field,2,262,0.005089058524173027,1.0,36.867194520438176,382.74818425191575,409.5342982677765,False,False
B,DIOR-R,ground-track-field,3,14,0.07330827067669177,1.0,,,,False,True
B,DIOR-R,ground-track-field,4,5,0.15000000000000002,1.0,,,,False,True
B,DIOR-R,harbor,0,27,0.14814814814814814,0.6113791301561589,52.27297207280758,-46.75970003927937,-15.679458703869088,False,False
B,DIOR-R,harbor,1,143,0.013986013986013957,1.0,183.8698654235541,-93.42347095633625,5.955728700830665,False,False
B,DIOR-R,harbor,2,88,0.007575757575757576,1.0,24.86558941202908,50.172106836384934,69.32090676411678,False,False
B,DIOR-R,harbor,3,74,0.00900900900900901,1.0,21.995706430914574,79.44811719936337,96.90206805462691,False,False
B,DIOR-R,harbor,4,458,0.00545851528384278,1.0,72.44246039790778,536.1531434009348,581.56467737606,False,False
B,DIOR-R,overpass,1,34,0.0,1.0,-2.235331186337085,16.49587199079091,20.66774718454661,False,False
B,DIOR-R,overpass,2,39,0.012820512820512775,1.0,0.4859887284124369,37.06300713122221,42.801343964622895,False,False
B,DIOR-R,overpass,3,44,0.011363636363636364,1.0,10.692375154005642,39.34493297844877,50.36740500632898,False,False
B,DIOR-R,overpass,4,446,0.005231689088191271,1.0,79.98362680985898,556.0435965627212,605.1858883956808,False,False
B,DIOR-R,plane,0,1029,0.1074231890558417,9.706493552315552e-11,1492.6653583625105,-1731.0374468211764,-974.3002535361701,True,False
B,DIOR-R,plane,1,1823,0.019781952825013712,0.4801646721456236,2798.830884161565,-1597.1976427944237,-186.5198425516232,False,False
B,DIOR-R,plane,2,27,0.029629629629629672,1.0,29.66695079355442,-17.53853481200004,2.2386958837836617,False,False
B,DIOR-R,plane,3,4,0.0,1.0,,,,False,True
B,DIOR-R,plane,4,1,0.0,1.0,,,,False,True
B,DIOR-R,ship,1,287,0.0030971738288814166,1.0,188.4336058869537,3.443108987965431,106.14913525508172,False,False
B,DIOR-R,ship,2,2444,0.0008183306055646478,1.0,462.1762576126687,1900.4156098784429,2143.2058256652144,False,False
B,DIOR-R,ship,3,7487,0.0006678242286630148,1.0,1597.6997666674824,7073.442839540251,7885.674108067338,False,False
B,DIOR-R,ship,4,6278,0.0002920250610597857,1.0,1028.4963479026046,6561.09626156181,7088.461645619215,False,False
B,DIOR-R,stadium,0,53,0.06918238993710692,1.0,56.436746872078714,-75.26411846851798,-41.09030716215044,False,False
B,DIOR-R,stadium,1,241,0.009958506224066355,1.0,378.37473667235196,-74.67203844576636,122.7425252906456,False,False
B,DIOR-R,storage-tank,0,6494,0.1678107726970645,2.875371261639367e-159,29004.25499366554,-11183.40122454959,3331.8942232121735,True,False
B,DIOR-R,storage-tank,1,1995,0.038071368898436986,0.006157557761463416,8342.430034971725,-1791.145339952692,2391.467276527157,True,False
B,DIOR-R,storage-tank,2,2,0.0,1.0,,,,False,True
B,DIOR-R,tennis-court,0,3,0.0,1.0,,,,False,True
B,DIOR-R,tennis-court,1,880,0.0010330578512394162,1.0,428.9769449533897,1114.179813577373,1338.8381689152761,False,False
B,DIOR-R,tennis-court,2,2391,0.0009758817788930712,1.0,-23.33840090234223,4321.079765908303,4321.079765908319,False,False
B,DIOR-R,tennis-court,3,16,0.06048387096774177,1.0,,,,False,True
B,DIOR-R,tennis-court,4,2,0.0,1.0,,,,False,True
B,DIOR-R,trainstation,0,6,0.12499999999999989,1.0,,,,False,True
B,DIOR-R,trainstation,1,24,0.027777777777777568,1.0,78.27744458197326,-24.776330243331852,19.12947279317669,False,False
B,DIOR-R,trainstation,2,23,0.04347826086956519,1.0,1.9160134643013862,18.168471821863477,23.829719877907895,False,False
B,DIOR-R,trainstation,3,15,0.05,1.0,,,,False,True
B,DIOR-R,trainstation,4,87,0.007662835249042146,1.0,14.554627705947846,127.8877270642904,141.8639030952462,False,False
B,DIOR-R,vehicle,0,27,0.03703703703703709,1.0,5.063549529041602,-26.478563587102848,-19.003033523575553,False,False
B,DIOR-R,vehicle,1,930,0.0021505376344086026,1.0,417.7811138358655,-276.54266815129796,-57.39933435414426,False,False
B,DIOR-R,vehicle,2,3777,0.0011914217633042096,1.0,836.174971662622,2576.38577338884,3006.8282872042196,False,False
B,DIOR-R,vehicle,3,1672,0.002192982456140191,1.0,321.70241314590544,1185.2546764552908,1357.2385467187105,False,False
B,DIOR-R,vehicle,4,1439,0.001389854065323548,1.0,133.7783659448155,1188.0931174542611,1265.889855987,False,False
B,DIOR-R,windmill,0,259,0.20415057915057916,8.415492609027877e-10,810.2875072854416,-434.0644860058819,-20.585490270611793,True,False
B,DIOR-R,windmill,1,770,0.024098124098124098,0.817780774268697,2377.1077698957615,-692.6791491694021,505.8443215507502,False,False
B,DIOR-R,windmill,2,170,0.01568627450980392,1.0,299.05170042128725,77.75476850017961,234.98431636639862,False,False
B,DIOR-R,windmill,3,39,0.019230769230769232,1.0,52.46157176081472,26.255704602856937,57.98183295245877,False,False
B,DIOR-R,windmill,4,41,0.0548780487804878,1.0,49.73832554952632,16.02976038837398,46.4692812631936,False,False
C,DIOR-R,airport,0,7,0.07142857142857142,1.0,,,,False,True
C,DIOR-R,airport,1,30,0.03333333333333344,1.0,4.48066036147214,-29.733008597668423,-22.39088234443912,False,False
C,DIOR-R,airport,2,8,0.08333333333333337,1.0,,,,False,True
C,DIOR-R,airport,3,9,0.07407407407407418,1.0,,,,False,True
C,DIOR-R,airport,4,149,0.006711409395973153,1.0,9.082234836071557,86.9513190938101,98.99835597076407,False,False
C,DIOR-R,baseball-diamond,0,1219,0.24006078811480513,1.917250562097877e-61,2437.282452856056,-2186.5896129821003,-957.2897073598505,True,False
C,DIOR-R,baseball-diamond,1,226,0.023230088495575223,1.0,280.7492934926785,-267.03260197549173,-118.52715273024407,False,False
C,DIOR-R,basketball-court,0,58,0.07471264367816093,1.0,116.267375403398,-88.44386913302726,-24.219516915508628,False,False
C,DIOR-R,basketball-court,1,900,0.004188034188034188,1.0,2309.6880349400853,154.08058487089266,1319.1281944859218,False,False
C,DIOR-R,basketball-court,2,33,0.030303030303030304,1.0,-1.0416293116729154,44.69053949353156,49.41448617989482,False,False
C,DIOR-R,bridge,0,5,0.17142857142857146,1.0,,,,False,True
C,DIOR-R,bridge,1,61,0.010928961748633892,1.0,79.97872919869715,-43.475897960171324,2.679777435437222,False,False
C,DIOR-R,bridge,2,71,0.007042253521126761,1.0,-6.214178675073764,49.80661119389904,53.09354167192413,False,False
C,DIOR-R,bridge,3,85,0.01764705882352946,1.0,14.902348116017764,34.45354084230218,48.56869178504654,False,False
C,DIOR-R,bridge,4,481,0.00277200277200277,1.0,47.58017529841503,535.7676155226466,568.8215040770127,False,False
C,DIOR-R,chimney,0,202,0.07637906647807637,0.18943817044225525,1154.904692022771,-269.0171154421233,316.39763211536405,False,False
C,DIOR-R,chimney,1,209,0.005741626794258159,1.0,397.83228640787155,186.39386058571,393.323505167593,False,False
C,DIOR-R,chimney,2,2,0.0,1.0,,,,False,True
C,DIOR-R,chimney,3,4,0.0,1.0,,,,False,True
C,DIOR-R,chimney,4,17,0.08823529411764708,1.0,,,,False,True
C,DIOR-R,dam,0,4,0.0,1.0,,,,False,True
C,DIOR-R,dam,1,39,0.02564102564102566,1.0,7.774070147879428,-36.74360870704443,-27.361231163910247,False,False
C,DIOR-R,dam,2,17,0.0,1.0,,,,False,True
C,DIOR-R,dam,3,14,0.03571428571428571,1.0,,,,False,True
C,DIOR-R,dam,4,76,0.006578947368421018,1.0,2.8113387263018073,40.00125770166533,47.90302707524573,False,False
C,DIOR-R,expressway-service-area,0,5,0.21250000000000002,1.0,,,,False,True
C,DIOR-R,expressway-service-area,1,167,0.004491017964071857,1.0,96.66271920605217,-24.596238280395838,31.412112041255387,False,False
C,DIOR-R,expressway-service-area,2,158,0.009493670886075944,1.0,-11.77491601287544,114.08478394362434,115.79121848672708,False,False
C,DIOR-R,expressway-service-area,3,92,0.010869565217391304,1.0,-10.771870905979025,67.13504317000181,68.53179058258586,False,False
C,DIOR-R,expressway-service-area,4,58,0.01724137931034482,1.0,-9.401072784708298,47.95140431165774,49.34153243512322,False,False
C,DIOR-R,expressway-toll-station,0,17,0.19327731092436995,0.5616025629310164,,,,False,True
C,DIOR-R,expressway-toll-station,1,89,0.014044943820224698,1.0,116.80660477773986,-57.89032780757925,7.245929135888888,False,False
C,DIOR-R,expressway-toll-station,2,61,0.016393442622950824,1.0,-5.797567430563795,45.53550540132221,48.80303248230028,False,False
C,DIOR-R,expressway-toll-station,3,36,1.1102230246251565e-16,1.0,-6.2505207259260125,38.56102020039532,40.81103824511648,False,False
C,DIOR-R,expressway-toll-station,4,44,0.03409090909090917,1.0,-10.972424575029098,72.4832535518363,72.67332571519914,False,False
C,DIOR-R,golffield,0,87,0.12068965517241381,0.15860545462069056,191.58307324771437,-127.40979643230654,-24.919397630467465,False,False
C,DIOR-R,golffield,1,147,0.017006802721088454,1.0,200.80396766863382,-127.03094492257824,-19.14331220809324,False,False
C,DIOR-R,golffield,2,22,1.1102230246251565e-16,1.0,-0.3864448610599993,-0.031934073348727665,4.411407176158747,False,False
C,DIOR-R,golffield,3,3,0.0,1.0,,,,False,True
C,DIOR-R,golffield,4,1,0.0,1.0,,,,False,True
C,DIOR-R,ground-track-field,0,6,0.11111111111111116,1.0,,,,False,True
C,DIOR-R,ground-track-field,1,596,0.0014681208053690664,1.0,544.3063656186175,193.2014273123412,474.939971122248,False,False
C,DIOR-R,ground-track-field,2,280,0.005357142857142838,1.0,31.914313498615723,404.86522925859504,429.2745704126568,False,False
C,DIOR-R,ground-track-field,3,8,0.09375,1.0,,,,False,True
C,DIOR-R,ground-track-field,4,2,0.0,1.0,,,,False,True
C,DIOR-R,harbor,0,27,0.037037037037037035,1.0,28.338823111591758,-33.31288735492517,-14.199720500122796,False,False
C,DIOR-R,harbor,1,154,0.01948051948051943,1.0,200.11427290143382,-116.72305587037643,-9.110490516039077,False,False
C,DIOR-R,harbor,2,104,0.007211538461538436,1.0,32.51145740020262,51.01613556521612,74.23845061402949,False,False
C,DIOR-R,harbor,3,72,0.01388888888888884,1.0,19.310550879394103,45.73180823538973,61.80208285361086,False,False
C,DIOR-R,harbor,4,470,0.0031914893617022155,1.0,137.61506039362126,460.2318631019266,538.2684923407934,False,False
C,DIOR-R,overpass,0,1,0.0,1.0,,,,False,True
C,DIOR-R,overpass,1,34,0.02450980392156854,1.0,40.85089132390672,-15.50407866176881,10.210907787108795,False,False
C,DIOR-R,overpass,2,36,0.020833333333333332,1.0,15.93839225341122,10.308485593217213,23.65296012760699,False,False
C,DIOR-R,overpass,3,39,0.017094017094017255,1.0,-8.167487155130772,50.07471431899421,51.486313210623294,False,False
C,DIOR-R,overpass,4,445,0.005992509363295984,1.0,104.97792203046453,527.3825212111567,589.0185936496383,False,False
C,DIOR-R,plane,0,1016,0.04749015748031496,0.020452441470877603,926.134244867993,-1664.2963787332349,-1190.8438133570307,False,False
C,DIOR-R,plane,1,1650,0.016923076923076263,0.777290148491909,1658.9168947101787,-1634.477755965841,-793.9065127604097,False,False
C,DIOR-R,plane,2,29,0.017241379310344827,1.0,-1.3550921941918581,-6.8874253058876755,-2.5140276580038936,False,False
C,DIOR-R,plane,3,5,0.12592592592592594,1.0,,,,False,True
C,DIOR-R,plane,4,2,0.0,1.0,,,,False,True
C,DIOR-R,ship,0,13,0.14102564102564097,1.0,,,,False,True
C,DIOR-R,ship,1,237,0.012658227848101264,1.0,99.43269277706764,-124.0541838816751,-66.13574728143858,False,False
C,DIOR-R,ship,2,2223,0.0008996851102113235,1.0,337.08682374726465,1313.6081848420733,1493.711516086652,False,False
C,DIOR-R,ship,3,7435,0.0008069939475451315,1.0,869.0087749302011,6743.026983907044,7190.902302160486,False,False
C,DIOR-R,ship,4,6491,0.0006926445274157977,1.0,757.9931679135899,6863.692116317483,7255.855958095828,False,False
C,DIOR-R,stadium,0,52,0.11538461538461538,0.5008401933873585,46.45677464344493,-88.7887382207196,-59.63348532112499,False,False
C,DIOR-R,stadium,1,252,0.006349206349206327,1.0,300.2172643551127,-60.019972489306795,98.38280331951668,False,False
C,DIOR-R,storage-tank,0,6486,0.15708678150861316,1.9195106409967703e-139,25081.09828976292,-11137.352191366143,1416.3630554456176,True,False
C,DIOR-R,storage-tank,1,2331,0.05654225654225731,6.730867306040534e-07,7641.742433310768,-2797.435055887079,1035.0672397268586,True,False
C,DIOR-R,storage-tank,2,3,0.0,1.0,,,,False,True
C,DIOR-R,tennis-court,0,1,0.0,1.0,,,,False,True
C,DIOR-R,tennis-court,1,370,0.0023166023166021343,1.0,162.99952737971472,321.93506761886204,412.3050858171768,False,False
C,DIOR-R,tennis-court,2,2842,0.0005864414731406864,1.0,-23.856789926047536,5281.198835598152,5281.198835598114,False,False
C,DIOR-R,tennis-court,3,5,0.18571428571428572,1.0,,,,False,True
C,DIOR-R,trainstation,0,7,0.2981366459627329,0.576229503099321,,,,False,True
C,DIOR-R,trainstation,1,25,0.03333333333333355,1.0,41.304047441016024,4.5000822136223455,29.980419671432657,False,False
C,DIOR-R,trainstation,2,24,0.04166666666666652,1.0,-7.463832658169499,27.138712564233913,28.173876980671082,False,False
C,DIOR-R,trainstation,3,16,0.04999999999999999,1.0,,,,False,True
C,DIOR-R,trainstation,4,105,0.004761904761904766,1.0,-8.374080530383296,114.30055368382116,117.0944539438658,False,False
C,DIOR-R,vehicle,0,100,0.04999999999999993,1.0,29.675026667971224,-173.7973955797421,-152.05212696677435,False,False
