record_type,dataset,seed,raw_path,raw_sha256,cache_path,cache_sha256,key,dtype,shape,raw_content_hash,cache_content_hash,raw_rows,eligible_rows,row_order_instance_id_hash,cache_row_order_hash,tolerance,max_abs_error,status,notes
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,cls,object,[48282],0f79654ab2608f795e53b8ae484cea94fe9ed318dc8cddcecddbdde7165e2950,0f79654ab2608f795e53b8ae484cea94fe9ed318dc8cddcecddbdde7165e2950,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,error,float64,[48282],3d87ce7558874fb3d7619c323c307aa0efbeb76cedf3bc3d893825ed500fb1ce,3d87ce7558874fb3d7619c323c307aa0efbeb76cedf3bc3d893825ed500fb1ce,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,feature,float64,[48282],c23c9395f9a053855a6faa76fcf6861d089c2f90ce9c0448009134fe677e6c5f,c23c9395f9a053855a6faa76fcf6861d089c2f90ce9c0448009134fe677e6c5f,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,gt_box,float64,"[48282, 5]",15fd8783d56d9ea48dbc01ee31a1b498d68c145d7b5b55ee6edcea64e367cd86,15fd8783d56d9ea48dbc01ee31a1b498d68c145d7b5b55ee6edcea64e367cd86,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,image,object,[48282],35c65137f50d0b7b000d67afdc9f0e4272410501dbcb601451b1d5ca7256f6a2,35c65137f50d0b7b000d67afdc9f0e4272410501dbcb601451b1d5ca7256f6a2,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,pred_box,float64,"[48282, 5]",869e0a821f2f49693977867c3f1a51afe3b747fb06b48a6601e29b271e64ffe8,869e0a821f2f49693977867c3f1a51afe3b747fb06b48a6601e29b271e64ffe8,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,score,float64,[48282],24df998a73af4efb23897a6816c5a6fa86b45a1481369709621676551fb89c92,24df998a73af4efb23897a6816c5a6fa86b45a1481369709621676551fb89c92,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,size,float64,[48282],7d7d5320ec9c638a02d4c09ed86ef5a51f0bfb06e1e4e01495aa83a2a97f14cd,7d7d5320ec9c638a02d4c09ed86ef5a51f0bfb06e1e4e01495aa83a2a97f14cd,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,tta,float64,[48282],d3c8b4ad6bbb0a209ae9f9f6f15353076e507c645d2044779e089708231fa620,d3c8b4ad6bbb0a209ae9f9f6f15353076e507c645d2044779e089708231fa620,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,vector,float64,"[48282, 6]",3270b2e36b2534b75b4ab6c857e81ec183657fdeae97b8540762e40f78b481c1,3270b2e36b2534b75b4ab6c857e81ec183657fdeae97b8540762e40f78b481c1,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_unit,DIOR-R,0,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed0/matched_phase.jsonl,e793354efdb9db4fbdaaebda91e5d46c47b4529a57ca88fcf7fd3ae2dba60856,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed0.npz,5a3f6c1f5c7529b749d5912078b2ddc9a48c2b67df211eafb5d1e2dd5d0f1545,ALL,mixed,,,,85040,48282,90d355ef6bdfba6b9e2e404e260f82400db13ef6b5d50b0b82c5549a9cdfb607,28013b2a6ebae970743b5190b2de4cb2eb9f40503a7020f096ccacbeec13db3e,exact,0.0,PASS,cache omits pred_id/gt_id; exact ordered content equality proves cache row order
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,ar,float64,[48152],20f8b1cfecfc4f1444ae0b796da8c203230d582f772c229ad09a1660e8c6eb0f,20f8b1cfecfc4f1444ae0b796da8c203230d582f772c229ad09a1660e8c6eb0f,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,boundary,float64,[48152],12ec78ea772468ce93b6cfe47be6e5a20e246fd07cdabe6f2a6cb2159b439a72,12ec78ea772468ce93b6cfe47be6e5a20e246fd07cdabe6f2a6cb2159b439a72,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,cls,object,[48152],008b16be00455788f7445911f5f3a7d19747d0a1a84e1f4aa45383e9938b76f3,008b16be00455788f7445911f5f3a7d19747d0a1a84e1f4aa45383e9938b76f3,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,error,float64,[48152],d175b2948ca54885da7a7cc4e5c4ec382ba73432d7faae5367944b334e65a4fa,d175b2948ca54885da7a7cc4e5c4ec382ba73432d7faae5367944b334e65a4fa,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,feature,float64,[48152],570e5c3819a51a82afe2f60c63bbc34dfbc0496df4ff4028417a941cd31f89c9,570e5c3819a51a82afe2f60c63bbc34dfbc0496df4ff4028417a941cd31f89c9,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,gt_box,float64,"[48152, 5]",d6e3c0b6bf9953f55372a3486b0ceac744a11921b2cdff157511b514f0823689,d6e3c0b6bf9953f55372a3486b0ceac744a11921b2cdff157511b514f0823689,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,image,object,[48152],9e2e8860db2b3e64ed943f95b54448d144cc9ff4f28d363d2063b45b31e21ca4,9e2e8860db2b3e64ed943f95b54448d144cc9ff4f28d363d2063b45b31e21ca4,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,pred_box,float64,"[48152, 5]",a246ddf1f8819543223e7b8b8b9d73cd5e501dacf0f97c3cb61283e638bb310b,a246ddf1f8819543223e7b8b8b9d73cd5e501dacf0f97c3cb61283e638bb310b,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,score,float64,[48152],d921a886b9c513c61a5bde02d8846ba590a024f3fc63205873f3e8c55be56242,d921a886b9c513c61a5bde02d8846ba590a024f3fc63205873f3e8c55be56242,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,size,float64,[48152],6c2e2b691a5f5d698a6d0d5707ceaa4d0165c7622eeb8ebe3f87b5b9d10bf18b,6c2e2b691a5f5d698a6d0d5707ceaa4d0165c7622eeb8ebe3f87b5b9d10bf18b,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,tta,float64,[48152],f917ab7078e197c435b42e8bff029b470c61c28b32a468a717fd9fa358ca1a5b,f917ab7078e197c435b42e8bff029b470c61c28b32a468a717fd9fa358ca1a5b,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,vector,float64,"[48152, 6]",43b5d5e99ea271f1f24ca6cf287a0ba407982204fb9503449194c804e8e7adab,43b5d5e99ea271f1f24ca6cf287a0ba407982204fb9503449194c804e8e7adab,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_unit,DIOR-R,1,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed1/matched_phase.jsonl,7850258f6d9b8a833d4cc64348e72f19b5466b81a69af2124c83f9d7c637760c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed1.npz,9808dbc20a36aca387db643d5e6b86e6687ebc3e264e46a26d770d3b21265a95,ALL,mixed,,,,84552,48152,a2f0670775681ce2655b068f5412a82b189a98824eb77633a2e439cb5c3ec23f,f862fca2539326894452398cac3ddb0cc511815aa0bb9c9e4d869f678c7dccb5,exact,0.0,PASS,cache omits pred_id/gt_id; exact ordered content equality proves cache row order
cache_array,DIOR-R,2,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed2/matched_phase.jsonl,98cdeb2f22b0c95a29ae26fc607c10b5eb22e9fee79a704e97e1b0e68a44b2de,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed2.npz,be398b487a469468923b4b22575fd3039575782151ed3cb1839782e013c57a65,ar,float64,[48195],a761a541a6529eb3653fcec6df94dc297873710d6aac07e499b0c80445a3ed3f,a761a541a6529eb3653fcec6df94dc297873710d6aac07e499b0c80445a3ed3f,85383,48195,f1cfb984c300d53b36ffc9dca7ef64383373c71025f8a2074e4249b5007aa8ff,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
cache_array,DIOR-R,2,outputs/persistent_artifacts/m069_psc_phase1/DIOR-R/seed2/matched_phase.jsonl,98cdeb2f22b0c95a29ae26fc607c10b5eb22e9fee79a704e97e1b0e68a44b2de,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b3_cache/DIOR_R_seed2.npz,be398b487a469468923b4b22575fd3039575782151ed3cb1839782e013c57a65,boundary,float64,[48195],e632e94cca77c7d586f9c0fa51ea94da0567a0333ace5441a0d493ae3d6cc953,e632e94cca77c7d586f9c0fa51ea94da0567a0333ace5441a0d493ae3d6cc953,85383,48195,f1cfb984c300d53b36ffc9dca7ef64383373c71025f8a2074e4249b5007aa8ff,,rtol=0;atol=0;NaN-equal,0.0,PASS,direct JSON field parse followed only by GT aspect_ratio>=2.1; no floating derivation
