analysis,dataset,seed,intervention,parameter,endpoint,n,mean_angle_error,severe_rate,nrc,paired_delta_nrc_vs_phase_mod_ci_lo,paired_delta_nrc_vs_phase_mod_ci_hi,decoded_angle_change_median_deg,decoded_angle_change_p95_deg,candidate_switch_rate,evidence_role,mean_phase_mod,actual_head_mean_angle_loss,actual_head_mean_abs_radial_gradient,actual_head_mean_tangential_gradient_norm,actual_head_mean_abs_dloss_dk,AP50,AP75,full_evaluator_available
RADIAL,DIOR-R,0,z_prime=k*z,0.5,endpoint_continuous,48282,2.358659338869672,,0.9802938363159125,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,0.5629822039173906,0.4201723039,0.0871410261,0.0510417296,0.709233037,0.532198,0.336366,True
RADIAL,DIOR-R,0,z_prime=k*z,0.5,endpoint_severe_event,48282,,0.04055341535147674,0.6319396917828751,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,0.5629822039173906,0.4201723039,0.0871410261,0.0510417296,0.709233037,0.532198,0.336366,True
RADIAL,DIOR-R,0,z_prime=k*z,0.75,endpoint_continuous,48282,1.750174553004575,,1.194612951785256,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,1.266709958814129,0.252286831,0.0775918926,0.0617304196,0.6469024334,0.533939,0.34018,True
RADIAL,DIOR-R,0,z_prime=k*z,0.75,endpoint_severe_event,48282,,0.009278820264280684,0.930882273094287,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,1.266709958814129,0.252286831,0.0775918926,0.0617304196,0.6469024334,0.533939,0.34018,True
RADIAL,DIOR-R,0,z_prime=k*z,0.9,endpoint_continuous,48282,1.7459633865500042,,1.1985403393769336,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,1.8240623406923457,0.1642899558,0.060852321,0.0764028456,0.5387384105,0.533896,0.340229,True
RADIAL,DIOR-R,0,z_prime=k*z,0.9,endpoint_severe_event,48282,,0.009092415392900045,0.9497962441511258,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,1.8240623406923457,0.1642899558,0.060852321,0.0764028456,0.5387384105,0.533896,0.340229,True
RADIAL,DIOR-R,0,z_prime=k*z,1.0,endpoint_continuous,48282,1.7445479759745401,,1.199835894155785,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,2.2519288156695625,0.1235350502,0.0306515127,0.0970429019,0.256192088,0.533908,0.34024,True
RADIAL,DIOR-R,0,z_prime=k*z,1.0,endpoint_severe_event,48282,,0.009071703740524418,0.9519935580487355,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,2.2519288156695625,0.1235350502,0.0306515127,0.0970429019,0.256192088,0.533908,0.34024,True
RADIAL,DIOR-R,0,z_prime=k*z,1.1,endpoint_continuous,48282,1.7456222656631595,,1.19884420470356,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,2.7248338669601715,0.1665815541,0.0708177878,0.0683801159,0.5908264445,0.533908,0.340279,True
RADIAL,DIOR-R,0,z_prime=k*z,1.1,endpoint_severe_event,48282,,0.009113127045275672,0.9477774577186427,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,2.7248338669601715,0.1665815541,0.0708177878,0.0683801159,0.5908264445,0.533908,0.340279,True
RADIAL,DIOR-R,0,z_prime=k*z,1.25,endpoint_continuous,48282,1.744795689659818,,1.1996119106263927,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,3.5186387744836924,0.2649247702,0.0854807113,0.0542890902,0.6960345524,0.533901,0.340285,True
RADIAL,DIOR-R,0,z_prime=k*z,1.25,endpoint_severe_event,48282,,0.009092415392900045,0.9499197549816831,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,3.5186387744836924,0.2649247702,0.0854807113,0.0542890902,0.6960345524,0.533901,0.340285,True
RADIAL,DIOR-R,0,z_prime=k*z,1.5,endpoint_continuous,48282,1.744508444974644,,1.199879770924155,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,5.066839835256516,0.445576305,0.0910349238,0.0472626752,0.7392463766,0.533902,0.340337,True
RADIAL,DIOR-R,0,z_prime=k*z,1.5,endpoint_severe_event,48282,,0.009071703740524418,0.9519986902441484,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,5.066839835256516,0.445576305,0.0910349238,0.0472626752,0.7392463766,0.533902,0.340337,True
RADIAL,DIOR-R,0,z_prime=k*z,2.0,endpoint_continuous,48282,1.7451312790189526,,1.1993201688939237,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,9.00771526267825,0.8220595088,0.0941666412,0.0427290137,0.7628629612,0.533902,0.340346,True
RADIAL,DIOR-R,0,z_prime=k*z,2.0,endpoint_severe_event,48282,,0.009092415392900045,0.9498810078495025,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,9.00771526267825,0.8220595088,0.0941666412,0.0427290137,0.7628629612,0.533902,0.340346,True
RADIAL,DIOR-R,0,z_prime=k*z,4.0,endpoint_continuous,48282,1.747695559010577,,1.196955624589889,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,36.030861050713,2.3598860694,0.0952548165,0.0408620716,0.7710560514,0.533824,0.340372,True
RADIAL,DIOR-R,0,z_prime=k*z,4.0,endpoint_severe_event,48282,,0.009113127045275672,0.9477394205476581,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,36.030861050713,2.3598860694,0.0952548165,0.0408620716,0.7710560514,0.533824,0.340372,True
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,-15.0,endpoint_continuous,48282,14.982154620483966,,0.9731807023089986,,,14.999999999999996,15.000000000000009,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,-15.0,endpoint_severe_event,48282,,0.8428192701213703,0.9558118257914844,,,14.999999999999996,15.000000000000009,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-15.0,endpoint_continuous,48282,1.7750338703966462,,1.1720602947098715,,,0.0,0.0,0.0005385029617662897,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-15.0,endpoint_severe_event,48282,,0.00942380183091007,0.916291143783293,,,0.0,0.0,0.0005385029617662897,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-15.0,endpoint_continuous,48282,14.996050540543225,,0.9675531337808875,,,14.999999999999996,15.000000000000009,0.00033138643801002444,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-15.0,endpoint_severe_event,48282,,0.8428399817737459,0.9557381633847067,,,14.999999999999996,15.000000000000009,0.00033138643801002444,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,-15.0,endpoint_continuous,48282,15.17565013574311,,0.983970281519233,,,14.999999999999996,15.000000000000009,0.0014083923615426039,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,-15.0,endpoint_severe_event,48282,,0.8624332049210887,0.9598369051618517,,,14.999999999999996,15.000000000000009,0.0014083923615426039,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,-7.5,endpoint_continuous,48282,7.556531745245437,,0.9698635054311424,,,7.500000000000004,7.500000000000004,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,-7.5,endpoint_severe_event,48282,,0.12085249161178079,1.1825903164558471,,,7.500000000000004,7.500000000000004,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-7.5,endpoint_continuous,48282,1.757224165617419,,1.188134148010697,,,0.0,0.0,0.00026925148088314486,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-7.5,endpoint_severe_event,48282,,0.009216685307153805,0.9369767005141434,,,0.0,0.0,0.00026925148088314486,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-7.5,endpoint_continuous,48282,7.562961722201238,,0.967027695565334,,,7.500000000000004,7.500000000000004,0.00010355826187813264,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-7.5,endpoint_severe_event,48282,,0.12089391491653204,1.1821670568268514,,,7.500000000000004,7.500000000000004,0.00010355826187813264,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,-7.5,endpoint_continuous,48282,7.706024401533016,,0.9961109544154657,,,7.500000000000004,7.500000000000004,0.0005385029617662897,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,-7.5,endpoint_severe_event,48282,,0.130711238142579,1.1968372438482346,,,7.500000000000004,7.500000000000004,0.0005385029617662897,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,-2.0,endpoint_continuous,48282,2.6922535646320553,,1.037321504021421,,,2.0000000000000027,2.0000000000000027,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,-2.0,endpoint_severe_event,48282,,0.013503997348908496,1.0324762080262335,,,2.0000000000000027,2.0000000000000027,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-2.0,endpoint_continuous,48282,1.7491427631301184,,1.195569835153986,,,0.0,0.0,0.00016569321900501222,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-2.0,endpoint_severe_event,48282,,0.009113127045275672,0.9476556753519131,,,0.0,0.0,0.00016569321900501222,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-2.0,endpoint_continuous,48282,2.6948567850036897,,1.0353784026733501,,,2.0000000000000027,2.0000000000000027,8.284660950250611e-05,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,-2.0,endpoint_severe_event,48282,,0.013524709001284123,1.0308849955952972,,,2.0000000000000027,2.0000000000000027,8.284660950250611e-05,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,-2.0,endpoint_continuous,48282,2.7457727774331113,,1.0674631804441805,,,2.0000000000000027,2.0000000000000027,0.00016569321900501222,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,-2.0,endpoint_severe_event,48282,,0.012799801168137195,1.056236078247236,,,2.0000000000000027,2.0000000000000027,0.00016569321900501222,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,0.0,endpoint_continuous,48282,1.7445479759745401,,1.199835894155785,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,0.0,endpoint_severe_event,48282,,0.009071703740524418,0.9519935580487355,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,0.0,endpoint_continuous,48282,1.7445479759745401,,1.199835894155785,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,0.0,endpoint_severe_event,48282,,0.009071703740524418,0.9519935580487355,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,0.0,endpoint_continuous,48282,1.7445479759745401,,1.199835894155785,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,0.0,endpoint_severe_event,48282,,0.009071703740524418,0.9519935580487355,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,0.0,endpoint_continuous,48282,1.7445479759745401,,1.199835894155785,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,0.0,endpoint_severe_event,48282,,0.009071703740524418,0.9519935580487355,,,0.0,0.0,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,2.0,endpoint_continuous,48282,2.741095143668031,,1.070954816562732,,,2.0000000000000027,2.0000000000000027,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,2.0,endpoint_severe_event,48282,,0.01275837786338594,1.059677127211613,,,2.0000000000000027,2.0000000000000027,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,2.0,endpoint_continuous,48282,1.7473168895651794,,1.197254761418053,,,0.0,0.0,8.284660950250611e-05,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,2.0,endpoint_severe_event,48282,,0.009092415392900045,0.9498141425198585,,,0.0,0.0,8.284660950250611e-05,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,2.0,endpoint_continuous,48282,2.7457727774331113,,1.0674631804441805,,,2.0000000000000027,2.0000000000000027,0.00016569321900501222,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,2.0,endpoint_severe_event,48282,,0.012799801168137195,1.056236078247236,,,2.0000000000000027,2.0000000000000027,0.00016569321900501222,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,2.0,endpoint_continuous,48282,2.6963961835293095,,1.0342330731545597,,,2.0000000000000027,2.0000000000000027,6.213495712687958e-05,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,2.0,endpoint_severe_event,48282,,0.013545420653659749,1.029300243992809,,,2.0000000000000027,2.0000000000000027,6.213495712687958e-05,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,7.5,endpoint_continuous,48282,7.6782683210814,,1.0088705970002436,,,7.500000000000004,7.500000000000004,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,7.5,endpoint_severe_event,48282,,0.13044198666169587,1.1994244946755646,,,7.500000000000004,7.500000000000004,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,7.5,endpoint_continuous,48282,1.7524758142067387,,1.1924829527591163,,,0.0,0.0,0.00010355826187813264,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,7.5,endpoint_severe_event,48282,,0.009154550350026925,0.9433445851874062,,,0.0,0.0,0.00010355826187813264,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,7.5,endpoint_continuous,48282,7.690411772930607,,1.003256310348967,,,7.500000000000004,7.500000000000004,0.00026925148088314486,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,7.5,endpoint_severe_event,48282,,0.13056625657594964,1.1982298106672216,,,7.500000000000004,7.500000000000004,0.00026925148088314486,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,7.5,endpoint_continuous,48282,7.5753984618748476,,0.9615900131063154,,,7.500000000000004,7.500000000000004,0.00033138643801002444,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,7.5,endpoint_severe_event,48282,,0.1210181848307858,1.1808981201140365,,,7.500000000000004,7.500000000000004,0.00033138643801002444,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,15.0,endpoint_continuous,48282,15.10137401805667,,1.0147203820370077,,,14.999999999999996,15.000000000000009,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
TANGENTIAL_SYNC,DIOR-R,0,fixed_norm_phase_direction,15.0,endpoint_severe_event,48282,,0.8619775485688248,0.9615645774810949,,,14.999999999999996,15.000000000000009,0.00012426991425375916,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,15.0,endpoint_continuous,48282,1.76816327171433,,1.1782126062259437,,,0.0,0.0,0.00033138643801002444,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
PRIMARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,15.0,endpoint_severe_event,48282,,0.009320243569031937,0.9265190839796316,,,0.0,0.0,0.00033138643801002444,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,15.0,endpoint_continuous,48282,15.123585827446753,,1.0053377058424533,,,14.999999999999996,15.000000000000009,0.0005385029617662897,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
SECONDARY_ONLY,DIOR-R,0,single_or_conflicting_frequency,15.0,endpoint_severe_event,48282,,0.8621225301354543,0.9610148489968532,,,14.999999999999996,15.000000000000009,0.0005385029617662897,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,15.0,endpoint_continuous,48282,15.061589196709393,,0.9418449103750616,,,14.999999999999996,15.000000000000009,0.0015326622757963631,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
FREQUENCY_CONFLICT,DIOR-R,0,single_or_conflicting_frequency,15.0,endpoint_severe_event,48282,,0.8432127915165072,0.954409280811979,,,14.999999999999996,15.000000000000009,0.0015326622757963631,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,-10.0,endpoint_continuous,48282,39.52315665425546,,0.9657303762532993,,,39.67022126647413,39.98077032049839,0.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,-10.0,endpoint_severe_event,48282,,0.9984880493765793,1.1285512856514857,,,39.67022126647413,39.98077032049839,0.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,-5.0,endpoint_continuous,48282,42.020513798566505,,0.9666300367261276,,,42.17022126647413,42.480770320498394,0.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,-5.0,endpoint_severe_event,48282,,0.9987573008574624,1.1230677644655012,,,42.17022126647413,42.480770320498394,0.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,-1.0,endpoint_continuous,48282,44.01868597658245,,0.967257581118257,,,44.17022126647413,44.48077032049839,0.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,-1.0,endpoint_severe_event,48282,,0.9989229940764675,1.1209006649733337,,,44.17022126647413,44.48077032049839,0.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,1.0,endpoint_continuous,48282,44.955086430425766,,1.0441227525861714,,,44.82871180325972,46.881005089800624,1.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,1.0,endpoint_severe_event,48282,,0.9992958038192287,1.072135851989726,,,44.82871180325972,46.881005089800624,1.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,5.0,endpoint_continuous,48282,42.95713509607159,,1.0436391532020168,,,42.828711803259736,44.881005089800624,1.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,5.0,endpoint_severe_event,48282,,0.9992336688621019,1.07034021857839,,,42.828711803259736,44.881005089800624,1.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,10.0,endpoint_continuous,48282,40.45971013417577,,1.043046193911697,,,40.32871180325972,42.381005089800624,1.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BOUNDARY_CROSS,DIOR-R,0,candidate_switch_surface,10.0,endpoint_severe_event,48282,,0.9990886872954724,1.0505106494455825,,,40.32871180325972,42.381005089800624,1.0,MECHANISM_ONLY_NOT_RANKING_ONLY,,,,,,,,
BASELINE_SCORE,DIOR-R,1,phase_mod,base,endpoint_continuous,48152,1.7175747781638155,,1.1931306292345514,nan,nan,0.0,0.0,6.230270809104503e-05,RANKING_ONLY,,,,,,,,
