seed,intervention,parameter,decoded_change_mean_deg,decoded_change_p95_deg,candidate_switch_rate,continuous_mean,severe_rate,box_changed,class_changed,NMS_recomputed,AP50,AP75
0,tangential,7.5,7.499550400143867,7.500000000000017,0.0,7.553979689588273,0.17666277013458023,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,primary_only,7.5,0.0,0.0,0.0,1.7876363807512112,0.0019182927194796632,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,secondary_only,7.5,7.504046398705147,7.500000000000017,5.9946647483739474e-05,7.55837361374334,0.17672271678206397,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,multi_frequency_conflict,7.5,7.504046398705148,7.500000000000017,5.9946647483739474e-05,7.501477141054851,0.181548421904505,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,tangential,15.0,14.999100800287744,15.000000000000009,0.0,15.032440601794567,0.8746515601115008,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,primary_only,15.0,0.005395198273536552,0.0,5.9946647483739474e-05,1.7924712729464047,0.0019782393669634025,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,secondary_only,15.0,15.00449599856128,15.000000000000009,8.99199712256092e-05,15.037631707097411,0.8746515601115008,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
0,multi_frequency_conflict,15.0,15.013487995683835,15.000000000000009,0.0002397865899349579,14.985690911627449,0.8687767886580943,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,0.25,52.09457228815347,89.38417202404976,0.0,52.09128592961594,0.8710746790428545,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,0.5,0.7514124822235353,0.0,0.0,2.461906678082941,0.016936893496473992,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,0.75,0.024601115810025338,0.0,0.0,1.812243415665076,0.003194503043818938,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,0.9,0.0024234018164150596,0.0,0.0,1.7916379516345473,0.002712313905129287,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,1.0,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,1.1,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,1.25,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,1.5,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,2.0,0.0023903088954307736,0.0,0.0,1.7915201523330695,0.002712313905129287,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,radial,4.0,0.002667306175747905,0.0,0.0,1.7912431550527523,0.002712313905129287,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,tangential,-15.0,14.999095895364954,15.000000000000009,0.0,15.090855639581289,0.8774636851304924,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,primary_only,-15.0,0.00813694171538786,0.0,9.041046350430957e-05,1.7947106455789155,0.002712313905129287,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,secondary_only,-15.0,15.00090410463504,15.000000000000009,3.013682116810319e-05,15.092750487755637,0.8774636851304924,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,multi_frequency_conflict,-15.0,15.015369778795733,15.000000000000009,0.0003013682116810319,14.92552424391815,0.8647459465975529,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,tangential,-7.5,7.4995479476824745,7.500000000000017,0.0,7.614259330055189,0.18687842806340788,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,primary_only,-7.5,0.002712313905129287,0.0,3.013682116810319e-05,1.7907347610038178,0.002682177083961184,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,secondary_only,-7.5,7.4995479476824745,7.500000000000017,0.0,7.614259330055189,0.18687842806340788,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,multi_frequency_conflict,-7.5,7.506328732445296,7.500000000000017,9.041046350430957e-05,7.439314324308138,0.1700922186727744,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,tangential,-2.0,1.999879452715328,2.0000000000000027,0.0,2.57290374025296,0.006208185160629257,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,primary_only,-2.0,0.002712313905129287,0.0,3.013682116810319e-05,1.7907347610038178,0.002682177083961184,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,secondary_only,-2.0,1.999879452715328,2.0000000000000027,0.0,2.57290374025296,0.006208185160629257,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,multi_frequency_conflict,-2.0,2.0024712193357863,2.0000000000000027,3.013682116810319e-05,2.4877643763447126,0.00491230185040082,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,tangential,0.0,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,primary_only,0.0,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,secondary_only,0.0,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,multi_frequency_conflict,0.0,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,tangential,2.0,1.9998794527153294,2.0000000000000027,0.0,2.486461597715802,0.00491230185040082,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,primary_only,2.0,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,secondary_only,2.0,2.0024712193357863,2.0000000000000027,3.013682116810319e-05,2.4877643763447126,0.00491230185040082,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,multi_frequency_conflict,2.0,1.999879452715328,2.0000000000000027,0.0,2.57290374025296,0.006208185160629257,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,tangential,7.5,7.499547947682474,7.500000000000017,0.0,7.435052760089594,0.1700620818516063,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,primary_only,7.5,0.0,0.0,0.0,1.7893114350902348,0.002682177083961184,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,secondary_only,7.5,7.501808209270081,7.500000000000017,3.013682116810319e-05,7.436024033685655,0.1700620818516063,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,multi_frequency_conflict,7.5,7.501808209270082,7.500000000000017,3.013682116810319e-05,7.616606230547057,0.18690856488457597,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,tangential,15.0,14.999095895364956,15.000000000000009,0.0,14.914344321351066,0.8646856729552167,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,primary_only,15.0,0.002712313905129287,0.0,3.013682116810319e-05,1.7919371100911035,0.002712313905129287,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,secondary_only,15.0,15.004520523175216,15.000000000000009,9.041046350430957e-05,14.91724972861705,0.8647158097763847,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
1,multi_frequency_conflict,15.0,15.013561569525644,15.000000000000009,0.0002410945693448255,15.104884139063936,0.8775239587728286,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,0.25,51.96506142188114,89.33126435731002,0.0,52.01477176530969,0.8704617978204587,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,0.5,0.8565001578303171,0.0,0.0,2.5827314629016183,0.018724787765669215,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,0.75,0.0315818464497369,0.0,0.0,1.8364109015644001,0.003251249322656391,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,0.9,0.004880386427110281,0.0,0.0,1.8118338136196297,0.002739478595941959,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,1.0,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,1.1,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,1.25,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,1.5,0.0023668865438492863,0.0,0.0,1.809187541367375,0.0026491661147570594,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,2.0,0.0038668313881661874,0.0,0.0,1.8084676117577754,0.002619061954362093,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,radial,4.0,0.0038668313881661874,0.0,0.0,1.8084676117577754,0.002619061954362093,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,tangential,-15.0,14.999096875188147,15.000000000000009,0.0,15.107679398853788,0.8769341923053766,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,primary_only,-15.0,0.005418748871093985,0.0,6.020832078993317e-05,1.8110499700402483,0.0026491661147570594,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,secondary_only,-15.0,15.000903124811845,15.000000000000009,3.0104160394966584e-05,15.109850149986435,0.8769642964657716,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,multi_frequency_conflict,-15.0,15.009934372930338,15.000000000000009,0.0002107291227647661,14.907186596097178,0.8647420073454152,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,tangential,-7.5,7.499548437594071,7.500000000000017,0.0,7.635906246597303,0.18658558612800288,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,primary_only,-7.5,0.0027093744355469926,0.0,3.0104160394966584e-05,1.8083892180883914,0.002619061954362093,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,secondary_only,-7.5,7.499548437594071,7.500000000000017,0.0,7.635906246597303,0.18658558612800288,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,multi_frequency_conflict,-7.5,7.504064061653316,7.500000000000017,6.020832078993317e-05,7.423873601799171,0.1701788187127461,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,tangential,-2.0,1.9998795833584206,2.0000000000000027,0.0,2.6063092279228735,0.007375519296766813,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,primary_only,-2.0,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,secondary_only,-2.0,1.9998795833584206,2.0000000000000027,0.0,2.6063092279228735,0.007375519296766813,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,multi_frequency_conflict,-2.0,1.999879583358422,2.0000000000000027,0.0,2.4878794155218587,0.0053886447106990185,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,tangential,0.0,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,primary_only,0.0,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,secondary_only,0.0,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,multi_frequency_conflict,0.0,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,tangential,2.0,1.999879583358422,2.0000000000000027,0.0,2.4878794155218587,0.0053886447106990185,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,primary_only,2.0,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,secondary_only,2.0,1.999879583358422,2.0000000000000027,0.0,2.4878794155218587,0.0053886447106990185,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,multi_frequency_conflict,2.0,1.9998795833584206,2.0000000000000027,0.0,2.6063092279228735,0.007375519296766813,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,tangential,7.5,7.499548437594071,7.500000000000017,0.0,7.420631561279601,0.17014871455235114,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,primary_only,7.5,0.0,0.0,0.0,1.8070020496762096,0.002619061954362093,False,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,secondary_only,7.5,7.5018062496236935,7.500000000000017,3.0104160394966584e-05,7.4215671672858585,0.17014871455235114,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,multi_frequency_conflict,7.5,7.5018062496236935,7.500000000000017,3.0104160394966584e-05,7.638528560135873,0.18661569028839786,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,tangential,15.0,14.999096875188151,15.000000000000009,0.0,14.898127995295388,0.8647119031850201,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,primary_only,15.0,0.002709374435546992,0.0,3.0104160394966584e-05,1.8093469226028087,0.0026491661147570594,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,secondary_only,15.0,15.002709374435547,15.000000000000009,6.020832078993317e-05,14.90046691100311,0.8647119031850201,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
2,multi_frequency_conflict,15.0,15.00632187368294,15.000000000000009,0.00012041664157986634,15.115464052675112,0.8769642964657716,True,False,False,MECHANISM_ONLY_NOT_RANKING_ONLY,MECHANISM_ONLY_NOT_RANKING_ONLY
