assignment_version,annotator_slot,task_order,task_id,dataset,crop_relpath,long_side_angle_deg_le90,ambiguous,skip,notes,annotator_id,annotation_timestamp_utc
m4-071-final-v1,B,93,ec2cd1fcffd58684efc1,DIOR-R,images/ec2cd1fcffd58684efc1.jpg,,,,,,
m4-071-final-v1,B,94,d335b200cd1a39d8cbb1,DIOR-R,images/d335b200cd1a39d8cbb1.jpg,,,,,,
m4-071-final-v1,B,95,e393233098fe290b5913,SODA-A,images/e393233098fe290b5913.jpg,,,,,,
m4-071-final-v1,B,96,16ce36da79b22365cbc4,DIOR-R,images/16ce36da79b22365cbc4.jpg,,,,,,
m4-071-final-v1,B,97,47ca1996272cc1aa572b,DIOR-R,images/47ca1996272cc1aa572b.jpg,,,,,,
m4-071-final-v1,B,98,84ccc73ba96a1fd77bc9,DIOR-R,images/84ccc73ba96a1fd77bc9.jpg,,,,,,
m4-071-final-v1,B,99,065dadfff4010471d2f3,DIOR-R,images/065dadfff4010471d2f3.jpg,,,,,,
m4-071-final-v1,B,100,1443cbe749a650d72011,DIOR-R,images/1443cbe749a650d72011.jpg,,,,,,
m4-071-final-v1,B,101,bbf80764ac7774737fd0,SODA-A,images/bbf80764ac7774737fd0.jpg,,,,,,
m4-071-final-v1,B,102,42fb84e9624ad635a345,SODA-A,images/42fb84e9624ad635a345.jpg,,,,,,
m4-071-final-v1,B,103,3939015149cb8445ca13,FAIR1M-v1.0,images/3939015149cb8445ca13.jpg,,,,,,
m4-071-final-v1,B,104,ac139eab602eba58c0a9,FAIR1M-v1.0,images/ac139eab602eba58c0a9.jpg,,,,,,
m4-071-final-v1,B,105,cd0ec9548995fbfd2a87,FAIR1M-v1.0,images/cd0ec9548995fbfd2a87.jpg,,,,,,
m4-071-final-v1,B,106,fa60cb3db30eee4f6111,DIOR-R,images/fa60cb3db30eee4f6111.jpg,,,,,,
m4-071-final-v1,B,107,9cabe2e478de3608802d,SODA-A,images/9cabe2e478de3608802d.jpg,,,,,,
m4-071-final-v1,B,108,6fcfa218e623b03374e1,DIOR-R,images/6fcfa218e623b03374e1.jpg,,,,,,
m4-071-final-v1,B,109,e02b76e87b992e3b2ed0,SODA-A,images/e02b76e87b992e3b2ed0.jpg,,,,,,
m4-071-final-v1,B,110,affb8ffc3ce389724e1b,SODA-A,images/affb8ffc3ce389724e1b.jpg,,,,,,
m4-071-final-v1,B,111,c5b3eee05e0500b143db,DIOR-R,images/c5b3eee05e0500b143db.jpg,,,,,,
m4-071-final-v1,B,112,45977b7016af8db95b41,DIOR-R,images/45977b7016af8db95b41.jpg,,,,,,
m4-071-final-v1,B,113,2c3ec4f8fcf80aa1c2d5,FAIR1M-v1.0,images/2c3ec4f8fcf80aa1c2d5.jpg,,,,,,
m4-071-final-v1,B,114,74bb808df06056976b15,DIOR-R,images/74bb808df06056976b15.jpg,,,,,,
m4-071-final-v1,B,115,bee44fa00436b51a4ee4,DIOR-R,images/bee44fa00436b51a4ee4.jpg,,,,,,
m4-071-final-v1,B,116,a41c5559b79c220d33d5,DIOR-R,images/a41c5559b79c220d33d5.jpg,,,,,,
m4-071-final-v1,B,117,4a85484e879a178e1dd3,SODA-A,images/4a85484e879a178e1dd3.jpg,,,,,,
m4-071-final-v1,B,118,f14d19921f6ad70fa331,DIOR-R,images/f14d19921f6ad70fa331.jpg,,,,,,
m4-071-final-v1,B,119,b88aa79ef5a418d6c620,SODA-A,images/b88aa79ef5a418d6c620.jpg,,,,,,
m4-071-final-v1,B,120,b7ab9e8457b47bdc1948,FAIR1M-v1.0,images/b7ab9e8457b47bdc1948.jpg,,,,,,
m4-071-final-v1,B,121,8e7dffb1cd9ed4b6d9aa,FAIR1M-v1.0,images/8e7dffb1cd9ed4b6d9aa.jpg,,,,,,
m4-071-final-v1,B,122,670798e63abd86ef1ca6,SODA-A,images/670798e63abd86ef1ca6.jpg,,,,,,
m4-071-final-v1,B,123,b98c5150055153c5a48c,FAIR1M-v1.0,images/b98c5150055153c5a48c.jpg,,,,,,
m4-071-final-v1,B,124,ee8b8afb30ef43b0038d,DIOR-R,images/ee8b8afb30ef43b0038d.jpg,,,,,,
m4-071-final-v1,B,125,aa4e179d241cb1390229,DIOR-R,images/aa4e179d241cb1390229.jpg,,,,,,
m4-071-final-v1,B,126,1dd6b5543f86542cedfc,SODA-A,images/1dd6b5543f86542cedfc.jpg,,,,,,
m4-071-final-v1,B,127,fb9a9e17c9884bba028f,DIOR-R,images/fb9a9e17c9884bba028f.jpg,,,,,,
m4-071-final-v1,B,128,c79e71af15117d7e4958,DIOR-R,images/c79e71af15117d7e4958.jpg,,,,,,
m4-071-final-v1,B,129,f3a2dfe9ff0c18972ed6,DIOR-R,images/f3a2dfe9ff0c18972ed6.jpg,,,,,,
m4-071-final-v1,B,130,326e54bfc8061a54a8b4,SODA-A,images/326e54bfc8061a54a8b4.jpg,,,,,,
m4-071-final-v1,B,131,3c47c37524a09eba11fb,SODA-A,images/3c47c37524a09eba11fb.jpg,,,,,,
m4-071-final-v1,B,132,1ee9909fb48278e7d249,DIOR-R,images/1ee9909fb48278e7d249.jpg,,,,,,
m4-071-final-v1,B,133,c51d64b24567b6fc98f1,DIOR-R,images/c51d64b24567b6fc98f1.jpg,,,,,,
m4-071-final-v1,B,134,3264db6fcf06bd1a59c0,FAIR1M-v1.0,images/3264db6fcf06bd1a59c0.jpg,,,,,,
m4-071-final-v1,B,135,297636108bab0652c5a3,FAIR1M-v1.0,images/297636108bab0652c5a3.jpg,,,,,,
m4-071-final-v1,B,136,509a711f9af08bad8450,FAIR1M-v1.0,images/509a711f9af08bad8450.jpg,,,,,,
m4-071-final-v1,B,137,0cd08fdcd7ae1b31ee6b,DIOR-R,images/0cd08fdcd7ae1b31ee6b.jpg,,,,,,
m4-071-final-v1,B,138,601da08f2c1ab2991dd0,FAIR1M-v1.0,images/601da08f2c1ab2991dd0.jpg,,,,,,
m4-071-final-v1,B,139,50865841ff9abad60442,SODA-A,images/50865841ff9abad60442.jpg,,,,,,
m4-071-final-v1,B,140,02a5fe1a09ab8db16c2c,DIOR-R,images/02a5fe1a09ab8db16c2c.jpg,,,,,,
m4-071-final-v1,B,141,cda720a53ef2eb4374c0,FAIR1M-v1.0,images/cda720a53ef2eb4374c0.jpg,,,,,,
m4-071-final-v1,B,142,1d7477794e5f3ea67fbc,SODA-A,images/1d7477794e5f3ea67fbc.jpg,,,,,,
m4-071-final-v1,B,143,a59046c66add58cde394,DIOR-R,images/a59046c66add58cde394.jpg,,,,,,
m4-071-final-v1,B,144,6e7a9fb3da8c8286f7a4,SODA-A,images/6e7a9fb3da8c8286f7a4.jpg,,,,,,
m4-071-final-v1,B,145,88af44807e513377065a,FAIR1M-v1.0,images/88af44807e513377065a.jpg,,,,,,
m4-071-final-v1,B,146,1fd618a0f81bd90b4ce9,SODA-A,images/1fd618a0f81bd90b4ce9.jpg,,,,,,
m4-071-final-v1,B,147,0e4690ce224c5dd44e1c,FAIR1M-v1.0,images/0e4690ce224c5dd44e1c.jpg,,,,,,
m4-071-final-v1,B,148,2554645b23a5af44dc24,FAIR1M-v1.0,images/2554645b23a5af44dc24.jpg,,,,,,
m4-071-final-v1,B,149,654226a640d2ba738af4,DIOR-R,images/654226a640d2ba738af4.jpg,,,,,,
m4-071-final-v1,B,150,1bc4919669b76c6bb996,FAIR1M-v1.0,images/1bc4919669b76c6bb996.jpg,,,,,,
m4-071-final-v1,B,151,e60e89f7b2771fae3bd3,SODA-A,images/e60e89f7b2771fae3bd3.jpg,,,,,,
m4-071-final-v1,B,152,00be774377f7c335efe3,SODA-A,images/00be774377f7c335efe3.jpg,,,,,,
m4-071-final-v1,B,153,847cb0fd450d73c26adf,FAIR1M-v1.0,images/847cb0fd450d73c26adf.jpg,,,,,,
m4-071-final-v1,B,154,ee0ac9621bcc48d7d0a0,SODA-A,images/ee0ac9621bcc48d7d0a0.jpg,,,,,,
m4-071-final-v1,B,155,c67f2affc3a2202079e9,SODA-A,images/c67f2affc3a2202079e9.jpg,,,,,,
m4-071-final-v1,B,156,b8cada50131fe85d9444,DIOR-R,images/b8cada50131fe85d9444.jpg,,,,,,
m4-071-final-v1,B,157,0d5bc699855fa97e1113,SODA-A,images/0d5bc699855fa97e1113.jpg,,,,,,
m4-071-final-v1,B,158,267045aedf5bedda6a9e,FAIR1M-v1.0,images/267045aedf5bedda6a9e.jpg,,,,,,
m4-071-final-v1,B,159,e903e6de338a92362fe9,FAIR1M-v1.0,images/e903e6de338a92362fe9.jpg,,,,,,
m4-071-final-v1,B,160,4c72ad9c43b30191905c,SODA-A,images/4c72ad9c43b30191905c.jpg,,,,,,
m4-071-final-v1,B,161,56e280762844f03cccb8,SODA-A,images/56e280762844f03cccb8.jpg,,,,,,
m4-071-final-v1,B,162,c15327b8bbcdca72c55f,FAIR1M-v1.0,images/c15327b8bbcdca72c55f.jpg,,,,,,
m4-071-final-v1,B,163,7e05faff4cfa4915fd33,FAIR1M-v1.0,images/7e05faff4cfa4915fd33.jpg,,,,,,
m4-071-final-v1,B,164,ef0dcfaddde700af3004,DIOR-R,images/ef0dcfaddde700af3004.jpg,,,,,,
m4-071-final-v1,B,165,5c4abc386da440f5ff63,SODA-A,images/5c4abc386da440f5ff63.jpg,,,,,,
m4-071-final-v1,B,166,dad37a272395407bc464,FAIR1M-v1.0,images/dad37a272395407bc464.jpg,,,,,,
m4-071-final-v1,B,167,f9a3781fdca496e9c9fb,DIOR-R,images/f9a3781fdca496e9c9fb.jpg,,,,,,
m4-071-final-v1,B,168,98c7cb2015cb6bfa24cb,DIOR-R,images/98c7cb2015cb6bfa24cb.jpg,,,,,,
m4-071-final-v1,B,169,bb5d88bbb657c9f71a36,DIOR-R,images/bb5d88bbb657c9f71a36.jpg,,,,,,
m4-071-final-v1,B,170,057da11afc1740fe1b73,FAIR1M-v1.0,images/057da11afc1740fe1b73.jpg,,,,,,
m4-071-final-v1,B,171,36654780d6eec7238013,DIOR-R,images/36654780d6eec7238013.jpg,,,,,,
m4-071-final-v1,B,172,0e23ec9d8d023651cc1d,FAIR1M-v1.0,images/0e23ec9d8d023651cc1d.jpg,,,,,,
m4-071-final-v1,B,173,8760ec5abf31261f6c44,FAIR1M-v1.0,images/8760ec5abf31261f6c44.jpg,,,,,,
m4-071-final-v1,B,174,497932473712d2b729c6,DIOR-R,images/497932473712d2b729c6.jpg,,,,,,
m4-071-final-v1,B,175,0713d5406db526e9e291,DIOR-R,images/0713d5406db526e9e291.jpg,,,,,,
m4-071-final-v1,B,176,e41fda358087103efbe6,SODA-A,images/e41fda358087103efbe6.jpg,,,,,,
m4-071-final-v1,B,177,016b9e2f6bf9f2f915b3,FAIR1M-v1.0,images/016b9e2f6bf9f2f915b3.jpg,,,,,,
m4-071-final-v1,B,178,94c288086669b279cfcd,FAIR1M-v1.0,images/94c288086669b279cfcd.jpg,,,,,,
m4-071-final-v1,B,179,2fe480f45395c7c3f3e6,FAIR1M-v1.0,images/2fe480f45395c7c3f3e6.jpg,,,,,,
m4-071-final-v1,B,180,78d5e785685c176888a4,DIOR-R,images/78d5e785685c176888a4.jpg,,,,,,
m4-071-final-v1,B,181,7f24cf55e98699ef3b1f,FAIR1M-v1.0,images/7f24cf55e98699ef3b1f.jpg,,,,,,
m4-071-final-v1,B,182,fc41657e81950026c3b2,FAIR1M-v1.0,images/fc41657e81950026c3b2.jpg,,,,,,
m4-071-final-v1,B,183,e7c6f37f9f7ecc90b0a2,DIOR-R,images/e7c6f37f9f7ecc90b0a2.jpg,,,,,,
m4-071-final-v1,B,184,4405c8396694e8b56229,DIOR-R,images/4405c8396694e8b56229.jpg,,,,,,
m4-071-final-v1,B,185,c201425ae13206829bac,SODA-A,images/c201425ae13206829bac.jpg,,,,,,
m4-071-final-v1,B,186,d9eaa4c71020e98130bf,FAIR1M-v1.0,images/d9eaa4c71020e98130bf.jpg,,,,,,
m4-071-final-v1,B,187,34dcb51f38ea3c718cd6,SODA-A,images/34dcb51f38ea3c718cd6.jpg,,,,,,
m4-071-final-v1,B,188,d4042af43695c662072c,SODA-A,images/d4042af43695c662072c.jpg,,,,,,
m4-071-final-v1,B,189,3f250c28b2c9b0e533de,SODA-A,images/3f250c28b2c9b0e533de.jpg,,,,,,
m4-071-final-v1,B,190,ad5af95f29886ec4745e,SODA-A,images/ad5af95f29886ec4745e.jpg,,,,,,
m4-071-final-v1,B,191,1abe0778b5bca90fbef0,SODA-A,images/1abe0778b5bca90fbef0.jpg,,,,,,
m4-071-final-v1,B,192,d670aace9e0c23849203,SODA-A,images/d670aace9e0c23849203.jpg,,,,,,
m4-071-final-v1,B,193,02a2fff204bb67f5ea99,SODA-A,images/02a2fff204bb67f5ea99.jpg,,,,,,
m4-071-final-v1,B,194,b355f548009d38035144,DIOR-R,images/b355f548009d38035144.jpg,,,,,,
m4-071-final-v1,B,195,8672eea679056460739b,FAIR1M-v1.0,images/8672eea679056460739b.jpg,,,,,,
m4-071-final-v1,B,196,cf40a0127244b92c31ae,DIOR-R,images/cf40a0127244b92c31ae.jpg,,,,,,
m4-071-final-v1,B,197,49259d1feb0a14376cef,DIOR-R,images/49259d1feb0a14376cef.jpg,,,,,,
m4-071-final-v1,B,198,5bcd285a6d28fc3b908d,FAIR1M-v1.0,images/5bcd285a6d28fc3b908d.jpg,,,,,,
m4-071-final-v1,B,199,65908c550e157e6c8a84,DIOR-R,images/65908c550e157e6c8a84.jpg,,,,,,
m4-071-final-v1,B,200,8ecf38ba9d5c12e470d0,FAIR1M-v1.0,images/8ecf38ba9d5c12e470d0.jpg,,,,,,
m4-071-final-v1,B,201,e27d63ab076ea2725911,DIOR-R,images/e27d63ab076ea2725911.jpg,,,,,,
m4-071-final-v1,B,202,36fe66736691ba6125a0,SODA-A,images/36fe66736691ba6125a0.jpg,,,,,,
m4-071-final-v1,B,203,4788286fe4570870a5f4,FAIR1M-v1.0,images/4788286fe4570870a5f4.jpg,,,,,,
m4-071-final-v1,B,204,5458a78343347cf96b4f,DIOR-R,images/5458a78343347cf96b4f.jpg,,,,,,
m4-071-final-v1,B,205,a4bd359911136990ba9f,SODA-A,images/a4bd359911136990ba9f.jpg,,,,,,
m4-071-final-v1,B,206,b54b08815244e3c8b047,DIOR-R,images/b54b08815244e3c8b047.jpg,,,,,,
m4-071-final-v1,B,207,45183d55321a8aa8fd20,FAIR1M-v1.0,images/45183d55321a8aa8fd20.jpg,,,,,,
m4-071-final-v1,B,208,35600b58d800548c3857,FAIR1M-v1.0,images/35600b58d800548c3857.jpg,,,,,,
m4-071-final-v1,B,209,09c7b50ef334f5597d0e,FAIR1M-v1.0,images/09c7b50ef334f5597d0e.jpg,,,,,,
m4-071-final-v1,B,210,fb55d31eef18dc2ae778,SODA-A,images/fb55d31eef18dc2ae778.jpg,,,,,,
m4-071-final-v1,B,211,e4088b7c04a591d7ec5a,FAIR1M-v1.0,images/e4088b7c04a591d7ec5a.jpg,,,,,,
m4-071-final-v1,B,212,822fa267aba3943a7398,FAIR1M-v1.0,images/822fa267aba3943a7398.jpg,,,,,,
m4-071-final-v1,B,213,857be25e92e4e8e33467,SODA-A,images/857be25e92e4e8e33467.jpg,,,,,,
m4-071-final-v1,B,214,a9fea23f69f0f9090a57,SODA-A,images/a9fea23f69f0f9090a57.jpg,,,,,,
m4-071-final-v1,B,215,dff1409399860c497cca,DIOR-R,images/dff1409399860c497cca.jpg,,,,,,
m4-071-final-v1,B,216,2b876ac2ee076e29e1ab,SODA-A,images/2b876ac2ee076e29e1ab.jpg,,,,,,
m4-071-final-v1,B,217,a31906505d6dff579f57,SODA-A,images/a31906505d6dff579f57.jpg,,,,,,
m4-071-final-v1,B,218,079f07adff03d289e1d4,DIOR-R,images/079f07adff03d289e1d4.jpg,,,,,,
m4-071-final-v1,B,219,2c6c45ebbf4f2d91a71b,FAIR1M-v1.0,images/2c6c45ebbf4f2d91a71b.jpg,,,,,,
m4-071-final-v1,B,220,d5fdddedb8e4189a69a8,DIOR-R,images/d5fdddedb8e4189a69a8.jpg,,,,,,
