family,image_id,prediction_id,gt_id,score,iou,angle_error_deg,gt_ar,d_tip,z_0_25,z_0_50,z_1_00
ap,100001296,4,5,0.9983198046684265,0.9526776868798469,0.14636956164759632,5.613591739011609,0.007170319309560687,0,0,0
ap,100001296,5,4,0.9907177090644836,0.891999024097775,2.067474588873603,3.836624020598077,0.06920580785287897,0,0,0
ap,100001296,6,6,0.9886609315872192,0.8878591853537764,0.41115414353498064,4.780458463306741,0.01715212231181049,0,0,0
ap,100001299,0,1,0.9998619556427002,0.9120003258372705,0.7362251475668614,6.803914738626222,0.04371242812424631,0,0,0
ap,100001299,1,4,0.9996986389160156,0.9302605321169396,0.3188888269283504,7.4559666245375995,0.02074858039834416,0,0,0
ap,100001299,2,3,0.9991260170936584,0.9213800903530449,0.5723360262029518,6.686950875890003,0.033397915837318944,0,0,0
ap,100001299,3,0,0.9986976385116577,0.9054518847760459,0.37720178435313245,8.357977089982018,0.02751180911988539,0,0,0
ap,100001299,4,2,0.9953126907348633,0.9101599472298496,0.46193077960002704,5.336207913971176,0.021510589431022128,0,0,0
ap,100001300,0,1,0.9997420907020569,0.8587859163966823,0.8617599114482789,7.644727431861184,0.0574882767029279,0,0,0
ap,100001300,1,0,0.9992971420288086,0.9081203372511308,1.0900653892281509,6.371459403061915,0.06060558433995384,0,0,0
ap,100001300,2,4,0.9985548853874207,0.9439819225971204,0.2169309832631973,8.782879487622125,0.016626653370426455,0,0,0
ap,100001300,3,2,0.9966387748718262,0.9254351636443429,0.8474551299170187,6.593027287647853,0.04875656744741006,0,0,0
ap,100001300,4,3,0.9839438199996948,0.901588372220926,1.4749147073814424,5.311107330828744,0.06835202578787225,0,0,0
ap,100001302,0,2,0.999613344669342,0.9570652695877421,0.050770124807447393,7.135422572405093,0.0031613693907819158,0,0,0
ap,100001302,1,0,0.9996089339256287,0.8022767010310764,1.703422498293332,4.381388691951954,0.06512047410929338,0,0,0
ap,100001302,2,1,0.9985297918319702,0.7966600141328789,1.1886096904769954,6.771850733038403,0.07023650038925285,0,0,0
ap,100001303,0,0,0.999861478805542,0.8681426148158384,0.2582534304203528,6.391629007477565,0.014404678162521587,0,0,0
ap,100001303,1,3,0.9996693134307861,0.9292187443277267,0.24669258534997907,7.937648200535425,0.01708810773429061,0,0,0
ap,100001303,2,2,0.9995061159133911,0.848164304007292,2.476197077529569,5.960389826468269,0.12875735325654217,0,0,0
ap,100001303,3,1,0.9976525902748108,0.8429492355706188,0.04211486231807696,7.016956905579824,0.0025788823354089023,0,0,0
ap,100001311,0,2,0.9999188184738159,0.8999231892232316,1.2747232719998873,7.0526280051867944,0.07844737855254436,0,0,0
ap,100001311,1,0,0.9998995065689087,0.9075673406113989,0.5351304579122662,6.9290077857399615,0.03235726289934495,0,0,0
ap,100001311,2,1,0.998685896396637,0.8623432711243847,1.004812956137339,9.216257392406323,0.08080996739169753,0,0,0
ap,100001312,0,5,0.9999097585678101,0.9262752405125598,0.6141435857654483,6.171279136690186,0.03307380539333915,0,0,0
ap,100001312,1,0,0.9997269511222839,0.9349755833104212,0.5209610042282311,6.520964609629899,0.029645477306173413,0,0,0
ap,100001312,2,1,0.9987033605575562,0.9275939412568643,0.08624276423693022,4.856432115328509,0.00365499846024589,0,0,0
ap,100001312,3,2,0.9981375932693481,0.9409257963270806,0.8509654426528297,5.518921267029076,0.04098241319076862,0,0,0
ap,100001312,4,3,0.9952913522720337,0.8742094969952611,0.8482677670190459,5.280509707718495,0.03908771800108728,0,0,0
ap,100001312,5,4,0.9894545078277588,0.8222220537183242,1.6915478205040333,3.565345742559636,0.05262234671498649,0,0,0
ap,100001314,0,0,0.9996647834777832,0.8748135399089246,0.9001886446856866,7.646574719432627,0.06006617424235762,0,0,0
ap,100001314,1,2,0.9994392991065979,0.9533595363132278,0.21172248916447764,6.3107636099678395,0.011659912393184172,0,0,0
ap,100001314,2,1,0.9962804913520813,0.9054111333623437,0.3885405291569906,7.1519493454633025,0.02424961235320352,0,0,0
ap,100001314,3,3,0.9937545657157898,0.9482328455879895,0.9723001091255319,4.717918383029675,0.04002923454794463,0,0,0
ap,100001317,0,0,0.9998278617858887,0.9392460666930137,0.10114976492427383,8.463035512090316,0.007470302483119206,0,0,0
ap,100001317,1,1,0.9997032284736633,0.8797702257766369,0.8100326476874682,4.011641682120596,0.028356822358654905,0,0,0
ap,100001320,0,6,0.9995681643486023,0.9423935485231162,0.6316604635224091,6.1775265606605645,0.034051550396196006,0,0,0
ap,100001320,1,5,0.9995494484901428,0.9006850526990866,1.0107568654160541,5.754455631589064,0.05075464466642168,0,0,0
ap,100001320,2,0,0.9993665814399719,0.9262822711534529,0.4062886301065621,8.720359976759372,0.03091810118484968,0,0,0
ap,100001320,3,2,0.9993232488632202,0.8733878455199673,0.08230701759844941,6.6923067837890855,0.004806842907633761,0,0,0
ap,100001320,4,1,0.9990429282188416,0.8681322772834864,0.32668851015360517,6.744962526465865,0.019229076191130786,0,0,0
ap,100001320,5,3,0.9981866478919983,0.9393412957150601,0.0951776625830052,8.749568375380385,0.007267228848783972,0,0,0
ap,100001320,6,4,0.9897543787956238,0.8893769363252292,0.40240066489243653,7.331694177498588,0.025745826157845444,0,0,0
ap,100001320,7,7,0.9872220158576965,0.8411132692031055,1.5158090825191861,6.773399683786777,0.08958760314774132,0,0,0
ap,100001323,0,0,0.9992632269859314,0.8809455414536707,0.16518113839429838,8.316784359173303,0.011988439784719893,0,0,0
ap,100001323,1,1,0.9982659220695496,0.829347152520093,1.2134561350910729,3.797123280932194,0.04020626069199057,0,0,0
ap,100001323,2,2,0.9969565868377686,0.9298560194421808,0.10405492890756475,4.338826403821904,0.003939871563407667,0,0,0
ap,100001335,0,4,0.9998236298561096,0.8967069068056633,0.08086967800993128,6.287708529027786,0.004437366937431802,0,0,0
ap,100001335,1,0,0.999731719493866,0.9415560120253351,0.09261056118412546,7.072069163567665,0.005715499591320307,0,0,0
ap,100001335,2,3,0.9995811581611633,0.9441713290472604,0.37888309217895005,7.150210042472375,0.023641130023524953,0,0,0
ap,100001335,3,1,0.9995501637458801,0.9206181965852456,0.09872799333992079,7.360361123336657,0.006341421048256565,0,0,0
ap,100001335,4,2,0.9992676377296448,0.9155759950369495,0.4777839358594195,7.129691695095677,0.029726558477653597,0,0,0
ap,100001335,5,5,0.9980530738830566,0.8858557010598916,0.2755343602440581,5.238858176198029,0.012596738228487746,0,0,0
ap,100001335,6,6,0.9951270818710327,0.9159546931766468,0.12829552337143604,5.405577578706394,0.006052023647669039,0,0,0
ap,100001336,0,0,0.9999141693115234,0.8881537188845778,1.2635247170713588,4.165379166789432,0.045925136194174654,0,0,0
ap,100001336,1,1,0.9998624324798584,0.8944117143924369,0.48565534048597636,9.24319693125538,0.039173515372706504,0,0,0
ap,100001336,2,2,0.9997808337211609,0.8853503220023984,0.3747097068012287,9.521097430727126,0.03113337688544239,0,0,0
ap,100001338,0,0,0.9997560381889343,0.8865573155544856,1.0806065379566405,5.873689211337193,0.05538602266216702,0,0,0
ap,100001338,1,1,0.9997007846832275,0.9291021948613519,0.9884367731829843,6.532545008465634,0.05634522722653495,0,0,0
ap,100001338,2,2,0.9995598196983337,0.9163944972071101,0.30950223534262095,6.190786958781893,0.016720717478524508,0,0,0
ap,100001338,3,3,0.9960202574729919,0.8418264476426547,0.5539084083765279,4.843748518658608,0.023413166405842144,0,0,0
ap,100001341,0,0,0.9995594620704651,0.9299185838806301,0.25824796740555117,8.198252130383795,0.018475835378545108,0,0,0
ap,100001344,0,1,0.9998518228530884,0.8699156404010606,0.4064889494790236,8.715805330487658,0.03091718851073845,0,0,0
ap,100001344,1,0,0.9996875524520874,0.8946534975578248,0.41755139881487613,7.879173408525167,0.028710061934363696,0,0,0
ap,100001345,0,0,0.9999384880065918,0.9378248953340089,0.8023928391481774,6.189266511439618,0.04333705589032999,0,0,0
ap,100001346,0,0,0.9998897314071655,0.8954827256675715,1.3107120030059407,3.728371483870086,0.04264184096789694,0,0,0
ap,100001350,0,0,0.9999040365219116,0.9395646825027644,0.07367422649701252,6.270093359701337,0.00403122319800016,0,0,0
ap,100001352,0,1,0.9998838901519775,0.8738661433318613,0.47681845319068084,8.133759925766896,0.033844395633972166,0,0,0
ap,100001352,1,0,0.9997847676277161,0.8736303100448036,0.07277387930984261,9.22689391334598,0.005859739488806557,0,0,0
ap,100001352,2,3,0.9996271133422852,0.8596754991901212,0.8734601644170962,8.093477597948974,0.06168915507306228,0,0,0
ap,100001352,3,2,0.9984338879585266,0.955214955811218,0.3176686738043725,6.054880938827484,0.01678514682752132,0,0,0
ap,100001353,0,0,0.9998767375946045,0.8987263611528231,0.8603323958793281,5.969567317645434,0.04481673173807702,0,0,0
ap,100001353,1,1,0.9982991814613342,0.930786894201001,0.9434930424332941,5.332640296566803,0.04390446973941963,0,0,0
ap,100001353,2,2,0.9934689998626709,0.9119857598368237,0.6012721444345909,4.940260405322309,0.025921511777740023,0,0,0
ap,100001354,0,1,0.9998733997344971,0.9178212143898448,0.7350277560865388,6.719272064741463,0.04309842752207971,0,0,0
ap,100001354,1,0,0.9998219609260559,0.9200536620754878,1.1466984260221655,6.667831778224574,0.06671941503165002,0,0,0
ap,100001357,0,1,0.9996246099472046,0.9229720884393402,0.5731049351531111,5.761865637239586,0.028816246122873954,0,0,0
ap,100001357,1,7,0.9984256029129028,0.8614310715270983,0.22436204815120753,4.800404211193744,0.00939882289252787,0,0,0
ap,100001357,2,3,0.9980545043945312,0.8914966811717103,1.0056236490506059,8.40810316498104,0.07378338637456902,0,0,0
ap,100001357,3,2,0.9979677796363831,0.9317212704677996,0.5955981523768501,8.33545681270981,0.043323376591920044,0,0,0
ap,100001357,4,5,0.9979196190834045,0.8453037412019946,1.0044487734582608,3.857823572765972,0.03381390135679535,0,0,0
ap,100001357,5,4,0.9971351623535156,0.8963233461151471,0.4429250255804052,4.57651412143153,0.017689195102444603,0,0,0
ap,100001357,6,6,0.99607914686203,0.8445658192765848,2.968600764427449,4.039595910386644,0.10460266877546356,0,0,0
ap,100001357,7,0,0.9958218336105347,0.9581690553820488,0.14702068207308233,8.01121852832257,0.010278361947076082,0,0,0
ap,100001357,8,8,0.9919570684432983,0.9132145736652371,0.5947200560881921,4.699989737928892,0.024392093031613736,0,0,0
ap,100001360,0,0,0.9995755553245544,0.8858180359456003,1.2957813534279103,4.866544647073286,0.0550253467707794,0,0,0
ap,100001360,1,1,0.9968421459197998,0.8968014719125559,1.5973032234584752,5.576657122296269,0.07772351379271684,0,0,0
ap,100001361,0,1,0.9999548196792603,0.8928541347669292,1.3036686043993513,6.714667315368133,0.07638386059468866,0,0,0
ap,100001361,1,0,0.999440610408783,0.855822196937541,0.04479100579648233,4.0370690746639974,0.001577990276446129,0,0,0
ap,100001361,2,3,0.991869330406189,0.9094830776443084,0.6824537379720046,4.651761030460062,0.027703058282606465,0,0,0
ap,100001361,3,2,0.9892219305038452,0.8881620051540983,1.3811795232245736,5.347104441534897,0.06444275627764605,0,0,0
ap,100001362,0,0,0.9998185038566589,0.8902376796131791,0.18582310092682267,7.195792435940993,0.011668766280078256,0,0,0
ap,100001362,1,1,0.9997921586036682,0.9092187983356426,0.08927145764458061,9.36391197720257,0.007294863080186042,0,0,0
ap,100001362,2,2,0.9995636343955994,0.9374655614556578,0.196743296546786,6.917802732236004,0.011877215488563015,0,0,0
ap,100001363,0,0,0.9996341466903687,0.873236628919668,1.6853412284532856,6.535774875767483,0.0961102423675407,0,0,0
ap,100001363,1,1,0.9995868802070618,0.8664783086506483,1.309196328731925,6.314129690823318,0.07213198043708918,0,0,0
ap,100001363,2,3,0.9974510073661804,0.8457918328092294,1.5368637419109619,5.535804689746113,0.07423546208093623,0,0,0
ap,100001363,3,2,0.9972800016403198,0.8924477823901681,0.5733283672737381,4.819586071303388,0.024113113774643497,0,0,0
ap,100001365,0,3,0.999276340007782,0.884593637855228,0.2544129161586997,8.411654024822784,0.01867525336059993,0,0,0
ap,100001365,1,1,0.9992157220840454,0.8585282684718922,1.4054547152958605,8.147196727769536,0.09991458246232415,0,0,0
ap,100001365,2,2,0.9990741014480591,0.9286938740469031,0.18224082744062925,8.738105606032175,0.01389663361208897,0,0,0
ap,100001365,3,4,0.9983500242233276,0.7161984728906196,3.581134609088345,7.779044181327129,0.24294695026434754,0,0,0
ap,100001365,4,0,0.9970375299453735,0.8001560571807469,2.55703054482719,7.172680365319539,0.16000022419824342,0,0,0
ap,100001365,6,6,0.9907817244529724,0.9160898762836929,0.8556314469523819,5.209435231451782,0.038896328583223984,0,0,0
ap,100001365,7,5,0.9850155115127563,0.852948148103596,0.79612227157213,4.871830492861887,0.03384584333259271,0,0,0
ap,100001366,0,0,0.9995149374008179,0.8961543259242939,1.1999881040578564,9.16891016126926,0.09600863160383306,0,0,0
ap,100001366,1,2,0.9994874000549316,0.9161194112637335,0.8139284802303846,7.248328676325068,0.051482175207091994,0,0,0
ap,100001366,2,3,0.9994820952415466,0.9256219532733434,0.15348121913211535,7.360063971934893,0.009857883511818275,0,0,0
ap,100001366,3,1,0.9994675517082214,0.9005996754187051,0.32486890972822097,6.500690245095524,0.018429462471010682,0,0,0
ap,100001366,4,4,0.9982360601425171,0.9277733844689277,0.7667381737129456,7.000372393247269,0.04683846340787635,0,0,0
ap,100001368,0,0,0.9999450445175171,0.9146739633884079,0.40690365871963524,6.077159777477839,0.021579231339233187,0,0,0
ap,100001368,1,2,0.9989615678787231,0.8464810803643692,1.0867949939383281,8.800016183871099,0.0834550130177257,0,0,0
ap,100001368,3,1,0.9946789741516113,0.8438518708346002,0.20424036624098343,8.82906107249608,0.01573629736254895,0,0,0
ap,100001370,0,0,0.9998328685760498,0.9168323001710272,1.5113659948496028,3.5811849803295797,0.047227331463867615,0,0,0
ap,100001371,0,0,0.9998692274093628,0.9320372794563879,0.2728723288413815,6.889930901193121,0.016406656819908206,0,0,0
ap,100001372,0,0,0.9994189739227295,0.9415164052923112,0.004813863996914066,4.163943983647628,0.00017492265726037432,0,0,0
ap,100001373,0,0,0.9998624324798584,0.8424384570516046,0.1858056802069706,4.749895157949047,0.007701753613683536,0,0,0
ap,100001376,0,1,0.9997572302818298,0.8858206758122821,0.2962609935609031,6.355601255211473,0.016431475129071636,0,0,0
ap,100001376,1,2,0.9991490840911865,0.9220495016978876,0.3301959778780438,5.887330694396201,0.016964270070561133,0,0,0
ap,100001376,2,4,0.9981482028961182,0.8948080493207033,0.3363532982074376,4.852963833440616,0.014244513555611092,0,0,0
ap,100001376,3,0,0.9961842894554138,0.8653953570976632,0.2606835474686229,4.910413584499639,0.011170627464092319,0,0,0
ap,100001376,4,3,0.9955411553382874,0.876601703180609,2.2681950909793014,5.186042994552016,0.10262435715932482,0,0,0
ap,100001378,0,5,0.999733030796051,0.9040268593788918,0.030426700510772522,7.892404937002955,0.002095615349697172,0,0,0
ap,100001378,1,6,0.9996181726455688,0.8805368276759239,0.891965918208788,7.425855933514576,0.05779957024773848,0,0,0
ap,100001378,2,4,0.9996110796928406,0.884760854098878,0.7603326582099069,6.300463576856077,0.0418033200767481,0,0,0
ap,100001378,3,1,0.9995654225349426,0.9247110804641285,0.7411046921490847,7.590111661897741,0.04908660431520363,0,0,0
ap,100001378,4,2,0.9993849992752075,0.9183137429869698,0.04347487533510361,8.01851398356914,0.0030421425916511272,0,0,0
ap,100001378,5,0,0.9993398785591125,0.8650836313353484,1.7029481682549545,8.218565801603487,0.12211834047349542,0,0,0
ap,100001378,6,3,0.9992510676383972,0.8769097393050733,0.8168896473061339,8.145390102920551,0.058064132126133844,0,0,0
ap,100001386,0,0,0.9997826218605042,0.9191546187885163,0.9188724908886915,4.273080186265811,0.0342629732932665,0,0,0
ap,100001393,0,0,0.9996168613433838,0.8776073732571656,0.11003251795619756,8.876077996993475,0.008522936763911922,0,0,0
ap,100001393,1,1,0.9994725584983826,0.8860422773862332,1.42180461606695,5.6550926303097455,0.07015884671322416,0,0,0
ap,100001393,2,2,0.9931281805038452,0.8736393509041039,1.0017790747059498,4.436291460983685,0.03878084531960436,0,0,0
ap,100001393,3,3,0.9909182786941528,0.8116546028453205,1.5141803365944602,2.369380615074313,0.03130467873985407,0,0,0
ap,100001395,0,3,0.9997361302375793,0.8822038698753285,1.186526545989442,8.710801333210595,0.09018865244837102,0,0,0
ap,100001395,1,2,0.999618649482727,0.935745673086871,0.012572484605714229,7.216187184273834,0.0007917284861919657,0,0,0
ap,100001395,2,1,0.9994674324989319,0.8556733347484723,2.351734807043505,6.3985343296259645,0.13127870118600066,0,0,0
ap,100001395,3,4,0.99944669008255,0.8849987843159004,1.797169003822077,7.027182670972987,0.11019104920190038,0,0,0
ap,100001395,4,0,0.9939854741096497,0.8395873964463018,1.6368256118750741,2.5312568150939874,0.036151549683035,0,0,0
ap,100001397,0,0,0.9998359680175781,0.8373985786998707,1.611790335020896,9.74960430479507,0.13711520814718134,0,0,0
ap,100001397,1,2,0.9997496008872986,0.9023776062147554,0.13158439230123825,7.0665111505430955,0.00811440010032885,0,0,0
ap,100001397,2,3,0.9987844824790955,0.8681801072798543,0.1729938748213788,9.750597872951998,0.01472002963683496,0,0,0
ap,100001397,3,1,0.9968585968017578,0.9257436720699559,0.6929795626220256,5.0582745933789575,0.030588600808937483,0,0,0
ap,100001398,0,2,0.9996920824050903,0.8985643981225946,0.9856961821815424,6.929289973247083,0.0596015781531841,0,0,0
ap,100001398,1,1,0.9996492862701416,0.8352106244720783,0.7522105229123514,6.628263036953607,0.04350849244720687,0,0,0
ap,100001398,2,0,0.9987813830375671,0.929324914546266,0.9395269283147808,4.821214587341685,0.039526977179971265,0,0,0
ap,100001400,0,0,0.9998315572738647,0.9288612900820902,0.6540188539484698,6.149339663204719,0.0350959248299815,0,0,0
ap,100001400,1,1,0.980534017086029,0.9191355223116611,0.41561294435528606,4.008620500443443,0.014538766839989965,0,0,0
ap,100001401,0,0,0.9836819171905518,0.8259803359337392,1.289060724207817,9.99530806125429,0.11242950361713107,0,0,0
ap,100001404,0,0,0.9998753070831299,0.8362283950823542,0.4901187196531193,6.149993146956477,0.026303769948353074,0,0,0
ap,100001404,1,1,0.9943403005599976,0.8391561241470723,0.39165263300964137,4.89623191630395,0.01673427959647757,0,0,0
ap,100001405,0,0,0.9996609687805176,0.9045225655439256,0.1450715663548311,7.190749833678545,0.009103395013462327,0,0,0
ap,100001405,1,1,0.9995966553688049,0.8992519492507223,0.6167907957966612,5.243116285007717,0.028220607460619995,0,0,0
ap,100001405,2,2,0.991784930229187,0.9014257477830259,1.0101254362620413,3.5784958490125054,0.03154283317882741,0,0,0
ap,100001413,0,0,0.9996163845062256,0.9247639332967406,0.38627623397699234,7.818859156777933,0.026356361808802863,0,0,0
ap,100001413,1,2,0.9993689656257629,0.897796205848583,0.9812275465008189,6.237519439637945,0.05340818100296558,0,0,0
ap,100001413,2,1,0.9989553689956665,0.9405253858119071,0.7695476219824282,5.763448015457894,0.03870367419563363,0,0,0
ap,100001413,3,3,0.9986335635185242,0.8919681823396904,1.3526951978112396,3.7347903617629905,0.04408320929273264,0,0,0
ap,100001418,0,0,0.9997249245643616,0.8417386606523218,1.0024860196116914,4.9723687869630515,0.043497757662757354,0,0,0
ap,100001418,1,1,0.9994639754295349,0.8655340128937561,0.03623375269677669,4.103997043195063,0.0012976802592041404,0,0,0
ap,100001419,0,3,0.9998237490653992,0.8507441930476418,2.263858933953712,5.383540430930274,0.10632899387846212,0,0,0
ap,100001419,1,2,0.9997534155845642,0.9519337313373535,0.5507720240647159,6.794934199833458,0.03265861863912489,0,0,0
ap,100001419,2,1,0.9995900988578796,0.9038114167875327,0.7758413504348963,7.282283485512866,0.04930314277947222,0,0,0
ap,100001419,3,0,0.9995300769805908,0.8896711965928737,1.2852546941615381,7.157491575989355,0.08027142881339573,0,0,0
ap,100001419,4,4,0.9985983967781067,0.9392270969232782,0.6826697996955806,4.8261035881392695,0.028750435420296493,0,0,0
ap,100001421,0,0,0.9999037981033325,0.9499942415753297,0.5775683057087242,7.1304055203345875,0.03593830578262593,0,0,0
ap,100001428,0,0,0.9997573494911194,0.9425967338890224,0.6521909227468429,6.505340497284469,0.03702395217219402,0,0,0
ap,100001435,0,0,0.999140739440918,0.9160834453124959,0.6335474914004476,3.5803814209576323,0.019794611948451127,0,0,0
ap,100001437,0,0,0.9984229803085327,0.9033453668875604,0.12345786854704072,7.499117984690491,0.008079342089565743,0,0,0
ap,100001437,1,1,0.9913032054901123,0.8965036877378761,0.31213583633754055,3.7745358504719633,0.010281403680899866,0,0,0
ap,100001437,2,2,0.9901886582374573,0.8689119154096874,1.5417278587897272,3.765250890450677,0.050652000442140674,0,0,0
ap,100001437,4,3,0.9487695097923279,0.7958560077857545,2.4338084960252706,3.5830001502850033,0.07607640609647337,0,0,0
ap,100001438,0,0,0.9992848038673401,0.9068034975649732,0.6460421931561887,4.952554890329773,0.027920831629510746,0,0,0
ap,100001466,0,0,0.999962568283081,0.896011256429036,1.2795391971096661,5.3772263065662536,0.06003758043292407,0,0,0
ap,100001466,1,2,0.999711811542511,0.8131022569285971,1.429152559541709,6.153263131258037,0.07673374864474847,0,0,0
ap,100001466,2,1,0.9983886480331421,0.936313879520138,0.24198159121464002,7.215326057372811,0.015236470337527565,0,0,0
ap,100001473,0,1,0.9998564720153809,0.8729396989799335,0.27077145758903304,6.700070808001267,0.015831717459283128,0,0,0
ap,100001473,1,0,0.9996776580810547,0.9348674764953603,0.18101549167838696,7.280428290991868,0.01150056885153851,0,0,0
ap,100001478,0,0,0.9999154806137085,0.9168073356878771,0.8904637377657583,4.786064030131827,0.03718986754305615,0,0,0
ap,100001478,1,1,0.9998748302459717,0.8906785479675234,1.6273691312583916,4.2747853703687975,0.06070009429407693,0,0,0
ap,100001478,2,2,0.9994146823883057,0.8574535366039228,0.7605942424340008,9.279761203041316,0.061592020424214265,0,0,0
ap,100001478,3,3,0.9979265928268433,0.8890042937636085,1.3706799359429753,2.5731621684225954,0.030775786437528367,0,0,0
ap,100001479,0,0,0.9998019337654114,0.9313169006841762,0.4162676816992228,7.1542971733512015,0.02598862014519237,0,0,0
ap,100001479,1,1,0.9997281432151794,0.9470413564680036,0.6861316022833475,5.889499461427475,0.03526328774459822,0,0,0
ap,100001485,0,6,0.9996047616004944,0.9016915784992029,0.7890899287358979,5.8927516746048845,0.040576845671423944,0,0,0
ap,100001485,1,2,0.9993290901184082,0.9180986644602372,0.6207133451982781,5.349949139495874,0.028978747636867377,0,0,0
ap,100001485,2,5,0.9990602135658264,0.8875467564388316,1.4887577966258265,5.913368313603891,0.07681702440853422,0,0,0
ap,100001485,3,0,0.9988441467285156,0.8895714456204913,0.7678949593798895,7.663860664462968,0.051355124629188204,0,0,0
ap,100001485,4,1,0.9986120462417603,0.9414870953968956,0.06471970240558285,4.675257694453881,0.00264051929199972,0,0,0
ap,100001485,5,4,0.9972903728485107,0.9251548902881785,1.2128249265576092,4.56754841660466,0.04833883868565897,0,0,0
ap,100001485,6,3,0.9967688322067261,0.8487267077742517,0.4910071605856661,3.9937625725066703,0.01711244733412,0,0,0
ap,100001488,0,2,0.9999428987503052,0.9220101731805039,0.9293433666515608,5.010527084650663,0.040633847472874685,0,0,0
ap,100001488,1,6,0.9998456239700317,0.8984126613951344,0.7454398508173944,7.349424641799127,0.04780805407761965,0,0,0
ap,100001488,2,1,0.9997683167457581,0.9342669189319543,0.5284912624432586,6.84179633542128,0.03155361826673327,0,0,0
ap,100001488,3,5,0.9997100234031677,0.8541740714960676,0.4389807763290333,7.238072822488112,0.027727554873774592,0,0,0
ap,100001488,4,3,0.999701201915741,0.8242430262349616,0.8349315947351701,4.831726173554177,0.035203448649543126,0,0,0
ap,100001488,5,4,0.9995774626731873,0.9113187980632955,0.15176713400440767,7.0647944186633325,0.00935673060511858,0,0,0
ap,100001488,6,0,0.9978606104850769,0.8824648462059937,0.3216045824439989,8.448234805835188,0.023710095081323858,0,0,0
ap,100001492,0,3,0.999908447265625,0.9133632152283875,1.1592589393279937,4.940634300077935,0.049978233643739725,0,0,0
ap,100001492,1,0,0.9994348883628845,0.925873453868042,0.7187915832937513,6.304152215641597,0.03954263936121435,0,0,0
ap,100001492,2,7,0.9993528723716736,0.9573128594331484,0.17226230600177894,4.612992200044608,0.006934572524611825,0,0,0
ap,100001492,3,5,0.9991675615310669,0.8611607654830458,2.297823297028009,2.3446462612257895,0.04700292720576998,0,0,0
ap,100001492,4,2,0.9990848302841187,0.9060721015893103,1.4325368453705596,3.7937259804267756,0.04742134665013354,0,0,0
ap,100001492,5,1,0.9990360736846924,0.9584587397208533,0.0840504785283105,2.4933565421970947,0.0018288234938994645,0,0,0
ap,100001492,6,6,0.998722493648529,0.848607758469101,2.183471198375497,3.6781501327047814,0.0700679105956011,0,0,0
ap,100001492,7,4,0.9971291422843933,0.8072184313314401,3.9167598046278114,3.078805216092288,0.1051521650548783,0,0,0
ap,100001493,0,2,0.9995641112327576,0.9267502049683701,0.2883175941943109,6.0846131667670385,0.015309099911413923,0,0,0
ap,100001493,1,0,0.9995449185371399,0.8415059772442351,0.6337295986253498,5.226133892729706,0.028901676815276705,0,0,0
ap,100001493,2,1,0.998518168926239,0.905000017533773,0.37133689635461226,6.482712627272948,0.02100725005362093,0,0,0
ap,100001494,0,0,0.9997748732566833,0.9304383745435397,0.11524613244557269,5.74837314926689,0.00578120528444786,0,0,0
ap,100001496,0,0,0.9998277425765991,0.9056911104958896,1.278345706858525,6.242717699905244,0.06963592569396071,0,0,0
ap,100001498,0,0,0.9995156526565552,0.9403682400846448,0.18645984818636005,7.101764451320518,0.011555751534777123,0,0,0
ap,100001498,1,4,0.9992409944534302,0.9244250416081878,0.6926374464241588,5.947923340784492,0.035950763975179476,0,0,0
