hypothesis_key,level,key,dataset,risk,estimand,contrast,left_ranker,right_ranker,endpoint,primary,delta_ar21,delta_all,dod,delta_ar21_ci_low,delta_ar21_ci_high,delta_all_ci_low,delta_all_ci_high,dod_ci_low,dod_ci_high,p_raw,p_holm,epsilon_ar21,epsilon_all,swap_ar21_70,swap_all_70,witness
unit|A|R_norm|class-standardized|probe-oracleAR|AUGRC,unit,A,DIOR-R,R_norm,class-standardized,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.0038373708733364167,-0.02463979416952014,0.020802423296183724,-0.005845033086283256,0.0004456789887795448,-0.027613814725583587,-0.02212888225961102,0.017779059955461283,0.026803765105159354,0.047619047619047616,,0.0006386611686386811,0.0014790939142557678,0.49110977495275726,0.5665047636839156,False
unit|A|R_norm|class-standardized|probe-oracleAR|Risk@70,unit,A,DIOR-R,R_norm,class-standardized,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.006335127853954327,-0.03712463238526814,0.030789504531313815,-0.012710723535536393,0.0028772009095323074,-0.043178745239440784,-0.032552605834456995,0.02179264208307809,0.040160061421790995,0.047619047619047616,,0.001260679714421432,0.0027345606069387914,0.49110977495275726,0.5665047636839156,False
unit|A|R_norm|class-standardized|ARonly-oracleAR|AUGRC,unit,A,DIOR-R,R_norm,class-standardized,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.004892369948858992,0.0008690141588967304,0.0040233557899622616,0.0011948870391549384,0.00827795041018549,-0.0002532026930171773,0.0015288524173570019,0.0007107441281168363,0.006837034271320086,0.047619047619047616,,0.000736508567615861,0.0014964741974337024,0.2264122368620324,0.17079856972586413,False
unit|A|R_norm|class-standardized|ARonly-oracleAR|Risk@70,unit,A,DIOR-R,R_norm,class-standardized,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.00785124578696339,0.0019812521985585196,0.00586999358840487,0.0007684096165428041,0.012296020183788637,-0.00019052638390508676,0.0029636331241511315,-0.00150745599175624,0.010479541712113107,0.19047619047619047,,0.0014177046301606998,0.0027741856509099615,0.2264122368620324,0.17079856972586413,False
unit|A|R_raw|pooled|probe-conf|AUGRC,unit,A,DIOR-R,R_raw,pooled,probe-conf,probe,conf,AUGRC,False,-0.00020303107602878592,-0.01302882583886135,0.012825794762832562,-0.0002927268163267213,-0.00014068511107031377,-0.014490351927522176,-0.011588621531240358,0.01139893573798403,0.014254185108943948,0.047619047619047616,,0.0005,0.0008077791637289853,0.18138498990003626,0.2333371704846322,False
unit|A|R_raw|pooled|probe-conf|Risk@70,unit,A,DIOR-R,R_raw,pooled,probe-conf,probe,conf,Risk@70,False,-0.0005272764605894816,-0.03219574520492865,0.031668468744339165,-0.0009333725150269094,-0.00012651150022915467,-0.038246311258728356,-0.02633389043217067,0.025877749468327403,0.037549452170612646,0.047619047619047616,,0.001,0.0016262253980572786,0.18138498990003626,0.2333371704846322,False
unit|A|R_raw|pooled|ARonly-conf|AUGRC,unit,A,DIOR-R,R_raw,pooled,ARonly-conf,ARonly,conf,AUGRC,False,0.00205264730147057,0.04028872702488256,-0.03823607972341199,0.001863848968049493,0.0022734111102000036,0.037191980942379445,0.0441840965337654,-0.04200974076066053,-0.035039485060136696,0.047619047619047616,,0.0005,0.0016135537042266366,0.40595632632678075,0.4706527154957648,False
unit|A|R_raw|pooled|ARonly-conf|Risk@70,unit,A,DIOR-R,R_raw,pooled,ARonly-conf,ARonly,conf,Risk@70,False,0.003071826548178329,0.05257157562728158,-0.049499749079103254,0.0027997555730921004,0.0033587706011221374,0.04832892930537342,0.05900030487941943,-0.055961474729590566,-0.04513369433547022,0.047619047619047616,,0.001,0.0026776569106029104,0.40595632632678075,0.4706527154957648,False
unit|A|R_raw|pooled|probe-ARonly|AUGRC,unit,A,DIOR-R,R_raw,pooled,probe-ARonly,probe,ARonly,AUGRC,False,-0.002255678377499356,-0.05331755286374391,0.05106187448624455,-0.0025661379265267247,-0.002009160363085607,-0.058656584555187935,-0.04919733867042399,0.04681258497964277,0.0562381741285669,0.047619047619047616,,0.0005,0.0016135537042266366,0.506825430576228,0.5765761587868389,False
unit|A|R_raw|pooled|probe-ARonly|Risk@70,unit,A,DIOR-R,R_raw,pooled,probe-ARonly,probe,ARonly,Risk@70,False,-0.0035991030087678105,-0.08476732083221022,0.08116821782344241,-0.004229312802584931,-0.0029799181451627297,-0.09496252959885243,-0.07666403429363948,0.07265943911534616,0.09100528902486436,0.047619047619047616,,0.001,0.0026776569106029104,0.506825430576228,0.5765761587868389,False
unit|A|R_raw|pooled|oracleAR-conf|AUGRC,unit,A,DIOR-R,R_raw,pooled,oracleAR-conf,oracleAR,conf,AUGRC,False,0.00173498514647032,0.040593310446257976,-0.03885832529978765,0.0016015031952851004,0.001886028436978537,0.037341505056022704,0.044254144814452216,-0.04244393125206469,-0.035572758476532546,0.047619047619047616,,0.0005,0.0016196453726541448,0.4020285636314018,0.4692035309959603,False
unit|A|R_raw|pooled|oracleAR-conf|Risk@70,unit,A,DIOR-R,R_raw,pooled,oracleAR-conf,oracleAR,conf,Risk@70,False,0.0032052526858798863,0.052595235780388175,-0.04938998309450829,0.0029429513170809007,0.0034550671670821554,0.04803944855245845,0.05884832324392755,-0.05573754984605927,-0.04474761557737867,0.047619047619047616,,0.001,0.002678130113665042,0.4020285636314018,0.4692035309959603,False
unit|A|R_raw|pooled|probe-oracleAR|AUGRC,unit,A,DIOR-R,R_raw,pooled,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.0019380162224991058,-0.053622136285119325,0.05168412006262022,-0.0021787552533052584,-0.0017543459407989485,-0.0586672448779866,-0.04934686278406725,0.047345858396038616,0.05665852066403742,0.047619047619047616,,0.0005,0.0016196453726541448,0.49110977495275726,0.5665047636839156,False
unit|A|R_raw|pooled|probe-oracleAR|Risk@70,unit,A,DIOR-R,R_raw,pooled,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.003732529146469368,-0.08479098098531682,0.08105845183884745,-0.0042771801532567435,-0.00314756446952173,-0.09428048084127816,-0.07652174262033817,0.07248864551716658,0.09041114972318606,0.047619047619047616,,0.001,0.002678130113665042,0.49110977495275726,0.5665047636839156,False
unit|A|R_raw|pooled|ARonly-oracleAR|AUGRC,unit,A,DIOR-R,R_raw,pooled,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.0003176621550002503,-0.00030458342137541783,0.0006222455763756681,0.00018987502066523937,0.0004363159346034991,-0.0006173421505245947,9.755647876260199e-06,0.0003861852776957073,0.0009798641775149938,0.047619047619047616,,0.0005,0.0016196453726541448,0.2264122368620324,0.17079856972586413,False
unit|A|R_raw|pooled|ARonly-oracleAR|Risk@70,unit,A,DIOR-R,R_raw,pooled,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,-0.00013342613770155748,-2.366015310659164e-05,-0.00010976598459496584,-0.00033231110490564484,0.00011770764164366194,-0.00022244393731857476,0.0008203766379218176,-0.0008189944159684232,6.226622105210943e-05,0.5714285714285714,,0.001,0.002678130113665042,0.2264122368620324,0.17079856972586413,False
unit|A|R_raw|class-standardized|probe-conf|AUGRC,unit,A,DIOR-R,R_raw,class-standardized,probe-conf,probe,conf,AUGRC,False,-0.0013250027213406942,-0.005772936085985218,0.004447933364644524,-0.0020439407414704677,-3.8092249405699856e-06,-0.006469157831073557,-0.004740975745059701,0.003400950274060831,0.005631964620637043,0.047619047619047616,,0.0005,0.0008452108710137778,0.18138498990003626,0.2333371704846322,False
unit|A|R_raw|class-standardized|probe-conf|Risk@70,unit,A,DIOR-R,R_raw,class-standardized,probe-conf,probe,conf,Risk@70,False,-0.0031039362146568113,-0.011205454020116398,0.008101517805459587,-0.005440875491788962,-0.00024474254981944556,-0.014519217110150999,-0.007861561389742441,0.00491839657187902,0.012811049588127767,0.047619047619047616,,0.001,0.0016987244368946769,0.18138498990003626,0.2333371704846322,False
unit|A|R_raw|class-standardized|ARonly-conf|AUGRC,unit,A,DIOR-R,R_raw,class-standardized,ARonly-conf,ARonly,conf,AUGRC,False,0.0037353766688803577,0.02059549641190777,-0.01686011974302741,0.002073940050083541,0.0049763586776144075,0.01853899420489151,0.022659844790980065,-0.01931567185081816,-0.014773473900075527,0.047619047619047616,,0.0005,0.0012571207992519331,0.40595632632678075,0.4706527154957648,False
unit|A|R_raw|class-standardized|ARonly-conf|Risk@70,unit,A,DIOR-R,R_raw,class-standardized,ARonly-conf,ARonly,conf,Risk@70,False,0.0056013227060953685,0.030136937667765415,-0.024535614961670046,0.0025489964634381416,0.008452709522430293,0.027239232541310728,0.0329469763925716,-0.02991798121345758,-0.020969767238489163,0.047619047619047616,,0.001,0.002301463190249985,0.40595632632678075,0.4706527154957648,False
unit|A|R_raw|class-standardized|probe-ARonly|AUGRC,unit,A,DIOR-R,R_raw,class-standardized,probe-ARonly,probe,ARonly,AUGRC,False,-0.005060379390221052,-0.026368432497892988,0.021308053107671934,-0.005816491487241036,-0.0024470108474193403,-0.028520897517950918,-0.023810532612560362,0.019060571265315646,0.02449586067006249,0.047619047619047616,,0.0005,0.0012571207992519331,0.506825430576228,0.5765761587868389,False
unit|A|R_raw|class-standardized|probe-ARonly|Risk@70,unit,A,DIOR-R,R_raw,class-standardized,probe-ARonly,probe,ARonly,Risk@70,False,-0.00870525892075218,-0.04134239168788181,0.03263713276712964,-0.010765984844942098,-0.003751822362760875,-0.046191409712869114,-0.03705238065282458,0.02841949937932642,0.04010666812899118,0.047619047619047616,,0.001,0.002301463190249985,0.506825430576228,0.5765761587868389,False
unit|A|R_raw|class-standardized|oracleAR-conf|AUGRC,unit,A,DIOR-R,R_raw,class-standardized,oracleAR-conf,oracleAR,conf,AUGRC,False,0.002397722738830134,0.021093162818248377,-0.018695440079418243,0.0005992663975319442,0.0038896603046267883,0.019155092848589975,0.02297046746312591,-0.02175516209017392,-0.016241387115134738,0.047619047619047616,,0.0005,0.0012670741273787453,0.4020285636314018,0.4692035309959603,False
unit|A|R_raw|class-standardized|oracleAR-conf|Risk@70,unit,A,DIOR-R,R_raw,class-standardized,oracleAR-conf,oracleAR,conf,Risk@70,False,0.0037272929714230497,0.03078686326299296,-0.02705957029156991,0.0009067290912690783,0.007708645079443329,0.027761013131781528,0.03390805714437511,-0.03203813939375435,-0.02165206610847018,0.047619047619047616,,0.001,0.002314461702154536,0.4020285636314018,0.4692035309959603,False
unit|A|R_raw|class-standardized|probe-oracleAR|AUGRC,unit,A,DIOR-R,R_raw,class-standardized,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.003722725460170828,-0.026866098904233596,0.023143373444062768,-0.0045453676344491415,-0.0018072466272095879,-0.029204346776428105,-0.024216357416505952,0.020576872656385907,0.027078286237708037,0.047619047619047616,,0.0005,0.0012670741273787453,0.49110977495275726,0.5665047636839156,False
unit|A|R_raw|class-standardized|probe-oracleAR|Risk@70,unit,A,DIOR-R,R_raw,class-standardized,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.006831229186079861,-0.04199231728310936,0.035161088097029496,-0.009466566561748902,-0.0026317509140245895,-0.04673692658067258,-0.03774850903764813,0.029325825200875854,0.04221903709783281,0.047619047619047616,,0.001,0.002314461702154536,0.49110977495275726,0.5665047636839156,False
unit|A|R_raw|class-standardized|ARonly-oracleAR|AUGRC,unit,A,DIOR-R,R_raw,class-standardized,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.0013376539300502237,-0.0004976664063406078,0.0018353203363908315,-0.0002952574025632576,0.0029497362300299128,-0.0014319345043637742,0.00021130124972244867,0.00027696029840002873,0.003007105272957679,0.047619047619047616,,0.0005,0.0012670741273787453,0.2264122368620324,0.17079856972586413,False
unit|A|R_raw|class-standardized|ARonly-oracleAR|Risk@70,unit,A,DIOR-R,R_raw,class-standardized,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.0018740297346723188,-0.0006499255952275435,0.0025239553298998622,-0.0013838493451457223,0.003989441255187884,-0.002388492489714909,0.00037978556713746557,-0.00015161282285621955,0.004689879090007168,0.14285714285714285,,0.001,0.002314461702154536,0.2264122368620324,0.17079856972586413,False
unit|B|R_norm|pooled|probe-conf|AUGRC,unit,B,DIOR-R,R_norm,pooled,probe-conf,probe,conf,AUGRC,False,0.0006752137535264158,-0.008161166488287866,0.008836380241814282,0.000580362259854256,0.000828634101976883,-0.008984318429370551,-0.007384591319011397,0.008158792243245552,0.009669833732031478,0.047619047619047616,,0.0005,0.0009826963168177913,0.14449178915114666,0.17239593272087889,True
unit|B|R_norm|pooled|probe-conf|Risk@70,unit,B,DIOR-R,R_norm,pooled,probe-conf,probe,conf,Risk@70,False,0.0013852126690103786,-0.01816256807052727,0.019547780739537647,0.0007338485917287656,0.0016795392131572638,-0.021458559000518372,-0.015643700032612423,0.016890584700315778,0.022948024828371313,0.047619047619047616,,0.001,0.0019161735788552601,0.14449178915114666,0.17239593272087889,False
unit|B|R_norm|pooled|ARonly-conf|AUGRC,unit,B,DIOR-R,R_norm,pooled,ARonly-conf,ARonly,conf,AUGRC,False,0.004856346424136647,0.037400792701006255,-0.03254444627686961,0.004235049596070242,0.005373630118569162,0.03424681191817492,0.040749824122493,-0.035879961597193866,-0.029280195897279787,0.047619047619047616,,0.0005502153463222344,0.0017307121708379164,0.3939996684899718,0.4702687902158536,False
unit|B|R_norm|pooled|ARonly-conf|Risk@70,unit,B,DIOR-R,R_norm,pooled,ARonly-conf,ARonly,conf,Risk@70,False,0.00801852589152436,0.051227911772812926,-0.043209385881288566,0.006665973580230591,0.008977837801228818,0.04598980137940917,0.056435036652298806,-0.048815568494151675,-0.03807842412112881,0.047619047619047616,,0.001078072205534785,0.0029407318143115186,0.3939996684899718,0.4702687902158536,False
unit|B|R_norm|pooled|probe-ARonly|AUGRC,unit,B,DIOR-R,R_norm,pooled,probe-ARonly,probe,ARonly,AUGRC,False,-0.004181132670610231,-0.04556195918929412,0.04138082651868389,-0.0047469342481782206,-0.0035177396813093416,-0.04933837059764041,-0.04177067986308839,0.03767860767120172,0.04535713954581392,0.047619047619047616,,0.0005502153463222344,0.0017307121708379164,0.47812769967800206,0.5502865174613472,False
unit|B|R_norm|pooled|probe-ARonly|Risk@70,unit,B,DIOR-R,R_norm,pooled,probe-ARonly,probe,ARonly,Risk@70,False,-0.006633313222513981,-0.0693904798433402,0.06275716662082621,-0.007873176834071394,-0.005103575871349912,-0.07656997125117183,-0.06262456198159722,0.05594418559133872,0.0702815454436849,0.047619047619047616,,0.001078072205534785,0.0029407318143115186,0.47812769967800206,0.5502865174613472,False
unit|B|R_norm|pooled|oracleAR-conf|AUGRC,unit,B,DIOR-R,R_norm,pooled,oracleAR-conf,oracleAR,conf,AUGRC,False,0.0038137573200568327,0.03691876174554716,-0.03310500442549033,0.003239353930686229,0.004353880219510257,0.03383281885459973,0.040116333973894254,-0.036264451894077634,-0.029691783162925908,0.047619047619047616,,0.0005293635642406382,0.0017210715517287345,0.39954639175257733,0.4755484824371945,False
unit|B|R_norm|pooled|oracleAR-conf|Risk@70,unit,B,DIOR-R,R_norm,pooled,oracleAR-conf,oracleAR,conf,Risk@70,False,0.007645779692429501,0.050744536936528264,-0.04309875724409876,0.005934011004899511,0.008812632033402485,0.04531099892830798,0.056031682361580806,-0.04854206417780806,-0.03765219106841717,0.047619047619047616,,0.0010706172815528878,0.0029310643175858254,0.39954639175257733,0.4755484824371945,False
unit|B|R_norm|pooled|probe-oracleAR|AUGRC,unit,B,DIOR-R,R_norm,pooled,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.003138543566530417,-0.045079928233835026,0.04194138466730461,-0.0037273377393890425,-0.0025220440159253285,-0.04881630578650903,-0.0413566867995132,0.03809019493684784,0.04567564784396358,0.047619047619047616,,0.0005293635642406382,0.0017210715517287345,0.47363039288944825,0.5487306019089669,False
unit|B|R_norm|pooled|probe-oracleAR|Risk@70,unit,B,DIOR-R,R_norm,pooled,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.006260567023419122,-0.06890710500705553,0.06264653798363641,-0.00770797106624506,-0.004374935867199038,-0.07634339417544031,-0.062141831359653614,0.05536765183087774,0.07004502403940639,0.047619047619047616,,0.0010706172815528878,0.0029310643175858254,0.47363039288944825,0.5487306019089669,False
unit|B|R_norm|pooled|ARonly-oracleAR|AUGRC,unit,B,DIOR-R,R_norm,pooled,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.0010425891040798142,0.00048203095545909513,0.0005605581486207191,0.0007768799707429113,0.0013039217311211946,0.00029620638357852753,0.0007056010807633769,0.000305088183130636,0.0008170500925392954,0.047619047619047616,,0.0005502153463222344,0.0017307121708379164,0.1792550197035091,0.14745130542892665,False
unit|B|R_norm|pooled|ARonly-oracleAR|Risk@70,unit,B,DIOR-R,R_norm,pooled,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.00037274619909485884,0.00048337483628466127,-0.00011062863718980243,-0.00019309203996737708,0.0009137590805889773,0.00017582006164851768,0.0010786768320380563,-0.000706768704892722,0.00018874265229650928,0.7619047619047619,,0.001078072205534785,0.0029407318143115186,0.1792550197035091,0.14745130542892665,False
unit|B|R_norm|class-standardized|probe-conf|AUGRC,unit,B,DIOR-R,R_norm,class-standardized,probe-conf,probe,conf,AUGRC,False,-0.002785113091393468,-0.0039371728921942725,0.0011520598008008046,-0.004491802637351898,-0.0003821414806298697,-0.004921733832153709,-0.003024131356438985,-0.00042652134127391263,0.003596264270265664,0.5714285714285714,,0.0007386451855299553,0.001117637801079604,0.14449178915114666,0.17239593272087889,False
unit|B|R_norm|class-standardized|probe-conf|Risk@70,unit,B,DIOR-R,R_norm,class-standardized,probe-conf,probe,conf,Risk@70,False,-0.001816227683594962,-0.00882391932114189,0.007007691637546928,-0.006186711532934209,-0.00016516189491722546,-0.011768292494172456,-0.005624979945178534,0.0031533917167325828,0.009725244684251472,0.047619047619047616,,0.001428640123897442,0.0022531071606105998,0.14449178915114666,0.17239593272087889,False
unit|B|R_norm|class-standardized|ARonly-conf|AUGRC,unit,B,DIOR-R,R_norm,class-standardized,ARonly-conf,ARonly,conf,AUGRC,False,0.005054609990362252,0.02373160458717044,-0.01867699459680819,0.0016736592355331887,0.0081469528858296,0.021570993347347543,0.026557804487963976,-0.023498234902396557,-0.015147395590671166,0.047619047619047616,,0.0008397373853372003,0.001592269892823013,0.3939996684899718,0.4702687902158536,False
unit|B|R_norm|class-standardized|ARonly-conf|Risk@70,unit,B,DIOR-R,R_norm,class-standardized,ARonly-conf,ARonly,conf,Risk@70,False,0.007474869907093951,0.035228085191842146,-0.027753215284748195,-0.0005926674373539793,0.013923756753393005,0.03081256473742759,0.03877490169041286,-0.03565946978723443,-0.021126861364830402,0.047619047619047616,,0.001578137522039321,0.0029576688644474425,0.3939996684899718,0.4702687902158536,False
unit|B|R_norm|class-standardized|probe-ARonly|AUGRC,unit,B,DIOR-R,R_norm,class-standardized,probe-ARonly,probe,ARonly,AUGRC,False,-0.00783972308175572,-0.027668777479364713,0.019829054397608993,-0.011038915841771857,-0.002211665315994507,-0.03147379728707507,-0.024786458223297256,0.016306793247270673,0.026226993133255914,0.047619047619047616,,0.0008397373853372003,0.001592269892823013,0.47812769967800206,0.5502865174613472,False
