key,field,a,b,abs_diff,consistent
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|AUGRC,epsilon_all,0.0015111600412957,0.0015111600412957,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|AUGRC,swap_ar21_70,0.4084125557726555,0.4084125557726555,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|AUGRC,swap_all_70,0.4780610546544285,0.4780610546544285,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,level,dataset,dataset,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,key,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,dataset,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,risk,R_norm,R_norm,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,estimand,class-standardized,class-standardized,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,contrast,oracleAR-conf,oracleAR-conf,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,left_ranker,oracleAR,oracleAR,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,right_ranker,conf,conf,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,endpoint,Risk@70,Risk@70,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,primary,False,False,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,witness,False,False,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,delta_ar21,0.002664485144501,0.002664485144501,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,delta_all,0.0298504410203772,0.0298504410203772,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,dod,-0.0271859558758761,-0.0271859558758761,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,delta_ar21_ci_low,-0.0031954379004169,-0.0031954379004169,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,delta_ar21_ci_high,0.0072078606572486,0.0072078606572486,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,delta_all_ci_low,0.0264303899049665,0.0264303899049665,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,delta_all_ci_high,0.0325891413465267,0.0325891413465267,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,dod_ci_low,-0.0333717837301815,-0.0333717837301815,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,dod_ci_high,-0.0217442226119255,-0.0217442226119255,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,p_raw,9.999000099990002e-05,9.999000099990002e-05,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,p_holm,,,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,epsilon_ar21,0.0015047785289061,0.0015047785289061,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,epsilon_all,0.0028012692693907,0.0028012692693907,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,swap_ar21_70,0.4084125557726555,0.4084125557726555,0.0,True
dataset|DIOR-R|R_norm|class-standardized|oracleAR-conf|Risk@70,swap_all_70,0.4780610546544285,0.4780610546544285,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,level,dataset,dataset,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,key,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,dataset,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,risk,R_norm,R_norm,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,estimand,class-standardized,class-standardized,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,contrast,probe-ARonly,probe-ARonly,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,left_ranker,probe,probe,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,right_ranker,ARonly,ARonly,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,endpoint,AUGRC,AUGRC,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,primary,True,True,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,witness,False,False,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,delta_ar21,-0.0095692391197346,-0.0095692391197346,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,delta_all,-0.0261668476734048,-0.0261668476734048,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,dod,0.0165976085536702,0.0165976085536702,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,delta_ar21_ci_low,-0.0131263689482554,-0.0131263689482554,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,delta_ar21_ci_high,-0.0053095678859759,-0.0053095678859759,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,delta_all_ci_low,-0.028145581766711,-0.028145581766711,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,delta_all_ci_high,-0.0240284860804195,-0.0240284860804195,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,dod_ci_low,0.0127080425271477,0.0127080425271477,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,dod_ci_high,0.0211034301646477,0.0211034301646477,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,p_raw,9.999000099990002e-05,9.999000099990002e-05,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,p_holm,0.0011998800119988,0.0011998800119988,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,epsilon_ar21,0.0008658713648974,0.0008658713648974,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,epsilon_all,0.0015399876817183,0.0015399876817183,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,swap_ar21_70,0.5084368935512071,0.5084368935512071,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|AUGRC,swap_all_70,0.5694045767239432,0.5694045767239432,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,level,dataset,dataset,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,key,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,dataset,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,risk,R_norm,R_norm,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,estimand,class-standardized,class-standardized,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,contrast,probe-ARonly,probe-ARonly,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,left_ranker,probe,probe,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,right_ranker,ARonly,ARonly,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,endpoint,Risk@70,Risk@70,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,primary,False,False,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,witness,False,False,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,delta_ar21,-0.014620676293498,-0.014620676293498,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,delta_all,-0.0404695876753565,-0.0404695876753565,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,dod,0.0258489113818585,0.0258489113818585,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,delta_ar21_ci_low,-0.0198851675199716,-0.0198851675199716,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,delta_ar21_ci_high,-0.0071559698605636,-0.0071559698605636,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,delta_all_ci_low,-0.0438256301485477,-0.0438256301485477,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,delta_all_ci_high,-0.0364810769192996,-0.0364810769192996,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,dod_ci_low,0.0197950949928659,0.0197950949928659,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,dod_ci_high,0.0335728086249718,0.0335728086249718,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,p_raw,9.999000099990002e-05,9.999000099990002e-05,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,p_holm,,,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,epsilon_ar21,0.001648211405593,0.001648211405593,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,epsilon_all,0.0028596045121199,0.0028596045121199,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,swap_ar21_70,0.5084368935512071,0.5084368935512071,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-ARonly|Risk@70,swap_all_70,0.5694045767239432,0.5694045767239432,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,level,dataset,dataset,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,key,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,dataset,DIOR-R,DIOR-R,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,risk,R_norm,R_norm,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,estimand,class-standardized,class-standardized,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,contrast,probe-conf,probe-conf,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,left_ranker,probe,probe,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,right_ranker,conf,conf,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,endpoint,AUGRC,AUGRC,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,primary,True,True,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,witness,False,False,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,delta_ar21,-0.0019036859137256,-0.0019036859137256,0.0,True
dataset|DIOR-R|R_norm|class-standardized|probe-conf|AUGRC,delta_all,-0.003616281522966,-0.003616281522966,0.0,True
