hypothesis_key,level,key,endpoint,delta_main,delta_ablation,dod,delta_main_ci_low,delta_main_ci_high,delta_ablation_ci_low,delta_ablation_ci_high,dod_ci_low,dod_ci_high,p_raw,epsilon_main,epsilon_ablation,main_swap70,ablation_swap70,p_holm,witness
unit|A|linear_source_frozen|Risk@90|NO_LONGSIDE_AR21,unit,A,Risk@90,0.0006714960807582,0.0018089187490938,-0.0011374226683356,-3.272342813526469e-05,0.0012834262217192188,-0.001795327234281238,0.005005324238435257,-0.004702200065455259,0.0026648842010153855,0.5484451554844516,0.001,0.0103359954523136,0.1813849899000362,0.1813849899000362,1.0,False
unit|A|linear_source_frozen|Risk@90|NO_GEONORM_AR21,unit,A,Risk@90,0.0006714960807582,-0.0005844678825586,0.0012559639633168,-3.272342813526469e-05,0.0012834262217192188,-0.0008695292415339484,-0.0003440762261258459,0.0008091589412714104,0.001658330416817182,9.999000099990002e-05,0.001,0.001,0.1813849899000362,0.1813849899000362,0.026997300269973004,False
unit|A|linear_source_frozen|Risk@90|NORMALIZED_ALL_AR,unit,A,Risk@90,0.0006714960807582,-0.0179248503397327,0.0185963464204909,-3.272342813526469e-05,0.0012834262217192188,-0.020342449893739168,-0.015617694633436282,0.016184464578463634,0.021064780735772597,9.999000099990002e-05,0.001,0.0023555777289622,0.1813849899000362,0.2333371704846322,0.026997300269973004,False
unit|A|linear_source_frozen|Risk@90|NORMALIZED_AR16,unit,A,Risk@90,0.0006714960807582,5.122114036415493e-06,0.0006663739667218,-3.272342813526469e-05,0.0012834262217192188,-0.0006403268376561291,0.000614439831968383,0.00020564529086988822,0.001106581641902073,0.003999600039996,0.001,0.001,0.1813849899000362,0.1714660831509847,0.583941605839416,False
unit|A|linear_source_frozen|Risk@90|NORMALIZED_AR13,unit,A,Risk@90,0.0006714960807582,-0.0019063934624613,0.0025778895432195,-3.272342813526469e-05,0.0012834262217192188,-0.002841225100306072,-0.0009348551929158634,0.0015590785126861528,0.0035274019647256218,9.999000099990002e-05,0.001,0.001,0.1813849899000362,0.1765034741634054,0.026997300269973004,False
unit|A|tta_angle|AUGRC|NO_LONGSIDE_AR21,unit,A,AUGRC,-0.0019690352976537,0.0034990044241673,-0.005468039721821,-0.0024563452764332448,-0.001441944781187528,-0.002948918518628975,0.00991497999428487,-0.011912063657730275,0.0009739733895619522,0.09929007099290071,0.0005,0.0051729549412982,0.3516266841932303,0.3516266841932303,1.0,False
unit|A|tta_angle|AUGRC|NO_GEONORM_AR21,unit,A,AUGRC,-0.0019690352976537,-0.0008237047667703,-0.0011453305308833,-0.0024563452764332448,-0.001441944781187528,-0.0010145720868935692,-0.0006180084065122511,-0.0014497107681584243,-0.0008209736574105073,9.999000099990002e-05,0.0005,0.0005,0.3516266841932303,0.3516266841932303,0.026997300269973004,False
unit|A|tta_angle|AUGRC|NORMALIZED_ALL_AR,unit,A,AUGRC,-0.0019690352976537,-0.0001148648569198,-0.0018541704407338,-0.0024563452764332448,-0.001441944781187528,-0.002547568420202183,0.0022517757886887212,-0.004207493679462199,0.0005538932248935189,0.12968703129687031,0.0005,0.0009966844577271,0.3516266841932303,0.3823552662784263,1.0,False
unit|A|tta_angle|AUGRC|NORMALIZED_AR16,unit,A,AUGRC,-0.0019690352976537,-0.0017562325882858,-0.0002128027093678,-0.0024563452764332448,-0.001441944781187528,-0.002240331084846721,-0.0012348837419708756,-0.00048258739510604286,4.4641867202797245e-05,0.11078892110788921,0.0005,0.0005,0.3516266841932303,0.3513396204080022,1.0,False
unit|A|tta_angle|AUGRC|NORMALIZED_AR13,unit,A,AUGRC,-0.0019690352976537,-0.002180885967812,0.0002118506701583,-0.0024563452764332448,-0.001441944781187528,-0.0028111892116492554,-0.001511060618877605,-0.0003282027849027161,0.0007499344855475921,0.4410558944105589,0.0005,0.0005,0.3516266841932303,0.3582368591356871,1.0,False
unit|A|tta_angle|Risk@70|NO_LONGSIDE_AR21,unit,A,Risk@70,-0.0052133615505328,0.0019833162642396,-0.0071966778147724,-0.006419951164383666,-0.003916701147361297,-0.011104810878796978,0.014829898129877101,-0.02022967940551741,0.005876000784715127,0.28347165283471654,0.001,0.01032586263403,0.3516266841932303,0.3516266841932303,1.0,False
unit|A|tta_angle|Risk@70|NO_GEONORM_AR21,unit,A,Risk@70,-0.0052133615505328,-0.0021724419562814,-0.0030409195942513,-0.006419951164383666,-0.003916701147361297,-0.0026184429585196425,-0.0016868583012173194,-0.003816714598865459,-0.002219134999232387,9.999000099990002e-05,0.001,0.001,0.3516266841932303,0.3516266841932303,0.026997300269973004,False
unit|A|tta_angle|Risk@70|NORMALIZED_ALL_AR,unit,A,Risk@70,-0.0052133615505328,-0.0146316378937106,0.0094182763431778,-0.006419951164383666,-0.003916701147361297,-0.019345611206737716,-0.010216081616350304,0.0050763834219089065,0.014283156743406114,0.00019998000199980003,0.001,0.0020117875443038,0.3516266841932303,0.3823552662784263,0.036196380361963806,False
unit|A|tta_angle|Risk@70|NORMALIZED_AR16,unit,A,Risk@70,-0.0052133615505328,-0.004906232551379,-0.0003071289991537,-0.006419951164383666,-0.003916701147361297,-0.005956834956323341,-0.003704818859942864,-0.0008994841921317975,0.0001810957500313158,0.2653734626537346,0.001,0.001,0.3516266841932303,0.3513396204080022,1.0,False
unit|A|tta_angle|Risk@70|NORMALIZED_AR13,unit,A,Risk@70,-0.0052133615505328,-0.0067514944661689,0.0015381329156361,-0.006419951164383666,-0.003916701147361297,-0.008115966394416115,-0.005406610350944563,0.00044943331850629665,0.0027684787121215726,0.0098990100989901,0.001,0.001,0.3516266841932303,0.3582368591356871,1.0,False
unit|A|tta_angle|Risk@90|NO_LONGSIDE_AR21,unit,A,Risk@90,-0.0023748727337465,0.0025083668738965,-0.004883239607643,-0.0030241091663292005,-0.0017844195608019402,-0.0015910797003735237,0.006128603033400999,-0.008575585466512985,-0.0007303398626298607,0.014198580141985802,0.001,0.0103499844148097,0.3516266841932303,0.3516266841932303,1.0,False
unit|A|tta_angle|Risk@90|NO_GEONORM_AR21,unit,A,Risk@90,-0.0023748727337465,-0.0008993859773843,-0.0014754867563621,-0.0030241091663292005,-0.0017844195608019402,-0.0011498720484730785,-0.0006584543399733183,-0.0019060436990206377,-0.001098657182996587,9.999000099990002e-05,0.001,0.001,0.3516266841932303,0.3516266841932303,0.026997300269973004,False
unit|A|tta_angle|Risk@90|NORMALIZED_ALL_AR,unit,A,Risk@90,-0.0023748727337465,-0.0294891076392748,0.0271142349055283,-0.0030241091663292005,-0.0017844195608019402,-0.032622392044854065,-0.02636687416602823,0.024002630280746107,0.030209496595222377,9.999000099990002e-05,0.001,0.0023555777289622,0.3516266841932303,0.3823552662784263,0.026997300269973004,False
unit|A|tta_angle|Risk@90|NORMALIZED_AR16,unit,A,Risk@90,-0.0023748727337465,-0.0028236141087984,0.0004487413750519,-0.0030241091663292005,-0.0017844195608019402,-0.0035103310346042394,-0.002192828245752718,4.447164414744763e-05,0.0008540474443377921,0.030796920307969204,0.001,0.001,0.3516266841932303,0.3513396204080022,1.0,False
unit|A|tta_angle|Risk@90|NORMALIZED_AR13,unit,A,Risk@90,-0.0023748727337465,-0.0054613188356629,0.0030864461019164,-0.0030241091663292005,-0.0017844195608019402,-0.0065533562120222945,-0.0044936532957263724,0.0022002875068740757,0.004015283040770771,9.999000099990002e-05,0.001,0.001,0.3516266841932303,0.3582368591356871,0.026997300269973004,False
unit|A|tta_localization|AUGRC|NO_LONGSIDE_AR21,unit,A,AUGRC,-0.0002945767072922,-9.436632141684996e-05,-0.0002002103858754,-0.0004966834838763655,-9.04523905445193e-05,-0.0023962271105648887,0.002216792168280122,-0.00255614418099924,0.00213163795756983,0.8664133586641336,0.0005,0.0051029748528148,0.204265330128369,0.204265330128369,1.0,False
unit|A|tta_localization|AUGRC|NO_GEONORM_AR21,unit,A,AUGRC,-0.0002945767072922,-0.0002080681227888,-8.650858450344814e-05,-0.0004966834838763655,-9.04523905445193e-05,-0.0002860789109257827,-0.00013145864044423049,-0.00021698757434637347,4.395224959653424e-05,0.1860813918608139,0.0005,0.0005,0.204265330128369,0.204265330128369,1.0,False
unit|A|tta_localization|AUGRC|NORMALIZED_ALL_AR,unit,A,AUGRC,-0.0002945767072922,0.0040482574835418,-0.0043428341908341,-0.0004966834838763655,-9.04523905445193e-05,0.0027270873626315945,0.005363054298283578,-0.005642197569067712,-0.00303117248614636,9.999000099990002e-05,0.0005,0.0010776496073979,0.204265330128369,0.2365344287725144,0.026997300269973004,False
unit|A|tta_localization|AUGRC|NORMALIZED_AR16,unit,A,AUGRC,-0.0002945767072922,-0.0003174945729959,2.2917865703610263e-05,-0.0004966834838763655,-9.04523905445193e-05,-0.0005063003780511831,-0.00012856363760780802,-6.876410213529066e-05,0.00011467991546851869,0.6258374162583742,0.0005,0.0005,0.204265330128369,0.2043149389719787,1.0,False
unit|A|tta_localization|AUGRC|NORMALIZED_AR13,unit,A,AUGRC,-0.0002945767072922,-0.000564280496859,0.0002697037895667,-0.0004966834838763655,-9.04523905445193e-05,-0.0008467542765246399,-0.00028462277860486596,3.399054836355403e-05,0.0005086716008177225,0.027297270272972702,0.0005,0.0005,0.204265330128369,0.215273977956695,1.0,False
unit|A|tta_localization|Risk@70|NO_LONGSIDE_AR21,unit,A,Risk@70,-0.0012563234867375,0.0018375389401987,-0.0030938624269363,-0.001941050553782686,-0.0005192039101111954,-0.005237917042542292,0.008190651225769719,-0.009460575315548704,0.004032957511963281,0.37396260373962603,0.001,0.0103229470875492,0.204265330128369,0.204265330128369,1.0,False
unit|A|tta_localization|Risk@70|NO_GEONORM_AR21,unit,A,Risk@70,-0.0012563234867375,-0.0007174497168448,-0.0005388737698927,-0.001941050553782686,-0.0005192039101111954,-0.000987318534494344,-0.00043167044497534394,-0.0009763138284927129,-5.615028647663022e-05,0.022497750224977502,0.001,0.001,0.204265330128369,0.204265330128369,1.0,False
unit|A|tta_localization|Risk@70|NORMALIZED_ALL_AR,unit,A,Risk@70,-0.0012563234867375,0.007333222254563,-0.0085895457413006,-0.001941050553782686,-0.0005192039101111954,0.003976816724617842,0.010117197654049488,-0.011292999986038658,-0.005167025977515816,9.999000099990002e-05,0.001,0.0021584519893951,0.204265330128369,0.2365344287725144,0.026997300269973004,False
unit|A|tta_localization|Risk@70|NORMALIZED_AR16,unit,A,Risk@70,-0.0012563234867375,-0.0011287163637609,-0.0001276071229765,-0.001941050553782686,-0.0005192039101111954,-0.001772422637485706,-0.0003337198199832095,-0.0005772166867094192,0.0002477777612807539,0.5486451354864513,0.001,0.001,0.204265330128369,0.2043149389719787,1.0,False
unit|A|tta_localization|Risk@70|NORMALIZED_AR13,unit,A,Risk@70,-0.0012563234867375,-0.0017234243096284,0.0004671008228909,-0.001941050553782686,-0.0005192039101111954,-0.002613544400407721,-0.0007961490155776564,-0.00031521065131972484,0.0013178152647142652,0.26047395260473954,0.001,0.001,0.204265330128369,0.215273977956695,1.0,False
unit|A|tta_localization|Risk@90|NO_LONGSIDE_AR21,unit,A,Risk@90,0.0002628338423029,0.0020793472789235,-0.0018165134366206,-0.0004793065594022714,0.0008838272865585276,-0.0024650924824770855,0.006280401610881038,-0.006073722597652274,0.002766978547291804,0.40845915408459155,0.001,0.0103414040229102,0.204265330128369,0.204265330128369,1.0,False
unit|A|tta_localization|Risk@90|NO_GEONORM_AR21,unit,A,Risk@90,0.0002628338423029,-6.989907452623761e-05,0.0003327329168291,-0.0004793065594022714,0.0008838272865585276,-0.0003521705181022048,0.0001595621152848315,-0.0001487128786481196,0.0007498649960364815,0.1471852814718528,0.001,0.001,0.204265330128369,0.204265330128369,1.0,False
unit|A|tta_localization|Risk@90|NORMALIZED_ALL_AR,unit,A,Risk@90,0.0002628338423029,6.4956661438297925e-06,0.0002563381761591,-0.0004793065594022714,0.0008838272865585276,-0.0017571225729122782,0.001552407025143794,-0.001273363793364029,0.00194777399937631,0.7625237476252374,0.001,0.0023557076422851,0.204265330128369,0.2365344287725144,1.0,False
unit|A|tta_localization|Risk@90|NORMALIZED_AR16,unit,A,Risk@90,0.0002628338423029,0.0001889832810498,7.38505612531068e-05,-0.0004793065594022714,0.0008838272865585276,-0.00048101584175704905,0.0008536166916553943,-0.00033837685474156327,0.0003854083970131256,0.6858314168583142,0.001,0.001,0.204265330128369,0.2043149389719787,1.0,False
unit|A|tta_localization|Risk@90|NORMALIZED_AR13,unit,A,Risk@90,0.0002628338423029,-0.0001760045743314,0.0004388384166343,-0.0004793065594022714,0.0008838272865585276,-0.0009228635775123284,0.0005344855168898481,-0.00010966259530053744,0.0009375100264176883,0.10258974102589741,0.001,0.001,0.204265330128369,0.215273977956695,1.0,False
unit|B|linear_source_frozen|AUGRC|NO_LONGSIDE_AR21,unit,B,AUGRC,0.0006752137535264,0.0009531915206981,-0.0002779777671717,0.0005113882120381131,0.0008402563653560405,-0.0008233055680513273,0.0027974602007354342,-0.0020930918516031253,0.001474536097452963,0.7661233876612339,0.0005,0.0050675793739804,0.1444917891511466,0.1444917891511466,1.0,False
unit|B|linear_source_frozen|AUGRC|NO_GEONORM_AR21,unit,B,AUGRC,0.0006752137535264,-0.0002892001075054,0.0009644138610318,0.0005113882120381131,0.0008402563653560405,-0.000351961659209683,-0.0002312356027545614,0.0008406417724793674,0.0010911324748454567,9.999000099990002e-05,0.0005,0.0005,0.1444917891511466,0.1444917891511466,0.026997300269973004,False
unit|B|linear_source_frozen|AUGRC|NORMALIZED_ALL_AR,unit,B,AUGRC,0.0006752137535264,-0.0081611664882878,0.0088363802418142,0.0005113882120381131,0.0008402563653560405,-0.009013515540782417,-0.007324344977193018,0.008003441473748351,0.009679452305221969,9.999000099990002e-05,0.0005,0.0009826963168177,0.1444917891511466,0.1723959327208788,0.026997300269973004,True
unit|B|linear_source_frozen|AUGRC|NORMALIZED_AR16,unit,B,AUGRC,0.0006752137535264,0.000621732279433,5.348147409338366e-05,0.0005113882120381131,0.0008402563653560405,0.00046709002041800266,0.0007728245316052622,-2.0285191806004595e-05,0.00013255651232381077,0.1655834416558344,0.0005,0.0005,0.1444917891511466,0.1365315150777223,1.0,False
unit|B|linear_source_frozen|AUGRC|NORMALIZED_AR13,unit,B,AUGRC,0.0006752137535264,0.0002799796009215,0.0003952341526048,0.0005113882120381131,0.0008402563653560405,8.854937203675688e-05,0.00045825395791032256,0.0002471565343199528,0.000552760030212411,9.999000099990002e-05,0.0005,0.0005,0.1444917891511466,0.133506976744186,0.026997300269973004,False
unit|B|linear_source_frozen|Risk@70|NO_LONGSIDE_AR21,unit,B,Risk@70,0.0013852126690103,-0.004017748142409,0.0054029608114194,0.0005592760153808835,0.0019048598567515214,-0.009835048469231191,0.0019840153379056887,-0.0006862087306547441,0.011132996622250363,0.07529247075292471,0.001,0.0102293101884922,0.1444917891511466,0.1444917891511466,1.0,False
unit|B|linear_source_frozen|Risk@70|NO_GEONORM_AR21,unit,B,Risk@70,0.0013852126690103,-0.0006878819018323,0.0020730945708427,0.0005592760153808835,0.0019048598567515214,-0.0010039648827079957,-0.0004848395975609455,0.001532021156075652,0.0024319272434758727,9.999000099990002e-05,0.001,0.001,0.1444917891511466,0.1444917891511466,0.026997300269973004,False
unit|B|linear_source_frozen|Risk@70|NORMALIZED_ALL_AR,unit,B,Risk@70,0.0013852126690103,-0.0181625680705272,0.0195477807395376,0.0005592760153808835,0.0019048598567515214,-0.02152631879163781,-0.014584024481814095,0.01585532885048459,0.022808717148855316,9.999000099990002e-05,0.001,0.0019161735788552,0.1444917891511466,0.1723959327208788,0.026997300269973004,False
unit|B|linear_source_frozen|Risk@70|NORMALIZED_AR16,unit,B,Risk@70,0.0013852126690103,0.0008120129140099,0.0005731997550003,0.0005592760153808835,0.0019048598567515214,0.0001461747490147365,0.0015228240570683827,-3.9547465606963594e-05,0.0009038073497229909,0.04079592040795921,0.001,0.001,0.1444917891511466,0.1365315150777223,1.0,False
unit|B|linear_source_frozen|Risk@70|NORMALIZED_AR13,unit,B,Risk@70,0.0013852126690103,5.067546879227586e-05,0.0013345372002181,0.0005592760153808835,0.0019048598567515214,-0.0007474811499061335,0.000836000419626206,0.0004547377021386998,0.0019643265911872465,0.0008999100089991,0.001,0.001,0.1444917891511466,0.133506976744186,0.1484851514848515,False
unit|B|linear_source_frozen|Risk@90|NO_LONGSIDE_AR21,unit,B,Risk@90,-7.715326599388311e-05,0.0004637725726749,-0.0005409258386688,-0.0004482529587146917,0.00029272869892469754,-0.001576686146907881,0.0024431568323284936,-0.0025074724165351707,0.0014888361678956003,0.6035396460353964,0.001056660979889,0.0103195877501602,0.1444917891511466,0.1444917891511466,1.0,False
unit|B|linear_source_frozen|Risk@90|NO_GEONORM_AR21,unit,B,Risk@90,-7.715326599388311e-05,-0.0006332919107661,0.0005561386447723,-0.0004482529587146917,0.00029272869892469754,-0.0007847000975097284,-0.00048791531807498357,0.00031191401812032967,0.000805725139383642,9.999000099990002e-05,0.001056660979889,0.001,0.1444917891511466,0.1444917891511466,0.026997300269973004,False
unit|B|linear_source_frozen|Risk@90|NORMALIZED_ALL_AR,unit,B,Risk@90,-7.715326599388311e-05,-0.0126722601209181,0.0125951068549242,-0.0004482529587146917,0.00029272869892469754,-0.014486158964031565,-0.010934702085318921,0.010883814204874344,0.014424430392895055,9.999000099990002e-05,0.001056660979889,0.0023205879675987,0.1444917891511466,0.1723959327208788,0.026997300269973004,False
unit|B|linear_source_frozen|Risk@90|NORMALIZED_AR16,unit,B,Risk@90,-7.715326599388311e-05,-6.977336437597598e-05,-7.379901617907136e-06,-0.0004482529587146917,0.00029272869892469754,-0.0004146385061611475,0.0002566495852864818,-0.0003020441767810883,0.00031673187183687136,0.9618038196180382,0.001056660979889,0.0010318757705916,0.1444917891511466,0.1365315150777223,1.0,False
unit|B|linear_source_frozen|Risk@90|NORMALIZED_AR13,unit,B,Risk@90,-7.715326599388311e-05,-0.001061320133015,0.0009841668670212,-0.0004482529587146917,0.00029272869892469754,-0.0015675377572583994,-0.0004878260506354266,0.00037702908214268564,0.0015316304025237094,0.0008999100089991,0.001056660979889,0.0010751090156843,0.1444917891511466,0.133506976744186,0.1484851514848515,False
unit|B|tta_angle|AUGRC|NO_LONGSIDE_AR21,unit,B,AUGRC,-0.0007857048064397,0.0040707845361891,-0.0048564893426288,-0.0012119847104882276,-0.0003480299699037557,-0.001564067972902642,0.009777417615538363,-0.010787635754885205,0.0009280128090152863,0.10598940105989402,0.0005,0.0051299312342902,0.3072286525442236,0.3072286525442236,1.0,False
unit|B|tta_angle|AUGRC|NO_GEONORM_AR21,unit,B,AUGRC,-0.0007857048064397,-0.0003192493366829,-0.0004664554697567,-0.0012119847104882276,-0.0003480299699037557,-0.0004811629909741781,-0.00015175227311595838,-0.0007353618689265518,-0.00019397255154492444,0.0010998900109989002,0.0005,0.0005,0.3072286525442236,0.3072286525442236,0.17378262173782624,False
unit|B|tta_angle|AUGRC|NORMALIZED_ALL_AR,unit,B,AUGRC,-0.0007857048064397,-0.008452889145821,0.0076671843393813,-0.0012119847104882276,-0.0003480299699037557,-0.01008763682390336,-0.006834320966504462,0.006052362943519441,0.00932521921727797,9.999000099990002e-05,0.0005,0.0009826963168177,0.3072286525442236,0.3324130040046762,0.026997300269973004,False
unit|B|tta_angle|AUGRC|NORMALIZED_AR16,unit,B,AUGRC,-0.0007857048064397,-0.0007202817249198,-6.542308151989695e-05,-0.0012119847104882276,-0.0003480299699037557,-0.0010939777030438505,-0.000333008597952432,-0.00022776665436546867,0.00010182749585299205,0.4340565943405659,0.0005,0.0005,0.3072286525442236,0.308315832135883,1.0,False
unit|B|tta_angle|AUGRC|NORMALIZED_AR13,unit,B,AUGRC,-0.0007857048064397,-0.0015851128825531,0.0007994080761134,-0.0012119847104882276,-0.0003480299699037557,-0.0019984659855291466,-0.0011665206284507735,0.0004808210556203409,0.0011449278460413115,9.999000099990002e-05,0.0005,0.0005,0.3072286525442236,0.3160333020008057,0.026997300269973004,False
unit|B|tta_angle|Risk@70|NO_LONGSIDE_AR21,unit,B,Risk@70,-0.0023505679371836,0.0030433139069326,-0.0053938818441163,-0.0033957484381174447,-0.0015121078862233286,-0.006353039385629082,0.012273876200313179,-0.015099394571272795,0.0042849900619414405,0.27747225277472254,0.001,0.0102901764666309,0.3072286525442236,0.3072286525442236,1.0,False
unit|B|tta_angle|Risk@70|NO_GEONORM_AR21,unit,B,Risk@70,-0.0023505679371836,-0.0009274828986989,-0.0014230850384847,-0.0033957484381174447,-0.0015121078862233286,-0.0013247239265071781,-0.0006127498102933126,-0.0020902812746899854,-0.0008791426768298211,9.999000099990002e-05,0.001,0.001,0.3072286525442236,0.3072286525442236,0.026997300269973004,False
unit|B|tta_angle|Risk@70|NORMALIZED_ALL_AR,unit,B,Risk@70,-0.0023505679371836,-0.0224917434118558,0.0201411754746721,-0.0033957484381174447,-0.0015121078862233286,-0.02666671423050376,-0.018634128817269703,0.016115194801574934,0.024400249832718213,9.999000099990002e-05,0.001,0.0019161735788552,0.3072286525442236,0.3324130040046762,0.026997300269973004,False
unit|B|tta_angle|Risk@70|NORMALIZED_AR16,unit,B,Risk@70,-0.0023505679371836,-0.0028368258946091,0.0004862579574255,-0.0033957484381174447,-0.0015121078862233286,-0.0036358706762920413,-0.001968619429606554,-7.92134089552093e-05,0.0008101945002774568,0.058194180581941805,0.001,0.001,0.3072286525442236,0.308315832135883,1.0,False
unit|B|tta_angle|Risk@70|NORMALIZED_AR13,unit,B,Risk@70,-0.0023505679371836,-0.0046554451366421,0.0023048771994585,-0.0033957484381174447,-0.0015121078862233286,-0.005520666489892128,-0.003698229251300122,0.0014133515457539182,0.0029753340149938166,9.999000099990002e-05,0.001,0.001,0.3072286525442236,0.3160333020008057,0.026997300269973004,False
unit|B|tta_angle|Risk@90|NO_LONGSIDE_AR21,unit,B,Risk@90,-0.0022299454072735,-0.000803851486494,-0.0014260939207794,-0.002717807612777165,-0.00178498308490483,-0.0036922894417997674,0.001965000232955363,-0.00415775003271501,0.0014037409379929363,0.3210678932106789,0.001056660979889,0.0103103122987067,0.3072286525442236,0.3072286525442236,1.0,False
unit|B|tta_angle|Risk@90|NO_GEONORM_AR21,unit,B,Risk@90,-0.0022299454072735,-0.0007351238121769,-0.0014948215950965,-0.002717807612777165,-0.00178498308490483,-0.0009243771103325585,-0.0005665173949148146,-0.0018277539544373526,-0.0011862200281884496,9.999000099990002e-05,0.001056660979889,0.001,0.3072286525442236,0.3072286525442236,0.026997300269973004,False
unit|B|tta_angle|Risk@90|NORMALIZED_ALL_AR,unit,B,Risk@90,-0.0022299454072735,-0.0312609052634961,0.0290309598562226,-0.002717807612777165,-0.00178498308490483,-0.03282087575905551,-0.029345741463549003,0.027094413944520376,0.030575336929635342,9.999000099990002e-05,0.001056660979889,0.0023205879675987,0.3072286525442236,0.3324130040046762,0.026997300269973004,False
unit|B|tta_angle|Risk@90|NORMALIZED_AR16,unit,B,Risk@90,-0.0022299454072735,-0.0026848820587026,0.000454936651429,-0.002717807612777165,-0.00178498308490483,-0.0031686186270483557,-0.0022116051877920703,0.00011984532992082418,0.0007639081796212554,0.006299370062993701,0.001056660979889,0.0010318757705916,0.3072286525442236,0.308315832135883,0.9008099190080993,False
unit|B|tta_angle|Risk@90|NORMALIZED_AR13,unit,B,Risk@90,-0.0022299454072735,-0.0050404729922831,0.0028105275850096,-0.002717807612777165,-0.00178498308490483,-0.0057845707306407226,-0.004254953510395449,0.00208541752592383,0.00347517363610485,9.999000099990002e-05,0.001056660979889,0.0010751090156843,0.3072286525442236,0.3160333020008057,0.026997300269973004,False
unit|B|tta_localization|AUGRC|NO_LONGSIDE_AR21,unit,B,AUGRC,-0.000441655978526,0.0045954475060219,-0.0050371034845479,-0.0006822555416350725,-0.00020621768403238902,0.0015711490587095437,0.007603705168906116,-0.008174042932191686,-0.0018897045783781256,0.001999800019998,0.0005,0.0051404244936869,0.1991543143905952,0.1991543143905952,0.307969203079692,False
