ar,dtheta_050,dtheta_075
132.227185,0.5778121948242188,0.24753570556640625
134.757219,0.5668258666992188,0.24272918701171875
137.335663,0.5565261840820312,0.23860931396484375
139.963443,0.5455398559570312,0.23380279541015625
142.641503,0.5359268188476562,0.22968292236328125
145.370805,0.5256271362304688,0.22487640380859375
148.152329,0.5153274536132812,0.22075653076171875
150.987076,0.5057144165039062,0.21663665771484375
153.876062,0.49678802490234375,0.21251678466796875
156.820326,0.48717498779296875,0.20908355712890625
159.820925,0.47824859619140625,0.20496368408203125
162.878938,0.46932220458984375,0.20084381103515625
165.995463,0.46039581298828125,0.19741058349609375
169.17162,0.45146942138671875,0.19329071044921875
172.408549,0.44322967529296875,0.18985748291015625
175.707413,0.43498992919921875,0.18642425537109375
179.069398,0.42675018310546875,0.18299102783203125
182.495711,0.41851043701171875,0.17955780029296875
185.987583,0.41095733642578125,0.17612457275390625
189.546269,0.40271759033203125,0.17269134521484375
193.173047,0.39516448974609375,0.16925811767578125
196.869219,0.38829803466796875,0.16651153564453125
200.636114,0.38074493408203125,0.16307830810546875
204.475085,0.37387847900390625,0.16033172607421875
208.38751,0.36632537841796875,0.15689849853515625
212.374796,0.35945892333984375,0.15415191650390625
216.438374,0.35327911376953125,0.15140533447265625
220.579705,0.34641265869140625,0.14865875244140625
224.800277,0.33954620361328125,0.14591217041015625
229.101604,0.33336639404296875,0.14316558837890625
233.485233,0.32718658447265625,0.14041900634765625
237.952739,0.32100677490234375,0.13767242431640625
242.505726,0.31482696533203125,0.13492584228515625
247.145829,0.30933380126953125,0.13217926025390625
251.874717,0.30315399169921875,0.13011932373046875
256.694086,0.29766082763671875,0.12737274169921875
261.60567,0.29216766357421875,0.12531280517578125
266.611232,0.28667449951171875,0.12256622314453125
271.71257,0.28118133544921875,0.12050628662109375
276.911517,0.27568817138671875,0.11844635009765625
282.209941,0.27088165283203125,0.11569976806640625
287.609745,0.26538848876953125,0.11363983154296875
293.112869,0.26058197021484375,0.11157989501953125
298.721289,0.25577545166015625,0.10951995849609375
304.437021,0.25096893310546875,0.10746002197265625
310.262118,0.24616241455078125,0.10540008544921875
316.198672,0.24135589599609375,0.10334014892578125
322.248817,0.23723602294921875,0.10128021240234375
328.414724,0.23242950439453125,0.09990692138671875
334.69861,0.22830963134765625,0.09784698486328125
341.102732,0.22418975830078125,0.09578704833984375
347.62939,0.22006988525390625,0.09441375732421875
354.28093,0.21595001220703125,0.09235382080078125
361.05974,0.21183013916015625,0.09098052978515625
367.968255,0.20771026611328125,0.08892059326171875
375.008959,0.20359039306640625,0.08754730224609375
382.184378,0.20015716552734375,0.08548736572265625
389.497093,0.19603729248046875,0.08411407470703125
396.949729,0.19260406494140625,0.08274078369140625
404.544963,0.18917083740234375,0.08068084716796875
412.285525,0.18505096435546875,0.07930755615234375
420.174195,0.18161773681640625,0.07793426513671875
428.213806,0.17818450927734375,0.07656097412109375
436.407247,0.17475128173828125,0.07518768310546875
444.757462,0.17200469970703125,0.07381439208984375
453.267449,0.16857147216796875,0.07244110107421875
461.940267,0.16513824462890625,0.07106781005859375
470.77903,0.16239166259765625,0.06969451904296875
479.786914,0.15895843505859375,0.06832122802734375
488.967155,0.15621185302734375,0.06694793701171875
498.323051,0.15346527099609375,0.06557464599609375
507.857962,0.15071868896484375,0.06420135498046875
517.575314,0.14728546142578125,0.06351470947265625
527.478598,0.14453887939453125,0.06214141845703125
537.571372,0.14179229736328125,0.06076812744140625
547.85726,0.13973236083984375,0.06008148193359375
558.339959,0.13698577880859375,0.05870819091796875
569.023234,0.13423919677734375,0.05733489990234375
579.910922,0.13149261474609375,0.05664825439453125
591.006935,0.12943267822265625,0.05527496337890625
602.31526,0.12668609619140625,0.05458831787109375
613.839958,0.12462615966796875,0.05321502685546875
625.585169,0.12187957763671875,0.05252838134765625
637.555113,0.11981964111328125,0.05115509033203125
649.75409,0.11775970458984375,0.05046844482421875
662.186482,0.11569976806640625,0.04978179931640625
674.856756,0.11295318603515625,0.04840850830078125
687.769462,0.11089324951171875,0.04772186279296875
700.929241,0.10883331298828125,0.04703521728515625
714.340818,0.10677337646484375,0.04566192626953125
728.009012,0.10471343994140625,0.04497528076171875
741.938734,0.10265350341796875,0.04428863525390625
756.134987,0.10128021240234375,0.04360198974609375
770.602871,0.09922027587890625,0.04222869873046875
785.347583,0.09716033935546875,0.04154205322265625
800.37442,0.09578704833984375,0.04085540771484375
815.688781,0.09372711181640625,0.04016876220703125
831.296167,0.09166717529296875,0.03948211669921875
847.202185,0.09029388427734375,0.03879547119140625
863.412548,0.08823394775390625,0.03810882568359375
879.933081,0.08686065673828125,0.03742218017578125
896.769717,0.08548736572265625,0.03673553466796875
913.928505,0.08342742919921875,0.03604888916015625
931.415609,0.08205413818359375,0.03536224365234375
949.237312,0.08068084716796875,0.03467559814453125
967.400015,0.07930755615234375,0.03398895263671875
985.910243,0.07724761962890625,0.03330230712890625
1004.774646,0.07587432861328125,0.03261566162109375
1024.0,0.07450103759765625,0.03192901611328125
