phase_mod,score,pred_angle,GT_angle,angle_error,matched_gt_id,class,size,aspect_ratio,dataset,detector,split,near_square_flag,phase_mod_status
nan,0.9358682036399841,1.547183632850647,,1.352905201461464,,,450.2207101367894,2.5384615384615383,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9273906350135803,-1.5626879930496216,,0.4645758069659273,,,333.38799412375556,2.1538461538461537,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9249950647354126,1.564858078956604,,0.34023403435869337,,,519.3296568554651,2.8461538461538467,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9240748286247253,1.561081051826477,,0.5566417480213773,,,472.5137400196909,2.5384615384615383,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9176937341690063,-0.017228124663233757,,3.7765423261896323,,,2220.8507064862206,3.238853437959899,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9092931747436523,-0.030371546745300293,,2.833760109273665,,,1797.273054018151,2.801272210969637,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9071307182312012,-0.03588187322020531,,2.7077612617769127,,,2270.272256096374,3.238853437959899,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9029654860496521,-1.5650218725204468,,0.3308543633954177,,,369.63376809126385,2.307692307692307,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9025963544845581,1.535044550895691,,1.8967601242558714,,,367.74615143513074,2.0735295996173244,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9004173874855042,-1.5609151124954224,,0.5661543803023569,,,368.9520907948172,2.3333333333333335,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.899192750453949,-0.0009747743606567383,,0.055847952365027,,,438.0291159311564,2.2142857142857144,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8977248072624207,1.5641916990280151,,0.3784147918190646,,,589.7822687871812,2.7692307692307687,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.896414577960968,1.5572348833084106,,0.7770109714026687,,,429.2399398326161,2.3846153846153846,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8951495289802551,1.5645462274551392,,0.358101809227434,,,516.7383177976735,2.3571428571428568,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8933213353157043,-1.5591055154800415,,0.669836651903125,,,312.40675392107005,2.25,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8898720741271973,-0.0055255889892578125,,0.31659042393026376,,,848.306823310646,3.0000000000000004,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8891253471374512,1.5115214586257935,,0.3021417990713365,,,447.1561365355592,2.4649914508072963,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8834568858146667,1.3430144786834717,,0.9561812906413053,,,374.0908493597599,2.31638442660663,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8716415166854858,1.5659552812576294,,0.2773689732378833,,,707.1338304418532,3.071428571428572,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.850723385810852,-0.5309638381004333,,0.5417671898708264,,,766.7387379113934,3.0674159332255617,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.839506983757019,1.4757534265518188,,5.445554552133104,,,368.3116315718653,2.307692307692307,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8350628614425659,-0.009876728057861328,,0.5658923286357291,,,497.8810999660345,2.916666666666667,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8235619068145752,-1.5613287687301636,,0.5424536238824127,,,395.5024670430503,2.727272727272727,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.815339982509613,1.56979238986969,,0.057518844233512854,,,363.0623533933285,2.5833333333333335,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8057491183280945,1.4315108060836792,,3.8948560937741283,,,344.51011201724214,2.1584699149782094,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.7943207025527954,0.011880637146532536,,1.521886532644881,,,2518.599147084402,3.270309981961018,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6986760497093201,1.436435341835022,,2.4263537825916193,,,406.151809314757,2.3048434094245303,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6914979815483093,1.5606290102005005,,0.5825418253540657,,,398.4948896117021,3.090909090909091,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6385701894760132,0.0021888017654418945,,0.1254116078287714,,,434.2286209889571,2.6363636363636362,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.4507969319820404,-0.3868156671524048,,1.6068600588534447,,,313.71129989581095,3.041096046371948,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.31287267804145813,-0.0026938915252685547,,4.082046335758842,,,351.39846235269215,2.2576689215652186,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.3461790978908539,-0.13963913917541504,,0.9787934288195073,,,49852.76851638686,5.043277489560764,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9439243078231812,-0.5073679685592651,,0.7265169767305013,,,310805.7721953448,1.9433291892821265,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5238170027732849,-1.569820761680603,,0.05589826816738436,,,5925.756165684259,1.6491227600529668,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9820401072502136,-0.11342751979827881,,1.708297759538243,,,4273.278004398104,2.7541595087432422,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9787053465843201,-0.10397493839263916,,2.3398196115185605,,,3804.6549047459266,2.5885589894693815,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9768423438072205,-0.08532083034515381,,1.314924540235583,,,3621.705505461665,2.4253395164953653,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9708229303359985,-0.1395249366760254,,0.4983331631650691,,,3695.9680016218044,2.608577160866753,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9148609638214111,-0.13215887546539307,,0.7964892765695201,,,3617.3564680509444,3.0621121348223315,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9994072914123535,-1.5599056482315063,,0.623992422194025,,,12525.914590695756,2.1466666666666665,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.999276340007782,-1.5615371465682983,,0.5305144532132304,,,12487.09284108039,2.1466666666666665,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9987555742263794,-1.5644680261611938,,0.3625874222792969,,,12512.60093190358,2.189189189189189,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9986500144004822,-1.565811038017273,,0.28563851108993327,,,12053.418202387635,2.1052631578947367,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9985294342041016,-1.5641049146652222,,0.38339217849115576,,,12458.704953566194,2.1200000244140673,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9971626400947571,1.5561949014663696,,0.83659754172186,,,12323.331010844558,2.051282051282051,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9595434665679932,0.008244752883911133,,0.47239204785458916,,,11077.895323319826,2.1578947685431964,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8693022131919861,-0.9462296366691589,,1.7656858627183363,,,21186.287073984277,2.1824180850328467,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9738081097602844,-1.4714866876602173,,1.604404605846825,,,1007.0396217666857,2.5419353401270426,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9094159007072449,-1.5091749429702759,,0.8680624019952605,,,566.2550181410916,3.0764707125792246,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9066449999809265,-1.5256820917129517,,0.9914770901082209,,,933.1062376736663,3.1642336462876073,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8971422910690308,-1.5177942514419556,,0.5395371331068173,,,747.7420440199785,2.6586207354663234,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8864659667015076,-1.5040627717971802,,0.3020992669896512,,,1026.9114602092232,3.2423547550897784,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8588972687721252,-1.3907934427261353,,6.024254168707927,,,475.7265597008518,2.655115441863008,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8544562458992004,-1.4230390787124634,,3.2714420463826546,,,413.6974385161884,2.5555551166524095,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8473392724990845,-1.4529215097427368,,2.4377013449667335,,,769.5500682882266,3.1381215977101573,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8291541934013367,-1.4376641511917114,,2.9420151925237823,,,1326.380176857092,3.0579591659366145,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8102678060531616,-1.3267680406570435,,4.0555409329109615,,,657.8338677268403,2.876075915516353,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.7921858429908752,-1.570426106452942,,3.555120293180807,,,364.51674501856905,2.6632124549343876,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.7701680660247803,-1.4885116815567017,,1.3481017572420968,,,403.05816918790515,2.6306302457412434,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.7517141103744507,-1.3007913827896118,,4.466602207729839,,,442.68267947975255,2.969094591918394,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6320644617080688,-1.563604474067688,,0.41206531262686924,,,470.62200662497344,2.6363636363636362,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5634966492652893,-1.3080006837844849,,7.390278342332136,,,525.5538909812967,3.26359340354636,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5401933789253235,-1.5111790895462036,,0.3155820604112691,,,613.2033563720906,2.8795667312516624,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.4548673927783966,-1.349155306816101,,4.791930948086716,,,374.42600475649306,2.5739301193135877,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.3071303069591522,-1.4837430715560913,,0.22413948780313844,,,262.0067462606312,2.255172443287656,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5979701280593872,-0.0049148802645504475,,0.2815993914927149,,,26504.978173040086,1.8487394764029208,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.981428861618042,-0.004801392555236816,,0.2750970247224363,,,1485.4246625264932,2.307692307692307,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9600514769554138,-0.003433942561969161,,0.19674791141300682,,,1235.1796062685535,2.6363636363636362,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8807485699653625,-0.1703033447265625,,0.43407047458535786,,,2240.731763214353,2.792978197128525,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8221251964569092,-0.2022392451763153,,2.1251331055267197,,,1224.5623040301143,2.561538561081801,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.7539639472961426,0.9718491435050964,,1.3381799968562353,,,1239.9916040243188,2.5232559190721138,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9617535471916199,-0.29866358637809753,,3.663547838707467,,,965.8882452858306,2.0751390164610486,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9187650680541992,-0.3803185224533081,,8.083685123287355,,,959.685267470486,1.972855346824409,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6257608532905579,1.5279468297958374,,0.9641722848412657,,,67707.64829285862,5.948886573744815,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9872053861618042,-0.9437682032585144,,0.12635166945606588,,,13814.771979108453,2.122707026069718,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9803897738456726,1.565916657447815,,2.0110255605321883,,,1757.163690584479,2.1613417552474776,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8511878848075867,1.5483967065811157,,1.007206318593754,,,1841.592562315127,2.226993772080044,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8478967547416687,1.5465952157974243,,0.6229324053694321,,,2306.5105187968584,2.1954175237028744,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.4426736831665039,1.5543361902236938,,1.259501980589788,,,2190.1173102271277,2.081412946264534,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5889570116996765,-0.00465893791988492,,0.2669349753446975,,,11719.580906052142,2.45679012345679,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9904721975326538,-1.1120659112930298,,0.16940918198382626,,,14707.341609246796,2.0990698092517035,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9900194406509399,-1.1128193140029907,,0.42894954025514076,,,14346.853004879784,2.095785464316574,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9882889986038208,-1.1076304912567139,,0.5707647579921156,,,14146.554900185089,2.128010030219372,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.986692488193512,-1.1123820543289185,,0.30642960692345206,,,14130.545794129372,2.112309895801318,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9811688661575317,1.564292550086975,,0.37263645178123384,,,14903.365101741743,1.752808988764045,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9647030234336853,1.5657747983932495,,0.2877098796412826,,,14354.840334084118,1.752808988764045,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6561712026596069,0.28753721714019775,,2.8476722939965633,,,331.59442327235956,4.708502130449033,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6198938488960266,0.26902878284454346,,5.51029358956464,,,262.3558257025725,3.754189638606065,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.3983187973499298,0.5141843557357788,,1.7578081501271443,,,320.3993789078959,5.399280812193762,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.37699493765830994,-1.3997255563735962,,1.2260531069631262,,,33034.0839422727,5.839011412675685,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.3532344102859497,0.5960057973861694,,2.7190530017360532,,,378.2691712702035,5.264707076193739,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.340308278799057,-0.48816272616386414,,0.7885555849617271,,,481.2289361239382,4.661290159195675,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6127521991729736,1.568362832069397,,0.13942647276030576,,,4415.3930560150475,2.0750000143051173,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5020408034324646,1.5701466798782349,,0.03721952202024768,,,5574.739901469613,1.672413750012332,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.5786175727844238,-0.0017325879307463765,,0.09926747158890467,,,118100.40583746694,1.8171641791044777,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.6306766271591187,-1.2436569929122925,,1.7505569937067453,,,175487.06287002563,2.332186736146318,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9796038269996643,0.00725972605869174,,0.41595416806234736,,,2236.5329424646916,2.5357142857142856,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.979393720626831,-1.5413066148757935,,1.271303110214486,,,1459.8735324659283,2.5171644474645545,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9759849309921265,-1.5485049486160278,,2.129236341670605,,,2722.411136564275,2.6294098848744536,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9736326932907104,0.00156402587890625,,0.08961458638873455,,,1934.5539356580848,2.5,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.973409116268158,0.010442972183227539,,0.5983407361496242,,,2022.3229790415207,2.5185185185185186,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9645142555236816,0.022772906348109245,,1.3047939254715073,,,2518.78314583427,2.7499999999999996,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9634168148040771,-1.5014249086380005,,0.35320957254886937,,,2154.2199993215036,2.549410543789518,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9623973965644836,0.021608948707580566,,1.2381040651372086,,,2160.674154893146,2.689655172413793,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.952553927898407,-1.5622807741165161,,2.980325723578384,,,2025.469839479294,2.333942913187083,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9193717241287231,-1.0961085557937622,,5.421640238616042,,,1709.2900496227085,2.1963676275067106,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.918043851852417,-0.9555819034576416,,2.699181476962319,,,1613.407400116077,2.040496359935906,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9047310948371887,-1.0013844966888428,,0.349248062830262,,,1917.5546371908422,2.2773612998788675,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8926243782043457,-1.0537283420562744,,2.7952480876385484,,,2782.2739534647553,2.751519590489209,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8840606808662415,-1.026423692703247,,1.026297394496946,,,2811.0523880418623,2.488734229371644,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9487969279289246,1.5582441091537476,,2.540381399992358,,,123728.26085484121,2.5468383077074703,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.8154987692832947,1.5550349950790405,,0.9030552823460841,,,125298.90422155894,2.6108786610878663,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9651886224746704,-0.007243633735924959,,3.074295226055581,,,2538.247863150522,2.4894871726698624,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
nan,0.9241728782653809,-0.0032355787698179483,,0.9163210902357725,,,3193.657385363884,3.3670176218898837,DIOR-R,psc,D_audit,False,pkl_has_phase_mod_but_exact_matched_index_not_persisted
