cell_id,dataset,baseline_id,image_id,pred_id,score,n_tta_angles,circular_variance,theta_to_2theta,naive_linear_std_used,status
DIOR-R/3,DIOR-R,3,11721,27,0.9982788562774658,3,0.00011711800823754892,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,28,0.9982712268829346,3,6.478353719141516e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,29,0.9982598423957825,3,4.8574039977600236e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,30,0.9982136487960815,3,2.9749471019302476e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,31,0.9981734752655029,3,2.4466872651784932e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,32,0.9981403350830078,3,0.00013911479278261307,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,33,0.9980839490890503,3,6.130249889357842e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,34,0.9980556964874268,3,0.00010376929280309088,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,35,0.9980344176292419,3,0.000294813298986063,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,36,0.9980278611183167,3,0.0002565740432654007,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,37,0.9979733824729919,3,3.1302123511545155e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,38,0.9979320764541626,3,5.5464367232582745e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,39,0.9979084730148315,3,0.00031513690909223957,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,40,0.9978761672973633,3,0.0016639413007709658,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,41,0.9978016018867493,3,4.348350706506743e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,42,0.9977657794952393,3,7.290339302734594e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,43,0.997759222984314,3,0.0003268500976836286,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,44,0.9977229237556458,3,0.00024068369712926252,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,45,0.9976836442947388,3,6.0307166471207374e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,46,0.9976683259010315,3,2.7368911219460834e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,47,0.9976670742034912,3,4.564379960336762e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,48,0.9976593255996704,3,5.961985698277328e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,49,0.9975743889808655,3,0.0001723556807498028,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,50,0.9975461363792419,3,3.4873262423240625e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,51,0.9974587559700012,3,7.887310332255204e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,52,0.9974576830863953,3,8.929895358755768e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,53,0.9974538683891296,3,2.6694508235558523e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,54,0.99744713306427,3,5.88916426891295e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,55,0.997442364692688,3,1.7891603044328797e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,56,0.9974372386932373,3,1.6015446459349825e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,57,0.9974156618118286,3,4.12105012186359e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,58,0.9973980188369751,3,0.00015318521509677385,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,59,0.9973182082176208,3,0.002066656838647485,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,60,0.9972026348114014,3,9.71665045920167e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,61,0.9971122741699219,3,0.00012956817914588914,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,62,0.9970837235450745,3,0.0001091106206867476,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,63,0.9970812201499939,3,4.121343066831873e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,64,0.997079610824585,3,0.0002210577212558018,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,65,0.9969825148582458,3,0.0008328844111441525,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,66,0.9969452023506165,3,0.0003822985802538481,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,67,0.9968804121017456,3,0.0001297110795462908,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,68,0.9967831373214722,3,4.4395098330207716e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,69,0.9966768026351929,3,0.00028782354678025257,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,70,0.9966408014297485,3,0.00016407322951328407,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,71,0.996492326259613,3,0.0001272544972464873,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,72,0.9962772727012634,3,7.285933696365987e-07,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,73,0.9961360096931458,3,0.0003841161695012918,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,74,0.9961336851119995,3,1.3831415816012438e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,75,0.9960832595825195,3,8.115088422799843e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,76,0.9960383176803589,3,5.969635564961884e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,77,0.9959937334060669,3,0.0005001659768263389,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,78,0.9959845542907715,3,1.4566145387973073e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,79,0.9958468079566956,3,9.285131956415782e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,80,0.9956371188163757,3,0.0001549724156212351,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,81,0.9955663084983826,3,0.00046204722279263866,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,82,0.9955418705940247,3,8.955868484927798e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,83,0.9954819679260254,3,0.00010632398716359237,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,84,0.9953966736793518,3,5.181417670008237e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,85,0.9950641989707947,3,0.0004018338742454164,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,86,0.9950408339500427,3,5.257987962847821e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,87,0.9949847459793091,3,0.0005582755835276121,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,88,0.9949236512184143,3,0.00011710175192036765,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,89,0.9947787523269653,3,6.7568538302476e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,90,0.9942328333854675,3,0.0025772935116661344,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,91,0.994151771068573,3,6.588921006023263e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,92,0.993977427482605,3,2.577441008255743e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,93,0.9937910437583923,3,0.000615938091590329,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,94,0.993783712387085,3,8.683629420336292e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,95,0.9936717748641968,3,0.0006921200723132293,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,96,0.9936143755912781,3,6.391605593636385e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,97,0.9932343363761902,3,0.000104936164516789,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,98,0.9931775331497192,3,3.156848040364313e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,99,0.9930264949798584,3,7.154266901754358e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,100,0.9927553534507751,3,0.0002365011608164158,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,101,0.9926121830940247,3,4.0901873227361385e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,102,0.9925312399864197,3,0.00027845188843755864,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,103,0.992413341999054,3,0.0007918564229355551,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,104,0.992315411567688,3,0.0018669514599346515,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,105,0.9922811388969421,3,0.00026464941138415465,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,106,0.992276132106781,3,0.0006986985856031191,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,107,0.9922462105751038,3,0.0002765329392271365,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,108,0.9920499920845032,3,0.0026561515781368117,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,109,0.9916307330131531,3,6.722313947382652e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,110,0.9916063547134399,3,5.98042800059595e-07,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,111,0.9915897250175476,3,0.0002293666921574511,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,112,0.9913327097892761,3,0.0031031410873871845,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,113,0.9913308620452881,3,1.4918865253066294e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,114,0.9908241033554077,3,7.397730139391268e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,115,0.9906386137008667,3,7.3679721983577195e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,116,0.9906303286552429,3,0.0001099190388507143,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,117,0.9902414679527283,3,8.180784333788882e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,118,0.989732563495636,3,0.00010130392249196873,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,119,0.9896684885025024,3,3.88972956705258e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,120,0.9893743395805359,3,0.0006213532781428333,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,121,0.9892910122871399,3,0.00047234585212352354,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,122,0.9891918301582336,3,6.888649386393997e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,123,0.9885318279266357,3,9.327079961363172e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,124,0.9883183240890503,3,0.0018369636743906792,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,125,0.9865531325340271,3,0.00017401098056291087,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,126,0.9855589866638184,3,7.117429383118878e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,127,0.9855059385299683,3,5.831758902341555e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,128,0.9841036796569824,3,0.00010740306695011803,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,129,0.9808355569839478,3,0.0002830609023994901,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,130,0.979484498500824,3,5.0715444872451165e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,131,0.9794065356254578,3,9.949094654537749e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,132,0.9756563901901245,3,0.0005118568232185261,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,133,0.9741160273551941,3,1.6064426998863013e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,134,0.9719347953796387,3,0.000382065297698575,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,135,0.9715883135795593,3,0.00034378878824703474,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,136,0.9714158177375793,3,1.9771624152120637e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,137,0.9679090976715088,3,4.667415240044992e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,138,0.9660298228263855,3,0.012384850188230212,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,139,0.9630239605903625,3,8.474072550346268e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,140,0.9603269100189209,3,0.0006600762495461154,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,141,0.9597684741020203,3,0.0007054961169413732,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,142,0.9370761513710022,3,0.00045050684468073143,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,143,0.9334843754768372,3,5.776701917437066e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,144,0.9204156994819641,3,0.0003737702597725878,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,145,0.9036927223205566,3,0.0016626951242971755,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,146,0.8276122212409973,2,0.0005225932200374483,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,147,0.8051119446754456,2,0.0002934108855229267,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,148,0.708710253238678,1,-2.220446049250313e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11721,149,0.38001909852027893,1,-2.220446049250313e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11720,0,0.9871231317520142,3,0.6605554843177683,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11720,1,0.8503184914588928,3,0.0041829441909733145,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11720,2,0.5337668061256409,2,0.005341005672005572,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11720,3,0.3575344979763031,2,0.00026114334208626744,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11720,4,0.337609201669693,1,0.0,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11719,0,0.9996421337127686,3,0.00010125201039690168,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11719,1,0.999423623085022,3,0.0003189245617042369,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11719,2,0.9993988275527954,3,0.00031217825348706096,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11718,0,0.9895899891853333,3,0.0002203717399397176,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11718,1,0.9881340861320496,3,0.0010454358887458381,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,0,0.995558500289917,3,3.074053937290877e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,1,0.9930760860443115,3,0.00025092959103933943,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,2,0.9889695644378662,3,0.0003553892122927227,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,3,0.9879670739173889,3,0.0001517982961499742,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,4,0.9838528633117676,3,7.50334072499026e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,5,0.9718418121337891,3,9.409222176848253e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,6,0.9683101177215576,3,5.435051745328323e-07,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,7,0.9517947435379028,3,0.0005581865970499811,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,8,0.9494830965995789,3,6.586088449345162e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,9,0.9451342225074768,3,0.0009370799607514302,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,10,0.9382112622261047,3,0.000821539431277718,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,11,0.924305260181427,3,0.00043714238968739494,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,12,0.9237001538276672,3,0.003494810410526794,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,13,0.8994623422622681,3,0.00046288593294530056,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,14,0.8646300435066223,3,0.00022774163734218256,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,15,0.8531501293182373,3,0.00013039201920994614,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,16,0.8527151942253113,3,0.0017529944360064054,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,17,0.8255371451377869,3,0.0005221028139392736,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,18,0.5499638915061951,3,0.11960853968915064,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11717,19,0.3554512560367584,1,0.0,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11716,0,0.9903889298439026,3,0.0004937529960029607,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11716,1,0.9745734930038452,3,9.8786167190279e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11716,2,0.9445177912712097,3,0.0002267974988113819,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11716,3,0.8400387167930603,3,8.309222742830524e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11716,4,0.5742999911308289,2,0.00611845673653566,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11716,5,0.5647448301315308,2,4.364521237099073e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11715,0,0.8594263792037964,2,0.0012920876028647,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11715,1,0.8401101231575012,3,3.4128131258803762e-06,True,False,recovered_from_persistent_tta_pkls
