score,angle_error,near_square,aspect_ratio,aspect_bin,area,size_bin,match_iou,class_name,image_id,gt_obb,pred_obb,dataset,baseline_id
0.5548973083496094,0.3357695951196596,False,4.856996032845589,elongated,1947.5062543007807,medium,0.7935,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 558.0, ""obb_cy"": 514.0000610351562, ""obb_w"": 20.02421760559082, ""obb_h"": 97.2575454711914, ""obb_theta"": -1.5295826196670532}","{""obb_cx"": 564.2246704101562, ""obb_cy"": 513.0540771484375, ""obb_w"": 107.8896255493164, ""obb_h"": 19.685449600219727, ""obb_theta"": 0.03535342216491699}",DOTA-v1.0,20
0.5540850758552551,0.09179347357674011,False,4.843147173868279,elongated,2101.7410797851626,medium,0.8769,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 212.5, ""obb_cy"": 528.0, ""obb_w"": 100.8912353515625, ""obb_h"": 20.831750869750977, ""obb_theta"": -0.2230309695005417}","{""obb_cx"": 212.65072631835938, ""obb_cy"": 527.600830078125, ""obb_w"": 111.28890228271484, ""obb_h"": 21.28585433959961, ""obb_theta"": -0.22142887115478516}",DOTA-v1.0,20
0.5495419502258301,0.6788691501936692,False,4.951977469397157,elongated,2831.9997341898124,medium,0.6885,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 213.99029541015625, ""obb_cy"": 619.0855102539062, ""obb_w"": 118.42296600341797, ""obb_h"": 23.914278030395508, ""obb_theta"": -0.08454375714063644}","{""obb_cx"": 223.3556365966797, ""obb_cy"": 617.053466796875, ""obb_w"": 114.9571304321289, ""obb_h"": 19.144424438476562, ""obb_theta"": -0.07269525527954102}",DOTA-v1.0,20
0.5479628443717957,1.6291025698855912,False,2.9194915498952763,elongated,471.9999814829862,small,0.6893,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 816.8367919921875, ""obb_cy"": 178.01380920410156, ""obb_w"": 37.121421813964844, ""obb_h"": 12.7150297164917, ""obb_theta"": -1.4898922443389893}","{""obb_cx"": 814.7399291992188, ""obb_cy"": 179.38467407226562, ""obb_w"": 38.41301727294922, ""obb_h"": 14.158515930175781, ""obb_theta"": -1.5183254480361938}",DOTA-v1.0,20
0.5476610064506531,1.9774763116593201,False,4.008178226178155,elongated,2218.3507666354853,medium,0.8518,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 251.0, ""obb_cy"": 137.5, ""obb_w"": 23.52564811706543, ""obb_h"": 94.29499053955078, ""obb_theta"": -0.1827215701341629}","{""obb_cx"": 251.9310302734375, ""obb_cy"": 136.83648681640625, ""obb_w"": 89.09931945800781, ""obb_h"": 25.208290100097656, ""obb_theta"": 1.4225882291793823}",DOTA-v1.0,20
0.5466725826263428,2.206740205730032,False,5.017410609282998,elongated,1853.2730097492458,medium,0.763,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 556.9999389648438, ""obb_cy"": 367.0, ""obb_w"": 96.42941284179688, ""obb_h"": 19.21895980834961, ""obb_theta"": -0.11527612805366516}","{""obb_cx"": 565.6746215820312, ""obb_cy"": 365.9703674316406, ""obb_w"": 102.61432647705078, ""obb_h"": 20.46310806274414, ""obb_theta"": -0.07676124572753906}",DOTA-v1.0,20
0.5461391806602478,2.2246584100866857,False,5.282523328574419,elongated,2551.9998923596577,medium,0.8127,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 569.4732666015625, ""obb_cy"": 488.52044677734375, ""obb_w"": 21.979591369628906, ""obb_h"": 116.10770416259766, ""obb_theta"": -1.5277196168899536}","{""obb_cx"": 572.263671875, ""obb_cy"": 489.5347595214844, ""obb_w"": 120.07841491699219, ""obb_h"": 19.386199951171875, ""obb_theta"": 0.004249095916748047}",DOTA-v1.0,20
0.5425453782081604,0.35487576866230086,False,2.8950274980301267,elongated,1048.0000570151606,medium,0.8625,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 110.947509765625, ""obb_cy"": 954.0027465820312, ""obb_w"": 19.02629852294922, ""obb_h"": 55.08165740966797, ""obb_theta"": -0.052583061158657074}","{""obb_cx"": 110.47600555419922, ""obb_cy"": 953.0641479492188, ""obb_w"": 53.562721252441406, ""obb_h"": 21.363407135009766, ""obb_theta"": 1.5120195150375366}",DOTA-v1.0,20
0.5322097539901733,1.228308510132271,False,5.351213806250155,elongated,2593.8556052362837,medium,0.8285,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 216.0, ""obb_cy"": 792.5000610351562, ""obb_w"": 117.81458282470703, ""obb_h"": 22.016422271728516, ""obb_theta"": -0.00862047541886568}","{""obb_cx"": 221.16741943359375, ""obb_cy"": 791.4714965820312, ""obb_w"": 123.03417205810547, ""obb_h"": 20.486764907836914, ""obb_theta"": -0.03005850315093994}",DOTA-v1.0,20
0.5270137786865234,1.2668916617842914,False,4.816999209498006,elongated,2000.000515294305,medium,0.9093,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 192.9429931640625, ""obb_cy"": 353.4314880371094, ""obb_w"": 98.15294647216797, ""obb_h"": 20.376367568969727, ""obb_theta"": -0.15342393517494202}","{""obb_cx"": 192.88580322265625, ""obb_cy"": 352.78814697265625, ""obb_w"": 99.41615295410156, ""obb_h"": 21.439163208007812, ""obb_theta"": -0.1313125044107437}",DOTA-v1.0,20
0.5268198847770691,3.1494728538955825,False,3.9312535432581313,elongated,1731.0003547477536,medium,0.6055,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 570.1446533203125, ""obb_cy"": 675.0707397460938, ""obb_w"": 20.983747482299805, ""obb_h"": 82.492431640625, ""obb_theta"": -1.4614778757095337}","{""obb_cx"": 571.26806640625, ""obb_cy"": 671.4347534179688, ""obb_w"": 99.0636978149414, ""obb_h"": 23.406665802001953, ""obb_theta"": 0.05434978008270264}",DOTA-v1.0,20
0.5151560306549072,1.284814931940051,False,4.57919441941485,elongated,2188.1896063465974,medium,0.8102,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 214.5, ""obb_cy"": 423.5, ""obb_w"": 100.10067749023438, ""obb_h"": 21.859888076782227, ""obb_theta"": -0.11291965842247009}","{""obb_cx"": 209.9545440673828, ""obb_cy"": 423.6384582519531, ""obb_w"": 116.60684967041016, ""obb_h"": 21.331714630126953, ""obb_theta"": -0.13534390926361084}",DOTA-v1.0,20
0.5123670697212219,4.285207694457173,False,2.3350084773112414,moderate,597.0001577728144,small,0.8204,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 92.57711791992188, ""obb_cy"": 880.5706176757812, ""obb_w"": 15.989798545837402, ""obb_h"": 37.3363151550293, ""obb_theta"": -0.1343214362859726}","{""obb_cx"": 92.72503662109375, ""obb_cy"": 880.0155639648438, ""obb_w"": 39.379329681396484, ""obb_h"": 18.436697006225586, ""obb_theta"": 1.5112658739089966}",DOTA-v1.0,20
0.5106073021888733,0.2368743755106272,False,4.377513475251752,elongated,2272.7111257447104,medium,0.7531,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 175.0, ""obb_cy"": 310.9999694824219, ""obb_w"": 99.74378967285156, ""obb_h"": 22.785490036010742, ""obb_theta"": -0.1463152915239334}","{""obb_cx"": 177.04046630859375, ""obb_cy"": 307.98614501953125, ""obb_w"": 98.66326141357422, ""obb_h"": 22.39763832092285, ""obb_theta"": -0.14218105375766754}",DOTA-v1.0,20
0.5098658800125122,1.5355196435890792,False,5.457953894526238,elongated,2640.0005053863424,medium,0.8261,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 214.27484130859375, ""obb_cy"": 747.5068969726562, ""obb_w"": 21.993131637573242, ""obb_h"": 120.0374984741211, ""obb_theta"": -1.5458015203475952}","{""obb_cx"": 220.70803833007812, ""obb_cy"": 747.128173828125, ""obb_w"": 118.90071868896484, ""obb_h"": 23.448963165283203, ""obb_theta"": -0.0018050670623779297}",DOTA-v1.0,20
0.5043255090713501,0.488624319546079,False,5.241887776673029,elongated,1702.6650974823133,medium,0.7484,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 425.5000305175781, ""obb_cy"": 137.5, ""obb_w"": 18.022737503051758, ""obb_h"": 94.4731674194336, ""obb_theta"": -0.03190406784415245}","{""obb_cx"": 424.3235778808594, ""obb_cy"": 136.99075317382812, ""obb_w"": 103.94268035888672, ""obb_h"": 21.889144897460938, ""obb_theta"": 1.5303641557693481}",DOTA-v1.0,20
0.5025399327278137,0.6597783445766605,False,5.451939429566007,elongated,2267.9996038334502,medium,0.935,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 206.482421875, ""obb_cy"": 503.0035705566406, ""obb_w"": 111.19800567626953, ""obb_h"": 20.396045684814453, ""obb_theta"": -0.19915921986103058}","{""obb_cx"": 206.35504150390625, ""obb_cy"": 503.40203857421875, ""obb_w"": 109.29183197021484, ""obb_h"": 21.141408920288086, ""obb_theta"": -0.21067452430725098}",DOTA-v1.0,20
0.5017296075820923,2.4116305129047824,False,4.767502285819542,elongated,1914.0000639232312,medium,0.7696,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 191.21710205078125, ""obb_cy"": 400.6415710449219, ""obb_w"": 95.52486419677734, ""obb_h"": 20.03666877746582, ""obb_theta"": -0.17891716957092285}","{""obb_cx"": 198.83648681640625, ""obb_cy"": 399.0005187988281, ""obb_w"": 101.0479965209961, ""obb_h"": 21.421321868896484, ""obb_theta"": -0.1368262767791748}",DOTA-v1.0,20
0.49461376667022705,0.01425893050881936,False,5.280701699705464,elongated,1900.4677293531859,medium,0.7602,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 563.5138549804688, ""obb_cy"": 535.7507934570312, ""obb_w"": 18.970746994018555, ""obb_h"": 100.1788558959961, ""obb_theta"": -1.515297770500183}","{""obb_cx"": 561.8524169921875, ""obb_cy"": 535.5843505859375, ""obb_w"": 118.10633087158203, ""obb_h"": 21.166885375976562, ""obb_theta"": 0.055249691009521484}",DOTA-v1.0,20
0.48377811908721924,5.276817233166094,False,2.028871366584239,moderate,781.2015214562416,small,0.7695,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 529.5001220703125, ""obb_cy"": 30.500009536743164, ""obb_w"": 19.62249755859375, ""obb_h"": 39.8115234375, ""obb_theta"": -1.363300085067749}","{""obb_cx"": 528.6273193359375, ""obb_cy"": 28.36294937133789, ""obb_w"": 39.9653205871582, ""obb_h"": 18.48435401916504, ""obb_theta"": 0.11539840698242188}",DOTA-v1.0,20
0.4827393591403961,0.10215898281522792,False,2.1229358857529914,moderate,544.9999452412158,small,0.8139,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 117.50776672363281, ""obb_cy"": 875.7644653320312, ""obb_w"": 16.02248191833496, ""obb_h"": 34.01470184326172, ""obb_theta"": -0.029403287917375565}","{""obb_cx"": 116.71800231933594, ""obb_cy"": 877.6591796875, ""obb_w"": 35.70341873168945, ""obb_h"": 17.317867279052734, ""obb_theta"": 1.5396100282669067}",DOTA-v1.0,20
0.4786469638347626,1.8574012160064444,False,5.621874874586014,elongated,2240.000033354154,medium,0.7142,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 572.62255859375, ""obb_cy"": 441.4610900878906, ""obb_w"": 112.21853637695312, ""obb_h"": 19.96105194091797, ""obb_theta"": -0.06241881102323532}","{""obb_cx"": 579.1289672851562, ""obb_cy"": 438.7121276855469, ""obb_w"": 103.78839874267578, ""obb_h"": 21.796247482299805, ""obb_theta"": -0.030001044273376465}",DOTA-v1.0,20
0.477032333612442,2.596086601630134,False,2.1336270990433293,moderate,680.9999543519807,small,0.6905,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 743.5950317382812, ""obb_cy"": 258.2969970703125, ""obb_w"": 38.11823654174805, ""obb_h"": 17.865463256835938, ""obb_theta"": -1.49201238155365}","{""obb_cx"": 740.7261352539062, ""obb_cy"": 257.2454528808594, ""obb_w"": 37.4172477722168, ""obb_h"": 17.933822631835938, ""obb_theta"": -1.5373226404190063}",DOTA-v1.0,20
0.4686208665370941,0.007837698915348398,False,4.655579732314886,elongated,1866.7967800325714,medium,0.8353,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 400.0, ""obb_cy"": 139.0, ""obb_w"": 20.024497985839844, ""obb_h"": 93.22564697265625, ""obb_theta"": -0.042984262108802795}","{""obb_cx"": 399.37896728515625, ""obb_cy"": 135.07220458984375, ""obb_w"": 103.31049346923828, ""obb_h"": 21.633716583251953, ""obb_theta"": 1.5276752710342407}",DOTA-v1.0,20
0.46088993549346924,0.23952726367294247,False,5.669274332858127,elongated,2301.0001174195495,medium,0.8391,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 574.3826904296875, ""obb_cy"": 342.44580078125, ""obb_w"": 114.21471405029297, ""obb_h"": 20.14626693725586, ""obb_theta"": -0.061326514929533005}","{""obb_cx"": 567.2444458007812, ""obb_cy"": 342.7182312011719, ""obb_w"": 108.41658020019531, ""obb_h"": 21.20581817626953, ""obb_theta"": -0.06550705432891846}",DOTA-v1.0,20
0.4558700919151306,0.7721825076134025,False,5.6535103473883686,elongated,2989.999183836102,medium,0.7364,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 211.82313537597656, ""obb_cy"": 890.5027465820312, ""obb_w"": 130.01535034179688, ""obb_h"": 22.997278213500977, ""obb_theta"": -0.015383402816951275}","{""obb_cx"": 218.43557739257812, ""obb_cy"": 889.6806640625, ""obb_w"": 130.78530883789062, ""obb_h"": 18.560558319091797, ""obb_theta"": -0.0019062756327912211}",DOTA-v1.0,20
0.4542177617549896,1.2582615043245686,False,5.012499763670763,elongated,2000.0001635514782,medium,0.8486,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 220.50125122070312, ""obb_cy"": 643.52490234375, ""obb_w"": 100.12492370605469, ""obb_h"": 19.975048065185547, ""obb_theta"": -0.04995839670300484}","{""obb_cx"": 224.30982971191406, ""obb_cy"": 642.6618041992188, ""obb_w"": 110.29228973388672, ""obb_h"": 19.990814208984375, ""obb_theta"": -0.07191920280456543}",DOTA-v1.0,20
0.44055652618408203,0.4403610788109396,False,4.000000396633337,elongated,1480.0001353293483,medium,0.709,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 157.50001525878906, ""obb_cy"": 245.5, ""obb_w"": 76.94154357910156, ""obb_h"": 19.235383987426758, ""obb_theta"": -0.15660187602043152}","{""obb_cx"": 163.0721893310547, ""obb_cy"": 243.42364501953125, ""obb_w"": 84.88507843017578, ""obb_h"": 23.58235740661621, ""obb_theta"": -0.1489161252975464}",DOTA-v1.0,20
0.4352177381515503,0.6643041986754401,False,2.4285714285714284,moderate,476.0,small,0.9451,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 811.0, ""obb_cy"": 267.0, ""obb_w"": 34.0, ""obb_h"": 14.0, ""obb_theta"": -1.5707963705062866}","{""obb_cx"": 811.1242065429688, ""obb_cy"": 267.43670654296875, ""obb_w"": 34.4622917175293, ""obb_h"": 13.603991508483887, ""obb_theta"": -1.5592020750045776}",DOTA-v1.0,20
0.4338076412677765,2.5435667726237514,False,4.829612396386926,elongated,2552.999991541001,medium,0.7187,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 205.81060791015625, ""obb_cy"": 704.0084228515625, ""obb_w"": 22.99160385131836, ""obb_h"": 111.04053497314453, ""obb_theta"": -1.5437759160995483}","{""obb_cx"": 218.7589111328125, ""obb_cy"": 704.0678100585938, ""obb_w"": 103.7138671875, ""obb_h"": 24.585264205932617, ""obb_theta"": -0.017373204231262207}",DOTA-v1.0,20
0.4303438365459442,3.2185443088522754,False,2.1942148966565873,moderate,500.00782119450014,small,0.9016,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 89.50001525878906, ""obb_cy"": 250.0, ""obb_w"": 15.095545768737793, ""obb_h"": 33.12287139892578, ""obb_theta"": -0.06241881102323532}","{""obb_cx"": 89.6374740600586, ""obb_cy"": 250.72799682617188, ""obb_w"": 33.76095962524414, ""obb_h"": 15.319402694702148, ""obb_theta"": 1.5645517110824585}",DOTA-v1.0,20
0.4278445541858673,0.3204630843468895,False,5.468309354056225,elongated,2272.000172835629,medium,0.8292,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 568.3541870117188, ""obb_cy"": 202.94204711914062, ""obb_w"": 111.46299743652344, ""obb_h"": 20.383447647094727, ""obb_theta"": -0.16219882667064667}","{""obb_cx"": 570.2572021484375, ""obb_cy"": 202.78623962402344, ""obb_w"": 103.87274932861328, ""obb_h"": 23.092262268066406, ""obb_theta"": -0.1677919626235962}",DOTA-v1.0,20
0.41408857703208923,0.3700594357878793,False,5.331057132523839,elongated,3075.00010381639,medium,0.7571,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 221.7186279296875, ""obb_cy"": 964.4948120117188, ""obb_w"": 128.03515625, ""obb_h"": 24.016841888427734, ""obb_theta"": -0.02343321032822132}","{""obb_cx"": 227.8333282470703, ""obb_cy"": 963.3444213867188, ""obb_w"": 127.31234741210938, ""obb_h"": 19.87175178527832, ""obb_theta"": -0.02989196591079235}",DOTA-v1.0,20
0.4112795293331146,0.06767458151354415,False,6.484674727275631,elongated,2609.9997114927974,medium,0.8228,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 214.614501953125, ""obb_cy"": 938.4763793945312, ""obb_w"": 130.0961151123047, ""obb_h"": 20.062088012695312, ""obb_theta"": -0.038442593067884445}","{""obb_cx"": 224.46383666992188, ""obb_cy"": 937.602294921875, ""obb_w"": 134.6353759765625, ""obb_h"": 19.500181198120117, ""obb_theta"": -0.03962373733520508}",DOTA-v1.0,20
0.4087887406349182,0.7533946248881477,False,5.010724180460213,elongated,1884.1544172424037,medium,0.853,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 197.50001525878906, ""obb_cy"": 376.0000305175781, ""obb_w"": 97.1646957397461, ""obb_h"": 19.391347885131836, ""obb_theta"": -0.15660186111927032}","{""obb_cx"": 197.1223602294922, ""obb_cy"": 376.28741455078125, ""obb_w"": 105.138427734375, ""obb_h"": 21.0048770904541, ""obb_theta"": -0.14345264434814453}",DOTA-v1.0,20
0.4072512686252594,2.4604761838673053,False,4.909547807944953,elongated,1790.999623906886,medium,0.7647,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 571.2778930664062, ""obb_cy"": 295.5286560058594, ""obb_w"": 93.77098846435547, ""obb_h"": 19.099720001220703, ""obb_theta"": -0.1283232420682907}","{""obb_cx"": 570.4293212890625, ""obb_cy"": 295.77178955078125, ""obb_w"": 105.67304992675781, ""obb_h"": 21.99040412902832, ""obb_theta"": -0.08537983149290085}",DOTA-v1.0,20
0.40718117356300354,2.116924925691657,False,2.2578945975205773,moderate,450.3314851388568,small,0.7374,small-vehicle,P0004__1024__0___0,"{""obb_cx"": 115.57451629638672, ""obb_cy"": 997.5829467773438, ""obb_w"": 31.887317657470703, ""obb_h"": 14.122589111328125, ""obb_theta"": -0.7328152060508728}","{""obb_cx"": 112.87960815429688, ""obb_cy"": 998.751953125, ""obb_w"": 36.86772155761719, ""obb_h"": 16.132835388183594, ""obb_theta"": -0.6958678960800171}",DOTA-v1.0,20
0.4003671705722809,1.3090647216573066,False,5.8090516595980874,elongated,2323.447820820438,medium,0.8284,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 211.0, ""obb_cy"": 868.5000610351562, ""obb_w"": 19.999256134033203, ""obb_h"": 116.17671203613281, ""obb_theta"": -1.5621757507324219}","{""obb_cx"": 217.9135284423828, ""obb_cy"": 868.2487182617188, ""obb_w"": 116.17829895019531, ""obb_h"": 21.024169921875, ""obb_theta"": -0.014226913452148438}",DOTA-v1.0,20
0.39869052171707153,2.1667263962511587,False,4.7695362472539955,elongated,3023.778540402418,medium,0.7287,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 201.00003051757812, ""obb_cy"": 452.0000305175781, ""obb_w"": 120.09172058105469, ""obb_h"": 25.178909301757812, ""obb_theta"": -0.12538911402225494}","{""obb_cx"": 202.88633728027344, ""obb_cy"": 448.519775390625, ""obb_w"": 124.71470642089844, ""obb_h"": 21.135080337524414, ""obb_theta"": -0.16320562362670898}",DOTA-v1.0,20
0.3965166211128235,0.8334462063507612,False,5.170163363150903,elongated,1721.2375068760011,medium,0.7863,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 332.0, ""obb_cy"": 129.99998474121094, ""obb_w"": 18.24602508544922, ""obb_h"": 94.33493041992188, ""obb_theta"": -0.14941570162773132}","{""obb_cx"": 330.4772033691406, ""obb_cy"": 128.02293395996094, ""obb_w"": 94.27652740478516, ""obb_h"": 22.242156982421875, ""obb_theta"": 1.4068342447280884}",DOTA-v1.0,20
0.39433491230010986,0.8612428849958259,False,5.723030765055052,elongated,2336.0005491813354,medium,0.7626,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 562.45166015625, ""obb_cy"": 319.9528503417969, ""obb_w"": 115.62440490722656, ""obb_h"": 20.203351974487305, ""obb_theta"": -0.10397154837846756}","{""obb_cx"": 572.749267578125, ""obb_cy"": 319.86456298828125, ""obb_w"": 104.06927490234375, ""obb_h"": 20.85928726196289, ""obb_theta"": -0.08894002437591553}",DOTA-v1.0,20
0.3886769711971283,0.11029944424606654,False,7.217484284462784,elongated,2344.999794976873,medium,0.8673,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 215.65362548828125, ""obb_cy"": 989.494140625, ""obb_w"": 130.0961151123047, ""obb_h"": 18.02513313293457, ""obb_theta"": -0.03844258561730385}","{""obb_cx"": 221.57391357421875, ""obb_cy"": 989.7550659179688, ""obb_w"": 128.26223754882812, ""obb_h"": 18.29743766784668, ""obb_theta"": -0.03651749715209007}",DOTA-v1.0,20
0.37369242310523987,0.7884903779994946,False,5.879589893977894,elongated,2355.1696174453245,medium,0.7483,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 228.00003051757812, ""obb_cy"": 667.0, ""obb_w"": 117.67510986328125, ""obb_h"": 20.014169692993164, ""obb_theta"": -0.017092352733016014}","{""obb_cx"": 234.96810913085938, ""obb_cy"": 666.9823608398438, ""obb_w"": 109.62791442871094, ""obb_h"": 24.025039672851562, ""obb_theta"": -0.030854105949401855}",DOTA-v1.0,20
0.37181994318962097,0.8546000991411654,False,4.3989825264394105,elongated,1978.5046069604577,medium,0.7021,large-vehicle,P0004__1024__0___0,"{""obb_cx"": 376.0090026855469, ""obb_cy"": 636.4249877929688, ""obb_w"": 93.29205322265625, ""obb_h"": 21.207643508911133, ""obb_theta"": -1.451796054840088}","{""obb_cx"": 374.5444030761719, ""obb_cy"": 639.7758178710938, ""obb_w"": 103.21133422851562, ""obb_h"": 27.30388069152832, ""obb_theta"": -1.4667116403579712}",DOTA-v1.0,20
