level,key,dataset,replicate,delta_nrc
unit,DIOR-R/22,DIOR-R,66,0.19219829794368304
unit,DIOR-R/22,DIOR-R,67,0.156063703138223
unit,DIOR-R/22,DIOR-R,68,0.16592689435233188
unit,DIOR-R/22,DIOR-R,69,0.1274067307725254
unit,DIOR-R/22,DIOR-R,70,0.15238653412281444
unit,DIOR-R/22,DIOR-R,71,0.1676905517476533
unit,DIOR-R/22,DIOR-R,72,0.1696741009264694
unit,DIOR-R/22,DIOR-R,73,0.15790757701379432
unit,DIOR-R/22,DIOR-R,74,0.1547091776439909
unit,DIOR-R/22,DIOR-R,75,0.15850435448353756
unit,DIOR-R/22,DIOR-R,76,0.14572455848694138
unit,DIOR-R/22,DIOR-R,77,0.17103106790254569
unit,DIOR-R/22,DIOR-R,78,0.1828846922786081
unit,DIOR-R/22,DIOR-R,79,0.18264134428968848
unit,DIOR-R/22,DIOR-R,80,0.15815933041997887
unit,DIOR-R/22,DIOR-R,81,0.15280918394750648
unit,DIOR-R/22,DIOR-R,82,0.12248503276478073
unit,DIOR-R/22,DIOR-R,83,0.16654312875755134
unit,DIOR-R/22,DIOR-R,84,0.1875500940650836
unit,DIOR-R/22,DIOR-R,85,0.16570469539557747
unit,DIOR-R/22,DIOR-R,86,0.14144243890230201
unit,DIOR-R/22,DIOR-R,87,0.1502820138435184
unit,DIOR-R/22,DIOR-R,88,0.15397490402714692
unit,DIOR-R/22,DIOR-R,89,0.16195190504084944
unit,DIOR-R/22,DIOR-R,90,0.1624340337161585
unit,DIOR-R/22,DIOR-R,91,0.16947694806818187
unit,DIOR-R/22,DIOR-R,92,0.12776845112023394
unit,DIOR-R/22,DIOR-R,93,0.1489605253043596
unit,DIOR-R/22,DIOR-R,94,0.15061657356478425
unit,DIOR-R/22,DIOR-R,95,0.17270112617986488
unit,DIOR-R/22,DIOR-R,96,0.15241545765778586
unit,DIOR-R/22,DIOR-R,97,0.14958373712731599
unit,DIOR-R/22,DIOR-R,98,0.15873062876692529
unit,DIOR-R/22,DIOR-R,99,0.16976856063322654
unit,DIOR-R/22,DIOR-R,100,0.17609097597448042
unit,DIOR-R/22,DIOR-R,101,0.17294348173314167
unit,DIOR-R/22,DIOR-R,102,0.18160696563619
unit,DIOR-R/22,DIOR-R,103,0.15175223536859112
unit,DIOR-R/22,DIOR-R,104,0.16503017789070462
unit,DIOR-R/22,DIOR-R,105,0.1415611141709341
unit,DIOR-R/22,DIOR-R,106,0.1704216204204887
unit,DIOR-R/22,DIOR-R,107,0.14425120622821036
unit,DIOR-R/22,DIOR-R,108,0.16230945703561567
unit,DIOR-R/22,DIOR-R,109,0.18178902942441372
unit,DIOR-R/22,DIOR-R,110,0.18859983199212138
unit,DIOR-R/22,DIOR-R,111,0.13055103725559675
unit,DIOR-R/22,DIOR-R,112,0.14709077137502719
unit,DIOR-R/22,DIOR-R,113,0.2021381499544423
unit,DIOR-R/22,DIOR-R,114,0.1814531217709302
unit,DIOR-R/22,DIOR-R,115,0.17869582198989514
unit,DIOR-R/22,DIOR-R,116,0.16270959662331513
unit,DIOR-R/22,DIOR-R,117,0.16423404483235998
unit,DIOR-R/22,DIOR-R,118,0.15059386504275374
unit,DIOR-R/22,DIOR-R,119,0.13925739932312725
unit,DIOR-R/22,DIOR-R,120,0.14314442862537297
unit,DIOR-R/22,DIOR-R,121,0.16720299551935125
unit,DIOR-R/22,DIOR-R,122,0.17620336187396862
unit,DIOR-R/22,DIOR-R,123,0.14710115958906594
unit,DIOR-R/22,DIOR-R,124,0.16518260811487784
unit,DIOR-R/22,DIOR-R,125,0.18018415429538504
unit,DIOR-R/22,DIOR-R,126,0.15860095614058894
unit,DIOR-R/22,DIOR-R,127,0.179392470552531
unit,DIOR-R/22,DIOR-R,128,0.1696785578673698
unit,DIOR-R/22,DIOR-R,129,0.1833524500958661
unit,DIOR-R/22,DIOR-R,130,0.16152383521616337
unit,DIOR-R/22,DIOR-R,131,0.1553904469791556
unit,DIOR-R/22,DIOR-R,132,0.14359249671013774
unit,DIOR-R/22,DIOR-R,133,0.17364610300143984
unit,DIOR-R/22,DIOR-R,134,0.13323763224994983
unit,DIOR-R/22,DIOR-R,135,0.12194031731913413
unit,DIOR-R/22,DIOR-R,136,0.14797635131680698
unit,DIOR-R/22,DIOR-R,137,0.17006529535191578
unit,DIOR-R/22,DIOR-R,138,0.13076143915366495
unit,DIOR-R/22,DIOR-R,139,0.13135579459138447
unit,DIOR-R/22,DIOR-R,140,0.1455871643600644
unit,DIOR-R/22,DIOR-R,141,0.14638610024069115
unit,DIOR-R/22,DIOR-R,142,0.15263667462985736
unit,DIOR-R/22,DIOR-R,143,0.16744601560007122
unit,DIOR-R/22,DIOR-R,144,0.16201680253789869
unit,DIOR-R/22,DIOR-R,145,0.16517234739917913
unit,DIOR-R/22,DIOR-R,146,0.1722545274462221
unit,DIOR-R/22,DIOR-R,147,0.1387074326502521
unit,DIOR-R/22,DIOR-R,148,0.1706042300381837
unit,DIOR-R/22,DIOR-R,149,0.19572898418224188
unit,DIOR-R/22,DIOR-R,150,0.16415502119930386
unit,DIOR-R/22,DIOR-R,151,0.16935725275011682
unit,DIOR-R/22,DIOR-R,152,0.17419893564004413
unit,DIOR-R/22,DIOR-R,153,0.1679710185143502
unit,DIOR-R/22,DIOR-R,154,0.1654424645921303
unit,DIOR-R/22,DIOR-R,155,0.138572286373631
unit,DIOR-R/22,DIOR-R,156,0.17157407539360514
unit,DIOR-R/22,DIOR-R,157,0.17679565269819358
unit,DIOR-R/22,DIOR-R,158,0.15600986318507604
unit,DIOR-R/22,DIOR-R,159,0.16033255165991428
unit,DIOR-R/22,DIOR-R,160,0.1440120134874875
unit,DIOR-R/22,DIOR-R,161,0.14584883782377112
unit,DIOR-R/22,DIOR-R,162,0.15627991702749489
unit,DIOR-R/22,DIOR-R,163,0.16109890625540135
unit,DIOR-R/22,DIOR-R,164,0.18074390534082702
unit,DIOR-R/22,DIOR-R,165,0.14054951678651095
unit,DIOR-R/22,DIOR-R,166,0.17900466423754152
unit,DIOR-R/22,DIOR-R,167,0.14162575851132675
unit,DIOR-R/22,DIOR-R,168,0.194570669023367
unit,DIOR-R/22,DIOR-R,169,0.15194819839792184
unit,DIOR-R/22,DIOR-R,170,0.13971744852819762
unit,DIOR-R/22,DIOR-R,171,0.1887282350062225
unit,DIOR-R/22,DIOR-R,172,0.1953129933764119
unit,DIOR-R/22,DIOR-R,173,0.1597388836980571
unit,DIOR-R/22,DIOR-R,174,0.14973683913625074
unit,DIOR-R/22,DIOR-R,175,0.14101376874920707
unit,DIOR-R/22,DIOR-R,176,0.17444025569952698
unit,DIOR-R/22,DIOR-R,177,0.18148635194241608
unit,DIOR-R/22,DIOR-R,178,0.15606510283842323
unit,DIOR-R/22,DIOR-R,179,0.12648966205263318
unit,DIOR-R/22,DIOR-R,180,0.12507485139859265
unit,DIOR-R/22,DIOR-R,181,0.16155023920066475
unit,DIOR-R/22,DIOR-R,182,0.1401143980355461
unit,DIOR-R/22,DIOR-R,183,0.13720087588633195
unit,DIOR-R/22,DIOR-R,184,0.1836211452021167
unit,DIOR-R/22,DIOR-R,185,0.14576420516207378
unit,DIOR-R/22,DIOR-R,186,0.16597370157647318
unit,DIOR-R/22,DIOR-R,187,0.1541421384902919
unit,DIOR-R/22,DIOR-R,188,0.16703659604609672
unit,DIOR-R/22,DIOR-R,189,0.17249650867105093
unit,DIOR-R/22,DIOR-R,190,0.15268047386598826
unit,DIOR-R/22,DIOR-R,191,0.19512345622472593
unit,DIOR-R/22,DIOR-R,192,0.17524416345972005
unit,DIOR-R/22,DIOR-R,193,0.15186804343266774
unit,DIOR-R/22,DIOR-R,194,0.12746577356464361
unit,DIOR-R/22,DIOR-R,195,0.12663399408145815
unit,DIOR-R/22,DIOR-R,196,0.18745013627996598
unit,DIOR-R/22,DIOR-R,197,0.17817148296367247
unit,DIOR-R/22,DIOR-R,198,0.12299847162179978
unit,DIOR-R/22,DIOR-R,199,0.16036962154327317
unit,DIOR-R/22,DIOR-R,200,0.11509140327466738
unit,DIOR-R/22,DIOR-R,201,0.16870119871806455
unit,DIOR-R/22,DIOR-R,202,0.14908225384246443
unit,DIOR-R/22,DIOR-R,203,0.14775122139392566
unit,DIOR-R/22,DIOR-R,204,0.14742316518690712
unit,DIOR-R/22,DIOR-R,205,0.1643358988772809
unit,DIOR-R/22,DIOR-R,206,0.14581427106189782
unit,DIOR-R/22,DIOR-R,207,0.16584761426771916
unit,DIOR-R/22,DIOR-R,208,0.18237320608497548
unit,DIOR-R/22,DIOR-R,209,0.1497800556327134
unit,DIOR-R/22,DIOR-R,210,0.18218069654168556
unit,DIOR-R/22,DIOR-R,211,0.1941813423356356
unit,DIOR-R/22,DIOR-R,212,0.15960233060551055
unit,DIOR-R/22,DIOR-R,213,0.1554041235835757
unit,DIOR-R/22,DIOR-R,214,0.18831463602477944
unit,DIOR-R/22,DIOR-R,215,0.1408346328198351
unit,DIOR-R/22,DIOR-R,216,0.17618844472477047
unit,DIOR-R/22,DIOR-R,217,0.17608622867939122
unit,DIOR-R/22,DIOR-R,218,0.13890099495278768
unit,DIOR-R/22,DIOR-R,219,0.17547064889786534
unit,DIOR-R/22,DIOR-R,220,0.14145137536266406
unit,DIOR-R/22,DIOR-R,221,0.17732403300612215
unit,DIOR-R/22,DIOR-R,222,0.21411413455584494
unit,DIOR-R/22,DIOR-R,223,0.16853448631433865
unit,DIOR-R/22,DIOR-R,224,0.17838678562422827
unit,DIOR-R/22,DIOR-R,225,0.17484140545508137
unit,DIOR-R/22,DIOR-R,226,0.154924432620682
unit,DIOR-R/22,DIOR-R,227,0.16136566357225257
unit,DIOR-R/22,DIOR-R,228,0.19240089803110455
unit,DIOR-R/22,DIOR-R,229,0.13698847322276703
unit,DIOR-R/22,DIOR-R,230,0.16939184256679574
unit,DIOR-R/22,DIOR-R,231,0.1083679774381327
unit,DIOR-R/22,DIOR-R,232,0.1670459388211301
unit,DIOR-R/22,DIOR-R,233,0.1656740473129344
unit,DIOR-R/22,DIOR-R,234,0.17782324902215818
unit,DIOR-R/22,DIOR-R,235,0.14578256117043226
unit,DIOR-R/22,DIOR-R,236,0.16295145997626004
unit,DIOR-R/22,DIOR-R,237,0.14799061481868925
unit,DIOR-R/22,DIOR-R,238,0.1605977038624533
unit,DIOR-R/22,DIOR-R,239,0.17606981571996738
unit,DIOR-R/22,DIOR-R,240,0.1841455007941879
unit,DIOR-R/22,DIOR-R,241,0.15402287441361956
unit,DIOR-R/22,DIOR-R,242,0.15187223993219728
unit,DIOR-R/22,DIOR-R,243,0.16070521394876885
unit,DIOR-R/22,DIOR-R,244,0.1577963217046845
unit,DIOR-R/22,DIOR-R,245,0.17634967586944023
unit,DIOR-R/22,DIOR-R,246,0.16965065853899847
unit,DIOR-R/22,DIOR-R,247,0.13121418370674592
unit,DIOR-R/22,DIOR-R,248,0.15246217517368776
unit,DIOR-R/22,DIOR-R,249,0.1813612033098423
unit,DIOR-R/22,DIOR-R,250,0.15693196852038827
unit,DIOR-R/22,DIOR-R,251,0.15285788365661213
unit,DIOR-R/22,DIOR-R,252,0.15727382977491267
unit,DIOR-R/22,DIOR-R,253,0.1548264684038248
unit,DIOR-R/22,DIOR-R,254,0.15405046720379845
unit,DIOR-R/22,DIOR-R,255,0.16024645255232994
unit,DIOR-R/22,DIOR-R,256,0.1588945611549052
unit,DIOR-R/22,DIOR-R,257,0.14187241207488627
unit,DIOR-R/22,DIOR-R,258,0.15160581881748614
unit,DIOR-R/22,DIOR-R,259,0.18722858186197022
unit,DIOR-R/22,DIOR-R,260,0.15123501558315466
unit,DIOR-R/22,DIOR-R,261,0.16261690995162398
unit,DIOR-R/22,DIOR-R,262,0.17774310955119654
unit,DIOR-R/22,DIOR-R,263,0.16277366158204493
unit,DIOR-R/22,DIOR-R,264,0.16312926314694648
unit,DIOR-R/22,DIOR-R,265,0.1634960357064239
unit,DIOR-R/22,DIOR-R,266,0.19667421242278765
unit,DIOR-R/22,DIOR-R,267,0.16071119692145863
unit,DIOR-R/22,DIOR-R,268,0.13157310299678876
unit,DIOR-R/22,DIOR-R,269,0.15207467439196853
unit,DIOR-R/22,DIOR-R,270,0.1561891555327679
unit,DIOR-R/22,DIOR-R,271,0.13257045875455625
unit,DIOR-R/22,DIOR-R,272,0.15054403155414264
unit,DIOR-R/22,DIOR-R,273,0.18104178576109248
unit,DIOR-R/22,DIOR-R,274,0.18114941249531602
unit,DIOR-R/22,DIOR-R,275,0.15598540930754945
unit,DIOR-R/22,DIOR-R,276,0.17151842760971853
unit,DIOR-R/22,DIOR-R,277,0.15149423898064102
unit,DIOR-R/22,DIOR-R,278,0.1601656870036508
unit,DIOR-R/22,DIOR-R,279,0.1719111799411735
unit,DIOR-R/22,DIOR-R,280,0.19180234269215413
unit,DIOR-R/22,DIOR-R,281,0.16755216120752686
unit,DIOR-R/22,DIOR-R,282,0.15900431406352222
unit,DIOR-R/22,DIOR-R,283,0.1323141322926356
unit,DIOR-R/22,DIOR-R,284,0.16429512768293048
unit,DIOR-R/22,DIOR-R,285,0.18087326007657956
unit,DIOR-R/22,DIOR-R,286,0.16474911726045532
unit,DIOR-R/22,DIOR-R,287,0.1723063937739463
unit,DIOR-R/22,DIOR-R,288,0.15473039431757535
unit,DIOR-R/22,DIOR-R,289,0.13230122153307428
unit,DIOR-R/22,DIOR-R,290,0.15525909970942903
unit,DIOR-R/22,DIOR-R,291,0.15119166710347892
unit,DIOR-R/22,DIOR-R,292,0.14711996303868247
unit,DIOR-R/22,DIOR-R,293,0.16880514042661587
unit,DIOR-R/22,DIOR-R,294,0.13765501133568253
unit,DIOR-R/22,DIOR-R,295,0.1638381185631828
unit,DIOR-R/22,DIOR-R,296,0.18402371004111612
unit,DIOR-R/22,DIOR-R,297,0.1309776814029846
unit,DIOR-R/22,DIOR-R,298,0.1743191248838934
unit,DIOR-R/22,DIOR-R,299,0.17674319320408943
unit,DIOR-R/22,DIOR-R,300,0.17419820045964796
unit,DIOR-R/22,DIOR-R,301,0.17502399810464092
unit,DIOR-R/22,DIOR-R,302,0.15051945812606898
unit,DIOR-R/22,DIOR-R,303,0.1583151289236801
unit,DIOR-R/22,DIOR-R,304,0.15469520001961928
unit,DIOR-R/22,DIOR-R,305,0.141044529311114
unit,DIOR-R/22,DIOR-R,306,0.1959742902129889
unit,DIOR-R/22,DIOR-R,307,0.15934836084395954
unit,DIOR-R/22,DIOR-R,308,0.19546881763052282
unit,DIOR-R/22,DIOR-R,309,0.14751038312492665
unit,DIOR-R/22,DIOR-R,310,0.1836707229750219
unit,DIOR-R/22,DIOR-R,311,0.14870687156288737
unit,DIOR-R/22,DIOR-R,312,0.17178253355153789
unit,DIOR-R/22,DIOR-R,313,0.15152108287625704
unit,DIOR-R/22,DIOR-R,314,0.13268281960144607
unit,DIOR-R/22,DIOR-R,315,0.15404622852923072
unit,DIOR-R/22,DIOR-R,316,0.15817274148764526
unit,DIOR-R/22,DIOR-R,317,0.19505761747838413
unit,DIOR-R/22,DIOR-R,318,0.17445590560035307
unit,DIOR-R/22,DIOR-R,319,0.16943318060711976
unit,DIOR-R/22,DIOR-R,320,0.17345263708566244
unit,DIOR-R/22,DIOR-R,321,0.1428213489984363
unit,DIOR-R/22,DIOR-R,322,0.1569649034397545
unit,DIOR-R/22,DIOR-R,323,0.14846017782258036
unit,DIOR-R/22,DIOR-R,324,0.14902627798738177
unit,DIOR-R/22,DIOR-R,325,0.1525841805839364
unit,DIOR-R/22,DIOR-R,326,0.16932685429981692
unit,DIOR-R/22,DIOR-R,327,0.16012012893174832
unit,DIOR-R/22,DIOR-R,328,0.15999967994984393
unit,DIOR-R/22,DIOR-R,329,0.15196893580527104
unit,DIOR-R/22,DIOR-R,330,0.18036908859060913
unit,DIOR-R/22,DIOR-R,331,0.20678921474998524
unit,DIOR-R/22,DIOR-R,332,0.15880729103902586
unit,DIOR-R/22,DIOR-R,333,0.16232263033150068
unit,DIOR-R/22,DIOR-R,334,0.17958818536720578
unit,DIOR-R/22,DIOR-R,335,0.18506823835538633
unit,DIOR-R/22,DIOR-R,336,0.1658638624748588
unit,DIOR-R/22,DIOR-R,337,0.16729898981487168
unit,DIOR-R/22,DIOR-R,338,0.18957037586505082
unit,DIOR-R/22,DIOR-R,339,0.16205977033392055
unit,DIOR-R/22,DIOR-R,340,0.18209189597116177
unit,DIOR-R/22,DIOR-R,341,0.1646582625036101
unit,DIOR-R/22,DIOR-R,342,0.14506352255822175
unit,DIOR-R/22,DIOR-R,343,0.19300043351045837
unit,DIOR-R/22,DIOR-R,344,0.1672133878131467
unit,DIOR-R/22,DIOR-R,345,0.1736923904139145
unit,DIOR-R/22,DIOR-R,346,0.15765419712220807
unit,DIOR-R/22,DIOR-R,347,0.167272569719066
unit,DIOR-R/22,DIOR-R,348,0.15313672485721824
unit,DIOR-R/22,DIOR-R,349,0.14311910847150777
unit,DIOR-R/22,DIOR-R,350,0.13328427414722266
unit,DIOR-R/22,DIOR-R,351,0.1441738415784964
unit,DIOR-R/22,DIOR-R,352,0.14170886146977862
unit,DIOR-R/22,DIOR-R,353,0.12034995484313804
unit,DIOR-R/22,DIOR-R,354,0.14021343323380936
unit,DIOR-R/22,DIOR-R,355,0.16458397002850444
unit,DIOR-R/22,DIOR-R,356,0.13155802205115485
unit,DIOR-R/22,DIOR-R,357,0.16071463569606914
unit,DIOR-R/22,DIOR-R,358,0.1639003419700208
unit,DIOR-R/22,DIOR-R,359,0.14961458626607693
unit,DIOR-R/22,DIOR-R,360,0.17187188228992412
unit,DIOR-R/22,DIOR-R,361,0.16359871445538693
unit,DIOR-R/22,DIOR-R,362,0.1212421605746633
unit,DIOR-R/22,DIOR-R,363,0.15148808523035018
unit,DIOR-R/22,DIOR-R,364,0.18088968232357827
unit,DIOR-R/22,DIOR-R,365,0.18480165173935525
unit,DIOR-R/22,DIOR-R,366,0.17929027701669187
unit,DIOR-R/22,DIOR-R,367,0.16764870746252442
unit,DIOR-R/22,DIOR-R,368,0.17880401396657963
unit,DIOR-R/22,DIOR-R,369,0.1664805433356708
unit,DIOR-R/22,DIOR-R,370,0.14846696935579018
unit,DIOR-R/22,DIOR-R,371,0.13966038437058054
unit,DIOR-R/22,DIOR-R,372,0.16315510739081068
unit,DIOR-R/22,DIOR-R,373,0.16616268012305013
unit,DIOR-R/22,DIOR-R,374,0.1874729775881892
unit,DIOR-R/22,DIOR-R,375,0.2032181778556359
unit,DIOR-R/22,DIOR-R,376,0.14530550310279355
unit,DIOR-R/22,DIOR-R,377,0.16506754755635827
unit,DIOR-R/22,DIOR-R,378,0.14299428862679736
unit,DIOR-R/22,DIOR-R,379,0.1783299398498897
unit,DIOR-R/22,DIOR-R,380,0.1648478214943136
unit,DIOR-R/22,DIOR-R,381,0.1821260676792864
unit,DIOR-R/22,DIOR-R,382,0.172517652638995
unit,DIOR-R/22,DIOR-R,383,0.1531409905398305
unit,DIOR-R/22,DIOR-R,384,0.18208129857254107
unit,DIOR-R/22,DIOR-R,385,0.16856892877647806
unit,DIOR-R/22,DIOR-R,386,0.15307312404474327
unit,DIOR-R/22,DIOR-R,387,0.16176174473364668
unit,DIOR-R/22,DIOR-R,388,0.16934452696919605
unit,DIOR-R/22,DIOR-R,389,0.13869291923159038
unit,DIOR-R/22,DIOR-R,390,0.1725267360068512
unit,DIOR-R/22,DIOR-R,391,0.1095270753965853
unit,DIOR-R/22,DIOR-R,392,0.15076779232536025
unit,DIOR-R/22,DIOR-R,393,0.15959373792825887
unit,DIOR-R/22,DIOR-R,394,0.17766661077192308
unit,DIOR-R/22,DIOR-R,395,0.1825412530062444
unit,DIOR-R/22,DIOR-R,396,0.17612845803187877
unit,DIOR-R/22,DIOR-R,397,0.17159662887437094
unit,DIOR-R/22,DIOR-R,398,0.12691246989295157
unit,DIOR-R/22,DIOR-R,399,0.17259419838824736
unit,DIOR-R/22,DIOR-R,400,0.16077625843000204
unit,DIOR-R/22,DIOR-R,401,0.13847886435835938
unit,DIOR-R/22,DIOR-R,402,0.1444632517019534
unit,DIOR-R/22,DIOR-R,403,0.1705744257507371
unit,DIOR-R/22,DIOR-R,404,0.1631761287965563
unit,DIOR-R/22,DIOR-R,405,0.17929353832343636
unit,DIOR-R/22,DIOR-R,406,0.1747055385233982
unit,DIOR-R/22,DIOR-R,407,0.17868776549328058
unit,DIOR-R/22,DIOR-R,408,0.14500803078597174
unit,DIOR-R/22,DIOR-R,409,0.15219821986155146
unit,DIOR-R/22,DIOR-R,410,0.13906340791966298
unit,DIOR-R/22,DIOR-R,411,0.1723027513475896
unit,DIOR-R/22,DIOR-R,412,0.18983695575711917
unit,DIOR-R/22,DIOR-R,413,0.1995679167063807
unit,DIOR-R/22,DIOR-R,414,0.12792588353556011
unit,DIOR-R/22,DIOR-R,415,0.14999863904481953
unit,DIOR-R/22,DIOR-R,416,0.13968904525594533
unit,DIOR-R/22,DIOR-R,417,0.14521245214951956
unit,DIOR-R/22,DIOR-R,418,0.1504147681710622
unit,DIOR-R/22,DIOR-R,419,0.15423661631783964
unit,DIOR-R/22,DIOR-R,420,0.14322487162006098
unit,DIOR-R/22,DIOR-R,421,0.14137944347186737
unit,DIOR-R/22,DIOR-R,422,0.14255556842828693
unit,DIOR-R/22,DIOR-R,423,0.18134185901049288
unit,DIOR-R/22,DIOR-R,424,0.17358939043352584
unit,DIOR-R/22,DIOR-R,425,0.1425888999544731
unit,DIOR-R/22,DIOR-R,426,0.1352513672551568
unit,DIOR-R/22,DIOR-R,427,0.15505748578710737
unit,DIOR-R/22,DIOR-R,428,0.168174741134963
unit,DIOR-R/22,DIOR-R,429,0.16807099981526824
unit,DIOR-R/22,DIOR-R,430,0.16715391442004723
unit,DIOR-R/22,DIOR-R,431,0.1574045752689207
unit,DIOR-R/22,DIOR-R,432,0.134075106804335
unit,DIOR-R/22,DIOR-R,433,0.1559470351556903
unit,DIOR-R/22,DIOR-R,434,0.13834738268128316
unit,DIOR-R/22,DIOR-R,435,0.17340211658574284
unit,DIOR-R/22,DIOR-R,436,0.1431600946103641
unit,DIOR-R/22,DIOR-R,437,0.1639927877879957
unit,DIOR-R/22,DIOR-R,438,0.17297999190952423
unit,DIOR-R/22,DIOR-R,439,0.1554775797051935
unit,DIOR-R/22,DIOR-R,440,0.152325788755603
unit,DIOR-R/22,DIOR-R,441,0.1828701465097301
unit,DIOR-R/22,DIOR-R,442,0.17854023025350474
unit,DIOR-R/22,DIOR-R,443,0.16859459364526014
unit,DIOR-R/22,DIOR-R,444,0.14657840107471154
unit,DIOR-R/22,DIOR-R,445,0.16377010926474755
unit,DIOR-R/22,DIOR-R,446,0.18487295799605968
unit,DIOR-R/22,DIOR-R,447,0.13159957182907606
unit,DIOR-R/22,DIOR-R,448,0.1978661308088998
unit,DIOR-R/22,DIOR-R,449,0.1669758057512552
unit,DIOR-R/22,DIOR-R,450,0.14606226007930057
unit,DIOR-R/22,DIOR-R,451,0.17636757442869355
unit,DIOR-R/22,DIOR-R,452,0.14654315109690708
unit,DIOR-R/22,DIOR-R,453,0.17982251346440475
unit,DIOR-R/22,DIOR-R,454,0.15728376985587772
unit,DIOR-R/22,DIOR-R,455,0.14436634695639333
unit,DIOR-R/22,DIOR-R,456,0.18205744468513613
unit,DIOR-R/22,DIOR-R,457,0.16563972909038238
unit,DIOR-R/22,DIOR-R,458,0.16405498524234613
unit,DIOR-R/22,DIOR-R,459,0.13415165464013995
unit,DIOR-R/22,DIOR-R,460,0.1432837562558701
unit,DIOR-R/22,DIOR-R,461,0.15636087293987183
unit,DIOR-R/22,DIOR-R,462,0.1446307526994537
unit,DIOR-R/22,DIOR-R,463,0.14315082977193783
unit,DIOR-R/22,DIOR-R,464,0.16673976621912961
