relative_path,bytes,sha256,self_reference
resource_logs/validator_strict_fit.json,181652,27b83d4059f6967e3189af3808ef542f0bb18c61a3594bcd0f599d694e489c3a,False
resource_logs/validator_strict_interval.json,8105,674d618844ad60842a0947ce1cb8e4c748eec96880823d54ff5e01c1be7c0d09,False
validation/bundle_validation.json,179,764b5962c9e252225058249e2aea65ffab42f3a6f648225cd91f5aac5a7b685a,False
validation/validation.json,735,289c9067785d977e87d6eceabd48ad464548d4f56e071a610558ab9b424d1fb8,False
validator_recompute/bootstrap_replicates.parquet,4636303,a1b5ec27be1694792d082608a8c30b94565e938f1b422aaed7a7f21d5da09147,False
validator_recompute/common_support.jsonl,162246,495ca992d277d1aa3a82f7d00b59f5a1857d65c72795b7b01b6f6f12d503c99e,False
validator_recompute/fit_ledger.jsonl,36513,e11d5c8c3223c3860843f57601fc6f399039df267d1aeb1a0dbf79223d577dc9,False
validator_recompute/interval_predictions.parquet,13559508,adcdbf5fc8c19049a9efa3e9fb2b399e3c6d4c19ddaebe9b974e58e2d04ac8ee,False
validator_recompute/judgment_final.json,318,5c75e89d7e291e414f6f407a4216e2e6f5bd1597613e7902190fed3ddd964ba2,False
validator_recompute/judgment_t2.json,373,1fcd098aab7f4c7789af22a682cb4f1f6fc46069ee31813f5f2b5e25ddfa08d8,False
validator_recompute/multiplicities/HOdata_ABC_to_D.npz,4378628,cd6e36a3364f5aa476f8f7206024990265dd1b74fdeb7ab48aea34d308f40e3d,False
validator_recompute/multiplicities/HOdata_ABC_to_E.npz,2764941,f2ea70e90cbe523667a07c75e71499c22ba0640520e42cae46d750816604d1a9,False
validator_recompute/multiplicities/HOdata_ABC_to_F.npz,2747129,a233c52bbf306232f54f871b37dd96402b1b2db9c0987c257e4234e93c9b096c,False
validator_recompute/multiplicities/HOdata_ABC_to_G.npz,2122169,5f5c48c1715119fbf925b22228740e9e3f8267db3d002b3460cd9a8e34db3bfe,False
validator_recompute/multiplicities/HOdata_ABC_to_H.npz,2134882,ab60e7688ddc89e73e00c30e4040dbf75127385c22f033f59b7216c739c4394d,False
validator_recompute/multiplicities/HOdet_A_to_B.npz,32397220,ace640eb979256fe0b83ef96fac90fe017a2b05b4016af99aa7f3c5ec365c016,False
validator_recompute/multiplicities/HOdet_A_to_C.npz,32814263,391b43a7707df382f8d53c24852f6a21299ae8f96bcc8cb4a16e952b28087aa5,False
validator_recompute/multiplicities/HOdet_BC_to_A.npz,31932031,637b7ee3bfdaf0c60cfd67d66079028e97ca14a7f9f97677e7e1ebf2842ccec6,False
validator_recompute/prediction_seal.json,496,86eb4996069f737dfb7841fca15a1f566c3167b5ecab01b2a21d8f02d7f530fe,False
validator_recompute/source_oof_predictions.parquet,17344547,b1612744ff750d452d8fbc30d3d136eb7abf331e34cb841473f1a63ff4dd5736,False
validator_recompute/t2_evidence_increment.csv,4550,852f1f6e08680d86507ac31d25dd8b09d4de0c192b53049ac6e4aec8d50e39d3,False
validator_recompute/t3_interval_validity.csv,3953,860ca4af5d8e97203d6c12a345d9d70d31835a71125efa5c39074f4594fde636,False
validator_recompute/t3_set_gain.csv,1285,bbeab850253b4620aed4f5e09bcd417f557955c981c39c09726e981ccadd1907,False
validator_recompute/target_predictions_common_support.parquet,19102044,46569921e3e429b666a78dc9ae1138d03d7e82bc449d5e0f08dac3bf3d0e095e,False
views/phase_guard.json,286,65b488d154fff464915d85386aeea7aaf4344fce4c5a0e1855423474413ceeae,False
views/source_labeled_A.parquet,3160312,d8a4a04bac204cbb31661d481e7ba800a23fb4a13d30f07abeacf6709052ad86,False
views/source_labeled_ABC.parquet,9530910,1dbd31465b632eef58890fa8a428f0fca42ad30e73621e4e50c70ea770d44615,False
views/source_labeled_BC.parquet,6667254,4fc8f8cb22e2d3650ce5a8b922c8ec8840ef457381be115ceda084c91f3342b7,False
views/target_covariates_HOdata_ABC_to_D.parquet,1372265,59c93fbe1e862c2d9ded22aae959334eea5935f4b6ff442e52819b15fc1a368c,False
views/target_covariates_HOdata_ABC_to_E.parquet,7898951,e5fc6ad8418a57b4870402f91f9bc129370de8466e62a7b6d03e9191856da80c,False
views/target_covariates_HOdata_ABC_to_F.parquet,9065866,37cf49bc95da72536bf4d08a7b4c6a7a7ee8c2152808f7e953ce69a724581bd0,False
views/target_covariates_HOdata_ABC_to_G.parquet,2437665,1e2c00d3ab7f0ce51e885c20349ebc29d9a32708a276a166d7cfd98148aeea9d,False
views/target_covariates_HOdata_ABC_to_H.parquet,2598821,6c32d44888b67d4477c11fbe1b74830040c269f42518dd63d589d2a6702651ee,False
views/target_covariates_HOdet_A_to_B.parquet,2486680,f9dd4dd88a327ec286ee6900badd4c233e27e92d404266b5b1efd5ffd5e68686,False
views/target_covariates_HOdet_A_to_C.parquet,2555546,39be2776652cc4dcddbdf8c82e0c537ee10b6a01202b82676c8e8c897b9e0765,False
views/target_covariates_HOdet_BC_to_A.parquet,2352816,f91ded18cb22875435961b0c0f6ac01a50ed3ea7cc4efc2b7f457ec3cb9882bc,False
views/target_evaluation_labels_HOdata_ABC_to_D.parquet,630508,2673dc935562d7c4ae93a025a65d0feb83f8a2fff810900ebb802abdcbf63493,False
views/target_evaluation_labels_HOdata_ABC_to_E.parquet,3445134,69536a8db918c499d79d0c14f294d26d7b72b5faeddf0cb42dabbab6f4f22ec7,False
views/target_evaluation_labels_HOdata_ABC_to_F.parquet,4034020,50ea7586d2a2e9a728132e956763dee8e521663e8e9bc77d13f6ec0c4d29efcf,False
views/target_evaluation_labels_HOdata_ABC_to_G.parquet,1111332,786287993be923e120565444cf9f040fb9f8384d0c198bfcf7e51602702703f4,False
views/target_evaluation_labels_HOdata_ABC_to_H.parquet,1174959,244a13663447e62a67972cd215237b6cc233c541bec51afbb7d12746f5df35cd,False
views/target_evaluation_labels_HOdet_A_to_B.parquet,1133478,6d7f09ce49f2cf3190e84ffdff152641c21aa531382e8158101573259bfbbfa7,False
views/target_evaluation_labels_HOdet_A_to_C.parquet,1139311,a1b637835d0dfbd3d9f3fdb050220bed8d64b703d4ea220cc2a47665df4dfd03,False
views/target_evaluation_labels_HOdet_BC_to_A.parquet,1037239,4614fd3ab13b1e6f04aeb18f14fbd611ec1fba32f05d953a26ae52ab29f16ee9,False
views/view_manifest.json,5695,bd16667526412d6d22e1a13df638832fcda27a599350e8b4441df6f35da6f2b2,False
bundle_manifest.csv,N/A_SELF_REFERENCE,N/A_SELF_REFERENCE,True
