level,key,replicate,delta_nrc
unit,DIOR-R/22,391,0.16986335844927086
unit,DIOR-R/22,392,0.14814186658060446
unit,DIOR-R/22,393,0.1637162314769341
unit,DIOR-R/22,394,0.14550801929917967
unit,DIOR-R/22,395,0.15389603553174663
unit,DIOR-R/22,396,0.11073371313725172
unit,DIOR-R/22,397,0.13674957408744992
unit,DIOR-R/22,398,0.1743512658505117
unit,DIOR-R/22,399,0.12132280596475598
unit,DIOR-R/22,400,0.17404171945703467
unit,DIOR-R/22,401,0.14028722520916703
unit,DIOR-R/22,402,0.138835644028594
unit,DIOR-R/22,403,0.14611908082793235
unit,DIOR-R/22,404,0.13544820481095748
unit,DIOR-R/22,405,0.1844728069998951
unit,DIOR-R/22,406,0.14778710675840845
unit,DIOR-R/22,407,0.2110863323561757
unit,DIOR-R/22,408,0.14100561604318756
unit,DIOR-R/22,409,0.18403022903234734
unit,DIOR-R/22,410,0.16234390765660073
unit,DIOR-R/22,411,0.15625651286126457
unit,DIOR-R/22,412,0.1559826103399652
unit,DIOR-R/22,413,0.1842138420173427
unit,DIOR-R/22,414,0.1650650183307507
unit,DIOR-R/22,415,0.1368938108895867
unit,DIOR-R/22,416,0.14468762871329244
unit,DIOR-R/22,417,0.16459120637230518
unit,DIOR-R/22,418,0.1449214449158246
unit,DIOR-R/22,419,0.15881810602004248
unit,DIOR-R/22,420,0.13487426852876022
unit,DIOR-R/22,421,0.15175488707094026
unit,DIOR-R/22,422,0.15402049422269704
unit,DIOR-R/22,423,0.19478199020957682
unit,DIOR-R/22,424,0.17886151692158703
unit,DIOR-R/22,425,0.12435088702951475
unit,DIOR-R/22,426,0.15031066476638233
unit,DIOR-R/22,427,0.15300853226974853
unit,DIOR-R/22,428,0.17899018499750158
unit,DIOR-R/22,429,0.17979341242089186
unit,DIOR-R/22,430,0.14032592327932225
unit,DIOR-R/22,431,0.18015900755931796
unit,DIOR-R/22,432,0.16461498517858864
unit,DIOR-R/22,433,0.18034388214645153
unit,DIOR-R/22,434,0.15012312408623651
unit,DIOR-R/22,435,0.18611734483640346
unit,DIOR-R/22,436,0.18876714332608646
unit,DIOR-R/22,437,0.14725556415617735
unit,DIOR-R/22,438,0.138325776527135
unit,DIOR-R/22,439,0.18136102022098705
unit,DIOR-R/22,440,0.14509785683298848
unit,DIOR-R/22,441,0.1481995175736892
unit,DIOR-R/22,442,0.15821666258577394
unit,DIOR-R/22,443,0.2131076070106207
unit,DIOR-R/22,444,0.15537727130705142
unit,DIOR-R/22,445,0.16915684737479897
unit,DIOR-R/22,446,0.1399909286362373
unit,DIOR-R/22,447,0.15812040277892858
unit,DIOR-R/22,448,0.139629941272308
unit,DIOR-R/22,449,0.19210265409886845
unit,DIOR-R/22,450,0.13957956155032403
unit,DIOR-R/22,451,0.17586449338277033
unit,DIOR-R/22,452,0.13763883360540213
unit,DIOR-R/22,453,0.13959852519012306
unit,DIOR-R/22,454,0.17525286723791333
unit,DIOR-R/22,455,0.17830426691403484
unit,DIOR-R/22,456,0.12482308562683564
unit,DIOR-R/22,457,0.1864141243446037
unit,DIOR-R/22,458,0.17381741766863756
unit,DIOR-R/22,459,0.13769568563130224
unit,DIOR-R/22,460,0.16093196451008646
unit,DIOR-R/22,461,0.1403422327404667
unit,DIOR-R/22,462,0.13694704049133782
unit,DIOR-R/22,463,0.1539938037184876
unit,DIOR-R/22,464,0.1749328617457227
unit,DIOR-R/22,465,0.15215563983179703
unit,DIOR-R/22,466,0.13821455770456892
unit,DIOR-R/22,467,0.17634864196701638
unit,DIOR-R/22,468,0.16683607701909298
unit,DIOR-R/22,469,0.1334212105334427
unit,DIOR-R/22,470,0.17733516835503865
unit,DIOR-R/22,471,0.15164075692346707
unit,DIOR-R/22,472,0.13914337270607646
unit,DIOR-R/22,473,0.15780330165159434
unit,DIOR-R/22,474,0.18654483853788434
unit,DIOR-R/22,475,0.15104453200896473
unit,DIOR-R/22,476,0.14406221032909317
unit,DIOR-R/22,477,0.1678933456752193
unit,DIOR-R/22,478,0.15142594195523373
unit,DIOR-R/22,479,0.16260446783251448
unit,DIOR-R/22,480,0.18284289082482374
unit,DIOR-R/22,481,0.15756152664804918
unit,DIOR-R/22,482,0.17188515550906902
unit,DIOR-R/22,483,0.13635774189557015
unit,DIOR-R/22,484,0.1434298575238423
unit,DIOR-R/22,485,0.11430016397499171
unit,DIOR-R/22,486,0.1769260498883184
unit,DIOR-R/22,487,0.14919017212925345
unit,DIOR-R/22,488,0.13498142588823053
unit,DIOR-R/22,489,0.16867657740996123
unit,DIOR-R/22,490,0.14001051576422036
unit,DIOR-R/22,491,0.15534609503388064
unit,DIOR-R/22,492,0.15620585768511197
unit,DIOR-R/22,493,0.17292410893364352
unit,DIOR-R/22,494,0.20116368642845794
unit,DIOR-R/22,495,0.13897460466828232
unit,DIOR-R/22,496,0.1460860132226467
unit,DIOR-R/22,497,0.14426120300123496
unit,DIOR-R/22,498,0.13878884829769156
unit,DIOR-R/22,499,0.1652282049927134
unit,DIOR-R/22,500,0.1655109282466269
unit,DIOR-R/22,501,0.16955709875800395
unit,DIOR-R/22,502,0.184479558192848
unit,DIOR-R/22,503,0.14616343418842032
unit,DIOR-R/22,504,0.15763907606313043
unit,DIOR-R/22,505,0.11971585599023993
unit,DIOR-R/22,506,0.15767957420743478
unit,DIOR-R/22,507,0.14815666057718274
unit,DIOR-R/22,508,0.16390461708630072
unit,DIOR-R/22,509,0.15385138195598547
unit,DIOR-R/22,510,0.15832661411231397
unit,DIOR-R/22,511,0.16689168538997323
unit,DIOR-R/22,512,0.16813430231514748
unit,DIOR-R/22,513,0.1828597015228981
unit,DIOR-R/22,514,0.1551076049248909
unit,DIOR-R/22,515,0.18063001316241384
unit,DIOR-R/22,516,0.15606275558826116
unit,DIOR-R/22,517,0.12942110801157697
unit,DIOR-R/22,518,0.16353920013460477
unit,DIOR-R/22,519,0.1583457173334326
unit,DIOR-R/22,520,0.15808729140728311
unit,DIOR-R/22,521,0.18760758444857528
unit,DIOR-R/22,522,0.14656234854348454
unit,DIOR-R/22,523,0.15576968005798292
unit,DIOR-R/22,524,0.15322092002454413
unit,DIOR-R/22,525,0.19672563716058938
unit,DIOR-R/22,526,0.1788004517509229
unit,DIOR-R/22,527,0.14061129124221927
unit,DIOR-R/22,528,0.21390337344742932
unit,DIOR-R/22,529,0.18972867027172952
unit,DIOR-R/22,530,0.15060982478126084
unit,DIOR-R/22,531,0.15311245250538053
unit,DIOR-R/22,532,0.19370225633412935
unit,DIOR-R/22,533,0.16945846709989376
unit,DIOR-R/22,534,0.1529625476318388
unit,DIOR-R/22,535,0.14992455424057327
unit,DIOR-R/22,536,0.17358638621969114
unit,DIOR-R/22,537,0.18678296911530967
unit,DIOR-R/22,538,0.1623061349791009
unit,DIOR-R/22,539,0.15785555994145745
unit,DIOR-R/22,540,0.185120876576488
unit,DIOR-R/22,541,0.15580940481880978
unit,DIOR-R/22,542,0.1627843249499637
unit,DIOR-R/22,543,0.13401572757426916
unit,DIOR-R/22,544,0.16246251994296085
unit,DIOR-R/22,545,0.14357782566029526
unit,DIOR-R/22,546,0.13631098232892636
unit,DIOR-R/22,547,0.16351498036609108
unit,DIOR-R/22,548,0.1524047388044127
unit,DIOR-R/22,549,0.1542543538571286
unit,DIOR-R/22,550,0.16313558950757429
unit,DIOR-R/22,551,0.14258059245614718
unit,DIOR-R/22,552,0.16528063994622272
unit,DIOR-R/22,553,0.15509045262809995
unit,DIOR-R/22,554,0.1571506860606472
unit,DIOR-R/22,555,0.170589336764093
unit,DIOR-R/22,556,0.15931333363002897
unit,DIOR-R/22,557,0.13157309542031365
unit,DIOR-R/22,558,0.1380776812669276
unit,DIOR-R/22,559,0.1400568287718046
unit,DIOR-R/22,560,0.16758135531268747
unit,DIOR-R/22,561,0.13359148632814793
unit,DIOR-R/22,562,0.16365401727493506
unit,DIOR-R/22,563,0.1473995904603299
unit,DIOR-R/22,564,0.15687695216732833
unit,DIOR-R/22,565,0.16665815209630297
unit,DIOR-R/22,566,0.18183158446533898
unit,DIOR-R/22,567,0.14628834205897834
unit,DIOR-R/22,568,0.17189215509767758
unit,DIOR-R/22,569,0.14461100706108554
unit,DIOR-R/22,570,0.1563188725362581
unit,DIOR-R/22,571,0.14603460668840568
unit,DIOR-R/22,572,0.14734461808274035
unit,DIOR-R/22,573,0.17548446571069248
unit,DIOR-R/22,574,0.18394455001723586
unit,DIOR-R/22,575,0.14995834588570733
unit,DIOR-R/22,576,0.17072848872537655
unit,DIOR-R/22,577,0.18492079171509723
unit,DIOR-R/22,578,0.15565387616413712
unit,DIOR-R/22,579,0.13931416045484774
unit,DIOR-R/22,580,0.16743684417891297
unit,DIOR-R/22,581,0.14194140272332806
unit,DIOR-R/22,582,0.1652160523029848
unit,DIOR-R/22,583,0.18464635981539346
unit,DIOR-R/22,584,0.15048922388249308
unit,DIOR-R/22,585,0.17588805843931343
unit,DIOR-R/22,586,0.14531198474288942
unit,DIOR-R/22,587,0.18223732608315613
unit,DIOR-R/22,588,0.15375233757215356
unit,DIOR-R/22,589,0.16908477107932318
unit,DIOR-R/22,590,0.15466610286914656
unit,DIOR-R/22,591,0.17098951069467933
unit,DIOR-R/22,592,0.11737578213073818
unit,DIOR-R/22,593,0.17062766211471003
unit,DIOR-R/22,594,0.13770979651209198
unit,DIOR-R/22,595,0.11772946119123578
unit,DIOR-R/22,596,0.15228552862944567
unit,DIOR-R/22,597,0.19249915520388938
unit,DIOR-R/22,598,0.16618487374317886
unit,DIOR-R/22,599,0.17601595464213116
unit,DIOR-R/22,600,0.16216786639881142
unit,DIOR-R/22,601,0.1487456102851109
unit,DIOR-R/22,602,0.17202425880296113
unit,DIOR-R/22,603,0.16845914624240543
unit,DIOR-R/22,604,0.15400202172251365
unit,DIOR-R/22,605,0.1716479095309093
unit,DIOR-R/22,606,0.16940379597728744
unit,DIOR-R/22,607,0.14060509391037518
