cell,track,dose_deg,status,AP50,AP75,fp50,angle_error_mean,n_pred,n_gt,evaluator
DIOR-R/61,S,15,COMPUTED_GPU,0.5763779746606863,0.28146958312484494,114783,16.398894099615987,358782,124445,GPU_RBboxOverlaps2D_K1
DIOR-R/61,S,20,COMPUTED_GPU,0.5435433588541145,0.2622351009757997,118587,19.01762473778753,358782,124445,GPU_RBboxOverlaps2D_K1
DIOR-R/61,S,25,COMPUTED_GPU,0.506135762338592,0.26115711835586786,126513,21.178113033468577,358782,124445,GPU_RBboxOverlaps2D_K1
DIOR-R/61,S,30,COMPUTED_GPU,0.45942464670304706,0.26115576134161417,141060,22.02540006196089,358782,124445,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,0,COMPUTED_GPU,0.3466768548763771,0.24236736977228823,275272,4.630565066690488,484332,78644,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,2,COMPUTED_GPU,0.34651980039808183,0.24046481160242075,275265,4.9922660459830155,484332,78644,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,5,COMPUTED_GPU,0.345945356590038,0.2301919468105159,275359,6.219310517101096,484332,78644,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,10,COMPUTED_GPU,0.3396100159805854,0.21596905326142332,276116,8.758299944272043,484332,78644,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,15,COMPUTED_GPU,0.317910947181766,0.2049966224908496,278528,11.180111306757702,484332,78644,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,20,COMPUTED_GPU,0.3051626613350409,0.20431097531641285,282095,13.170398073623762,484332,78644,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,25,COMPUTED_GPU,0.291105496463363,0.20430921888752612,288341,13.985207049950175,484332,78644,GPU_RBboxOverlaps2D_K1
FAIR1M-v1.0/24,S,30,COMPUTED_GPU,0.27572116702691835,0.20430886670290208,295709,12.91847328626987,484332,78644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,0,COMPUTED_GPU,0.6030454864020368,0.2745748095604141,675333,5.230441963642864,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,2,COMPUTED_GPU,0.6030265386648643,0.2712273584831785,675406,5.752866010327178,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,5,COMPUTED_GPU,0.6026875308999107,0.24446888140226236,675747,7.4586119308103145,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,10,COMPUTED_GPU,0.5972913438739282,0.21018620586860434,678495,10.86483232419162,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,15,COMPUTED_GPU,0.551215853864844,0.1871181336771105,701620,14.278641528881117,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,20,COMPUTED_GPU,0.528965734591113,0.18484140500390192,721142,17.484496432245514,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,25,COMPUTED_GPU,0.49026500626662717,0.18440344540960268,739733,20.357064358095798,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/23,S,30,COMPUTED_GPU,0.45284368154935034,0.18436400361268002,774755,22.28927841157956,1449379,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,0,COMPUTED_GPU,0.7295276463314209,0.3805294922450204,223930,5.1484073823520315,749109,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,2,COMPUTED_GPU,0.7294286424822567,0.37543432948058614,223983,5.601315712873898,749109,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,5,COMPUTED_GPU,0.7288809849424843,0.3066876305385342,224297,7.198119327998623,749109,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,10,COMPUTED_GPU,0.7151295273589591,0.2409102852456418,226353,10.50234032349797,749109,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,15,COMPUTED_GPU,0.6344064106544601,0.2085470349548803,247041,13.842824524627733,749109,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,20,COMPUTED_GPU,0.5900293560976281,0.206047957949276,270146,17.008772900105914,749109,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,25,COMPUTED_GPU,0.5633040445261873,0.20595025306566928,287030,19.9346431504283,749109,449644,GPU_RBboxOverlaps2D_K1
SODA-A/4,S,30,COMPUTED_GPU,0.5111373969587151,0.20593144341853156,323000,22.03380860400426,749109,449644,GPU_RBboxOverlaps2D_K1
