candidate_id,dataset,dataset_version,split,detector,angle_head_coder,backbone,seed,checkpoint_alias,checkpoint_present,checkpoint_bytes,checkpoint_sha256,checkpoint_source,checkpoint_selection_rule,config_alias,config_bytes,config_sha256,log_alias,log_bytes,log_sha256,framework,framework_commit,code_license,code_license_sha256,dataset_license,evaluator,tile_merge_nms,full_split_present,all_image_count,empty_gt_images_verified,complete_gt_verified,class_mapping_verified,angle_convention_verified,mother_scene_mapping_verified,split_aggregate_hash,raw_to_final_persistence,tta_availability,prior_outcome_exposure,protocol_participation,outcome_exposure_evidence,protocol_evidence,independence_tier,neutral_sort_key,first_failed_gate,gate_status,estimated_gpu_hours,estimated_disk_gb,official_url,public_checksum,notes
DIOR-R|registered|RotatedRetinaNet|PSC|seed2|dd1068986f47,DIOR-R,registered,trainval -> test,RotatedRetinaNet,PSC,ResNet-50-FPN,2,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__DIOR-R__seed2/best_dota_mAP_epoch_12.pth,True,154169002,dd1068986f47a1e5040ac9b14b3de6332805c5e8331b867806d0084266b5ff35,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__DIOR-R__seed2/psc_dior_seed0.py,12528,a184f2824e422071083f2570ff865b888117c5e6c3e2c744d1c0fe7cf500dab8,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__DIOR-R__seed2/20260709_145743/20260709_145743.log,328528,31bed29345926061d1056d08a1af845b21d16ee921eeebc848bb3152f1c734ed,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DIOR-R|registered|RotatedRetinaNet|direct_regression_le90|seed0|9121ae7940f3,DIOR-R,registered,trainval -> test,RotatedRetinaNet,direct_regression_le90,ResNet-50-FPN,0,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed0/best_dota_mAP_epoch_7.pth,True,150643566,9121ae7940f364a7e8db24e185c32fb9f709d61f4fc464f0d075b3ed40d6c033,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed0/regression_dior_seed0.py,12335,ac24e7b1fee795d4122ea8b966d64e33c40fa05815cfcf9198609eed20b02a47,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed0/20260711_211523/20260711_211523.log,308136,881433c3e4080639e749e4dc483990e6b7955c367de0702e81c2a25af0d07c7a,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DIOR-R|registered|RotatedRetinaNet|direct_regression_le90|seed1|3ce0cd835cf9,DIOR-R,registered,trainval -> test,RotatedRetinaNet,direct_regression_le90,ResNet-50-FPN,1,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed1/best_dota_mAP_epoch_1.pth,True,147830702,3ce0cd835cf9f88dc6acc19bf08905f3a5b02cd1e513cb9137a9ed1767dbe28a,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed1/regression_dior_seed0.py,12335,a77042ca472357054778b887e400abe9b94f1d2a298292bef2b122b249d90ae1,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed1/20260711_215626/20260711_215626.log,301990,6853891c8c57096a80d1c06838fcc1509a06f17e9612fd776794e68dc26d67c3,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DIOR-R|registered|RotatedRetinaNet|direct_regression_le90|seed2|2c8a0d1a2af9,DIOR-R,registered,trainval -> test,RotatedRetinaNet,direct_regression_le90,ResNet-50-FPN,2,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed2/best_dota_mAP_epoch_1.pth,True,147829550,2c8a0d1a2af9221679e9c05a7fd37688ebeaac1511789255ab14e28822abb072,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed2/regression_dior_seed0.py,12335,f4ad2262acefa7907b002e85b058d03ef857719cce212efdaa518c353c030596,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed2/20260711_215756/20260711_215756.log,302023,f0e3600ddfe8af72207dc9176ee36f09c8169f339c8817fca17b43279b5add88,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DOTA|v1.0|RHINO|positive Hungarian classification head|seed42|55a90abbace4,DOTA,v1.0,train -> val,RHINO,positive Hungarian classification head,ResNet-50,42,outputs/training/rhino/best_dota_mAP_epoch_35.pth,True,226394828,55a90abbace429276e593f8e4418fad002240ff1951912172367d997b474f9d9,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,outputs/training/rhino/rhino_phc_haus_4scale_r50_2xb4_36e_dota.py,11485,109fecf46f52c50615c5b4193998281025db5ca01aef63549cb58d24ae226250,outputs/training/rhino/20260626_121243/20260626_121243.log,1133214,f9d212d7fe1e77efb57a7bf2b0b76896fb1b00ad200ab37ff34406c21186d0d1,ai4rs,6095d3a3155570324e9e01c88cd2e4a3b55ae7c3,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,prior persistent prediction/reliability lineage,historical OrientBench reliability design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DOTA|v1.0|RotatedFCOS|PSCD dual-frequency|seed0|e2b7edcc3041,DOTA,v1.0,train -> val,RotatedFCOS,PSCD dual-frequency,ResNet-50-FPN,0,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed0/best_dota_mAP_epoch_12.pth,True,131939020,e2b7edcc30417384ada93a8cc08889c3912b710b051640b586531958ac5c965a,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed0/seed0.py,8649,e0a64f27f63cfc1503525cf7865e0af9ea965779191e06e3cf0dcdb2164e32e8,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed0/20260723_034026/20260723_034026.log,179545,3d989487023316fb26efd9f25e66c67e90563f8438b214b013b79a56bf9cbb40,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,B4 external candidate and intervention outcomes,B4/B5 mechanism and candidate gate,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DOTA|v1.0|RotatedFCOS|PSCD dual-frequency|seed1|c6991079cc1a,DOTA,v1.0,train -> val,RotatedFCOS,PSCD dual-frequency,ResNet-50-FPN,1,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed1/best_dota_mAP_epoch_11.pth,True,131693516,c6991079cc1ae72bd2508349c27312b6f844d387f7987184a36f5931ab9bb0e2,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed1/seed1.py,8649,66fdea67b86c05a4cbbcea29ddf7e0eccae81d1da40543d7ac2554ad3a236c12,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed1/20260723_034026/20260723_034026.log,179540,46c96103d4a5bda41254e6a02ed5c0d0ab9732b7bdcb461745859614cbc699ce,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,B4 external candidate and intervention outcomes,B4/B5 mechanism and candidate gate,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DOTA|v1.0|RotatedFCOS|PSCD dual-frequency|seed2|f60d06dfbaa8,DOTA,v1.0,train -> val,RotatedFCOS,PSCD dual-frequency,ResNet-50-FPN,2,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed2/best_dota_mAP_epoch_11.pth,True,131693452,f60d06dfbaa8db0b2b1f15497777eba50d5fd8009c7c42e6aba9ceadbd67dda7,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed2/seed2.py,8649,21b2e365fd556c250ce8bf5ec198220ff14de4bb2082617b4611f13295ac4a7c,top_journal_v3_reaudit_055/paper_B_psc_mechanism/artifacts/b4_training/seed2/20260723_034026/20260723_034026.log,179562,6b5a4c45ba68280f4ff00076f65185d8a1260b4e12d90a248a848b13f98648c9,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,B4 external candidate and intervention outcomes,B4/B5 mechanism and candidate gate,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
DOTA|v1.5|RotatedRTDETR|direct le90 query head|seed42|3e32fa11114c,DOTA,v1.5,train -> val,RotatedRTDETR,direct le90 query head,ResNet-18vd,42,outputs/training/a4_host/best_dota_mAP_epoch_70.pth,True,250367007,3e32fa11114ced82c2fb5ecdb25031ff45c1d2815b034a315b1af11ef8487e32,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,outputs/training/a4_host/o2_rtdetr_r18vd_4xb1_72e_dotav15.py,16382,ce01cb82d1c4363f616aeb689cfce38f233987c236dcb67468b51b3696e9e9a2,outputs/training/a4_host/20260626_121252/20260626_121252.log,2721711,76d2670c7a77fa754246f171f585c185ba27c54d24452036a213d883c1c7aadd,ai4rs,6095d3a3155570324e9e01c88cd2e4a3b55ae7c3,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,A4 host perturbation/design asset,A4 cross-host protocol participation,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|CSL|seed0|b5884ea5d830,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,CSL,ResNet-50-FPN,0,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__CSL__FAIR1M__seed0.pth,True,152476178,b5884ea5d830607c72d8d33a389f59e7c7eab66cb141e8793a06b6c6a8cea712,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_csl.py,377,a1595063c7bddb58ca389135f6b93326d8b4a7b6c46ba97fe641959503ad355a,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|CSL|seed1|088ef67e666c,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,CSL,ResNet-50-FPN,1,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__CSL__FAIR1M__seed1.pth,True,152476178,088ef67e666cee806448f85eeb1c9fd423bd43a3f1e6e912044ae3137c40ff55,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_csl.py,377,a1595063c7bddb58ca389135f6b93326d8b4a7b6c46ba97fe641959503ad355a,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|CSL|seed2|a984d18eb13c,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,CSL,ResNet-50-FPN,2,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__CSL__FAIR1M__seed2.pth,True,152476178,a984d18eb13c074951ae5ac73b92302aede1a0fe5dc787f5292f7357ddd1a2d1,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_csl.py,377,a1595063c7bddb58ca389135f6b93326d8b4a7b6c46ba97fe641959503ad355a,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|DCL|seed0|fdfbcaadd376,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,DCL,ResNet-50-FPN,0,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__DCL__FAIR1M__seed0.pth,True,149405906,fdfbcaadd3769b137e0249fa228b5a7686070f07b65b24308d13f35c8aa8348d,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_dcl.py,436,156deb0bbe65332475e6207d4c1f6abc45d29ada409e0895d5149e2ec6ad1fb5,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|DCL|seed1|acfe76992f7f,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,DCL,ResNet-50-FPN,1,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__DCL__FAIR1M__seed1.pth,True,149405906,acfe76992f7f19ff9cb439be8fc56191d1a1147cc4b7e1ea58e2df495b7a31c4,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_dcl.py,436,156deb0bbe65332475e6207d4c1f6abc45d29ada409e0895d5149e2ec6ad1fb5,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|DCL|seed2|655503dd7f77,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,DCL,ResNet-50-FPN,2,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__DCL__FAIR1M__seed2.pth,True,149405906,655503dd7f7787511f185477d5b067c9c05fbd8e534658858f498c3d7838a24b,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_dcl.py,436,156deb0bbe65332475e6207d4c1f6abc45d29ada409e0895d5149e2ec6ad1fb5,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|PSC|seed0|194de87e7224,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,PSC,ResNet-50-FPN,0,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__PSC__FAIR1M__seed0.pth,True,149239826,194de87e72248cc15e6941e040e7d8660cdf3615685fd462deca1d7946cb75a1,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_psc.py,2361,8456a0b4c3e08e706576764beb95434a3e8b62b2052a6bce5fa72cea75d2d4bf,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|PSC|seed1|e1e3b1ae09ac,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,PSC,ResNet-50-FPN,1,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__PSC__FAIR1M__seed1.pth,True,149239826,e1e3b1ae09ac4acba91f76cce601d5288b4b357df2eb113793b4129bf83cda9a,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_psc.py,2361,8456a0b4c3e08e706576764beb95434a3e8b62b2052a6bce5fa72cea75d2d4bf,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
FAIR1M|v1.0|RotatedRetinaNet|PSC|seed2|60d0d05b3f78,FAIR1M,v1.0,frozen train80 -> val20,RotatedRetinaNet,PSC,ResNet-50-FPN,2,outputs/persistent_artifacts/m4_third_dataset_070/checkpoints/M4_070_final__PSC__FAIR1M__seed2.pth,True,149239826,60d0d05b3f78755429363261414917a3d44e3f664ac5f6ae0a78cb864899de36,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,configs/m4_third_dataset_070/fair1m_psc.py,2361,8456a0b4c3e08e706576764beb95434a3e8b62b2052a6bce5fa72cea75d2d4bf,,0,,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,True,True,M4 third-dataset evaluation and native-score analysis,M4/K2 candidate and endpoint study,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
