cell,replicate,T_P,T_D,T_plus,T_minus,T_S
DIOR-R_22,71,0.09187803693533977,0.09770101739829495,0.09187803693533977,0.09323865229159006,0.09255834461346492
DIOR-R_22,72,0.09448284346017352,0.09825661223082138,0.09448284346017352,0.09162072019318457,0.09305178182667904
DIOR-R_22,73,0.0941415151607361,0.09941040855804945,0.0941415151607361,0.09262032199722006,0.09338091857897808
DIOR-R_22,74,0.09329051765536403,0.09888268629167074,0.09329051765536403,0.0917054809790018,0.09249799931718292
DIOR-R_22,75,0.09385500490296306,0.09731242154462338,0.09385500490296306,0.09496810588733681,0.09441155539514993
DIOR-R_22,76,0.08902143647623154,0.09695127570517087,0.08902143647623154,0.09092576407296402,0.08997360027459778
DIOR-R_22,77,0.08628934521430948,0.091753758077291,0.08628934521430948,0.08734526851620941,0.08681730686525944
DIOR-R_22,78,0.0916402561725278,0.09286425238034601,0.0916402561725278,0.09161530072826049,0.09162777845039415
DIOR-R_22,79,0.09157714432308114,0.09635937605744807,0.09157714432308114,0.08935941901837496,0.09046828167072805
DIOR-R_22,80,0.08846793063893002,0.09090321537135848,0.08846793063893002,0.08733367380035295,0.08790080221964149
DIOR-R_22,81,0.09058896209043527,0.09646791122996581,0.09058896209043527,0.0904365429089051,0.09051275249967018
DIOR-R_22,82,0.09254570711541285,0.0964613420399692,0.09254570711541285,0.09123935096278746,0.09189252903910015
DIOR-R_22,83,0.08350602446941402,0.08602960997191866,0.08350602446941402,0.07887592570594046,0.08119097508767724
DIOR-R_22,84,0.09511858088261843,0.09616895387995769,0.09511858088261843,0.09257479211548547,0.09384668649905195
DIOR-R_22,85,0.08662063709683435,0.09206932999378217,0.08662063709683435,0.08523738857566729,0.08592901283625082
DIOR-R_22,86,0.09609366574160405,0.1007484161294552,0.09609366574160405,0.0944997057075142,0.09529668572455913
DIOR-R_22,87,0.09045633573146811,0.0963599805168178,0.09045633573146811,0.09195922365421633,0.09120777969284222
DIOR-R_22,88,0.08933181331795848,0.09241815891445543,0.08933181331795848,0.09053936566796106,0.08993558949295977
DIOR-R_22,89,0.09475186846355749,0.09852936320814837,0.09475186846355749,0.0953770096171431,0.0950644390403503
DIOR-R_22,90,0.08664675846838416,0.0900346232593188,0.08664675846838416,0.08613658390411,0.08639167118624708
DIOR-R_22,91,0.08953485395265481,0.09533578917369895,0.08953485395265481,0.08792024995733594,0.08872755195499538
DIOR-R_22,92,0.09523595272703433,0.1020720665760648,0.09523595272703433,0.0979127760016805,0.09657436436435742
DIOR-R_22,93,0.08987277240125191,0.09562080280965832,0.08987277240125191,0.09103013011173358,0.09045145125649275
DIOR-R_22,94,0.0858047930023377,0.08527630851876492,0.0858047930023377,0.08437877072409466,0.08509178186321618
DIOR-R_22,95,0.09137487410792045,0.09027126114631193,0.09137487410792045,0.08773255765516794,0.08955371588154419
DIOR-R_22,96,0.09286873617629193,0.0990464081104992,0.09286873617629193,0.0960054006570289,0.09443706841666041
DIOR-R_22,97,0.09112984794065018,0.09657755966751846,0.09112984794065018,0.09463255097978038,0.09288119946021528
DIOR-R_22,98,0.08757861439878384,0.09435688844523432,0.08757861439878384,0.08996454894454531,0.08877158167166457
DIOR-R_22,99,0.09085163814306824,0.09445845562195476,0.09085163814306824,0.08936501127542651,0.09010832470924737
DIOR-R_22,100,0.08874591212851016,0.0936449444566419,0.08874591212851016,0.0869954195668492,0.08787066584767968
DIOR-R_22,101,0.08867641252004488,0.08776272334537982,0.08867641252004488,0.08801947262471338,0.08834794257237913
DIOR-R_22,102,0.09436989580834482,0.09903683747777936,0.09436989580834482,0.09217615700284926,0.09327302640559704
DIOR-R_22,103,0.0928216516253936,0.09873130301943342,0.0928216516253936,0.09358793667016721,0.0932047941477804
DIOR-R_22,104,0.08844909058389683,0.09451501814570537,0.08844909058389683,0.08869384392272872,0.08857146725331277
DIOR-R_22,105,0.09473787949824267,0.10245644736310347,0.09473787949824267,0.09604696834692725,0.09539242392258496
DIOR-R_22,106,0.09150882510219777,0.09571478857279986,0.09150882510219777,0.09003691301744138,0.09077286905981957
DIOR-R_22,107,0.08488829642789053,0.08987168424776715,0.08488829642789053,0.08397043544543137,0.08442936593666095
DIOR-R_22,108,0.09429185765076789,0.09736198222812281,0.09429185765076789,0.09024047740899405,0.09226616752988097
DIOR-R_22,109,0.09049371806146006,0.09285876662454451,0.09049371806146006,0.0885235804755406,0.08950864926850033
DIOR-R_22,110,0.09894009792806999,0.09813381137449056,0.09894009792806999,0.09271629009853125,0.09582819401330062
DIOR-R_22,111,0.09106305425493105,0.09489367025203882,0.09106305425493105,0.0866460091232511,0.08885453168909108
DIOR-R_22,112,0.08972345108390495,0.09084460429850844,0.08972345108390495,0.08778406214149531,0.08875375661270013
DIOR-R_22,113,0.0866643724526169,0.08963959000242189,0.0866643724526169,0.08521849483779004,0.08594143364520347
DIOR-R_22,114,0.08730285440806276,0.09413861078846045,0.08730285440806276,0.0893768919451742,0.08833987317661848
DIOR-R_22,115,0.09004649179595209,0.09250073519080218,0.09004649179595209,0.0854965267346276,0.08777150926528984
DIOR-R_22,116,0.08849032825661121,0.09102527550855677,0.08849032825661121,0.08766924755062716,0.08807978790361919
DIOR-R_22,117,0.09705135501237666,0.10138682842186839,0.09705135501237666,0.09646924575226884,0.09676030038232275
DIOR-R_22,118,0.09746536919356624,0.09946833363364532,0.09746536919356624,0.09519899866517567,0.09633218392937096
DIOR-R_22,119,0.09172796049597709,0.09529325390219656,0.09172796049597709,0.09032284344463293,0.09102540197030501
DIOR-R_22,120,0.09101733376736637,0.09591363072592471,0.09101733376736637,0.09273414213482484,0.0918757379510956
DIOR-R_22,121,0.08968060571408187,0.09270249374225936,0.08968060571408187,0.08840649029586028,0.08904354800497108
DIOR-R_22,122,0.09023646893390205,0.09551691088927491,0.09023646893390205,0.08908333233118226,0.08965990063254216
DIOR-R_22,123,0.08375882141966245,0.09083065964566917,0.08375882141966245,0.08516512066229903,0.08446197104098074
DIOR-R_22,124,0.09281726624537565,0.09482096952935284,0.09281726624537565,0.08887213945506564,0.09084470285022064
DIOR-R_22,125,0.08286674675355649,0.08487910364584589,0.08286674675355649,0.08388875738864576,0.08337775207110112
DIOR-R_22,126,0.09052673595950023,0.09578069744213183,0.09052673595950023,0.0901566234250814,0.09034167969229082
DIOR-R_22,127,0.09370993643848452,0.09914719171428374,0.09370993643848452,0.09535800211745393,0.09453396927796923
DIOR-R_22,128,0.09479428109273874,0.09886859121691607,0.09479428109273874,0.09309791001907858,0.09394609555590866
DIOR-R_22,129,0.09175691649997081,0.09435563031408548,0.09175691649997081,0.09359237991606367,0.09267464820801724
DIOR-R_22,130,0.08419035310152814,0.0915729323981126,0.08419035310152814,0.08602498988204854,0.08510767149178834
DIOR-R_22,131,0.09374244699727974,0.09595882127144881,0.09374244699727974,0.09256839580739187,0.0931554214023358
DIOR-R_22,132,0.08396065076211531,0.08984779417401417,0.08396065076211531,0.08825441133752898,0.08610753104982215
DIOR-R_22,133,0.0927809336116664,0.0984017870623125,0.0927809336116664,0.09334327893586816,0.09306210627376728
DIOR-R_22,134,0.09525315853933738,0.09831210028007423,0.09525315853933738,0.09382227599706511,0.09453771726820125
DIOR-R_22,135,0.09463093754181578,0.09837925728345451,0.09463093754181578,0.09332331836644142,0.0939771279541286
DIOR-R_22,136,0.09687646790160095,0.1025170022873878,0.09687646790160095,0.09778596739458051,0.09733121764809073
DIOR-R_22,137,0.09854834342843932,0.10233212396722319,0.09854834342843932,0.09808386168694588,0.0983161025576926
DIOR-R_22,138,0.08929979386859005,0.09433029735947551,0.08929979386859005,0.09174337712480754,0.0905215854966988
DIOR-R_22,139,0.09285448616648653,0.09638138420475212,0.09285448616648653,0.09005159790872333,0.09145304203760493
DIOR-R_22,140,0.09192136233043224,0.09298720759520449,0.09192136233043224,0.08995481761554086,0.09093808997298655
DIOR-R_22,141,0.09604345117761129,0.09938742185710037,0.09604345117761129,0.09477652952581422,0.09540999035171276
DIOR-R_22,142,0.0892766402054633,0.09112016390284888,0.0892766402054633,0.08881434641923305,0.08904549331234818
DIOR-R_22,143,0.08771373320118642,0.09151136661098946,0.08771373320118642,0.08874103877544126,0.08822738598831384
DIOR-R_22,144,0.08487136037832307,0.0890280551528177,0.08487136037832307,0.08379934398314437,0.08433535218073372
DIOR-R_22,145,0.09966003336397922,0.10559522224258466,0.09966003336397922,0.09987167410395115,0.09976585373396518
DIOR-R_22,146,0.09250553136140166,0.09473310069484886,0.09250553136140166,0.091209534046994,0.09185753270419783
DIOR-R_22,147,0.09678380185582464,0.10460836612371052,0.09678380185582464,0.09978119068351854,0.09828249626967159
DIOR-R_22,148,0.09379106186921002,0.09610114931132624,0.09379106186921002,0.09268188874015093,0.09323647530468047
DIOR-R_22,149,0.08746211470983647,0.09006275981148615,0.08746211470983647,0.09014474173618423,0.08880342822301035
DIOR-R_22,150,0.09606397927229926,0.10127887482414952,0.09606397927229926,0.09709428362417194,0.0965791314482356
DIOR-R_22,151,0.08624784691198195,0.08977934315312325,0.08624784691198195,0.08572620531271224,0.0859870261123471
DIOR-R_22,152,0.09153558333668249,0.09298550635291356,0.09153558333668249,0.09158557965440758,0.09156058149554504
DIOR-R_22,153,0.09215821746266417,0.09534492889051838,0.09215821746266417,0.0898335476158566,0.09099588253926039
DIOR-R_22,154,0.09182148868635626,0.09431654814452306,0.09182148868635626,0.08868296683635682,0.09025222776135654
DIOR-R_22,155,0.09788413070014007,0.10205558235991138,0.09788413070014007,0.09683723757145649,0.09736068413579828
DIOR-R_22,156,0.09167824830368818,0.09325188890998026,0.09167824830368818,0.08917906397062667,0.09042865613715742
DIOR-R_22,157,0.0999727428321435,0.10585923224532282,0.0999727428321435,0.10037221193764334,0.10017247738489342
DIOR-R_22,158,0.09545615153105236,0.09838898412782116,0.09545615153105236,0.0904347399476726,0.09294544573936248
DIOR-R_22,159,0.08925740224618087,0.09530775968528177,0.08925740224618087,0.0899488741487669,0.08960313819747388
DIOR-R_22,160,0.08628017240253322,0.09101383587487161,0.08628017240253322,0.08805876640958357,0.0871694694060584
DIOR-R_22,161,0.08956504247687194,0.09561581663885041,0.08956504247687194,0.09261072435269041,0.09108788341478118
DIOR-R_22,162,0.09051831236833965,0.09607684193146382,0.09051831236833965,0.09069174816071804,0.09060503026452885
DIOR-R_22,163,0.09776373655754081,0.10230689476198579,0.09776373655754081,0.09746497191079037,0.09761435423416559
DIOR-R_22,164,0.08619733358385473,0.09231856498139446,0.08619733358385473,0.08654657885336989,0.08637195621861231
DIOR-R_22,165,0.09239247198649303,0.09803887790871091,0.09239247198649303,0.09423659303785481,0.09331453251217392
DIOR-R_22,166,0.0864505630019001,0.09300072823237018,0.0864505630019001,0.08806613345642572,0.08725834822916291
DIOR-R_22,167,0.09275140880772165,0.10027955167577496,0.09275140880772165,0.09433854133215983,0.09354497506994074
DIOR-R_22,168,0.09168812987391892,0.09441043750217093,0.09168812987391892,0.09092755296362784,0.09130784141877338
DIOR-R_22,169,0.08927955284329381,0.0969205990880227,0.08927955284329381,0.09172106841502908,0.09050031062916145
DIOR-R_22,170,0.09315537759850548,0.09753963832189941,0.09315537759850548,0.09263268801978342,0.09289403280914445
DIOR-R_22,171,0.089303192718654,0.09401642590209724,0.089303192718654,0.09063757769811301,0.0899703852083835
DIOR-R_22,172,0.09286314530052109,0.09773312030506348,0.09286314530052109,0.09359316886152333,0.09322815708102221
DIOR-R_22,173,0.09863044809404106,0.10610071275206806,0.09863044809404106,0.09997299862600487,0.09930172336002296
DIOR-R_22,174,0.09014429824354311,0.09172744406578195,0.09014429824354311,0.0891247348570525,0.0896345165502978
DIOR-R_22,175,0.08551778806518559,0.08805585569271784,0.08551778806518559,0.08594504340740011,0.08573141573629285
DIOR-R_22,176,0.0938486866353776,0.09677367449976268,0.0938486866353776,0.09114862002952365,0.09249865333245062
DIOR-R_22,177,0.08666655466431739,0.09053321566949729,0.08666655466431739,0.0856549778002838,0.0861607662323006
DIOR-R_22,178,0.0889040846787521,0.0940645597682161,0.0889040846787521,0.08786810309717114,0.08838609388796162
DIOR-R_22,179,0.08940633104136925,0.09263665236692681,0.08940633104136925,0.08719418348076702,0.08830025726106813
DIOR-R_22,180,0.08929545579795362,0.09442627173789489,0.08929545579795362,0.08924356879117115,0.08926951229456238
DIOR-R_22,181,0.088450935480399,0.09434816355640568,0.088450935480399,0.08617850145117428,0.08731471846578664
DIOR-R_22,182,0.09008136404300018,0.09080238110690927,0.09008136404300018,0.08674817377342542,0.0884147689082128
DIOR-R_22,183,0.0903002746558445,0.0940744047238839,0.0903002746558445,0.08673244205239242,0.08851635835411846
DIOR-R_22,184,0.09595467026050061,0.10021038661250031,0.09595467026050061,0.09583064369996533,0.09589265698023297
DIOR-R_22,185,0.09480225443538867,0.10037532149214679,0.09480225443538867,0.0957936924165772,0.09529797342598294
DIOR-R_22,186,0.08459407774802127,0.09257856676374332,0.08459407774802127,0.08904657019877613,0.0868203239733987
DIOR-R_22,187,0.0916707247582435,0.09957295090665494,0.0916707247582435,0.09325395475226106,0.09246233975525228
DIOR-R_22,188,0.0981857422082898,0.10198958026419444,0.0981857422082898,0.09601394241063574,0.09709984230946277
DIOR-R_22,189,0.089187629072215,0.09069134252184044,0.089187629072215,0.08598714847414307,0.08758738877317904
DIOR-R_22,190,0.08988011703709167,0.09322842757932984,0.08988011703709167,0.09008007739152976,0.08998009721431072
DIOR-R_22,191,0.09429508565985018,0.09749058721482226,0.09429508565985018,0.09267531476017757,0.09348520021001387
DIOR-R_22,192,0.09298027858794014,0.09592832994993836,0.09298027858794014,0.09203861608074645,0.0925094473343433
DIOR-R_22,193,0.09130217616153302,0.09588980567039315,0.09130217616153302,0.08801012259359309,0.08965614937756305
DIOR-R_22,194,0.09301783119461537,0.09621136648267528,0.09301783119461537,0.09322120355251523,0.0931195173735653
DIOR-R_22,195,0.09246884588807938,0.09790343352504541,0.09246884588807938,0.0928064907231676,0.09263766830562349
DIOR-R_22,196,0.09481005434652034,0.09385125806253622,0.09481005434652034,0.09060444724414046,0.0927072507953304
DIOR-R_22,197,0.09547930642174723,0.10002958107522042,0.09547930642174723,0.09367371685348613,0.09457651163761668
DIOR-R_22,198,0.09613358741197328,0.09976360401037287,0.09613358741197328,0.09581362162413651,0.0959736045180549
DIOR-R_22,199,0.08107330526101852,0.0867850960072109,0.08107330526101852,0.0833544379827133,0.08221387162186591
DIOR-R_22,200,0.08620257448380605,0.09393616769092303,0.08620257448380605,0.0883569764766349,0.08727977548022048
DIOR-R_22,201,0.08013653855181452,0.08476986064055325,0.08013653855181452,0.078143703886662,0.07914012121923826
DIOR-R_22,202,0.09013816799937541,0.09518718545198296,0.09013816799937541,0.08916832183202766,0.08965324491570154
DIOR-R_22,203,0.08772639011451294,0.09537779318596051,0.08772639011451294,0.09073183735449597,0.08922911373450446
DIOR-R_22,204,0.08566501182732106,0.08889062654331353,0.08566501182732106,0.08523902122988525,0.08545201652860315
DIOR-R_22,205,0.09007600624662068,0.09315005599499424,0.09007600624662068,0.0890574441123606,0.08956672517949064
DIOR-R_22,206,0.09216492072026511,0.09749954682300113,0.09216492072026511,0.08851030153835132,0.09033761112930822
DIOR-R_22,207,0.0914897519357612,0.09550217068542985,0.0914897519357612,0.09113807897901488,0.09131391545738804
DIOR-R_22,208,0.09038329437414586,0.09302996294666305,0.09038329437414586,0.090790331485958,0.09058681293005193
DIOR-R_22,209,0.09059256192067941,0.09245694620652678,0.09059256192067941,0.0890016926654735,0.08979712729307646
DIOR-R_22,210,0.08367197055552797,0.08775862341887375,0.08367197055552797,0.08633211329914708,0.08500204192733753
DIOR-R_22,211,0.08582359028467376,0.09232654659831013,0.08582359028467376,0.08741030281471343,0.0866169465496936
DIOR-R_22,212,0.09416223290194797,0.09940377030297412,0.09416223290194797,0.0938862364887772,0.09402423469536259
DIOR-R_22,213,0.09420024376186864,0.09777016313488998,0.09420024376186864,0.09244663136607348,0.09332343756397106
DIOR-R_22,214,0.09591172073655518,0.10385560983238273,0.09591172073655518,0.09686370226682706,0.09638771150169112
DIOR-R_22,215,0.09375041076107549,0.09799964688308452,0.09375041076107549,0.09232020600517743,0.09303530838312646
DIOR-R_22,216,0.08592241444024529,0.09273052365036008,0.08592241444024529,0.08743329598395513,0.08667785521210021
DIOR-R_22,217,0.08483687961295525,0.08466064910098059,0.08483687961295525,0.08079466234960134,0.08281577098127829
DIOR-R_22,218,0.09481745069672481,0.09877818365348523,0.09481745069672481,0.09331585409989446,0.09406665239830964
DIOR-R_22,219,0.0856651706077636,0.090918061707668,0.0856651706077636,0.08664017844910965,0.08615267452843663
DIOR-R_22,220,0.08358077439792089,0.0867523295052115,0.08358077439792089,0.0823037717459823,0.0829422730719516
DIOR-R_22,221,0.0890798040660104,0.09297916484176966,0.0890798040660104,0.08993047511166227,0.08950513958883634
DIOR-R_22,222,0.0833656633213622,0.08611628436443025,0.0833656633213622,0.07985653585203265,0.08161109958669742
DIOR-R_22,223,0.0908568675910259,0.09557063620216105,0.0908568675910259,0.09180452771857159,0.09133069765479875
DIOR-R_22,224,0.09113800450613702,0.09346246026225363,0.09113800450613702,0.09174069423082537,0.0914393493684812
DIOR-R_22,225,0.09015859714150545,0.09570790540742485,0.09015859714150545,0.08835533198727014,0.0892569645643878
DIOR-R_22,226,0.08991730637713008,0.09534945658452956,0.08991730637713008,0.09008895420554736,0.09000313029133872
DIOR-R_22,227,0.0893612241295432,0.09595136380113639,0.0893612241295432,0.09071874622102799,0.0900399851752856
DIOR-R_22,228,0.09570341097383636,0.10105247342422607,0.09570341097383636,0.0966180737873498,0.09616074238059308
DIOR-R_22,229,0.08005401379977187,0.0868907203193465,0.08005401379977187,0.08230899638445294,0.0811815050921124
DIOR-R_22,230,0.09322193154921171,0.09884086358279326,0.09322193154921171,0.09203319879957333,0.09262756517439252
DIOR-R_22,231,0.09341929733859736,0.10047312325038515,0.09341929733859736,0.0945568902908892,0.09398809381474328
DIOR-R_22,232,0.09425209830030076,0.09422191795502827,0.09425209830030076,0.0919632484926973,0.09310767339649903
DIOR-R_22,233,0.08791056445415038,0.09266119287723482,0.08791056445415038,0.08711831292786587,0.08751443869100813
DIOR-R_22,234,0.09744611012699317,0.101313386113623,0.09744611012699317,0.09695172608795904,0.0971989181074761
DIOR-R_22,235,0.09115599074480024,0.0957319562340036,0.09115599074480024,0.08963147748666084,0.09039373411573054
DIOR-R_22,236,0.08739293117344235,0.09032073038385405,0.08739293117344235,0.08307373923081238,0.08523333520212736
DIOR-R_22,237,0.09777646426294884,0.10430195352983682,0.09777646426294884,0.09728717584453025,0.09753182005373955
DIOR-R_22,238,0.08833061023385491,0.0926191315290085,0.08833061023385491,0.09235774143359199,0.09034417583372345
DIOR-R_22,239,0.09686644318605053,0.10080196039619108,0.09686644318605053,0.09410447944911138,0.09548546131758096
DIOR-R_22,240,0.09471296324615555,0.10171990151499632,0.09471296324615555,0.09709567363494831,0.09590431844055193
DIOR-R_22,241,0.08618773679043698,0.09106853007721522,0.08618773679043698,0.08684146439306062,0.0865146005917488
DIOR-R_22,242,0.09399139744820176,0.09542984967887838,0.09399139744820176,0.09367103219136474,0.09383121481978325
DIOR-R_22,243,0.09013564344215763,0.09387640975604572,0.09013564344215763,0.08711111619692052,0.08862337981953908
DIOR-R_22,244,0.08216446679253178,0.08790781634618838,0.08216446679253178,0.08409113173329066,0.08312779926291122
DIOR-R_22,245,0.09321809965113584,0.0975509915180193,0.09321809965113584,0.0919858751920245,0.09260198742158017
DIOR-R_22,246,0.08466894752439938,0.09028031392834127,0.08466894752439938,0.08446517522194147,0.08456706137317042
DIOR-R_22,247,0.0923084919789594,0.09021783329811955,0.0923084919789594,0.08630395796215784,0.08930622497055862
DIOR-R_22,248,0.08799752135038913,0.09172925891778996,0.08799752135038913,0.087120374435084,0.08755894789273656
