identity_key,evaluation_unit,score,risk_endpoint,alpha_label,alpha,trivial,actual_feasible,actual_practical,actual_coverage,actual_count,actual_ucb,r004_oracle_feasible,r004_oracle_first_failure,r004_oracle_chosen_coverage,r004_attribution,actual_feasible_r004_oracle_infeasible,scene_envelope_feasible,scene_envelope_min_ucb,actual_minus_envelope_ucb,state_dominance_ok,numeric_dominance_ok
A|tta_circular_consistency|geometry_normalized_severe|relative_0.25_r_fit,A,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,0.005002,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.001,A,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001299,,True,True
A|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.0025,A,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.005,A,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.01,A,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|source_supervised_leave_geometry|geometry_normalized_severe|relative_0.5_r_fit,A,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.010003,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|source_supervised_leave_geometry|geometry_normalized_severe|relative_0.25_r_fit,A,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.005002,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.001,A,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001299,,True,True
A|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.0025,A,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.005,A,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.01,A,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|relative_0.5_r_fit,A,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.010003,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|relative_0.25_r_fit,A,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.005002,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001299,,True,True
A|detection_score|angle_error_gt_5deg|absolute_0.001,A,detection_score,angle_error_gt_5deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001332,,True,True
A|detection_score|angle_error_gt_5deg|absolute_0.0025,A,detection_score,angle_error_gt_5deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|detection_score|angle_error_gt_5deg|absolute_0.005,A,detection_score,angle_error_gt_5deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|detection_score|angle_error_gt_5deg|absolute_0.01,A,detection_score,angle_error_gt_5deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|detection_score|angle_error_gt_5deg|relative_0.5_r_fit,A,detection_score,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|detection_score|angle_error_gt_5deg|relative_0.25_r_fit,A,detection_score,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.001,A,tta_circular_consistency,angle_error_gt_5deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001332,,True,True
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.0025,A,tta_circular_consistency,angle_error_gt_5deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.005,A,tta_circular_consistency,angle_error_gt_5deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.01,A,tta_circular_consistency,angle_error_gt_5deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|tta_circular_consistency|angle_error_gt_5deg|relative_0.5_r_fit,A,tta_circular_consistency,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|tta_circular_consistency|angle_error_gt_5deg|relative_0.25_r_fit,A,tta_circular_consistency,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.001,A,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001332,,True,True
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.0025,A,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.005,A,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.01,A,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|source_supervised_leave_geometry|angle_error_gt_5deg|relative_0.5_r_fit,A,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,False,True,False,0.025000,646,0.031987,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,True,True,0.001332,0.030655,True,True
A|source_supervised_leave_geometry|angle_error_gt_5deg|relative_0.25_r_fit,A,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.001,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001332,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.0025,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.005,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.01,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|relative_0.5_r_fit,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,False,True,True,0.500000,12491,0.035814,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,True,True,0.001332,0.034482,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|relative_0.25_r_fit,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001332,,True,True
A|detection_score|angle_error_gt_10deg|absolute_0.001,A,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001301,,True,True
A|detection_score|angle_error_gt_10deg|absolute_0.0025,A,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|detection_score|angle_error_gt_10deg|absolute_0.005,A,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|detection_score|angle_error_gt_10deg|absolute_0.01,A,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|detection_score|angle_error_gt_10deg|relative_0.5_r_fit,A,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|detection_score|angle_error_gt_10deg|relative_0.25_r_fit,A,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.001,A,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001301,,True,True
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.0025,A,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.005,A,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.01,A,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|tta_circular_consistency|angle_error_gt_10deg|relative_0.5_r_fit,A,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|tta_circular_consistency|angle_error_gt_10deg|relative_0.25_r_fit,A,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.001,A,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001301,,True,True
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.0025,A,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.005,A,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.01,A,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|source_supervised_leave_geometry|angle_error_gt_10deg|relative_0.5_r_fit,A,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|source_supervised_leave_geometry|angle_error_gt_10deg|relative_0.25_r_fit,A,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.001,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001301,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.0025,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.005,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.01,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.01,0.010000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|relative_0.5_r_fit,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|relative_0.25_r_fit,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001301,,True,True
A|detection_score|angle_error_gt_15deg|absolute_0.001,A,detection_score,angle_error_gt_15deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001296,,True,True
A|detection_score|angle_error_gt_15deg|absolute_0.0025,A,detection_score,angle_error_gt_15deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|detection_score|angle_error_gt_15deg|absolute_0.005,A,detection_score,angle_error_gt_15deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|detection_score|angle_error_gt_15deg|absolute_0.01,A,detection_score,angle_error_gt_15deg,absolute_0.01,0.010000,True,False,False,0.000000,0,,False,0.01,0.000000,TRIVIAL_BUDGET,False,True,0.001296,,True,True
A|detection_score|angle_error_gt_15deg|relative_0.5_r_fit,A,detection_score,angle_error_gt_15deg,relative_0.5_r_fit,0.004958,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|detection_score|angle_error_gt_15deg|relative_0.25_r_fit,A,detection_score,angle_error_gt_15deg,relative_0.25_r_fit,0.002479,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.001,A,tta_circular_consistency,angle_error_gt_15deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001296,,True,True
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.0025,A,tta_circular_consistency,angle_error_gt_15deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.005,A,tta_circular_consistency,angle_error_gt_15deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.01,A,tta_circular_consistency,angle_error_gt_15deg,absolute_0.01,0.010000,True,False,False,0.000000,0,,False,0.01,0.000000,TRIVIAL_BUDGET,False,True,0.001296,,True,True
A|tta_circular_consistency|angle_error_gt_15deg|relative_0.5_r_fit,A,tta_circular_consistency,angle_error_gt_15deg,relative_0.5_r_fit,0.004958,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|tta_circular_consistency|angle_error_gt_15deg|relative_0.25_r_fit,A,tta_circular_consistency,angle_error_gt_15deg,relative_0.25_r_fit,0.002479,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.001,A,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001296,,True,True
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.0025,A,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.005,A,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.01,A,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.01,0.010000,True,False,False,0.000000,0,,False,0.01,0.000000,TRIVIAL_BUDGET,False,True,0.001296,,True,True
A|source_supervised_leave_geometry|angle_error_gt_15deg|relative_0.5_r_fit,A,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.5_r_fit,0.004958,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|source_supervised_leave_geometry|angle_error_gt_15deg|relative_0.25_r_fit,A,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.25_r_fit,0.002479,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.001,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001296,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.0025,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.005,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.01,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.01,0.010000,True,False,False,0.000000,0,,False,0.01,0.000000,TRIVIAL_BUDGET,False,True,0.001296,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|relative_0.5_r_fit,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.5_r_fit,0.004958,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|relative_0.25_r_fit,A,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.25_r_fit,0.002479,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001296,,True,True
B|detection_score|geometry_normalized_severe|absolute_0.001,B,detection_score,geometry_normalized_severe,absolute_0.001,0.001000,False,False,False,0.000000,0,,False,0.01,0.000000,STRUCTURAL_POWER_LIMIT,False,False,0.001247,,True,True
B|detection_score|geometry_normalized_severe|absolute_0.0025,B,detection_score,geometry_normalized_severe,absolute_0.0025,0.002500,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001247,,True,True
B|detection_score|geometry_normalized_severe|absolute_0.005,B,detection_score,geometry_normalized_severe,absolute_0.005,0.005000,False,False,False,0.000000,0,,False,0.01,0.000000,ORACLE_DATA_OR_GRID_LIMIT,False,True,0.001247,,True,True
