evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha,perturbation,changed_count,baseline_order_sha256,perturbed_order_sha256,match
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,0.010003,audit,1,9ace226755ff05d216f8c91dc770dc5dba444866d6c203d993c22cbeafb21f36,9ace226755ff05d216f8c91dc770dc5dba444866d6c203d993c22cbeafb21f36,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,0.005002,calib,1,e049b4441203c48119801644f5babf6dcc7b20618907c750444c9838cc83009c,e049b4441203c48119801644f5babf6dcc7b20618907c750444c9838cc83009c,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,0.005002,audit,1,e049b4441203c48119801644f5babf6dcc7b20618907c750444c9838cc83009c,e049b4441203c48119801644f5babf6dcc7b20618907c750444c9838cc83009c,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,0.001000,calib,1,65cc254783fb117f8370c6990d9facc04022f2c80373e1f096901a70e6a1919c,65cc254783fb117f8370c6990d9facc04022f2c80373e1f096901a70e6a1919c,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,0.001000,audit,1,65cc254783fb117f8370c6990d9facc04022f2c80373e1f096901a70e6a1919c,65cc254783fb117f8370c6990d9facc04022f2c80373e1f096901a70e6a1919c,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,0.002500,calib,1,59fcbce07a1b4821e2498aa57d5f7429d4d8670b0c4ab5409b56705f6e939bf5,59fcbce07a1b4821e2498aa57d5f7429d4d8670b0c4ab5409b56705f6e939bf5,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,0.002500,audit,1,59fcbce07a1b4821e2498aa57d5f7429d4d8670b0c4ab5409b56705f6e939bf5,59fcbce07a1b4821e2498aa57d5f7429d4d8670b0c4ab5409b56705f6e939bf5,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,0.005000,calib,1,4b35c76c04384f095f2594f97955a9098c75511271acb418eaa612c3ccefaff7,4b35c76c04384f095f2594f97955a9098c75511271acb418eaa612c3ccefaff7,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,0.005000,audit,1,4b35c76c04384f095f2594f97955a9098c75511271acb418eaa612c3ccefaff7,4b35c76c04384f095f2594f97955a9098c75511271acb418eaa612c3ccefaff7,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,0.010000,calib,1,0f6f2d29e8091393b497c98a4a2d224437df2bad36a9f3d5989af272951f1ae5,0f6f2d29e8091393b497c98a4a2d224437df2bad36a9f3d5989af272951f1ae5,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,0.010000,audit,1,0f6f2d29e8091393b497c98a4a2d224437df2bad36a9f3d5989af272951f1ae5,0f6f2d29e8091393b497c98a4a2d224437df2bad36a9f3d5989af272951f1ae5,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.010003,calib,1,ac2e57f6ca3d4cc230dab6dae2b0d25bed8e12511642fb64b5c4b03a0c25f6da,ac2e57f6ca3d4cc230dab6dae2b0d25bed8e12511642fb64b5c4b03a0c25f6da,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.010003,audit,1,ac2e57f6ca3d4cc230dab6dae2b0d25bed8e12511642fb64b5c4b03a0c25f6da,ac2e57f6ca3d4cc230dab6dae2b0d25bed8e12511642fb64b5c4b03a0c25f6da,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.005002,calib,1,9c68b55a188598a7a452cfc7527c46c572ee6e30f47a06a9d75cd0e40dfe8cbe,9c68b55a188598a7a452cfc7527c46c572ee6e30f47a06a9d75cd0e40dfe8cbe,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.005002,audit,1,9c68b55a188598a7a452cfc7527c46c572ee6e30f47a06a9d75cd0e40dfe8cbe,9c68b55a188598a7a452cfc7527c46c572ee6e30f47a06a9d75cd0e40dfe8cbe,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,calib,1,ab72e2917169214b5693fd7a462c71fa6d73ef15e310b660bce5a4bd2eda30da,ab72e2917169214b5693fd7a462c71fa6d73ef15e310b660bce5a4bd2eda30da,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,audit,1,ab72e2917169214b5693fd7a462c71fa6d73ef15e310b660bce5a4bd2eda30da,ab72e2917169214b5693fd7a462c71fa6d73ef15e310b660bce5a4bd2eda30da,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,calib,1,e45896bc527dcfe87220a11cf78d634840fda4ead9043876bc45f617321f92d3,e45896bc527dcfe87220a11cf78d634840fda4ead9043876bc45f617321f92d3,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,audit,1,e45896bc527dcfe87220a11cf78d634840fda4ead9043876bc45f617321f92d3,e45896bc527dcfe87220a11cf78d634840fda4ead9043876bc45f617321f92d3,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,calib,1,e9b90d6f206e0312620537df37cd7a1923e360d83774241dd9237d4bb6189f59,e9b90d6f206e0312620537df37cd7a1923e360d83774241dd9237d4bb6189f59,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,audit,1,e9b90d6f206e0312620537df37cd7a1923e360d83774241dd9237d4bb6189f59,e9b90d6f206e0312620537df37cd7a1923e360d83774241dd9237d4bb6189f59,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,calib,1,ff87e8e547bfcf20cb9a458eec53d57af793d709ea09ed313cb07e559914ccf0,ff87e8e547bfcf20cb9a458eec53d57af793d709ea09ed313cb07e559914ccf0,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,audit,1,ff87e8e547bfcf20cb9a458eec53d57af793d709ea09ed313cb07e559914ccf0,ff87e8e547bfcf20cb9a458eec53d57af793d709ea09ed313cb07e559914ccf0,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.010003,calib,1,3fc2b80e19eac8ef524c219ff5c7d3d1b7fd6fab5481e1633d48b25deef4bb9b,3fc2b80e19eac8ef524c219ff5c7d3d1b7fd6fab5481e1633d48b25deef4bb9b,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.010003,audit,1,3fc2b80e19eac8ef524c219ff5c7d3d1b7fd6fab5481e1633d48b25deef4bb9b,3fc2b80e19eac8ef524c219ff5c7d3d1b7fd6fab5481e1633d48b25deef4bb9b,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.005002,calib,1,0abd29e81d5540fce54e88d8ec5df2fc23fdd940d21749c1b16029aafa917d41,0abd29e81d5540fce54e88d8ec5df2fc23fdd940d21749c1b16029aafa917d41,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.005002,audit,1,0abd29e81d5540fce54e88d8ec5df2fc23fdd940d21749c1b16029aafa917d41,0abd29e81d5540fce54e88d8ec5df2fc23fdd940d21749c1b16029aafa917d41,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.001,0.001000,calib,1,822579169c0d67af5a89dc9d89eddd71ca1b26a1d354a695daad050ca32edb92,822579169c0d67af5a89dc9d89eddd71ca1b26a1d354a695daad050ca32edb92,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.001,0.001000,audit,1,822579169c0d67af5a89dc9d89eddd71ca1b26a1d354a695daad050ca32edb92,822579169c0d67af5a89dc9d89eddd71ca1b26a1d354a695daad050ca32edb92,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.0025,0.002500,calib,1,470b184c5a341bc53f31e5242f44d3458ef8eda8f7808ce54d45b72033fbc90f,470b184c5a341bc53f31e5242f44d3458ef8eda8f7808ce54d45b72033fbc90f,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.0025,0.002500,audit,1,470b184c5a341bc53f31e5242f44d3458ef8eda8f7808ce54d45b72033fbc90f,470b184c5a341bc53f31e5242f44d3458ef8eda8f7808ce54d45b72033fbc90f,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.005,0.005000,calib,1,09974189a353a3acacfb0fe7927ac154ecd1fb38f88409b84e36e2b190519741,09974189a353a3acacfb0fe7927ac154ecd1fb38f88409b84e36e2b190519741,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.005,0.005000,audit,1,09974189a353a3acacfb0fe7927ac154ecd1fb38f88409b84e36e2b190519741,09974189a353a3acacfb0fe7927ac154ecd1fb38f88409b84e36e2b190519741,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.01,0.010000,calib,1,db6a85bde15677afe9f367ac1149f84e9445a8922731485c14df287cf0d68aea,db6a85bde15677afe9f367ac1149f84e9445a8922731485c14df287cf0d68aea,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,absolute_0.01,0.010000,audit,1,db6a85bde15677afe9f367ac1149f84e9445a8922731485c14df287cf0d68aea,db6a85bde15677afe9f367ac1149f84e9445a8922731485c14df287cf0d68aea,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,calib,1,904995020431c6010357828f7ec642a8134cf54e31ea3be7314a69fcc7571680,904995020431c6010357828f7ec642a8134cf54e31ea3be7314a69fcc7571680,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,audit,1,904995020431c6010357828f7ec642a8134cf54e31ea3be7314a69fcc7571680,904995020431c6010357828f7ec642a8134cf54e31ea3be7314a69fcc7571680,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,calib,1,9b81e0326acfc19ff581932bd8fc7e81c1c77d7b6d153dd302ea9c7facdcca2e,9b81e0326acfc19ff581932bd8fc7e81c1c77d7b6d153dd302ea9c7facdcca2e,True
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,audit,1,9b81e0326acfc19ff581932bd8fc7e81c1c77d7b6d153dd302ea9c7facdcca2e,9b81e0326acfc19ff581932bd8fc7e81c1c77d7b6d153dd302ea9c7facdcca2e,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.001,0.001000,calib,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.001,0.001000,audit,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.0025,0.002500,calib,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.0025,0.002500,audit,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.005,0.005000,calib,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.005,0.005000,audit,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.01,0.010000,calib,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.01,0.010000,audit,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,calib,1,56f92f98f36f87f0a4b0fab47f31edc626d914971a22936089b27eaf56abe1cc,56f92f98f36f87f0a4b0fab47f31edc626d914971a22936089b27eaf56abe1cc,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,audit,1,56f92f98f36f87f0a4b0fab47f31edc626d914971a22936089b27eaf56abe1cc,56f92f98f36f87f0a4b0fab47f31edc626d914971a22936089b27eaf56abe1cc,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,calib,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,audit,1,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,b894ab58d1f295c1b156a4c052e200fd283c8f4258ca32a6d0afddf8f55561aa,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.001,0.001000,calib,1,4048164ce5b21cad97c268d381ae69d7a57739b8f42448ce5e97cc3ddffe040c,4048164ce5b21cad97c268d381ae69d7a57739b8f42448ce5e97cc3ddffe040c,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.001,0.001000,audit,1,4048164ce5b21cad97c268d381ae69d7a57739b8f42448ce5e97cc3ddffe040c,4048164ce5b21cad97c268d381ae69d7a57739b8f42448ce5e97cc3ddffe040c,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.0025,0.002500,calib,1,0ce14215f7903148d75d45264e9f2a2f0b18766987346a36091d843030cb5079,0ce14215f7903148d75d45264e9f2a2f0b18766987346a36091d843030cb5079,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.0025,0.002500,audit,1,0ce14215f7903148d75d45264e9f2a2f0b18766987346a36091d843030cb5079,0ce14215f7903148d75d45264e9f2a2f0b18766987346a36091d843030cb5079,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.005,0.005000,calib,1,8ab5f006ede330deb882f76453884ff8364aa95f5c59d819cd7b7b302e6c216f,8ab5f006ede330deb882f76453884ff8364aa95f5c59d819cd7b7b302e6c216f,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.005,0.005000,audit,1,8ab5f006ede330deb882f76453884ff8364aa95f5c59d819cd7b7b302e6c216f,8ab5f006ede330deb882f76453884ff8364aa95f5c59d819cd7b7b302e6c216f,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.01,0.010000,calib,1,bf106deb4462265b774661e4c21783bfafb44608e0e9044e4438762d4eb7cc81,bf106deb4462265b774661e4c21783bfafb44608e0e9044e4438762d4eb7cc81,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.01,0.010000,audit,1,bf106deb4462265b774661e4c21783bfafb44608e0e9044e4438762d4eb7cc81,bf106deb4462265b774661e4c21783bfafb44608e0e9044e4438762d4eb7cc81,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,calib,1,52bb96b2bc0c43c437dfda7861fb8997ea53a77e80bea849ff89cb93d457471d,52bb96b2bc0c43c437dfda7861fb8997ea53a77e80bea849ff89cb93d457471d,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,audit,1,52bb96b2bc0c43c437dfda7861fb8997ea53a77e80bea849ff89cb93d457471d,52bb96b2bc0c43c437dfda7861fb8997ea53a77e80bea849ff89cb93d457471d,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,calib,1,004d8e294de2caeaf015dff3061e6fb8ff049cd6953618cbda0daec96b7ef73e,004d8e294de2caeaf015dff3061e6fb8ff049cd6953618cbda0daec96b7ef73e,True
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,audit,1,004d8e294de2caeaf015dff3061e6fb8ff049cd6953618cbda0daec96b7ef73e,004d8e294de2caeaf015dff3061e6fb8ff049cd6953618cbda0daec96b7ef73e,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,calib,1,c0a25986606a6706f204092573d2403bc57e80435f9268c4f3ea9391939c79c2,c0a25986606a6706f204092573d2403bc57e80435f9268c4f3ea9391939c79c2,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,0.001000,audit,1,c0a25986606a6706f204092573d2403bc57e80435f9268c4f3ea9391939c79c2,c0a25986606a6706f204092573d2403bc57e80435f9268c4f3ea9391939c79c2,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,calib,1,46f85774bf6bb50a84f9366b69f2853ac91eb4b9f37849c98e3f31996224935d,46f85774bf6bb50a84f9366b69f2853ac91eb4b9f37849c98e3f31996224935d,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,audit,1,46f85774bf6bb50a84f9366b69f2853ac91eb4b9f37849c98e3f31996224935d,46f85774bf6bb50a84f9366b69f2853ac91eb4b9f37849c98e3f31996224935d,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,calib,1,4ac5978ab8ec8057699fb3ee3caec7c9b0e8b46f0750e9486df680708a5baa6d,4ac5978ab8ec8057699fb3ee3caec7c9b0e8b46f0750e9486df680708a5baa6d,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,audit,1,4ac5978ab8ec8057699fb3ee3caec7c9b0e8b46f0750e9486df680708a5baa6d,4ac5978ab8ec8057699fb3ee3caec7c9b0e8b46f0750e9486df680708a5baa6d,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,calib,1,1af5a5136f1acd81fbef9e4280360b3e405c527fa2a65ec3daa5a83f5e39f485,1af5a5136f1acd81fbef9e4280360b3e405c527fa2a65ec3daa5a83f5e39f485,True
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,audit,1,1af5a5136f1acd81fbef9e4280360b3e405c527fa2a65ec3daa5a83f5e39f485,1af5a5136f1acd81fbef9e4280360b3e405c527fa2a65ec3daa5a83f5e39f485,True
