identity_key,evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha_type,alpha,trivial,actual_feasible,actual_practical,actual_coverage,actual_count,structural_power_limit,scene_envelope_feasible,scene_envelope_min_ucb,attribution,main_denominator,conservative_other_target_free_witness,diagnostic_target_gt_witness,score_cause_upper_possible
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001332,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_5deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_5deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.040944,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_5deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.020472,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001332,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_5deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.040944,False,True,False,0.025000,646,False,True,0.001332,PRACTICAL_COVERAGE_LIMIT,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_5deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.020472,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001332,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.040944,False,True,True,0.500000,12491,False,True,0.001332,CERTIFIED_PRACTICAL,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.020472,False,False,False,0.000000,0,False,True,0.001332,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_10deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001301,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|detection_score|angle_error_gt_10deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_10deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_10deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_10deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_10deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001301,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_10deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_10deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_10deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001301,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_10deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_10deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001301,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.009388,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.004694,False,False,False,0.000000,0,False,True,0.001301,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_15deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001296,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|detection_score|angle_error_gt_15deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_15deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_15deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,True,False,False,0.000000,0,False,True,0.001296,TRIVIAL_BUDGET_INFEASIBLE,False,False,False,False
A|detection_score|angle_error_gt_15deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|detection_score|angle_error_gt_15deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001296,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_15deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,True,False,False,0.000000,0,False,True,0.001296,TRIVIAL_BUDGET_INFEASIBLE,False,False,False,False
A|tta_circular_consistency|angle_error_gt_15deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|tta_circular_consistency|angle_error_gt_15deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001296,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_15deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,True,False,False,0.000000,0,False,True,0.001296,TRIVIAL_BUDGET_INFEASIBLE,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_15deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|source_supervised_leave_geometry|angle_error_gt_15deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,False,False,False,0.000000,0,True,False,0.001296,STRUCTURAL_POWER_LIMIT,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,False,False,False,0.000000,0,False,True,0.001296,SELECTION_PROTOCOL_GAP,False,False,False,False
