evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha_type,r_fit,base_risk,alpha,alpha_gt_base_risk,trivial_guarantee,selected_threshold,target_coverage,certified_risk_ucb,mean_calibration_risk,mean_audit_risk,audit_risk_ucb,nonempty_scene_rate,selected_instance_coverage,selected_count,calibration_scene_count,audit_scene_count,feasible,certified,nontrivial_certified,practical,reason,conditional_mean_scene_risk,scene_risk_ucb,nonempty_scene_count,eligible_scene_count,selected_scenes_instance_coverage,abstained_scene_count,formal_exchangeable_unit
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.020007,0.020007,0.010003,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.020007,0.020007,0.005002,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.020007,0.020007,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.020007,0.020007,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.020007,0.020007,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.020007,0.020007,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.020007,0.020007,0.010003,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.020007,0.020007,0.005002,False,False,,0.000000,,,,,0.000000,0.000000,0,1794,3494,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3494,0.000000,3494,mother_scene
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.025040,0.025040,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.025040,0.025040,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.025040,0.025040,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.025040,0.025040,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3641,0.000000,3641,mother_scene
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,-2.325412,0.700000,0.016028,0.010026,0.014024,0.018797,0.781030,0.701369,19207,1877,3690,True,True,True,True,certified,0.014024,0.018797,2882,3690,0.763394,808,mother_scene
C,DIOR-R,rotated_rtmdet_s,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.034746,0.034746,0.008687,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,3690,0.000000,3690,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.003058,0.003058,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.003058,0.003058,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.003058,0.003058,0.005000,True,True,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.003058,0.003058,0.010000,True,True,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.003058,0.003058,0.001529,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.003058,0.003058,0.000764,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.003058,0.003058,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.003058,0.003058,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.003058,0.003058,0.005000,True,True,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.003058,0.003058,0.010000,True,True,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.003058,0.003058,0.001529,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
D,FAIR1M-v1.0,rotated_retinanet_psc,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.003058,0.003058,0.000764,False,False,,0.000000,,,,,0.000000,0.000000,0,646,1221,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB,,,0,1221,0.000000,1221,mother_scene
