anon_id,dataset,image_id,pred_id,matched_gt_class,matched_gt_size_bin,matched_gt_aspect_ratio,matched_gt_ar_bin,formal_ar21_eligible,formal_stratum,angleA,angleB,cannotA,cannotB,annotatorA_id_sha256,annotatorB_id_sha256,pair_status,human_usable
82fbc957bb245d6d,DIOR-R,13158,208,ship,small,2.3,ar>=2.1,True,ship|small|ar>=2.1,85.236364,88.069374,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
600e02423333ab32,DIOR-R,17052,7,basketballcourt,medium,1.881881,1.6<=ar<2.1,False,basketballcourt|medium|1.6<=ar<2.1,79.672727,81.730040,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
495ec00599149c07,DIOR-R,15124,4,windmill,small,1.733333,1.6<=ar<2.1,False,windmill|small|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
f3276b3aeb3f4ce5,DIOR-R,12038,60,vehicle,small,1.465517,ar<1.6,False,vehicle|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,SKIP|AMBIGUOUS,False
ec4e635defc85042,DIOR-R,20500,14,airplane,medium,1.067049,ar<1.6,False,airplane|medium|ar<1.6,128.107574,129.421382,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
6ec6e800225ef723,DIOR-R,20489,23,baseballfield,small,1.6,1.6<=ar<2.1,False,baseballfield|small|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
c9e6f29e0a36851f,DIOR-R,20332,41,vehicle,small,2.071896,1.6<=ar<2.1,False,vehicle|small|1.6<=ar<2.1,51.428726,55.049359,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
2dff38a5a209811b,DIOR-R,16965,6,storagetank,large,1.0,ar<1.6,False,storagetank|large|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
2a3a1df8033a8109,DIOR-R,16819,14,vehicle,small,2.5,ar>=2.1,True,vehicle|small|ar>=2.1,0.000000,176.185924,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
0c48e0eaa9b91e1c,DIOR-R,16874,7,ship,small,2.7875,ar>=2.1,True,ship|small|ar>=2.1,98.560887,98.714732,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
fe4ce633201f1c5b,DIOR-R,14716,3,bridge,large,1.69656,1.6<=ar<2.1,False,bridge|large|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|SKIP,False
6ec3a99dd53d7764,DIOR-R,16116,5,airport,medium,1.630141,1.6<=ar<2.1,False,airport|medium|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
8729f155cc789c31,DIOR-R,13361,0,Expressway-toll-station,large,1.324254,ar<1.6,False,Expressway-toll-station|large|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
5287a0b309b44a52,DIOR-R,21752,0,trainstation,large,1.730159,1.6<=ar<2.1,False,trainstation|large|1.6<=ar<2.1,92.829807,94.322276,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
0759559b302c658d,DIOR-R,15735,0,basketballcourt,large,1.863821,1.6<=ar<2.1,False,basketballcourt|large|1.6<=ar<2.1,31.005239,30.379116,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
a89cf4600ea3593a,DIOR-R,21246,7,vehicle,small,2.5,ar>=2.1,True,vehicle|small|ar>=2.1,91.847607,89.003684,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
ebf2a94d68640c0c,DIOR-R,16613,38,storagetank,small,1.083333,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
fc5045dd9772e2e2,DIOR-R,16672,26,vehicle,small,2.0,1.6<=ar<2.1,False,vehicle|small|1.6<=ar<2.1,154.025612,156.501409,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
23c974432a46c2ee,DIOR-R,15947,3,tenniscourt,medium,2.091797,1.6<=ar<2.1,False,tenniscourt|medium|1.6<=ar<2.1,99.659748,102.817335,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
83a76fbec593039c,DIOR-R,21463,17,overpass,small,1.390935,ar<1.6,False,overpass|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
82f48a7d34c9ee2f,DIOR-R,19310,15,ship,medium,2.730769,ar>=2.1,True,ship|medium|ar>=2.1,91.041609,92.385945,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
e7724176526d2a6f,DIOR-R,12035,75,storagetank,small,1.125,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
66bc13b4c3db5c9b,DIOR-R,14538,7,vehicle,medium,2.498959,ar>=2.1,True,vehicle|medium|ar>=2.1,93.094063,93.576351,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
703b1287f887bb6f,DIOR-R,14117,9,vehicle,medium,2.206897,ar>=2.1,True,vehicle|medium|ar>=2.1,89.495205,90.000000,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
8f9edc772889336d,DIOR-R,14321,2,overpass,small,1.7737,1.6<=ar<2.1,False,overpass|small|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,SKIP|AMBIGUOUS,False
a75741485b94d83c,DIOR-R,21290,0,vehicle,small,2.309859,ar>=2.1,True,vehicle|small|ar>=2.1,72.016229,74.497459,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
d3ee8808a4f5106f,DIOR-R,18771,38,ship,small,2.75,ar>=2.1,True,ship|small|ar>=2.1,92.834067,93.433627,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
3221770800266275,DIOR-R,16638,34,ship,medium,2.894737,ar>=2.1,True,ship|medium|ar>=2.1,2.223948,1.390399,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
202bc18d45d9bf01,DIOR-R,22840,5,Expressway-Service-area,large,2.775734,ar>=2.1,True,Expressway-Service-area|large|ar>=2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
f85a7daeac39ebeb,DIOR-R,18548,53,storagetank,small,1.2,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
320b6a01156fb505,DIOR-R,11955,10,tenniscourt,medium,1.942119,1.6<=ar<2.1,False,tenniscourt|medium|1.6<=ar<2.1,88.218044,88.531179,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
7c0ce9f37923b317,DIOR-R,17572,43,vehicle,small,2.166667,ar>=2.1,True,vehicle|small|ar>=2.1,1.974986,2.231165,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
bc1fd4d6d3960de3,DIOR-R,17031,3,airplane,medium,1.527778,ar<1.6,False,airplane|medium|ar<1.6,93.782640,93.202024,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
e1bece22e410dd0f,DIOR-R,19917,49,ship,small,2.555556,ar>=2.1,True,ship|small|ar>=2.1,1.548139,2.405968,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
92aaacdf49c5a0df,DIOR-R,20903,27,ship,small,2.928571,ar>=2.1,True,ship|small|ar>=2.1,1.684688,1.405748,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
5a49d9f508208d8e,DIOR-R,12014,9,ship,small,2.666667,ar>=2.1,True,ship|small|ar>=2.1,86.739816,90.779510,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
63c1849612542404,DIOR-R,17526,10,ship,small,2.666667,ar>=2.1,True,ship|small|ar>=2.1,2.353286,1.408647,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
34a8ecd1e01b938f,DIOR-R,12196,20,overpass,medium,1.901316,1.6<=ar<2.1,False,overpass|medium|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,SKIP|AMBIGUOUS,False
b7d52cf52b84be21,DIOR-R,14168,1,tenniscourt,medium,1.529412,ar<1.6,False,tenniscourt|medium|ar<1.6,91.245298,93.848962,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
a80f6cac05b5fcea,DIOR-R,13605,18,storagetank,small,1.25,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
a9dec5a374d505a8,DIOR-R,16497,46,ship,small,3.181818,ar>=2.1,True,ship|small|ar>=2.1,0.360357,1.060915,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
4813b884a8e9227a,DIOR-R,19787,3,tenniscourt,medium,2.153132,ar>=2.1,True,tenniscourt|medium|ar>=2.1,107.120700,105.823918,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
475ee4e80ebfef80,DIOR-R,15617,6,vehicle,large,7.091597,ar>=2.1,True,vehicle|large|ar>=2.1,147.737073,147.528799,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
c4296b3c6512a1fb,DIOR-R,18910,11,storagetank,medium,1.150685,ar<1.6,False,storagetank|medium|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
a3c5251924922cf5,DIOR-R,16742,38,ship,small,2.846154,ar>=2.1,True,ship|small|ar>=2.1,179.678113,177.939891,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
87b8e2e269e87130,DIOR-R,14777,18,storagetank,medium,1.125,ar<1.6,False,storagetank|medium|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
cf52b1272c4bbc5e,DIOR-R,23054,7,vehicle,small,4.865921,ar>=2.1,True,vehicle|small|ar>=2.1,,169.070522,1,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|LABELED,False
979ba36f57714608,DIOR-R,14278,1,storagetank,small,1.04,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
0477e5c99b8cd6a4,DIOR-R,22091,13,baseballfield,large,1.00885,ar<1.6,False,baseballfield|large|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
4f23d6b2c9723a55,DIOR-R,13584,3,groundtrackfield,medium,1.633712,1.6<=ar<2.1,False,groundtrackfield|medium|1.6<=ar<2.1,58.815043,55.359050,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
6138a5987be81215,DIOR-R,14125,100,storagetank,small,1.076923,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
c3a4d71f5335a2ff,DIOR-R,16486,3,windmill,medium,2.339331,ar>=2.1,True,windmill|medium|ar>=2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
dbd2bb2c41304299,DIOR-R,12902,9,vehicle,small,4.84841,ar>=2.1,True,vehicle|small|ar>=2.1,149.520157,151.079947,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
4fbbfaba8296a0fd,DIOR-R,22501,7,overpass,medium,1.237695,ar<1.6,False,overpass|medium|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
5a6a7dd4e47c6ecb,DIOR-R,17273,21,ship,medium,3.04,ar>=2.1,True,ship|medium|ar>=2.1,179.595086,0.587628,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
453fbda52132caef,DIOR-R,16828,10,storagetank,small,1.266667,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
82468abcf6f750ab,DIOR-R,13568,40,ship,small,2.669405,ar>=2.1,True,ship|small|ar>=2.1,133.760032,133.958366,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
c5903372d15b5bbe,DIOR-R,22398,28,harbor,small,1.052419,ar<1.6,False,harbor|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
e7fb8ab4facf41ad,DIOR-R,18875,59,ship,small,3.363636,ar>=2.1,True,ship|small|ar>=2.1,178.315330,1.776042,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
bf3f8d9e4b2ea467,DIOR-R,13335,8,basketballcourt,medium,2.535521,ar>=2.1,True,basketballcourt|medium|ar>=2.1,0.000000,0.000000,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
24b572df6ef2d75c,DIOR-R,19870,100,ship,small,2.6,ar>=2.1,True,ship|small|ar>=2.1,93.366432,95.440333,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
cc5b40a0b3f1e352,DIOR-R,15387,3,chimney,large,1.462428,ar<1.6,False,chimney|large|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
1748fa7e740ffec1,DIOR-R,13311,8,baseballfield,medium,1.344828,ar<1.6,False,baseballfield|medium|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
4d640a4a492e7b53,DIOR-R,15950,0,vehicle,medium,2.77561,ar>=2.1,True,vehicle|medium|ar>=2.1,6.040553,7.754291,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
