anon_id,dataset,image_id,pred_id,matched_gt_class,matched_gt_size_bin,matched_gt_aspect_ratio,matched_gt_ar_bin,formal_ar21_eligible,formal_stratum,angleA,angleB,cannotA,cannotB,annotatorA_id_sha256,annotatorB_id_sha256,pair_status,human_usable
e311483df06e7d2a,SODA-A,00967__800__600___600,335,small-vehicle,small,2.418968,ar>=2.1,True,small-vehicle|small|ar>=2.1,34.875308,42.305737,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
4f409942e6e78ef1,FAIR1M-v1.0,5879__1024__2976___824,0,A330,large,1.066475,ar<1.6,False,A330|large|ar<1.6,8.198078,6.812782,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
5194bfa04a6202a4,SODA-A,02090__800__3000___1800,4,airplane,small,1.207138,ar<1.6,False,airplane|small|ar<1.6,152.133023,154.155628,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
1de55bc77d620236,SODA-A,01044__800__1800___1800,66,small-vehicle,small,2.339297,ar>=2.1,True,small-vehicle|small|ar>=2.1,3.247373,178.908796,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
723c03c38b33af82,FAIR1M-v1.0,8129__1024__0___0,8,Tennis Court,small,2.251429,ar>=2.1,True,Tennis Court|small|ar>=2.1,32.471144,30.827664,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
0cace1b3fad0745d,FAIR1M-v1.0,8593__1024__0___0,101,Small Car,small,1.771186,1.6<=ar<2.1,False,Small Car|small|1.6<=ar<2.1,72.315575,69.443974,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
a3c5251924922cf5,DIOR-R,16742,38,ship,small,2.846154,ar>=2.1,True,ship|small|ar>=2.1,179.678113,177.939891,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
288f51ddbddbf5a7,DIOR-R,21380,7,stadium,large,1.263889,ar<1.6,False,stadium|large|ar<1.6,90.584622,89.590739,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
f32d82fc6178eefd,FAIR1M-v1.0,15863__1024__0___0,13,Van,small,3.666667,ar>=2.1,True,Van|small|ar>=2.1,178.567944,178.929166,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
eaf48c88ebfb165a,SODA-A,00226__800__3600___1200,64,container,small,4.395289,ar>=2.1,True,container|small|ar>=2.1,0.535423,177.985406,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
5fd9d7cd9c127c6d,DIOR-R,22785,8,storagetank,small,1.148148,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
33a321411f60ec65,FAIR1M-v1.0,7030__1024__0___0,4,Van,small,2.0,1.6<=ar<2.1,False,Van|small|1.6<=ar<2.1,136.974933,142.373825,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
a8bb8cd356785bbc,SODA-A,02512__800__3600___1200,52,container,small,4.631965,ar>=2.1,True,container|small|ar>=2.1,173.480223,176.710749,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
07162e17e6c3507f,DIOR-R,18126,40,storagetank,small,1.157895,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
3221770800266275,DIOR-R,16638,34,ship,medium,2.894737,ar>=2.1,True,ship|medium|ar>=2.1,2.223948,1.390399,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
4a9947d785108f07,FAIR1M-v1.0,5920__1024__0___0,30,Engineering Ship,medium,3.053763,ar>=2.1,True,Engineering Ship|medium|ar>=2.1,14.796792,10.705668,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
f2c8a4b09c851efe,FAIR1M-v1.0,1831__1024__0___0,1,other-airplane,medium,2.328508,ar>=2.1,True,other-airplane|medium|ar>=2.1,14.931399,13.544975,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
feb5caf3d3e64867,DIOR-R,15607,10,airplane,large,1.041246,ar<1.6,False,airplane|large|ar<1.6,103.570353,101.709000,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
c9233d68e261e3b4,SODA-A,00283__800__1200___1974,384,small-vehicle,small,2.106652,ar>=2.1,True,small-vehicle|small|ar>=2.1,0.000000,175.763573,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
b63fcacbf4d7618a,SODA-A,00231__800__0___600,177,small-vehicle,small,2.435835,ar>=2.1,True,small-vehicle|small|ar>=2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
02228204dc184fe1,SODA-A,01693__800__2400___1200,64,container,small,5.18405,ar>=2.1,True,container|small|ar>=2.1,90.000000,89.161583,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
7c0ce9f37923b317,DIOR-R,17572,43,vehicle,small,2.166667,ar>=2.1,True,vehicle|small|ar>=2.1,1.974986,2.231165,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
a1313131cfd28701,SODA-A,01251__800__2400___0,116,ship,small,2.65519,ar>=2.1,True,ship|small|ar>=2.1,36.573028,32.152291,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
23c974432a46c2ee,DIOR-R,15947,3,tenniscourt,medium,2.091797,1.6<=ar<2.1,False,tenniscourt|medium|1.6<=ar<2.1,99.659748,102.817335,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
0e32f801ec4375de,FAIR1M-v1.0,1135__1024__0___0,91,Small Car,small,2.44,ar>=2.1,True,Small Car|small|ar>=2.1,,30.854217,1,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|LABELED,False
2d21aff7bd0d84b4,FAIR1M-v1.0,15074__1024__0___0,84,Van,small,1.992248,1.6<=ar<2.1,False,Van|small|1.6<=ar<2.1,83.480098,85.855320,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
979ba36f57714608,DIOR-R,14278,1,storagetank,small,1.04,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
7292316abfbde484,SODA-A,02002__800__2400___1200,72,small-vehicle,small,2.125764,ar>=2.1,True,small-vehicle|small|ar>=2.1,43.451860,42.797326,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
08f410996172040d,FAIR1M-v1.0,6594__1024__0___0,80,Dump Truck,small,3.102767,ar>=2.1,True,Dump Truck|small|ar>=2.1,0.489690,179.060820,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
1f45c229950a0bcd,DIOR-R,13415,3,vehicle,medium,2.511628,ar>=2.1,True,vehicle|medium|ar>=2.1,89.488429,90.313088,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
6bb98bca1424bb2d,SODA-A,01347__800__1200___1800,16,airplane,small,1.122075,ar<1.6,False,airplane|small|ar<1.6,107.216067,107.684353,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
406aab3642c5c227,SODA-A,02004__800__0___1200,46,storage-tank,small,1.057371,ar<1.6,False,storage-tank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
bdfcc2cddf032408,FAIR1M-v1.0,8963__1024__0___0,157,Van,small,3.194805,ar>=2.1,True,Van|small|ar>=2.1,,1.958036,1,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|LABELED,False
885f088889e15db7,DIOR-R,14315,29,storagetank,small,1.076923,ar<1.6,False,storagetank|small|ar<1.6,,,0,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,PENDING|AMBIGUOUS,False
bf15f8582d5576ab,FAIR1M-v1.0,14689__1024__0___0,113,Van,small,2.078431,1.6<=ar<2.1,False,Van|small|1.6<=ar<2.1,76.373018,75.963798,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
3f0567f58caaa096,FAIR1M-v1.0,4015__1024__0___0,11,Boeing787,large,1.078098,ar<1.6,False,Boeing787|large|ar<1.6,47.569247,50.440325,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
c3bf95ed9c518caa,FAIR1M-v1.0,13287__1024__0___0,63,Small Car,small,1.777778,1.6<=ar<2.1,False,Small Car|small|1.6<=ar<2.1,89.459473,91.193526,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
c5727805654c8db9,SODA-A,02231__800__3600___0,128,small-vehicle,small,2.907087,ar>=2.1,True,small-vehicle|small|ar>=2.1,107.723267,108.911078,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
daf1ad6d73b80856,FAIR1M-v1.0,978__1024__0___0,87,Motorboat,medium,3.021739,ar>=2.1,True,Motorboat|medium|ar>=2.1,78.171826,78.211832,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
362e824a6039344c,DIOR-R,12587,1,tenniscourt,small,2.285714,ar>=2.1,True,tenniscourt|small|ar>=2.1,90.939180,89.087013,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
31659deca6824bb9,DIOR-R,18454,28,storagetank,small,1.074074,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
163d43733201065c,SODA-A,00733__800__1200___600,27,small-vehicle,small,2.625642,ar>=2.1,True,small-vehicle|small|ar>=2.1,70.074409,72.570171,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
cc0a672d74d3499c,SODA-A,02030__800__600___1985,7,swimming-pool,medium,1.628085,1.6<=ar<2.1,False,swimming-pool|medium|1.6<=ar<2.1,89.104824,88.443450,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
6df46b3c38ae2c19,FAIR1M-v1.0,14953__1024__0___0,308,Small Car,small,1.5,ar<1.6,False,Small Car|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,SKIP|AMBIGUOUS,False
d305a7cadaa8dcb4,SODA-A,01190__800__3600___2058,78,small-vehicle,small,2.869156,ar>=2.1,True,small-vehicle|small|ar>=2.1,55.459945,50.477374,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
cf0f7b50559d0136,DIOR-R,15060,8,ship,medium,2.7,ar>=2.1,True,ship|medium|ar>=2.1,89.006508,89.720525,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
971a2e5bec0b7071,FAIR1M-v1.0,2777__1024__0___0,111,Tennis Court,medium,2.930131,ar>=2.1,True,Tennis Court|medium|ar>=2.1,7.399564,8.846648,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
bf3f8d9e4b2ea467,DIOR-R,13335,8,basketballcourt,medium,2.535521,ar>=2.1,True,basketballcourt|medium|ar>=2.1,0.000000,0.000000,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
62d1cbc614d2e106,SODA-A,02083__800__3000___0,39,small-vehicle,small,2.239711,ar>=2.1,True,small-vehicle|small|ar>=2.1,89.012189,87.672188,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
1f999519f4561370,DIOR-R,21992,10,tenniscourt,medium,2.159133,ar>=2.1,True,tenniscourt|medium|ar>=2.1,91.151536,91.476386,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
c0a8d349923c2e56,DIOR-R,20275,0,windmill,large,1.779221,1.6<=ar<2.1,False,windmill|large|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
a5ecfdfe9038ed42,FAIR1M-v1.0,2693__1024__0___0,1,Intersection,medium,1.234043,ar<1.6,False,Intersection|medium|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,SKIP|AMBIGUOUS,False
5086b693a70886d6,FAIR1M-v1.0,15750__1024__0___0,27,Bridge,medium,1.925926,1.6<=ar<2.1,False,Bridge|medium|1.6<=ar<2.1,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,SKIP|AMBIGUOUS,False
0b76cc1135343efa,FAIR1M-v1.0,10284__1024__0___0,161,Van,small,1.740157,1.6<=ar<2.1,False,Van|small|1.6<=ar<2.1,71.241353,67.479482,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
be14fcdcff9d8ce1,DIOR-R,13931,9,ship,small,3.283333,ar>=2.1,True,ship|small|ar>=2.1,178.281650,177.299379,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
197947d59206eef1,FAIR1M-v1.0,5242__1024__0___0,103,Van,small,2.0,1.6<=ar<2.1,False,Van|small|1.6<=ar<2.1,56.611483,58.642880,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
e27dfec3519adc65,SODA-A,01567__800__3955___1200,167,ship,small,2.181819,ar>=2.1,True,ship|small|ar>=2.1,138.483263,141.267478,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
a72f99a017cff5a5,SODA-A,00152__800__2400___1200,7,swimming-pool,small,2.0055,1.6<=ar<2.1,False,swimming-pool|small|1.6<=ar<2.1,61.699251,62.650129,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
367f2f05f5299fbe,SODA-A,00812__800__3600___0,24,small-vehicle,small,2.228237,ar>=2.1,True,small-vehicle|small|ar>=2.1,3.094071,1.534323,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
e2039700213f385f,DIOR-R,17001,23,vehicle,small,2.444444,ar>=2.1,True,vehicle|small|ar>=2.1,178.712632,176.790536,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
5c2353432821dcc7,DIOR-R,18152,15,storagetank,small,1.178571,ar<1.6,False,storagetank|small|ar<1.6,,,1,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,AMBIGUOUS|AMBIGUOUS,False
63934fdf7f78307c,SODA-A,01287__800__0___0,78,small-vehicle,small,2.381835,ar>=2.1,True,small-vehicle|small|ar>=2.1,94.159573,93.814071,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
24b80c44a1ca9878,FAIR1M-v1.0,5746__1024__0___0,8,Fishing Boat,small,4.276042,ar>=2.1,True,Fishing Boat|small|ar>=2.1,,120.818882,1,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,SKIP|LABELED,False
46e088c777bd09e6,DIOR-R,12863,24,vehicle,small,2.12,ar>=2.1,True,vehicle|small|ar>=2.1,90.000000,98.129987,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
703b1287f887bb6f,DIOR-R,14117,9,vehicle,medium,2.206897,ar>=2.1,True,vehicle|medium|ar>=2.1,89.495205,90.000000,0,0,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,COMPLETE,True
197c5c28d083a2fc,SODA-A,00044__800__0___1200,64,small-vehicle,small,1.940416,1.6<=ar<2.1,False,small-vehicle|small|1.6<=ar<2.1,0.000000,,0,1,8e8d4b61ea982f03a0fdefaca4068be0ac64d1f363bae1005adde8cfe8c7c0b1,e99ce31344fc741606a880e8655161cfd65454a4dc336650fcd5249bdddbbfec,LABELED|AMBIGUOUS,False
