topic,artifact,role,status,sha256,bytes,canonical_path,root_alias,can_recompute,notes
m3_instance_weighted_empirical.csv,top_journal_v3_reaudit_055/reports/m3_instance_weighted_empirical.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,4824e9d2f10942e34e185c114f6f31a17e22fd8bb1d21e1dbcd10eeaf3a6affc,18307,top_journal_v3_reaudit_055/reports/m3_instance_weighted_empirical.csv,reports/m3_instance_weighted_empirical.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m3_input_lineage_manifest.json,top_journal_v3_reaudit_055/reports/m3_input_lineage_manifest.json,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,a03404d3224bfc955fa5637a74185d00de032ed31966f59707df7f5c078a38e9,8808,top_journal_v3_reaudit_055/reports/m3_input_lineage_manifest.json,reports/m3_input_lineage_manifest.json,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m3_image_level_protocol_frozen.json,top_journal_v3_reaudit_055/reports/m3_image_level_protocol_frozen.json,FROZEN_PROTOCOL,VERIFIED,d88e0d4f3866ced04efc6e06dfb10ea55502bf409d827cb8b2eb7d048492a8e5,2358,top_journal_v3_reaudit_055/reports/m3_image_level_protocol_frozen.json,reports/m3_image_level_protocol_frozen.json,immutable,"single canonical artifact; root report paths are symlinks, not copies"
m3_decision.csv,top_journal_v3_reaudit_055/reports/m3_decision.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,83075194d1f2f4cc3b3f37f590bc36429bd205526bcc20868055f841b63b14f2,315,top_journal_v3_reaudit_055/reports/m3_decision.csv,reports/m3_decision.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_geometry_normalized_risk.csv,top_journal_v3_reaudit_055/reports/m4_geometry_normalized_risk.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,a652182ebb89a44355d424603eedc8a1bf3896012473289ca5a5e95e36cd65cd,5732,top_journal_v3_reaudit_055/reports/m4_geometry_normalized_risk.csv,reports/m4_geometry_normalized_risk.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_fixed_angle_sensitivity.csv,top_journal_v3_reaudit_055/reports/m4_fixed_angle_sensitivity.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,c32013cc16a744cae5fd40641ebe95d71b62bb8187f15e2560849edb862f584e,12134,top_journal_v3_reaudit_055/reports/m4_fixed_angle_sensitivity.csv,reports/m4_fixed_angle_sensitivity.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_delta_theta_075_frozen.json,top_journal_v3_reaudit_055/reports/m4_delta_theta_075_frozen.json,FROZEN_PROTOCOL,VERIFIED,80d86a5f72e70405fe4a49db87aad61e6aea20a26af0ad1c5745bfd646d1e5cb,12986,top_journal_v3_reaudit_055/reports/m4_delta_theta_075_frozen.json,reports/m4_delta_theta_075_frozen.json,immutable,"single canonical artifact; root report paths are symlinks, not copies"
m4_delta_theta_tau_curve.csv,top_journal_v3_reaudit_055/reports/m4_delta_theta_tau_curve.csv,FROZEN_PROTOCOL,VERIFIED,25ed7c7bb86b23cdefc7a0090ac64c41bf84f1e08476a6bbee96badc83a9ff65,15095,top_journal_v3_reaudit_055/reports/m4_delta_theta_tau_curve.csv,reports/m4_delta_theta_tau_curve.csv,immutable,"single canonical artifact; root report paths are symlinks, not copies"
m4_delta_theta_direct_solve_stability.csv,top_journal_v3_reaudit_055/reports/m4_delta_theta_direct_solve_stability.csv,FROZEN_PROTOCOL,VERIFIED,b2e2bb7b46671d0496ad059aee8a13d23041075084a3924551bc1ce58d6597f5,4849,top_journal_v3_reaudit_055/reports/m4_delta_theta_direct_solve_stability.csv,reports/m4_delta_theta_direct_solve_stability.csv,immutable,"single canonical artifact; root report paths are symlinks, not copies"
m4_observed_ar_numerical_stability.csv,top_journal_v3_reaudit_055/reports/m4_observed_ar_numerical_stability.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,8321589fe3ca37fc8c34696b464788b03c114e4a416a6dbda8fd532a0e260567,2440,top_journal_v3_reaudit_055/reports/m4_observed_ar_numerical_stability.csv,reports/m4_observed_ar_numerical_stability.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_input_lineage_audit.csv,top_journal_v3_reaudit_055/reports/m4_input_lineage_audit.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,59943f359f4926ebb369780da94644f659fd48510e729e92ebfa31bcbf7778dd,2207,top_journal_v3_reaudit_055/reports/m4_input_lineage_audit.csv,reports/m4_input_lineage_audit.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_human_annotation_sampling_manifest.csv,top_journal_v3_reaudit_055/reports/m4_human_annotation_sampling_manifest.csv,HUMAN_ANNOTATION_MACHINE_PACKAGE,VERIFIED,e6479d43f0b9cb486e56b9804caef080d8dd5fc81edf7ce6d724f19d70b8a7b9,1085022,top_journal_v3_reaudit_055/reports/m4_human_annotation_sampling_manifest.csv,reports/m4_human_annotation_sampling_manifest.csv,rebuild only before real labels exist,"single canonical artifact; root report paths are symlinks, not copies"
m4_human_annotation_disagreement.csv,top_journal_v3_reaudit_055/reports/m4_human_annotation_disagreement.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,f41e03c6dddade0726cd5a3e501582ef82f1cd887e563bd174c8a4a612b0ea52,954,top_journal_v3_reaudit_055/reports/m4_human_annotation_disagreement.csv,reports/m4_human_annotation_disagreement.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_gt_jitter_proxy_reference.csv,top_journal_v3_reaudit_055/reports/m4_gt_jitter_proxy_reference.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,e101f74173c64ea1271c64f75b4e9ef5770c26e41a3cd7e37cd12af4f775b194,19430,top_journal_v3_reaudit_055/reports/m4_gt_jitter_proxy_reference.csv,reports/m4_gt_jitter_proxy_reference.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_human_annotation_build_audit.json,top_journal_v3_reaudit_055/reports/m4_human_annotation_build_audit.json,HUMAN_ANNOTATION_MACHINE_PACKAGE,VERIFIED,b63bf40d6f5c3cbab7d3e7a152555aaa545fc61d29e32109b1f46ccef5fc66cc,5866,top_journal_v3_reaudit_055/reports/m4_human_annotation_build_audit.json,reports/m4_human_annotation_build_audit.json,rebuild only before real labels exist,"single canonical artifact; root report paths are symlinks, not copies"
m4_human_annotation_pairs.csv,top_journal_v3_reaudit_055/reports/m4_human_annotation_pairs.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,f1ebc0918c2d19d0c42370330062ce6fdb877d329afd6b43ae7710ce2c1d90ee,215852,top_journal_v3_reaudit_055/reports/m4_human_annotation_pairs.csv,reports/m4_human_annotation_pairs.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_human_annotation_merge_audit.json,top_journal_v3_reaudit_055/reports/m4_human_annotation_merge_audit.json,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,bbd2f644a999554bf0fd27abd66459a43aba3b99a36df6f74c3fdc5ff4647314,1527,top_journal_v3_reaudit_055/reports/m4_human_annotation_merge_audit.json,reports/m4_human_annotation_merge_audit.json,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
m4_human_annotation_analysis_audit.json,top_journal_v3_reaudit_055/reports/m4_human_annotation_analysis_audit.json,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,ab78a8f96297b971a91382ccdad48b9c87e55d23ef3d6a6f0449a70d4ed9850e,565,top_journal_v3_reaudit_055/reports/m4_human_annotation_analysis_audit.json,reports/m4_human_annotation_analysis_audit.json,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_radial_scaling.csv,top_journal_v3_reaudit_055/reports/psc_phase1_radial_scaling.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,565f66df82e141621a79f5f93ce6f9081f3d049ebebb737db870ed7e5fb1693f,45995,top_journal_v3_reaudit_055/reports/psc_phase1_radial_scaling.csv,reports/psc_phase1_radial_scaling.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_branch_decision.csv,top_journal_v3_reaudit_055/reports/psc_phase1_branch_decision.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,72cff2031ae677c57887fc5219f652df3eeca83d08f060488735904bc2240309,2561,top_journal_v3_reaudit_055/reports/psc_phase1_branch_decision.csv,reports/psc_phase1_branch_decision.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_dissection.csv,top_journal_v3_reaudit_055/reports/psc_phase1_dissection.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,cec64657f33a8415e6ff13041740db25964a24a5d724972de9f173d2fab26394,227654,top_journal_v3_reaudit_055/reports/psc_phase1_dissection.csv,reports/psc_phase1_dissection.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_score_comparison.csv,top_journal_v3_reaudit_055/reports/psc_phase1_score_comparison.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,aaf2127d4668014c677338bbb052c1f2366d5f5aae2d34d0d90c43f0f5c8bdb3,43831,top_journal_v3_reaudit_055/reports/psc_phase1_score_comparison.csv,reports/psc_phase1_score_comparison.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_nontriviality_audit.csv,top_journal_v3_reaudit_055/reports/psc_phase1_nontriviality_audit.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,4499471020c1475241e1e9592d22cab4922811ae6dc1ea6126715370b143ca23,7842,top_journal_v3_reaudit_055/reports/psc_phase1_nontriviality_audit.csv,reports/psc_phase1_nontriviality_audit.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_split_gate_decision.csv,top_journal_v3_reaudit_055/reports/psc_phase1_split_gate_decision.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,73ad759d5f721b9eecd9a304ded863f7a69eff87b38bde01bbb7ad7a9a49bf63,1975,top_journal_v3_reaudit_055/reports/psc_phase1_split_gate_decision.csv,reports/psc_phase1_split_gate_decision.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_artifact_manifest.csv,top_journal_v3_reaudit_055/reports/psc_phase1_artifact_manifest.csv,AUTHORITATIVE_DERIVED_REPORT,VERIFIED,50f41398a5ecdf5e3512d725132b5b587e446dda2343e8342c3cf35f5ed8fae3,27409,top_journal_v3_reaudit_055/reports/psc_phase1_artifact_manifest.csv,reports/psc_phase1_artifact_manifest.csv,bash scripts/reproduce_all_main_tables.sh,"single canonical artifact; root report paths are symlinks, not copies"
k2_go_no_go_decision_067.csv,top_journal_v3_reaudit_055/reports/k2_go_no_go_decision_067.csv,VALIDATED_HISTORICAL_RESULT,VERIFIED,00d011d0db29571a8a18eb6ead957e9ab8a31e277812ee8e53f61d34b1dd60ae,225,top_journal_v3_reaudit_055/reports/k2_go_no_go_decision_067.csv,reports/k2_go_no_go_decision_067.csv,revalidate only; no 069 rerun,"single canonical artifact; root report paths are symlinks, not copies"
k2_artifact_manifest_067.csv,top_journal_v3_reaudit_055/reports/k2_artifact_manifest_067.csv,VALIDATED_HISTORICAL_RESULT,VERIFIED,2f393c90f4d5d497edb7a21da61612a1de49c26ad661b4f0a54521bf00aed274,9225,top_journal_v3_reaudit_055/reports/k2_artifact_manifest_067.csv,reports/k2_artifact_manifest_067.csv,revalidate only; no 069 rerun,"single canonical artifact; root report paths are symlinks, not copies"
k4b_dota_full_val_metrics.csv,top_journal_v3_reaudit_055/reports/k4b_dota_full_val_metrics.csv,VALIDATED_HISTORICAL_RESULT,VERIFIED,30e56f900fbebd126b5b19b961a2a78de1fa2c931771525c1755d728007ced4b,630,top_journal_v3_reaudit_055/reports/k4b_dota_full_val_metrics.csv,reports/k4b_dota_full_val_metrics.csv,revalidate only; no 069 rerun,"single canonical artifact; root report paths are symlinks, not copies"
thresholds,configs/thresholds.yaml,FROZEN_ASSET,VERIFIED,b7c4e649b1a3de6d0c985a5f20dc5ba70a8fb3e428c3c184e2f86bf96d593fae,4378,configs/thresholds.yaml,,immutable,"single canonical artifact; root report paths are symlinks, not copies"
PSC preregistration,docs/psc_phase1_preregistration.md,FROZEN_PROTOCOL,VERIFIED,c1f88a6a975d158e42e6c26ddd936a12d269ecbd05ac7999dc11980c45292f7f,3569,docs/psc_phase1_preregistration.md,,immutable,"single canonical artifact; root report paths are symlinks, not copies"
current Chinese manuscript,docs/paper_zh_post_k1k4_068/orientation_reliability_paper_zh.md,AUTHORITATIVE_MANUSCRIPT,VERIFIED,7f6815d296a9e2092a43c4e28776dc1bdfcdddc325b1fb892df18194c13fd7fb,32610,docs/paper_zh_post_k1k4_068/orientation_reliability_paper_zh.md,,same-path integration; never create a duplicate 069 manuscript,"single canonical artifact; root report paths are symlinks, not copies"
DIOR lineage audit,reports/069_dior_partial_gt_lineage_audit.csv,AUTHORITATIVE_LINEAGE,VERIFIED,e01276ce5dca607465e144ab686a2b45656a32305f267f2b8f748ac4436ce267,7767,reports/069_dior_partial_gt_lineage_audit.csv,,python scripts/m069_lineage_audit.py,"single canonical artifact; root report paths are symlinks, not copies"
DOTA artifact manifest,reports/069_dota_clean_artifact_manifest.csv,AUTHORITATIVE_LINEAGE,VERIFIED,a11093a218e0d0e3f0a290f83f6a2feda362b34df1bf9796e489ff296674e49b,3016,reports/069_dota_clean_artifact_manifest.csv,,python scripts/m069_lineage_audit.py,"single canonical artifact; root report paths are symlinks, not copies"
one-click script,scripts/reproduce_all_main_tables.sh,REPRODUCTION_ENTRYPOINT,VERIFIED,e4e2237b4eb561c2361dffdee96c06084f8924193ddc72473b4758f36bda053c,3969,scripts/reproduce_all_main_tables.sh,,source code,"single canonical artifact; root report paths are symlinks, not copies"
strict final auditor,scripts/m069_freeze_and_repro.py,REPRODUCTION_CODE,VERIFIED,2f63895417697092127368cee0a42da61caf05f4cce8e602580fd0cf666c5029,200836,scripts/m069_freeze_and_repro.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
one-click log,logs/reproduce_all_main_tables_069.log,REPRODUCTION_LOG,VERIFIED,d90e1d8fd31ae4f01a80291371f618c7486200524966027cb8596bac46cb9395,8780,logs/reproduce_all_main_tables_069.log,,rerun one-click,"single canonical artifact; root report paths are symlinks, not copies"
m1_ar21_protocol_unification.md,docs/m1_ar21_protocol_unification.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,ea16aad727a8201c383956a6fb8562a7cde3560a189ebbdbd6dd8b69f3f4a3d9,2040,docs/m1_ar21_protocol_unification.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
m2_g2doubleprime_ar21_size_control.md,docs/m2_g2doubleprime_ar21_size_control.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,cc2b8be13429ae89c671296119f7b3974d20358d1390c78350c769d3bdf2b3b3,2482,docs/m2_g2doubleprime_ar21_size_control.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
m3_image_level_risk_control.md,docs/m3_image_level_risk_control.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,530999d5e5017efcad05792f85c147df6e5b4ccf05cc49c3f783e410fe33b651,5543,docs/m3_image_level_risk_control.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
m4_risk_event_definition.md,docs/m4_risk_event_definition.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,2a25a56ef912035667f8e76f89ae432df76d5da7468e5718eb1c56c9cb9202d8,2523,docs/m4_risk_event_definition.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
m4_human_angle_annotation_audit.md,docs/m4_human_angle_annotation_audit.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,6a502f04bf3ce093c91bc1e94d29c76ffa32528cc352403138f0e63afa8148d3,2945,docs/m4_human_angle_annotation_audit.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_radial_scaling_intervention.md,docs/psc_phase1_radial_scaling_intervention.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,90efbafee80ab6cec7a6ccdb481125efe59538170e8ce16aaed034cbe75dacb9,1584,docs/psc_phase1_radial_scaling_intervention.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1_split_gate_report.md,docs/psc_phase1_split_gate_report.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,0cb3237c8254b9122fb34f5093e3f4643c288f7fc129e50373ebadade23aaf65,939,docs/psc_phase1_split_gate_report.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
069_dior_partial_gt_lineage_resolution.md,docs/069_dior_partial_gt_lineage_resolution.md,AUTHORITATIVE_PROTOCOL_OR_DECISION,VERIFIED,90dd04e8052764b14480c0be4aa71a647a6191453953b8acabedb4cbeb0cdc91,3234,docs/069_dior_partial_gt_lineage_resolution.md,,reproduction chain or frozen protocol,"single canonical artifact; root report paths are symlinks, not copies"
m069_lineage_audit.py,scripts/m069_lineage_audit.py,REPRODUCTION_CODE,VERIFIED,aba560b2fef2b238fe2912ca31f64745a55d47f934ee87f2621dd76db4496905,35952,scripts/m069_lineage_audit.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
m1_ar21_unify.py,scripts/m1_ar21_unify.py,REPRODUCTION_CODE,VERIFIED,f86a94b686b0b89a74a111c4e0e12d1fe138f59efbaf1dd0462672aff676b4f0,24069,scripts/m1_ar21_unify.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
m2_g2doubleprime_ar21.py,scripts/m2_g2doubleprime_ar21.py,REPRODUCTION_CODE,VERIFIED,40b6102f5f0f7679467c0af2146625956219bc349ebafaa4c1f64d95c03a51ef,12514,scripts/m2_g2doubleprime_ar21.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
recompute_m3_image_level_risk_control.py,scripts/recompute_m3_image_level_risk_control.py,REPRODUCTION_CODE,VERIFIED,21fa97c39c829738efffb1781ab005dce32c2da83ef6f3f22c7477710174319e,637,scripts/recompute_m3_image_level_risk_control.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
m3_image_level_risk.py,scripts/m3_image_level_risk.py,REPRODUCTION_CODE,VERIFIED,b9aad3ae07b74f437175a25f3a3fb66ec0b486a2bbf838c613d9ca756aff90a6,51665,scripts/m3_image_level_risk.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
derive_delta_theta_075.py,scripts/derive_delta_theta_075.py,REPRODUCTION_CODE,VERIFIED,eb87db17ba90a3724869080130fcb1cbd8b77e2e35a07c1a43502b6875eed05d,15117,scripts/derive_delta_theta_075.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
m4_risk_events.py,scripts/m4_risk_events.py,REPRODUCTION_CODE,VERIFIED,ca06bb1bad277c7ea2bee35176719c39c9442d940314d9d5b4fab98aee0bedc8,15685,scripts/m4_risk_events.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
psc_phase1.py,scripts/psc_phase1.py,REPRODUCTION_CODE,VERIFIED,3d2891328de6f6d0eaf5f6629db8ecd100f0ec24a0ce04ed6da44151542011e7,89823,scripts/psc_phase1.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
build_m4_human_annotation.py,scripts/build_m4_human_annotation.py,REPRODUCTION_CODE,VERIFIED,ffd7db72e54c91a706aaab3ba9248896e3de2050ef7a4fe94df8ccbc72902fda,20131,scripts/build_m4_human_annotation.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
merge_m4_human_annotations.py,scripts/merge_m4_human_annotations.py,REPRODUCTION_CODE,VERIFIED,91a366e664b0b109b7ecff43200ab8967f5ef743076437d5d107bf80f7166a62,16542,scripts/merge_m4_human_annotations.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
analyze_m4_human_disagreement.py,scripts/analyze_m4_human_disagreement.py,REPRODUCTION_CODE,VERIFIED,481276f9c30058caa4c64aa3ac7e1af61463b37c42f0f4545263ba2f040ebf65,9852,scripts/analyze_m4_human_disagreement.py,,source code,"single canonical artifact; root report paths are symlinks, not copies"
human annotation index.html,annotation_tools/m4_angle_annotation/index.html,HUMAN_ANNOTATION_MACHINE_PACKAGE,VERIFIED,d1660eead85a2332cb144dad32519266c1a7cf8fb590aa27fcaf141219f6d9c1,16318,annotation_tools/m4_angle_annotation/index.html,,rebuild only before real labels exist,"single canonical artifact; root report paths are symlinks, not copies"
human annotation angle_convention.md,annotation_tools/m4_angle_annotation/angle_convention.md,HUMAN_ANNOTATION_MACHINE_PACKAGE,VERIFIED,5ac7678643e258f826d273b7d2a998b3d3736c280f32eeb6bc452e68c5a66927,642,annotation_tools/m4_angle_annotation/angle_convention.md,,rebuild only before real labels exist,"single canonical artifact; root report paths are symlinks, not copies"
human annotation instructions.md,annotation_tools/m4_angle_annotation/instructions.md,HUMAN_ANNOTATION_MACHINE_PACKAGE,VERIFIED,afa8cff96ceabb87b5483076cebdc6fee238247f82f949a3928c3f2618700aa6,1156,annotation_tools/m4_angle_annotation/instructions.md,,rebuild only before real labels exist,"single canonical artifact; root report paths are symlinks, not copies"
human annotation annotatorA_tasks.csv,annotation_tools/m4_angle_annotation/annotatorA_tasks.csv,HUMAN_ANNOTATION_MACHINE_PACKAGE,VERIFIED,c6dc1e43dfe56a7645c0c6c81f584f3b57aeed4f3f3cd7068b421c2d05ce0fff,152513,annotation_tools/m4_angle_annotation/annotatorA_tasks.csv,,rebuild only before real labels exist,"single canonical artifact; root report paths are symlinks, not copies"
human annotation annotatorB_tasks.csv,annotation_tools/m4_angle_annotation/annotatorB_tasks.csv,HUMAN_ANNOTATION_MACHINE_PACKAGE,VERIFIED,f2a147c018ada70a13842b7868754f39337b5e8d96ecbf5f894f154f82cf958d,152513,annotation_tools/m4_angle_annotation/annotatorB_tasks.csv,,rebuild only before real labels exist,"single canonical artifact; root report paths are symlinks, not copies"
human crop c26412cc14adf60e,annotation_tools/m4_angle_annotation/crops/c26412cc14adf60e.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,dd2f1c0d7bd46c9201707877b31470d894478dd40fa23d73fc69e0310ba79938,13755,annotation_tools/m4_angle_annotation/crops/c26412cc14adf60e.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
